_id,ปริมาณการใช้รวมต่อปี,ลำดับหมวดอุตสาหกรรม,หมวดอุตสาหกรรม,จังหวัด
328,9105.181858,20,ผลิตยานพาหนะและอุปกรณ์รวมทั้งการซ่อมยานพาหนะและอุปกรณ์,พระนครศรีอยุธยา
329,1009203.309,21,การผลิตอื่นๆ,พระนครศรีอยุธยา
330,10,20,ผลิตยานพาหนะและอุปกรณ์รวมทั้งการซ่อมยานพาหนะและอุปกรณ์,พะเยา
331,376.95,2,อุตสาหกรรมอาหาร,พังงา
332,4197.193,12,ผลิตภัณฑ์จากปิโตรเลียม,พังงา
333,62.3,13,ยางและผลิตภัณฑ์ยาง,พังงา
334,447.2,21,การผลิตอื่นๆ,พังงา
335,105.101,2,อุตสาหกรรมอาหาร,พัทลุง
336,15.3,7,แปรรูปไม้และผลิตภัณฑ์จากไม้,พัทลุง
337,12000,12,ผลิตภัณฑ์จากปิโตรเลียม,พัทลุง
338,1333.0649,13,ยางและผลิตภัณฑ์ยาง,พัทลุง
339,294.1,15,ผลิตภัณฑ์อโลหะ,พัทลุง
340,9.6,21,การผลิตอื่นๆ,พัทลุง
341,597.161,2,อุตสาหกรรมอาหาร,พิจิตร
342,0.16,5,อุตสาหกรรมเครื่องแต่งกายยกเว้นรองเท้า,พิจิตร
343,1424.696,11,เคมีภัณฑ์และผลิตภัณฑ์เคมี,พิจิตร
344,684,15,ผลิตภัณฑ์อโลหะ,พิจิตร
345,27838.455,16,ผลิตโลหะขั้นมูลฐาน,พิจิตร
346,7,19,ผลิตเครื่องใช้ไฟฟ้าและอุปกรณ์,พิจิตร
347,151085.772,21,การผลิตอื่นๆ,พิจิตร
348,3290.046,2,อุตสาหกรรมอาหาร,พิษณุโลก
349,6,3,อุตสาหกรรมเครื่องดื่ม,พิษณุโลก
350,3996.8,12,ผลิตภัณฑ์จากปิโตรเลียม,พิษณุโลก
351,10,15,ผลิตภัณฑ์อโลหะ,พิษณุโลก
352,0.024,20,ผลิตยานพาหนะและอุปกรณ์รวมทั้งการซ่อมยานพาหนะและอุปกรณ์,พิษณุโลก
353,285.555,21,การผลิตอื่นๆ,พิษณุโลก
354,0.012,1,ผลิตภัณฑ์จากพืช,เพชรบุรี
355,13.366,2,อุตสาหกรรมอาหาร,เพชรบุรี
356,18.6264,4,สิ่งทอ,เพชรบุรี
357,13459,7,แปรรูปไม้และผลิตภัณฑ์จากไม้,เพชรบุรี
358,513.061,8,เครื่องเรือนหรือเครื่องตบแต่งในอาคารจากไม้ แก้ว ยาง หรือโลหะอื่นๆ,เพชรบุรี
359,21613.7,9,ผลิตกระดาษและผลิตภัณฑ์กระดาษ,เพชรบุรี
360,191.847,10,การพิมพ์ การเย็บเล่ม ทำปกหรือการทำแม่พิมพ์,เพชรบุรี
361,780586.0893,11,เคมีภัณฑ์และผลิตภัณฑ์เคมี,เพชรบุรี
362,1,13,ยางและผลิตภัณฑ์ยาง,เพชรบุรี
363,13550575.76,14,ผลิตภัณฑ์พลาสติก,เพชรบุรี
364,1000,16,ผลิตโลหะขั้นมูลฐาน,เพชรบุรี
365,160263.278,17,ผลิตภัณฑ์โลหะ,เพชรบุรี
366,195.39,18,ผลิตเครื่องจักรและเครื่องกล,เพชรบุรี
367,22.4,19,ผลิตเครื่องใช้ไฟฟ้าและอุปกรณ์,เพชรบุรี
368,1361.768,20,ผลิตยานพาหนะและอุปกรณ์รวมทั้งการซ่อมยานพาหนะและอุปกรณ์,เพชรบุรี
369,212.7494,21,การผลิตอื่นๆ,เพชรบุรี
370,1.656,1,ผลิตภัณฑ์จากพืช,เพชรบูรณ์
371,16403.4905,2,อุตสาหกรรมอาหาร,เพชรบูรณ์
372,4,15,ผลิตภัณฑ์อโลหะ,เพชรบูรณ์
373,37.288,21,การผลิตอื่นๆ,เพชรบูรณ์
374,0.2,20,ผลิตยานพาหนะและอุปกรณ์รวมทั้งการซ่อมยานพาหนะและอุปกรณ์,แพร่
375,0,21,การผลิตอื่นๆ,แพร่
376,1,2,อุตสาหกรรมอาหาร,ภูเก็ต
377,79.517,8,เครื่องเรือนหรือเครื่องตบแต่งในอาคารจากไม้ แก้ว ยาง หรือโลหะอื่นๆ,ภูเก็ต
378,120,12,ผลิตภัณฑ์จากปิโตรเลียม,ภูเก็ต
379,350.305,16,ผลิตโลหะขั้นมูลฐาน,ภูเก็ต
380,0.5,20,ผลิตยานพาหนะและอุปกรณ์รวมทั้งการซ่อมยานพาหนะและอุปกรณ์,ภูเก็ต
381,1743.6629,21,การผลิตอื่นๆ,ภูเก็ต
382,541.2,1,ผลิตภัณฑ์จากพืช,มหาสารคาม
383,124.445,2,อุตสาหกรรมอาหาร,มหาสารคาม
384,1942.13,3,อุตสาหกรรมเครื่องดื่ม,มหาสารคาม
385,500,10,การพิมพ์ การเย็บเล่ม ทำปกหรือการทำแม่พิมพ์,มหาสารคาม
386,105.405,15,ผลิตภัณฑ์อโลหะ,มหาสารคาม
387,0.005,19,ผลิตเครื่องใช้ไฟฟ้าและอุปกรณ์,มหาสารคาม
388,33.4,20,ผลิตยานพาหนะและอุปกรณ์รวมทั้งการซ่อมยานพาหนะและอุปกรณ์,มหาสารคาม
389,8750,21,การผลิตอื่นๆ,มหาสารคาม
390,249.6241,1,ผลิตภัณฑ์จากพืช,มุกดาหาร
391,132.6,13,ยางและผลิตภัณฑ์ยาง,มุกดาหาร
392,3,14,ผลิตภัณฑ์พลาสติก,มุกดาหาร
393,10000,15,ผลิตภัณฑ์อโลหะ,มุกดาหาร
394,0,2,อุตสาหกรรมอาหาร,แม่ฮ่องสอน
395,1,20,ผลิตยานพาหนะและอุปกรณ์รวมทั้งการซ่อมยานพาหนะและอุปกรณ์,แม่ฮ่องสอน
396,4.875,1,ผลิตภัณฑ์จากพืช,ยโสธร
397,3.8,2,อุตสาหกรรมอาหาร,ยโสธร
398,1,15,ผลิตภัณฑ์อโลหะ,ยโสธร
399,1254,7,แปรรูปไม้และผลิตภัณฑ์จากไม้,ยะลา
400,420,12,ผลิตภัณฑ์จากปิโตรเลียม,ยะลา
401,759.715,13,ยางและผลิตภัณฑ์ยาง,ยะลา
402,6000,15,ผลิตภัณฑ์อโลหะ,ยะลา
403,1997.9289,21,การผลิตอื่นๆ,ยะลา
404,45.975,1,ผลิตภัณฑ์จากพืช,ร้อยเอ็ด
405,2061.71,2,อุตสาหกรรมอาหาร,ร้อยเอ็ด
406,1000,20,ผลิตยานพาหนะและอุปกรณ์รวมทั้งการซ่อมยานพาหนะและอุปกรณ์,ร้อยเอ็ด
407,164.472,21,การผลิตอื่นๆ,ร้อยเอ็ด
408,101.411,2,อุตสาหกรรมอาหาร,ระนอง
409,5,7,แปรรูปไม้และผลิตภัณฑ์จากไม้,ระนอง
410,15,15,ผลิตภัณฑ์อโลหะ,ระนอง
411,1563.4,21,การผลิตอื่นๆ,ระนอง
412,26069.68688,1,ผลิตภัณฑ์จากพืช,ระยอง
413,91334.24819,2,อุตสาหกรรมอาหาร,ระยอง
414,9317.02606,3,อุตสาหกรรมเครื่องดื่ม,ระยอง
415,3167.2229,4,สิ่งทอ,ระยอง
416,26,6,ผลิตหนังสัตว์และผลิตภัณฑ์จากหนังสัตว์,ระยอง
417,634.08,7,แปรรูปไม้และผลิตภัณฑ์จากไม้,ระยอง
418,98425.72,8,เครื่องเรือนหรือเครื่องตบแต่งในอาคารจากไม้ แก้ว ยาง หรือโลหะอื่นๆ,ระยอง
419,11177.93457,9,ผลิตกระดาษและผลิตภัณฑ์กระดาษ,ระยอง
420,18719.776,10,การพิมพ์ การเย็บเล่ม ทำปกหรือการทำแม่พิมพ์,ระยอง
421,1111836800,11,เคมีภัณฑ์และผลิตภัณฑ์เคมี,ระยอง
422,16572408.93,12,ผลิตภัณฑ์จากปิโตรเลียม,ระยอง
423,2220038.537,13,ยางและผลิตภัณฑ์ยาง,ระยอง
424,207289.4006,14,ผลิตภัณฑ์พลาสติก,ระยอง
425,226887.2743,15,ผลิตภัณฑ์อโลหะ,ระยอง
426,118032.6079,16,ผลิตโลหะขั้นมูลฐาน,ระยอง
427,1121448.312,17,ผลิตภัณฑ์โลหะ,ระยอง
428,125887.3427,18,ผลิตเครื่องจักรและเครื่องกล,ระยอง
429,5395080.685,19,ผลิตเครื่องใช้ไฟฟ้าและอุปกรณ์,ระยอง
430,2064756.49,20,ผลิตยานพาหนะและอุปกรณ์รวมทั้งการซ่อมยานพาหนะและอุปกรณ์,ระยอง
431,42930749.79,21,การผลิตอื่นๆ,ระยอง
432,15124.95,1,ผลิตภัณฑ์จากพืช,ราชบุรี
433,9299.811589,2,อุตสาหกรรมอาหาร,ราชบุรี
434,17426.42052,3,อุตสาหกรรมเครื่องดื่ม,ราชบุรี
435,367104.5886,4,สิ่งทอ,ราชบุรี
436,28349978.15,9,ผลิตกระดาษและผลิตภัณฑ์กระดาษ,ราชบุรี
437,105123.9574,11,เคมีภัณฑ์และผลิตภัณฑ์เคมี,ราชบุรี
438,81.032,12,ผลิตภัณฑ์จากปิโตรเลียม,ราชบุรี
439,142.6,14,ผลิตภัณฑ์พลาสติก,ราชบุรี
440,81968.8842,15,ผลิตภัณฑ์อโลหะ,ราชบุรี
441,4512.929,16,ผลิตโลหะขั้นมูลฐาน,ราชบุรี
442,1098.255,17,ผลิตภัณฑ์โลหะ,ราชบุรี
443,99.538016,19,ผลิตเครื่องใช้ไฟฟ้าและอุปกรณ์,ราชบุรี
444,1235184.933,20,ผลิตยานพาหนะและอุปกรณ์รวมทั้งการซ่อมยานพาหนะและอุปกรณ์,ราชบุรี
445,3503.6243,21,การผลิตอื่นๆ,ราชบุรี
446,226.847614,1,ผลิตภัณฑ์จากพืช,ลพบุรี
447,11757.06973,2,อุตสาหกรรมอาหาร,ลพบุรี
448,1715.8,3,อุตสาหกรรมเครื่องดื่ม,ลพบุรี
449,535.54833,9,ผลิตกระดาษและผลิตภัณฑ์กระดาษ,ลพบุรี
450,1673947.084,11,เคมีภัณฑ์และผลิตภัณฑ์เคมี,ลพบุรี
451,33008.13,15,ผลิตภัณฑ์อโลหะ,ลพบุรี
452,3504.903,19,ผลิตเครื่องใช้ไฟฟ้าและอุปกรณ์,ลพบุรี
453,1422.473,21,การผลิตอื่นๆ,ลพบุรี
454,223.3,1,ผลิตภัณฑ์จากพืช,ลำปาง
455,3123155846,2,อุตสาหกรรมอาหาร,ลำปาง
456,13.92,3,อุตสาหกรรมเครื่องดื่ม,ลำปาง
457,724,11,เคมีภัณฑ์และผลิตภัณฑ์เคมี,ลำปาง
458,358.5506,12,ผลิตภัณฑ์จากปิโตรเลียม,ลำปาง
459,2138.4406,15,ผลิตภัณฑ์อโลหะ,ลำปาง
460,36.5,20,ผลิตยานพาหนะและอุปกรณ์รวมทั้งการซ่อมยานพาหนะและอุปกรณ์,ลำปาง
461,8233.14625,21,การผลิตอื่นๆ,ลำปาง
462,47.71,1,ผลิตภัณฑ์จากพืช,ลำพูน
463,3929.37856,2,อุตสาหกรรมอาหาร,ลำพูน
464,79.97,4,สิ่งทอ,ลำพูน
465,44.03,5,อุตสาหกรรมเครื่องแต่งกายยกเว้นรองเท้า,ลำพูน
466,6.365,6,ผลิตหนังสัตว์และผลิตภัณฑ์จากหนังสัตว์,ลำพูน
467,4623.306,11,เคมีภัณฑ์และผลิตภัณฑ์เคมี,ลำพูน
468,92,14,ผลิตภัณฑ์พลาสติก,ลำพูน
469,244.344,15,ผลิตภัณฑ์อโลหะ,ลำพูน
470,477.633,17,ผลิตภัณฑ์โลหะ,ลำพูน
471,285.2615,18,ผลิตเครื่องจักรและเครื่องกล,ลำพูน
472,6123.16926,19,ผลิตเครื่องใช้ไฟฟ้าและอุปกรณ์,ลำพูน
473,275.891,20,ผลิตยานพาหนะและอุปกรณ์รวมทั้งการซ่อมยานพาหนะและอุปกรณ์,ลำพูน
474,12423.98606,21,การผลิตอื่นๆ,ลำพูน
475,6,1,ผลิตภัณฑ์จากพืช,เลย
476,247.8,2,อุตสาหกรรมอาหาร,เลย
477,1,12,ผลิตภัณฑ์จากปิโตรเลียม,เลย
478,10,20,ผลิตยานพาหนะและอุปกรณ์รวมทั้งการซ่อมยานพาหนะและอุปกรณ์,เลย
479,275.256,21,การผลิตอื่นๆ,เลย
480,254.89,1,ผลิตภัณฑ์จากพืช,ศรีสะเกษ
481,137474.386,2,อุตสาหกรรมอาหาร,ศรีสะเกษ
482,867.93,12,ผลิตภัณฑ์จากปิโตรเลียม,ศรีสะเกษ
483,130,15,ผลิตภัณฑ์อโลหะ,ศรีสะเกษ
484,2693349.211,21,การผลิตอื่นๆ,ศรีสะเกษ
485,498.782,2,อุตสาหกรรมอาหาร,สกลนคร
486,277.204,13,ยางและผลิตภัณฑ์ยาง,สกลนคร
487,1,21,การผลิตอื่นๆ,สกลนคร
488,17211.53626,2,อุตสาหกรรมอาหาร,สงขลา
489,226.21,7,แปรรูปไม้และผลิตภัณฑ์จากไม้,สงขลา
490,706.197,9,ผลิตกระดาษและผลิตภัณฑ์กระดาษ,สงขลา
491,110.915,10,การพิมพ์ การเย็บเล่ม ทำปกหรือการทำแม่พิมพ์,สงขลา
492,70687.2376,11,เคมีภัณฑ์และผลิตภัณฑ์เคมี,สงขลา
493,2400,12,ผลิตภัณฑ์จากปิโตรเลียม,สงขลา
494,1351493.191,13,ยางและผลิตภัณฑ์ยาง,สงขลา
495,2008.92,15,ผลิตภัณฑ์อโลหะ,สงขลา
496,158.637,16,ผลิตโลหะขั้นมูลฐาน,สงขลา
497,42.76198,17,ผลิตภัณฑ์โลหะ,สงขลา
498,5514.5745,21,การผลิตอื่นๆ,สงขลา
499,32.22,2,อุตสาหกรรมอาหาร,สตูล
500,239.269,7,แปรรูปไม้และผลิตภัณฑ์จากไม้,สตูล
501,53.88,13,ยางและผลิตภัณฑ์ยาง,สตูล
502,0.5,20,ผลิตยานพาหนะและอุปกรณ์รวมทั้งการซ่อมยานพาหนะและอุปกรณ์,สตูล
503,24.1,21,การผลิตอื่นๆ,สตูล
504,119.71747,1,ผลิตภัณฑ์จากพืช,สมุทรปราการ
505,611416.3208,2,อุตสาหกรรมอาหาร,สมุทรปราการ
506,81825.44515,4,สิ่งทอ,สมุทรปราการ
507,48654.48393,6,ผลิตหนังสัตว์และผลิตภัณฑ์จากหนังสัตว์,สมุทรปราการ
508,127.5,7,แปรรูปไม้และผลิตภัณฑ์จากไม้,สมุทรปราการ
509,91.8102,8,เครื่องเรือนหรือเครื่องตบแต่งในอาคารจากไม้ แก้ว ยาง หรือโลหะอื่นๆ,สมุทรปราการ
510,297017.8721,9,ผลิตกระดาษและผลิตภัณฑ์กระดาษ,สมุทรปราการ
511,8847.783549,10,การพิมพ์ การเย็บเล่ม ทำปกหรือการทำแม่พิมพ์,สมุทรปราการ
512,29727714.61,11,เคมีภัณฑ์และผลิตภัณฑ์เคมี,สมุทรปราการ
513,512832.9851,12,ผลิตภัณฑ์จากปิโตรเลียม,สมุทรปราการ
514,4504.88005,13,ยางและผลิตภัณฑ์ยาง,สมุทรปราการ
515,4518346.231,14,ผลิตภัณฑ์พลาสติก,สมุทรปราการ
516,539074.3035,15,ผลิตภัณฑ์อโลหะ,สมุทรปราการ
517,2334727.216,16,ผลิตโลหะขั้นมูลฐาน,สมุทรปราการ
518,148578.6582,17,ผลิตภัณฑ์โลหะ,สมุทรปราการ
519,8687.895827,18,ผลิตเครื่องจักรและเครื่องกล,สมุทรปราการ
520,1819696.832,19,ผลิตเครื่องใช้ไฟฟ้าและอุปกรณ์,สมุทรปราการ
521,44567.6628,20,ผลิตยานพาหนะและอุปกรณ์รวมทั้งการซ่อมยานพาหนะและอุปกรณ์,สมุทรปราการ
522,1904042.847,21,การผลิตอื่นๆ,สมุทรปราการ
523,6296.838,2,อุตสาหกรรมอาหาร,สมุทรสงคราม
524,224,11,เคมีภัณฑ์และผลิตภัณฑ์เคมี,สมุทรสงคราม
525,211.2,14,ผลิตภัณฑ์พลาสติก,สมุทรสงคราม
526,38,18,ผลิตเครื่องจักรและเครื่องกล,สมุทรสงคราม
527,1,19,ผลิตเครื่องใช้ไฟฟ้าและอุปกรณ์,สมุทรสงคราม
528,9744.76748,1,ผลิตภัณฑ์จากพืช,สมุทรสาคร
529,940101.6812,2,อุตสาหกรรมอาหาร,สมุทรสาคร
530,4086.663291,3,อุตสาหกรรมเครื่องดื่ม,สมุทรสาคร
531,36107.873,4,สิ่งทอ,สมุทรสาคร
532,54.7257,5,อุตสาหกรรมเครื่องแต่งกายยกเว้นรองเท้า,สมุทรสาคร
533,32.177,6,ผลิตหนังสัตว์และผลิตภัณฑ์จากหนังสัตว์,สมุทรสาคร
534,178.3106,7,แปรรูปไม้และผลิตภัณฑ์จากไม้,สมุทรสาคร
535,12.2,8,เครื่องเรือนหรือเครื่องตบแต่งในอาคารจากไม้ แก้ว ยาง หรือโลหะอื่นๆ,สมุทรสาคร
536,85081.94645,9,ผลิตกระดาษและผลิตภัณฑ์กระดาษ,สมุทรสาคร
537,18921.51496,10,การพิมพ์ การเย็บเล่ม ทำปกหรือการทำแม่พิมพ์,สมุทรสาคร
538,1143173.447,11,เคมีภัณฑ์และผลิตภัณฑ์เคมี,สมุทรสาคร
539,197212.9799,12,ผลิตภัณฑ์จากปิโตรเลียม,สมุทรสาคร
540,432541.4687,13,ยางและผลิตภัณฑ์ยาง,สมุทรสาคร
541,770303.9405,14,ผลิตภัณฑ์พลาสติก,สมุทรสาคร
542,589033.443,15,ผลิตภัณฑ์อโลหะ,สมุทรสาคร
543,6301.6951,16,ผลิตโลหะขั้นมูลฐาน,สมุทรสาคร
544,44723.11705,17,ผลิตภัณฑ์โลหะ,สมุทรสาคร
545,389572.58,18,ผลิตเครื่องจักรและเครื่องกล,สมุทรสาคร
546,5059.910245,19,ผลิตเครื่องใช้ไฟฟ้าและอุปกรณ์,สมุทรสาคร
547,2035.26161,20,ผลิตยานพาหนะและอุปกรณ์รวมทั้งการซ่อมยานพาหนะและอุปกรณ์,สมุทรสาคร
548,472859.6831,21,การผลิตอื่นๆ,สมุทรสาคร
549,273.38,1,ผลิตภัณฑ์จากพืช,สระแก้ว
550,2146.308,2,อุตสาหกรรมอาหาร,สระแก้ว
551,26.742,3,อุตสาหกรรมเครื่องดื่ม,สระแก้ว
552,211.757,8,เครื่องเรือนหรือเครื่องตบแต่งในอาคารจากไม้ แก้ว ยาง หรือโลหะอื่นๆ,สระแก้ว
553,2541.205,9,ผลิตกระดาษและผลิตภัณฑ์กระดาษ,สระแก้ว
554,313.87,10,การพิมพ์ การเย็บเล่ม ทำปกหรือการทำแม่พิมพ์,สระแก้ว
555,1,12,ผลิตภัณฑ์จากปิโตรเลียม,สระแก้ว
556,2,14,ผลิตภัณฑ์พลาสติก,สระแก้ว
557,12,15,ผลิตภัณฑ์อโลหะ,สระแก้ว
558,1377952.454,21,การผลิตอื่นๆ,สระแก้ว
559,139.58436,1,ผลิตภัณฑ์จากพืช,สระบุรี
560,135330.3835,2,อุตสาหกรรมอาหาร,สระบุรี
561,4405.382624,3,อุตสาหกรรมเครื่องดื่ม,สระบุรี
562,73,4,สิ่งทอ,สระบุรี
563,1,6,ผลิตหนังสัตว์และผลิตภัณฑ์จากหนังสัตว์,สระบุรี
564,1583.045,7,แปรรูปไม้และผลิตภัณฑ์จากไม้,สระบุรี
565,940.5335,9,ผลิตกระดาษและผลิตภัณฑ์กระดาษ,สระบุรี
566,2.545,10,การพิมพ์ การเย็บเล่ม ทำปกหรือการทำแม่พิมพ์,สระบุรี
567,127355.2031,11,เคมีภัณฑ์และผลิตภัณฑ์เคมี,สระบุรี
568,69.59,12,ผลิตภัณฑ์จากปิโตรเลียม,สระบุรี
569,8194.071103,13,ยางและผลิตภัณฑ์ยาง,สระบุรี
570,78775.73807,14,ผลิตภัณฑ์พลาสติก,สระบุรี
571,861542.6697,15,ผลิตภัณฑ์อโลหะ,สระบุรี
572,8747.12762,16,ผลิตโลหะขั้นมูลฐาน,สระบุรี
573,26752.71353,17,ผลิตภัณฑ์โลหะ,สระบุรี
574,17819.47409,18,ผลิตเครื่องจักรและเครื่องกล,สระบุรี
575,6827737.371,19,ผลิตเครื่องใช้ไฟฟ้าและอุปกรณ์,สระบุรี
576,513.09,20,ผลิตยานพาหนะและอุปกรณ์รวมทั้งการซ่อมยานพาหนะและอุปกรณ์,สระบุรี
577,3930103.179,21,การผลิตอื่นๆ,สระบุรี
578,1092.57014,2,อุตสาหกรรมอาหาร,สิงห์บุรี
579,1151.485875,9,ผลิตกระดาษและผลิตภัณฑ์กระดาษ,สิงห์บุรี
580,20585.1,15,ผลิตภัณฑ์อโลหะ,สิงห์บุรี
581,748.98,16,ผลิตโลหะขั้นมูลฐาน,สิงห์บุรี
582,443.7295,19,ผลิตเครื่องใช้ไฟฟ้าและอุปกรณ์,สิงห์บุรี
583,301.7976,21,การผลิตอื่นๆ,สิงห์บุรี
584,6478.57,2,อุตสาหกรรมอาหาร,สุโขทัย
585,12000,9,ผลิตกระดาษและผลิตภัณฑ์กระดาษ,สุโขทัย
586,11000,15,ผลิตภัณฑ์อโลหะ,สุโขทัย
587,15,20,ผลิตยานพาหนะและอุปกรณ์รวมทั้งการซ่อมยานพาหนะและอุปกรณ์,สุโขทัย
588,70.234,21,การผลิตอื่นๆ,สุโขทัย
589,11.2,1,ผลิตภัณฑ์จากพืช,สุพรรณบุรี
590,7304.18837,2,อุตสาหกรรมอาหาร,สุพรรณบุรี
591,104846.994,3,อุตสาหกรรมเครื่องดื่ม,สุพรรณบุรี
592,444.297995,6,ผลิตหนังสัตว์และผลิตภัณฑ์จากหนังสัตว์,สุพรรณบุรี
593,45,11,เคมีภัณฑ์และผลิตภัณฑ์เคมี,สุพรรณบุรี
594,150,12,ผลิตภัณฑ์จากปิโตรเลียม,สุพรรณบุรี
595,10.732,14,ผลิตภัณฑ์พลาสติก,สุพรรณบุรี
596,14.4,15,ผลิตภัณฑ์อโลหะ,สุพรรณบุรี
597,33.175,16,ผลิตโลหะขั้นมูลฐาน,สุพรรณบุรี
598,7.2,19,ผลิตเครื่องใช้ไฟฟ้าและอุปกรณ์,สุพรรณบุรี
599,0.1,20,ผลิตยานพาหนะและอุปกรณ์รวมทั้งการซ่อมยานพาหนะและอุปกรณ์,สุพรรณบุรี
600,2531.287,21,การผลิตอื่นๆ,สุพรรณบุรี
601,16246.88701,2,อุตสาหกรรมอาหาร,สุราษฎร์ธานี
602,1424.65965,3,อุตสาหกรรมเครื่องดื่ม,สุราษฎร์ธานี
603,79.37,7,แปรรูปไม้และผลิตภัณฑ์จากไม้,สุราษฎร์ธานี
604,5,8,เครื่องเรือนหรือเครื่องตบแต่งในอาคารจากไม้ แก้ว ยาง หรือโลหะอื่นๆ,สุราษฎร์ธานี
605,65236.32,12,ผลิตภัณฑ์จากปิโตรเลียม,สุราษฎร์ธานี
606,42765.51182,13,ยางและผลิตภัณฑ์ยาง,สุราษฎร์ธานี
607,36,14,ผลิตภัณฑ์พลาสติก,สุราษฎร์ธานี
608,292.4,15,ผลิตภัณฑ์อโลหะ,สุราษฎร์ธานี
609,0.001,18,ผลิตเครื่องจักรและเครื่องกล,สุราษฎร์ธานี
610,2134.605,21,การผลิตอื่นๆ,สุราษฎร์ธานี
611,154.5,1,ผลิตภัณฑ์จากพืช,สุรินทร์
612,14.3,2,อุตสาหกรรมอาหาร,สุรินทร์
613,2908,3,อุตสาหกรรมเครื่องดื่ม,สุรินทร์
614,5.934,5,อุตสาหกรรมเครื่องแต่งกายยกเว้นรองเท้า,สุรินทร์
615,14.5,13,ยางและผลิตภัณฑ์ยาง,สุรินทร์
616,605.7,21,การผลิตอื่นๆ,สุรินทร์
617,47.144,2,อุตสาหกรรมอาหาร,หนองคาย
618,667.86,3,อุตสาหกรรมเครื่องดื่ม,หนองคาย
619,999999999,11,เคมีภัณฑ์และผลิตภัณฑ์เคมี,หนองคาย
620,18.458,13,ยางและผลิตภัณฑ์ยาง,หนองคาย
621,0.1,20,ผลิตยานพาหนะและอุปกรณ์รวมทั้งการซ่อมยานพาหนะและอุปกรณ์,หนองคาย
622,47587,21,การผลิตอื่นๆ,หนองคาย
623,27.14,2,อุตสาหกรรมอาหาร,หนองบัวลำภู
624,60,13,ยางและผลิตภัณฑ์ยาง,หนองบัวลำภู
625,8.9,2,อุตสาหกรรมอาหาร,อ่างทอง
626,771563.2174,11,เคมีภัณฑ์และผลิตภัณฑ์เคมี,อ่างทอง
627,247.791,19,ผลิตเครื่องใช้ไฟฟ้าและอุปกรณ์,อ่างทอง
628,84002.481,21,การผลิตอื่นๆ,อ่างทอง
629,66.76564,1,ผลิตภัณฑ์จากพืช,อำนาจเจริญ
630,912.69,2,อุตสาหกรรมอาหาร,อำนาจเจริญ
631,65.286,21,การผลิตอื่นๆ,อำนาจเจริญ
632,795.3891,1,ผลิตภัณฑ์จากพืช,อุดรธานี
633,10221.977,2,อุตสาหกรรมอาหาร,อุดรธานี
634,0.001,7,แปรรูปไม้และผลิตภัณฑ์จากไม้,อุดรธานี
635,1283.04446,13,ยางและผลิตภัณฑ์ยาง,อุดรธานี
636,10.366,14,ผลิตภัณฑ์พลาสติก,อุดรธานี
637,0.44,17,ผลิตภัณฑ์โลหะ,อุดรธานี
638,3.96,18,ผลิตเครื่องจักรและเครื่องกล,อุดรธานี
639,6.85,19,ผลิตเครื่องใช้ไฟฟ้าและอุปกรณ์,อุดรธานี
640,77.63172899,20,ผลิตยานพาหนะและอุปกรณ์รวมทั้งการซ่อมยานพาหนะและอุปกรณ์,อุดรธานี
641,171950,21,การผลิตอื่นๆ,อุดรธานี
642,13.657,3,อุตสาหกรรมเครื่องดื่ม,อุตรดิตถ์
643,1,20,ผลิตยานพาหนะและอุปกรณ์รวมทั้งการซ่อมยานพาหนะและอุปกรณ์,อุตรดิตถ์
644,103.3,21,การผลิตอื่นๆ,อุตรดิตถ์
645,991.78713,1,ผลิตภัณฑ์จากพืช,อุทัยธานี
646,3305.964,2,อุตสาหกรรมอาหาร,อุทัยธานี
647,121,21,การผลิตอื่นๆ,อุทัยธานี
648,1073.903,1,ผลิตภัณฑ์จากพืช,อุบลราชธานี
649,224.821,2,อุตสาหกรรมอาหาร,อุบลราชธานี
650,136769.0431,3,อุตสาหกรรมเครื่องดื่ม,อุบลราชธานี
651,1000,11,เคมีภัณฑ์และผลิตภัณฑ์เคมี,อุบลราชธานี
652,2300,12,ผลิตภัณฑ์จากปิโตรเลียม,อุบลราชธานี
653,83,15,ผลิตภัณฑ์อโลหะ,อุบลราชธานี
654,2.4,20,ผลิตยานพาหนะและอุปกรณ์รวมทั้งการซ่อมยานพาหนะและอุปกรณ์,อุบลราชธานี
655,16474037.65,21,การผลิตอื่นๆ,อุบลราชธานี
