แรงม้า,ตำบล,ประกอบกิจการ,เลขทะเบียนเดิม,ถนน,เลขที่,ประเภท,จังหวัด,โทรศัพท์,เงินทุน,หมู่,เลขทะเบียนโรงงาน,ผู้ประกอบการ,ซอย,ชื่อโรงงาน,ไปรษณีย์,TSIC,_id,อำเภอ,คนงาน
88.15,โคกสำโรง,กลึง-เชื่อมโลหะ,จ3-66-1/39ลบ,พหลโยธิน,93/4,6600,ลพบุรี,,900000,4,20160700125394,นายชิตต นิลสิน,,อู่วิชิตการช่าง,15120,28219,11,โคกสำโรง,3
63.25,โคกสำโรง,ซ่อมรถยนต์,3-95(1)-1/27ลบ,พหลโยธิน,97,9501,ลพบุรี,441285,530000,4,10160000125278,นายสมุทร วันขวา,,อู่สมุทรยนต์,15120,33121,12,โคกสำโรง,5
75.06,โคกสำโรง,ซ่อมรถยนต์,3-95(1)-5/28ลบ,พหลโยธิน,173/1,9501,ลพบุรี,441100,10650000,9,10160000525287,นายไพรัช ธันยปาลิต,บ้านหนองไก่เถื่อน,ชำนาญยนต์,15120,33121,13,โคกสำโรง,8
92.05,ห้วยโป่ง,แปรรูปอาหารสัตว์น้ำเช่นปลาทูนึ่ง,จ3-6(5)-4/62ลบ,,88/8,605,ลพบุรี,,8124070,5,20160170725624,ห้างหุ้นส่วนจำกัด ลพบุรีฟู้ด,,ห้างหุ้นส่วนจำกัด ลพบุรีฟู้ด,15120,10212,14,โคกสำโรง,7
73.4,ห้วยโป่ง,ทำลังไม้ หีบห้อไม้แปรรูป,จ3-36(1)-2/63ลบ,,67/4,3601,ลพบุรี,,4700000,8,20160033925635,นายสุพร อินทร์อ้วน,,อินดัสเตรียล อินสทรูเมนท์,15120,16230,15,โคกสำโรง,6
80,ห้วยโป่ง,ผลิตเครื่องสำอางค์และสบู่,จ3-47(1)-9/62ลบ,,81/5,4701,ลพบุรี,,3650000,6,20160239125626,นางสาวรำภาพร แสงสุข,,จีราบัวตี้คอสเมติค,57250,20231,16,โคกสำโรง,3
148,ห้วยโป่ง,ผลิตขวดพลาสติก,จ3-53(4)-24/61ลบ,พหลโยธิน,365,5304,ลพบุรี,,10200000,3,20160002425617,นายปรีชา เครือกาบ,,เค เอ็ม พี พลาสติก,15120,22220,17,โคกสำโรง,6
406,ห้วยโป่ง,ประกอบ ซ่อมแซม และผลิตชิ้นส่วนเครื่องบิน เฮลิปคอปเตอร์และอากาศยาน,จ3-79(1)-1/66ลบ,-,โฉนดที่ดินเลขที่ 37231,7901,ลพบุรี,-,46000000,-,20160000425668,บริษัท ดาต้าเกท  จำกัด,-,บริษัท ดาต้าเกท จำกัด,15120,33152,18,โคกสำโรง,20
275,คลองเกตุ,อบพืชไร่,จ3-2(1)-14/55ลบ,,54/1,201,ลพบุรี,081-8345912,26800000,9,20160001425550,นายประสิทธิ์ วรปัญญา,,โกดังประสิทธิ์พืชผล,15120,1630,19,โคกสำโรง,7
134.5,คลองเกตุ,ทำผลิตภัณฑ์คอนกรีต คอนกรีตบล๊อก แผ่นปูพื้น แผ่นพื้นสำเร็จ ท่อคอนกรีต เสาและเสาเข็ม วงส้วม,จ3-58(1)-1/38ลบ,สุระนารายณ์,154,5801,ลพบุรี,441139,14700000,9,20160400125389,ห้างหุ้นส่วนจำกัด ใบแก้วก่อสร้าง,,ห้างหุ้นส่วนจำกัด ใบแก้วก่อสร้าง (1995),15120,23953,20,โคกสำโรง,30
50,สะแกราบ,"น้ำดื่มบรรจุขวด,ถัง",จ3-20(1)-2/66ลบ,-,888/88,2001,ลพบุรี,,11400000,2,20160006725665,บริษัท น้ำแร่ด่าง ซิลิกา ธรรมชาติ จำกัด ,-,บริษัท น้ำแร่ด่าง ซิลิกา ธรรมชาติ จำกัด,15120,11041,21,โคกสำโรง,0
120,เพนียด,สีข้าวกำลังสีสูงสุดของร้านสีข้าว 20เกวียน/วัน,3-9(1)-6/17ลบ,สุระนารายณ์,239,901,ลพบุรี,441218,7000000,2,10160000625178,นายทวีศักดิ์ อุ่นอนันต์,,มงคลชัยวัฒนา,15120,10611,22,โคกสำโรง,6
222,เพนียด,สีข้าวชนิดแยกแกลบแยกรำ (กำลังสีสูงสุดของร้านสีข้าว 30 เกวียน/วัน),จ3-9(1)-3/42ลบ,สุระนารายณ์,329,901,ลพบุรี,036-653048,13000000,2,20160000325421,นายสุเทพ มนอัตระผดุง,-,โรงสีเทพธัญญะ,15120,10611,23,โคกสำโรง,5
468.5,เพนียด,สีข้าว กำลังสีสูงสุดของร้านสีข้าว 350 เกวียน/วัน ปรับปรุงคุณภาพ ขัด อบความร้อน ข้าวเปลือก ข้าวสาร พืชไร่ทุกชนิด ปริมาณ 500 ตัน/วัน และเก็บรักษาพืชไร่ทุกชนิด,จ3-9(1)-108/48ลบ,สุระนารายณ์,237,901,ลพบุรี,,150000000,3,20160010825485,ห้างหุ้นส่วนจำกัด รุ่งเรืองรัตน์,,ห้างหุ้นส่วนจำกัด รุ่งเรืองรัตน์,15120,10611,24,โคกสำโรง,53
163.97,เพนียด,คอนกรีตผสมเสร็จ,จ3-58(1)-5/66ลบ,-,โฉนดเลขที่24063,5801,ลพบุรี,036359283,17858000,-,20160002625661,บริ ษัท สหชัยธุรกิจก่อสร้าง 1993 จำกัด,-,บริษัท สหชัยธุรกิจ 1993 จำกัด ,15120,23951,25,โคกสำโรง,4
3073.96,เพนียด,โรงงานผลิต ส่ง หรือจำหน่ายพลังงานไฟฟ้า,3-88(1)-84/56ลบ,สุระนารายณ์,22/22,8801,ลพบุรี,,90000000,2,40160008425567,บริษัท เอส อี ซี เอ็นเนอร์ยี่ จำกัด,,บริษัท เอส อี ซี เอ็นเนอร์ยี่ จำกัด,15120,35101,26,โคกสำโรง,4
420,วังเพลิง,อบพืชและเมล็ดพืช,จ3-2(1)-10/63ลบ,,21,201,ลพบุรี,,18700000,1,20160058425636,ห้างหุ้นส่วนจำกัดสมเกียรติ 2018,,ห้างหุ้นส่วนจำกัดสมเกียรติ 2018,15120,1630,27,โคกสำโรง,5
120,วังเพลิง,ตากมันสำปะหลัง,จ3-9(6)-9/54ลบ,-,9,906,ลพบุรี,082-1321515,7600000,12,20160000925543,นายแผน ตั้งสกุลวงศ์,-,ลานมัน ตั้งเฮง,15120,10621,28,โคกสำโรง,3
240,วังเพลิง,ทำลานมัน,จ3-9(6)-116/55ลบ,สุรนารายณ์,21,906,ลพบุรี,,15370000,1,20160011625553,นายสมเกียรติ พันธุ์นิธิทร์,,นายสมเกียรติ พันธุ์นิธิทร์,15120,10621,29,โคกสำโรง,3
2760,วังเพลิง,ผลิตขนไก่ป่น,3-15(2)-4/48ลบ,ทางหลวงชนบท มะม่วงเจ็ดต้น-พุ่มม่วง,-,1502,ลพบุรี,,36500000,9,10160000425488,บริษัท ไบร์ทสกายโปรดักส์ จำกัด,-,บริษัท โกลเด้นฟีด เอ็นเตอร์ไพรส์ จำกัด,15120,10294,30,โคกสำโรง,20
480.34,วังเพลิง,ผลิตแอสฟัลท์ติกคอนกรีต,จ3-50(4)-70/58ลบ,,โฉนดที่ดินเลขที่ 2380,5004,ลพบุรี,0854940444,21500000,11,20160007025586,ห้างหุ้นส่วนจำกัด ฟาร์มอำนวยสุข,,ห้างหุ้นส่วนจำกัด ฟาร์มอำนวยสุข,15120,19209,31,โคกสำโรง,5
470,วังเพลิง,ผลิตภัณฑ์คอนกรีต ได้แก่ ทำอิฐบล็อกประสาน อิฐตัวหนอน แผ่นคอนกรีต จากปูนซีเมนต์ทราย และตะกรันจากการหลอมโลหะ เช่น สังกะสี ทองแดง อลูมิเนียม เถ้าหนัก  (Bottom ash) และทำผลิตภัณฑ์จากการผสมปูนขาว เถ้าลอย (Fly ash) เข้าด้วยกัน ,จ3-58(1)-165/64ลบ,,168,5801,ลพบุรี,,8000000,3,20160379925645,บริษัท ที สยาม เอเจนซี่ จำกัด,,บริษัท ที สยาม เอเจนซี่ จำกัด,15120,23953,32,โคกสำโรง,8
352,วังเพลิง,หลอมหล่อโลหะ เช่น ทองแดง อลูมิเนียม,จ3-60-4/64ลบ,,โฉนดที่ดินเลขที่ 25344,6000,ลพบุรี,,8000000,3,20160380125649,บริษัท ที สยาม เอเจนซี่ จำกัด,,บริษัท ที สยาม เอเจนซี่ จำกัด,15120,24320,33,โคกสำโรง,8
72156,วังเพลิง,ผลิตพลังงานไฟฟ้าจากเซลล์แสงอาทิตย์ ขนาด 23 เมกะวัตต์,3-88(1)-2/54ลบ,,,8801,ลพบุรี,,3249141363,3,10160000225540,บริษัท พัฒนาพลังงานธรรมชาติ จำกัด,,ลพบุรีโซล่าร์ (ใต้),15120,35101,34,โคกสำโรง,6
99778,วังเพลิง,ผลิตพลังงานไฟฟ้าจากเซลล์แสงอาทิตย์ ขนาด 32 เมกะวัตต์,3-88(1)-4/54ลบ,3014,188,8801,ลพบุรี,,4475472513,3,10160000425546,บริษัท พัฒนาพลังงานธรรมชาติ จำกัด,,ลพบุรีโซล่าร์ (เหนือ),15120,35101,35,โคกสำโรง,6
4212,วังเพลิง,ผลิตไฟฟ้าด้วยเซลล์แสงอาทิตย์ ขนาด 1.64 MW,3-88(1)-85/54ลบ,สุระนารายณ์,99/1,8801,ลพบุรี,02-2497769,176000000,1,10160008525545,บริษัท โซลาร์พาร์ค จำกัด,,บริษัท โซลาร์พาร์ค จำกัด,15120,35101,36,โคกสำโรง,8
24988.76,วังเพลิง,ผลิตพลังงานไฟฟ้าขนาด 8 เมกะวัตต์ (NET AC) หรือเทียบเท่า 10 MW DC,3-88(1)-110/54ลบ,,188,8801,ลพบุรี,-,1057350000,3,10160011025541,บริษัท พัฒนาพลังงานธรรมชาติ จำกัด โดยนายวรมน เป๊ก ขำขนิษฐ์,,บริษัท พัฒนาพลังงานธรรมชาติ จำกัด โดยนายวรมน เป๊ก ขำขนิษฐ์,15120,35101,37,โคกสำโรง,4
745,วังเพลิง,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,3-105-59/62ลบ,,88/8,10500,ลพบุรี,,60000000,3,10160176425627,บริษัท เคดีดี เอ็นเตอร์ไพรส์ จำกัด,,บริษัท เคดีดี เอ็นเตอร์ไพรส์ จำกัด,15120,38211,38,โคกสำโรง,30
270,วังเพลิง,คัดแยกวัสดุที่ไม่ใช้แล้ว อัดเศษกระดาษ ย่อยขวดพลาสติก,จ3-105-77/53ลบ,,42,10500,ลพบุรี,,11026000,12,20160007725532,นางสาวสุจิตรา มังสาทอง,,ขวดไทย,15120,38211,39,โคกสำโรง,18
3566.4,วังเพลิง,หลอมหล่อกากตะกอนทองแดง และรีไซเคิลของเสียที่มีสังกะสี (Zn) เป็นองค์ประกอบ,3-106-20/60ลบ,,66,10600,ลพบุรี,,13500000,8,10160002025609,บริษัท คอปเปอร์ เมททอล จำกัด,,บริษัท คอปเปอร์ เมททอล จำกัด,15120,38300,40,โคกสำโรง,76
4039.1,วังเพลิง,หล่อหลอมและสกัดโลหะมีค่า เช่น ทองแดง สังกะสี ฯลฯ จากตะกรัน ตะกอน ฝุ่นและผงจากเตาหลอม และกระบวนการผลิตอื่นๆ ฝุ่นผงจากระบบบำบัดอากาศ ระบบบำบัดน้ำเสีย เศษโลหะ (Scrap) เศษผงที่มีโลหะที่มีค่าเป็นองค์ประกอบ ถอดแยกชิ้นส่วนอิเล็กทรอนิกส์จากแผงวงจรไฟฟ้า และบดย่อยแผงวงจรไฟฟ้าถอดแยกเครื่องใช้ไฟฟ้าและอิเล็กทรอนิกส์ทุกชนิด บดสายไฟทองแดงแยกโลหะด้วยน้ำ ปอกเปลือกสายไฟฟ้า,3-106-60/61ลบ,,88/8,10600,ลพบุรี,,170000000,3,10160006025613,บริษัท เคดีดี เอ็นเตอร์ไพรส์ จำกัด ,,บริษัท เคดีดี เอ็นเตอร์ไพรส์ จำกัด,15120,38300,41,โคกสำโรง,100
266,วังขอนขว้าง,ขุดหรือลอก กรวด ทรายหรือดิน,จ3-3(2)-114/54ลบ,-,โฉนดที่ดิน 31199 และ 31210,302,ลพบุรี,036-441101,5000000,,20160011425541,นางสาวอุมาพร คลังผา,-,-,15120,8103,42,โคกสำโรง,7
240,วังขอนขว้าง,ขุดดินเพื่อใช้ในการก่อสร้าง,จ3-3(2)-310/57ลบ,,"โฉนดที่ดินเลขที่ 54092,56017",302,ลพบุรี,,1900000,6,20160031025578,นายสมจิตร์ สีสมุทร,,,15120,8103,43,โคกสำโรง,2
81.7,วังขอนขว้าง,ทำคอนกรีตผสมเสร็จ,จ3-58(1)-124/47ลบ,พหลโยธิน,99,5801,ลพบุรี,,2500000,2,20160012425474,นางนวพรรรณ วงษ์ธนาพฤกษ์,,ห้างหุ้นส่วนจำกัด ไม้เด็ดก่อสร้าง,15120,23953,44,โคกสำโรง,6
140,วังขอนขว้าง,ผลิตคอนกรีตผสมเสร็จ,จ3-58(1)-197/58ลบ,,255,5801,ลพบุรี,,8000000,6,20160019725587,นายองอาจ รุ่งรัศมี,,รุ่งรัศมี,15000,23953,45,โคกสำโรง,2
14967.79,วังขอนขว้าง,หลอมและผลิตเหล็ก เช่น เหล็กเส้น เหล็กข้ออ้อย,3-59-4/55ลบ,เพนียด-วังขอนขว้าง,-,5900,ลพบุรี,,179300000,2,10160000425553,บริษัท ไทยบาร์มิล จำกัด,-,บริษัท ไทยบาร์มิล จำกัด,15120,24101,46,โคกสำโรง,90
94.99,วังขอนขว้าง,ผลิตเครื่องทดลองข้าวเปลือก และเครื่องจักรกลการเกษตร,จ3-66-7/56ลบ,-,253,6600,ลพบุรี,,8000000,1,20160000725562,นายสมชัย วรกุลดำรงเดช,-,อู่สินทวี,15120,28219,47,โคกสำโรง,5
90012.62,วังขอนขว้าง,ผลิตกระแสไฟฟ้าพลังงานแสงอาทิตย์,3-88(1)-27/57ลบ,พหลโยธิน,288,8801,ลพบุรี,,2885000000,6,40160002725574,บริษัท เสริมสร้างพลังงาน จำกัด,,บริษัท เสริมสร้างพลังงาน จำกัด 1,15120,35101,48,โคกสำโรง,20
42358.88,วังขอนขว้าง,ผลิตกระแสไฟฟ้าพลังงานแสงอาทิตย์,3-88(1)-28/57ลบ,พหลโยธิน,,8801,ลพบุรี,,1238000000,6,40160002825572,บริษัท เสริมสร้างพลังงาน จำกัด,,บริษัท เสริมสร้างพลังงาน จำกัด 2,15120,35101,49,โคกสำโรง,10
14662.2,วังขอนขว้าง,ผลิตพลังงานไฟฟ้าจากเซลล์แสงอาทิตย์,3-88(1)-56/56ลบ,,27,8801,ลพบุรี,,475000000,6,40160005625565,บริษัท บีเอสอี เพาเวอร์ (ลพบุรี) จำกัด,บ้านสามแยกหลุมข้าว,บริษัท บีเอสอี เพาเวอร์ (ลพบุรี) จำกัด,15120,35101,50,โคกสำโรง,9
15546.71,วังขอนขว้าง,ผลิตพลังงานไฟฟ้าจากพลังงานแสงอาทิตย์ กำลังการผลิต 6.2เมกะวัตต์,3-88(1)-78/58ลบ,พหลโยธิน,,8801,ลพบุรี,084-875-6139,2675000000,6,40160007825585,บริษัท เอสพีพี ซิค จำกัด,,บริษัท เอสพีพี ซิค จำกัด,10330,35101,51,โคกสำโรง,24
15814.85,วังขอนขว้าง,ผลิตพลังงานไฟฟ้าจากพลังงานแสงอาทิตย์ กำลังการผลิต 6.4 เมกะวัตต์,3-88(1)-97/58ลบ,,,8801,ลพบุรี,,2675000000,6,40160009725585,บริษัท เอสพีพี ซิค จำกัด,,บริษัท เอสพีพี ซิค จำกัด,10330,35101,52,โคกสำโรง,22
99182.09,วังขอนขว้าง,ผลิตพลังงานไฟฟ้าจากพลังงานแสงอาทิตย์ ขนาด 6.2 เมกะวัตต์,3-88(1)-98/58ลบ,พหลโยธิน,,8801,ลพบุรี,,2675000000,6,40160009825583,บริษัท เอสพีพี ซิค จำกัด,,บริษัท เอสพีพี ซิค จำกัด,10330,35101,53,โคกสำโรง,24
15957.51,หนองแขม,ผลิตพลังงานไฟฟ้าจากเซลล์แสงอาทิตย์ กำลังการผลิต 5.9 เมกะวัตต์,3-88(1)-68/58ลบ,,"22499,22501,22502,22504 (บางส่วน) 22834,370038",8801,ลพบุรี,081-8898300,530000000,3,40160006825586,บริษัท มีเดียมาร์ค จำกัด,,บริษัท มีเดียมาร์ค จำกัด,10220,35101,54,โคกสำโรง,12
,,,,,,,,,,,,,,,,,55,,
,,,,,,,,,,,ข้อมูลเมื่อวันที่,,,7/2/2024,,,56,,
