จำนวน,ที่มา,ชนิดของพืชไร่,_id,ปี,จำแนก,หน่วย
395910.0,สำนักงานเกษตรจังหวัดสระแก้ว,อ้อยโรงงาน,38,2561,เนื้อที่เพาะปลูก ,ไร่
105049.0,สำนักงานเกษตรจังหวัดสระแก้ว,ข้าวโพดเลี้ยงสัตว์,39,2561,เนื้อที่เก็บเกี่ยว ,ไร่
340547.0,สำนักงานเกษตรจังหวัดสระแก้ว,มันสำปะหลังโรงงาน,40,2561,เนื้อที่เก็บเกี่ยว ,ไร่
395910.0,สำนักงานเกษตรจังหวัดสระแก้ว,อ้อยโรงงาน,41,2561,เนื้อที่เก็บเกี่ยว ,ไร่
105049.0,สำนักงานเกษตรจังหวัดสระแก้ว,ข้าวโพดเลี้ยงสัตว์,42,2561,เนื้อที่เก็บเกี่ยว ,ไร่
340547.0,สำนักงานเกษตรจังหวัดสระแก้ว,มันสำปะหลังโรงงาน,43,2561,เนื้อที่เก็บเกี่ยว ,ไร่
395910.0,สำนักงานเกษตรจังหวัดสระแก้ว,อ้อยโรงงาน,44,2561,เนื้อที่เก็บเกี่ยว ,ไร่
82299.0,สำนักงานเกษตรจังหวัดสระแก้ว,ข้าวโพดเลี้ยงสัตว์,45,2561,ผลผลิต,ตัน
1187362.0,สำนักงานเกษตรจังหวัดสระแก้ว,มันสำปะหลังโรงงาน,46,2561,ผลผลิต,ตัน
4600474.0,สำนักงานเกษตรจังหวัดสระแก้ว,อ้อยโรงงาน,47,2561,ผลผลิต,ตัน
82299.0,สำนักงานเกษตรจังหวัดสระแก้ว,ข้าวโพดเลี้ยงสัตว์,48,2561,ผลผลิต,ตัน
1187362.0,สำนักงานเกษตรจังหวัดสระแก้ว,มันสำปะหลังโรงงาน,49,2561,ผลผลิต,ตัน
4600474.0,สำนักงานเกษตรจังหวัดสระแก้ว,อ้อยโรงงาน,50,2561,ผลผลิต,ตัน
783.0,สำนักงานเกษตรจังหวัดสระแก้ว,ข้าวโพดเลี้ยงสัตว์,51,2561,ผลผลิตเฉลี่ยต่อไร่,กิโลกรัม 
3487.0,สำนักงานเกษตรจังหวัดสระแก้ว,มันสำปะหลังโรงงาน,52,2561,ผลผลิตเฉลี่ยต่อไร่,กิโลกรัม 
11620.0,สำนักงานเกษตรจังหวัดสระแก้ว,อ้อยโรงงาน,53,2561,ผลผลิตเฉลี่ยต่อไร่,กิโลกรัม 
783.0,สำนักงานเกษตรจังหวัดสระแก้ว,ข้าวโพดเลี้ยงสัตว์,54,2561,ผลผลิตเฉลี่ยต่อไร่,กิโลกรัม 
3487.0,สำนักงานเกษตรจังหวัดสระแก้ว,มันสำปะหลังโรงงาน,55,2561,ผลผลิตเฉลี่ยต่อไร่,กิโลกรัม 
11620.0,สำนักงานเกษตรจังหวัดสระแก้ว,อ้อยโรงงาน,56,2561,ผลผลิตเฉลี่ยต่อไร่,กิโลกรัม 
114875.0,สำนักงานเกษตรจังหวัดสระแก้ว,ข้าวโพดเลี้ยงสัตว์,57,2562,เนื้อที่เพาะปลูก ,ไร่
385906.0,สำนักงานเกษตรจังหวัดสระแก้ว,มันสำปะหลังโรงงาน,58,2562,เนื้อที่เพาะปลูก ,ไร่
318145.0,สำนักงานเกษตรจังหวัดสระแก้ว,อ้อยโรงงาน,59,2562,เนื้อที่เพาะปลูก ,ไร่
114731.0,สำนักงานเกษตรจังหวัดสระแก้ว,ข้าวโพดเลี้ยงสัตว์,60,2562,เนื้อที่เก็บเกี่ยว ,ไร่
370601.0,สำนักงานเกษตรจังหวัดสระแก้ว,มันสำปะหลังโรงงาน,61,2562,เนื้อที่เก็บเกี่ยว ,ไร่
318145.0,สำนักงานเกษตรจังหวัดสระแก้ว,อ้อยโรงงาน,62,2562,เนื้อที่เก็บเกี่ยว ,ไร่
88105.0,สำนักงานเกษตรจังหวัดสระแก้ว,ข้าวโพดเลี้ยงสัตว์,63,2562,ผลผลิต ,ตัน
1359712.0,สำนักงานเกษตรจังหวัดสระแก้ว,มันสำปะหลังโรงงาน,64,2562,ผลผลิต ,ตัน
2799799.0,สำนักงานเกษตรจังหวัดสระแก้ว,อ้อยโรงงาน,65,2562,ผลผลิต ,ตัน
768.0,สำนักงานเกษตรจังหวัดสระแก้ว,ข้าวโพดเลี้ยงสัตว์,66,2562,ผลผลิตเฉลี่ยต่อไร่ ,กิโลกรัม 
3669.0,สำนักงานเกษตรจังหวัดสระแก้ว,มันสำปะหลังโรงงาน,67,2562,ผลผลิตเฉลี่ยต่อไร่ ,กิโลกรัม 
8800.0,สำนักงานเกษตรจังหวัดสระแก้ว,อ้อยโรงงาน,68,2562,ผลผลิตเฉลี่ยต่อไร่ ,กิโลกรัม 
102370.0,สำนักงานเกษตรจังหวัดสระแก้ว,ข้าวโพดเลี้ยงสัตว์,69,2563,เนื้อที่เพาะปลูก ,ไร่
355650.0,สำนักงานเกษตรจังหวัดสระแก้ว,มันสำปะหลังโรงงาน,70,2563,เนื้อที่เพาะปลูก ,ไร่
314080.0,สำนักงานเกษตรจังหวัดสระแก้ว,อ้อยโรงงาน,71,2563,เนื้อที่เพาะปลูก ,ไร่
102370.0,สำนักงานเกษตรจังหวัดสระแก้ว,ข้าวโพดเลี้ยงสัตว์,72,2563,เนื้อที่เก็บเกี่ยว ,ไร่
337129.0,สำนักงานเกษตรจังหวัดสระแก้ว,มันสำปะหลังโรงงาน,73,2563,เนื้อที่เก็บเกี่ยว ,ไร่
314080.0,สำนักงานเกษตรจังหวัดสระแก้ว,อ้อยโรงงาน,74,2563,เนื้อที่เก็บเกี่ยว ,ไร่
75085.0,สำนักงานเกษตรจังหวัดสระแก้ว,ข้าวโพดเลี้ยงสัตว์,75,2563,ผลผลิต ,ตัน
1118129.0,สำนักงานเกษตรจังหวัดสระแก้ว,มันสำปะหลังโรงงาน,76,2563,ผลผลิต ,ตัน
3372328.0,สำนักงานเกษตรจังหวัดสระแก้ว,อ้อยโรงงาน,77,2563,ผลผลิต ,ตัน
733.0,สำนักงานเกษตรจังหวัดสระแก้ว,ข้าวโพดเลี้ยงสัตว์,78,2563,ผลผลิตเฉลี่ยต่อไร่,กิโลกรัม 
3316.0,สำนักงานเกษตรจังหวัดสระแก้ว,มันสำปะหลังโรงงาน,79,2563,ผลผลิตเฉลี่ยต่อไร่,กิโลกรัม 
10737.0,สำนักงานเกษตรจังหวัดสระแก้ว,อ้อยโรงงาน,80,2563,ผลผลิตเฉลี่ยต่อไร่,กิโลกรัม 
355541.0,สำนักงานเกษตรจังหวัดสระแก้ว,มันสำปะหลังโรงงาน,81,2564,เนื้อที่เพาะปลูก ,ไร่
362485.0,สำนักงานเกษตรจังหวัดสระแก้ว,อ้อยโรงงาน,82,2564,เนื้อที่เพาะปลูก ,ไร่
125556.0,สำนักงานเกษตรจังหวัดสระแก้ว,ข้าวโพดเลี้ยงสัตว์,83,2564,เนื้อที่เพาะปลูก ,ไร่
355541.0,สำนักงานเกษตรจังหวัดสระแก้ว,มันสำปะหลังโรงงาน,84,2564,เนื้อที่เพาะปลูก ,ไร่
362485.0,สำนักงานเกษตรจังหวัดสระแก้ว,อ้อยโรงงาน,85,2564,เนื้อที่เพาะปลูก ,ไร่
125556.0,สำนักงานเกษตรจังหวัดสระแก้ว,ข้าวโพดเลี้ยงสัตว์,86,2564,เนื้อที่เพาะปลูก ,ไร่
319258.0,สำนักงานเกษตรจังหวัดสระแก้ว,มันสำปะหลังโรงงาน,87,2564,เนื้อที่เก็บเกี่ยว ,ไร่
362485.0,สำนักงานเกษตรจังหวัดสระแก้ว,อ้อยโรงงาน,88,2564,เนื้อที่เก็บเกี่ยว ,ไร่
124271.0,สำนักงานเกษตรจังหวัดสระแก้ว,ข้าวโพดเลี้ยงสัตว์,89,2564,เนื้อที่เก็บเกี่ยว ,ไร่
319258.0,สำนักงานเกษตรจังหวัดสระแก้ว,มันสำปะหลังโรงงาน,90,2564,เนื้อที่เก็บเกี่ยว ,ไร่
362485.0,สำนักงานเกษตรจังหวัดสระแก้ว,อ้อยโรงงาน,91,2564,เนื้อที่เก็บเกี่ยว ,ไร่
124271.0,สำนักงานเกษตรจังหวัดสระแก้ว,ข้าวโพดเลี้ยงสัตว์,92,2564,เนื้อที่เก็บเกี่ยว ,ไร่
1084232.0,สำนักงานเกษตรจังหวัดสระแก้ว,มันสำปะหลังโรงงาน,93,2564,ผลผลิต ,ตัน
3559603.0,สำนักงานเกษตรจังหวัดสระแก้ว,อ้อยโรงงาน,94,2564,ผลผลิต ,ตัน
91753.0,สำนักงานเกษตรจังหวัดสระแก้ว,ข้าวโพดเลี้ยงสัตว์,95,2564,ผลผลิต ,ตัน
1084232.0,สำนักงานเกษตรจังหวัดสระแก้ว,มันสำปะหลังโรงงาน,96,2564,ผลผลิต ,ตัน
3559603.0,สำนักงานเกษตรจังหวัดสระแก้ว,อ้อยโรงงาน,97,2564,ผลผลิต ,ตัน
91753.0,สำนักงานเกษตรจังหวัดสระแก้ว,ข้าวโพดเลี้ยงสัตว์,98,2564,ผลผลิต ,ตัน
3396.0,สำนักงานเกษตรจังหวัดสระแก้ว,มันสำปะหลังโรงงาน,99,2564,ผลผลิตเฉลี่ยต่อไร่,กิโลกรัม 
9820.0,สำนักงานเกษตรจังหวัดสระแก้ว,อ้อยโรงงาน,100,2564,ผลผลิตเฉลี่ยต่อไร่,กิโลกรัม 
738.0,สำนักงานเกษตรจังหวัดสระแก้ว,ข้าวโพดเลี้ยงสัตว์,101,2564,ผลผลิตเฉลี่ยต่อไร่,กิโลกรัม 
3396.0,สำนักงานเกษตรจังหวัดสระแก้ว,มันสำปะหลังโรงงาน,102,2564,ผลผลิตเฉลี่ยต่อไร่,กิโลกรัม 
9820.0,สำนักงานเกษตรจังหวัดสระแก้ว,อ้อยโรงงาน,103,2564,ผลผลิตเฉลี่ยต่อไร่,กิโลกรัม 
738.0,สำนักงานเกษตรจังหวัดสระแก้ว,ข้าวโพดเลี้ยงสัตว์,104,2564,ผลผลิตเฉลี่ยต่อไร่,กิโลกรัม 
139342.0,สำนักงานเกษตรจังหวัดสระแก้ว,ข้าวโพดเลี้ยงสัตว์,105,2565,เนื้อที่เพาะปลูก ,ไร่
315254.0,สำนักงานเกษตรจังหวัดสระแก้ว,มันสำปะหลังโรงงาน,106,2565,เนื้อที่เพาะปลูก ,ไร่
314562.0,สำนักงานเกษตรจังหวัดสระแก้ว,อ้อยโรงงาน,107,2565,เนื้อที่เพาะปลูก ,ไร่
130247.0,สำนักงานเกษตรจังหวัดสระแก้ว,ข้าวโพดเลี้ยงสัตว์,108,2565,เนื้อที่เก็บเกี่ยว ,ไร่
224156.0,สำนักงานเกษตรจังหวัดสระแก้ว,มันสำปะหลังโรงงาน,109,2565,เนื้อที่เก็บเกี่ยว ,ไร่
314562.0,สำนักงานเกษตรจังหวัดสระแก้ว,อ้อยโรงงาน,110,2565,เนื้อที่เก็บเกี่ยว ,ไร่
98907.0,สำนักงานเกษตรจังหวัดสระแก้ว,ข้าวโพดเลี้ยงสัตว์,111,2565,ผลผลิต ,ตัน
681064.0,สำนักงานเกษตรจังหวัดสระแก้ว,มันสำปะหลังโรงงาน,112,2565,ผลผลิต ,ตัน
3026715.0,สำนักงานเกษตรจังหวัดสระแก้ว,อ้อยโรงงาน,113,2565,ผลผลิต ,ตัน
759.38,สำนักงานเกษตรจังหวัดสระแก้ว,ข้าวโพดเลี้ยงสัตว์,114,2565,ผลผลิตเฉลี่ยต่อไร่,กิโลกรัม 
3038.35,สำนักงานเกษตรจังหวัดสระแก้ว,มันสำปะหลังโรงงาน,115,2565,ผลผลิตเฉลี่ยต่อไร่,กิโลกรัม 
9622.0,สำนักงานเกษตรจังหวัดสระแก้ว,อ้อยโรงงาน,116,2565,ผลผลิตเฉลี่ยต่อไร่,กิโลกรัม 
315254.0,สำนักงานเกษตรจังหวัดสระแก้ว,มันสำปะหลังโรงงาน,117,2566,เนื้อที่เพาะปลูก ,ไร่
374630.0,สำนักงานเกษตรจังหวัดสระแก้ว,อ้อยโรงงาน,118,2566,เนื้อที่เพาะปลูก ,ไร่
139342.0,สำนักงานเกษตรจังหวัดสระแก้ว,ข้าวโพดเลี้ยงสัตว์,119,2566,เนื้อที่เพาะปลูก ,ไร่
224156.0,สำนักงานเกษตรจังหวัดสระแก้ว,มันสำปะหลังโรงงาน,120,2566,เนื้อที่เก็บเกี่ยว ,ไร่
374630.0,สำนักงานเกษตรจังหวัดสระแก้ว,อ้อยโรงงาน,121,2566,เนื้อที่เก็บเกี่ยว ,ไร่
130247.0,สำนักงานเกษตรจังหวัดสระแก้ว,ข้าวโพดเลี้ยงสัตว์,122,2566,เนื้อที่เก็บเกี่ยว ,ไร่
681064.0,สำนักงานเกษตรจังหวัดสระแก้ว,มันสำปะหลังโรงงาน,123,2566,ผลผลิต ,ตัน
345445.0,สำนักงานเกษตรจังหวัดสระแก้ว,อ้อยโรงงาน,124,2566,ผลผลิต ,ตัน
98907.0,สำนักงานเกษตรจังหวัดสระแก้ว,ข้าวโพดเลี้ยงสัตว์,125,2566,ผลผลิต ,ตัน
3038.0,สำนักงานเกษตรจังหวัดสระแก้ว,มันสำปะหลังโรงงาน,126,2566,ผลผลิตเฉลี่ยต่อไร่,กิโลกรัม 
8930.0,สำนักงานเกษตรจังหวัดสระแก้ว,อ้อยโรงงาน,127,2566,ผลผลิตเฉลี่ยต่อไร่,กิโลกรัม 
759.0,สำนักงานเกษตรจังหวัดสระแก้ว,ข้าวโพดเลี้ยงสัตว์,128,2566,ผลผลิตเฉลี่ยต่อไร่,กิโลกรัม 
