ADM0_PCODE,ADM0_EN,_id,REGION4,ปี,ผู้มีงานทำ,ADM1_EN,เพศ,ไตรมาส,ADM0_TH,ADM1_TH,อาชีพ
TH,Thailand,20,ภาคตะวันออกเฉียงเหนือ,2566,2305.82,Chaiyaphum,       หญิง                        ,2,ประเทศไทย,ชัยภูมิ,เจ้าหน้าที่เทคนิกและผู้ประกอบการวิชาชีพที่เกี่ยวข้องฯ
TH,Thailand,21,ภาคตะวันออกเฉียงเหนือ,2566,21221.64,Chaiyaphum,       ชาย                         ,2,ประเทศไทย,ชัยภูมิ,ช่างฝีมือและผู้ปฎิบัติงานที่เกี่ยวข้องฯ
TH,Thailand,22,ภาคตะวันออกเฉียงเหนือ,2566,8348.94,Chaiyaphum,       หญิง                        ,2,ประเทศไทย,ชัยภูมิ,ช่างฝีมือและผู้ปฎิบัติงานที่เกี่ยวข้องฯ
TH,Thailand,23,ภาคตะวันออกเฉียงเหนือ,2566,56884.25,Chaiyaphum,       ชาย                         ,2,ประเทศไทย,ชัยภูมิ,ผุ้ประกอบอาชีพงานพื้นฐาน
TH,Thailand,24,ภาคตะวันออกเฉียงเหนือ,2566,26613.12,Chaiyaphum,       หญิง                        ,2,ประเทศไทย,ชัยภูมิ,ผุ้ประกอบอาชีพงานพื้นฐาน
TH,Thailand,25,ภาคตะวันออกเฉียงเหนือ,2566,12759.45,Chaiyaphum,       ชาย                         ,2,ประเทศไทย,ชัยภูมิ,ผู้ควบคุมเครื่องจักรโรงงาน และเครื่องจักรฯ
TH,Thailand,26,ภาคตะวันออกเฉียงเหนือ,2566,14098.84,Chaiyaphum,       หญิง                        ,2,ประเทศไทย,ชัยภูมิ,ผู้ควบคุมเครื่องจักรโรงงาน และเครื่องจักรฯ
TH,Thailand,27,ภาคตะวันออกเฉียงเหนือ,2566,15047.42,Chaiyaphum,       ชาย                         ,2,ประเทศไทย,ชัยภูมิ,ผู้จัดการ ข้าราชการอาวุโส และผู้บัญญัติกฎหมาย
TH,Thailand,28,ภาคตะวันออกเฉียงเหนือ,2566,4999.98,Chaiyaphum,       หญิง                        ,2,ประเทศไทย,ชัยภูมิ,ผู้จัดการ ข้าราชการอาวุโส และผู้บัญญัติกฎหมาย
TH,Thailand,29,ภาคตะวันออกเฉียงเหนือ,2566,109821.14,Chaiyaphum,       ชาย                         ,2,ประเทศไทย,ชัยภูมิ,ผู้ปฏิบัติงานที่มีฝีมือในด้านการเกษตร ป่าไม้และการประมง
TH,Thailand,30,ภาคตะวันออกเฉียงเหนือ,2566,82037.47,Chaiyaphum,       หญิง                        ,2,ประเทศไทย,ชัยภูมิ,ผู้ปฏิบัติงานที่มีฝีมือในด้านการเกษตร ป่าไม้และการประมง
TH,Thailand,31,ภาคตะวันออกเฉียงเหนือ,2566,6857.46,Chaiyaphum,       ชาย                         ,2,ประเทศไทย,ชัยภูมิ,ผู้ประกอบวิชาชีพด้านต่าง ๆ 
TH,Thailand,32,ภาคตะวันออกเฉียงเหนือ,2566,14877.44,Chaiyaphum,       หญิง                        ,2,ประเทศไทย,ชัยภูมิ,ผู้ประกอบวิชาชีพด้านต่าง ๆ 
TH,Thailand,33,ภาคตะวันออกเฉียงเหนือ,2566,29512.89,Chaiyaphum,       ชาย                         ,2,ประเทศไทย,ชัยภูมิ,พนักงานบริการและผู้จำหน่ายสินค้า
TH,Thailand,34,ภาคตะวันออกเฉียงเหนือ,2566,57919.95,Chaiyaphum,       หญิง                        ,2,ประเทศไทย,ชัยภูมิ,พนักงานบริการและผู้จำหน่ายสินค้า
TH,Thailand,35,ภาคตะวันออกเฉียงเหนือ,2566,1475.63,Chaiyaphum,       ชาย                         ,2,ประเทศไทย,ชัยภูมิ,เสมียน
TH,Thailand,36,ภาคตะวันออกเฉียงเหนือ,2566,8606.32,Chaiyaphum,       หญิง                        ,2,ประเทศไทย,ชัยภูมิ,เสมียน
TH,Thailand,37,ภาคตะวันออกเฉียงเหนือ,2566,1636.86,Chaiyaphum,       ชาย                         ,3,ประเทศไทย,ชัยภูมิ,เจ้าหน้าที่เทคนิกและผู้ประกอบการวิชาชีพที่เกี่ยวข้องฯ
TH,Thailand,38,ภาคตะวันออกเฉียงเหนือ,2566,4153.48,Chaiyaphum,       หญิง                        ,3,ประเทศไทย,ชัยภูมิ,เจ้าหน้าที่เทคนิกและผู้ประกอบการวิชาชีพที่เกี่ยวข้องฯ
TH,Thailand,39,ภาคตะวันออกเฉียงเหนือ,2566,16312.64,Chaiyaphum,       ชาย                         ,3,ประเทศไทย,ชัยภูมิ,ช่างฝีมือและผู้ปฎิบัติงานที่เกี่ยวข้องฯ
TH,Thailand,40,ภาคตะวันออกเฉียงเหนือ,2566,8043.73,Chaiyaphum,       หญิง                        ,3,ประเทศไทย,ชัยภูมิ,ช่างฝีมือและผู้ปฎิบัติงานที่เกี่ยวข้องฯ
TH,Thailand,41,ภาคตะวันออกเฉียงเหนือ,2566,49174.5,Chaiyaphum,       ชาย                         ,3,ประเทศไทย,ชัยภูมิ,ผุ้ประกอบอาชีพงานพื้นฐาน
TH,Thailand,42,ภาคตะวันออกเฉียงเหนือ,2566,28348.33,Chaiyaphum,       หญิง                        ,3,ประเทศไทย,ชัยภูมิ,ผุ้ประกอบอาชีพงานพื้นฐาน
TH,Thailand,43,ภาคตะวันออกเฉียงเหนือ,2566,13275.49,Chaiyaphum,       ชาย                         ,3,ประเทศไทย,ชัยภูมิ,ผู้ควบคุมเครื่องจักรโรงงาน และเครื่องจักรฯ
TH,Thailand,44,ภาคตะวันออกเฉียงเหนือ,2566,9606.33,Chaiyaphum,       หญิง                        ,3,ประเทศไทย,ชัยภูมิ,ผู้ควบคุมเครื่องจักรโรงงาน และเครื่องจักรฯ
TH,Thailand,45,ภาคตะวันออกเฉียงเหนือ,2566,10262.8,Chaiyaphum,       ชาย                         ,3,ประเทศไทย,ชัยภูมิ,ผู้จัดการ ข้าราชการอาวุโส และผู้บัญญัติกฎหมาย
TH,Thailand,46,ภาคตะวันออกเฉียงเหนือ,2566,11440.83,Chaiyaphum,       หญิง                        ,3,ประเทศไทย,ชัยภูมิ,ผู้จัดการ ข้าราชการอาวุโส และผู้บัญญัติกฎหมาย
TH,Thailand,47,ภาคตะวันออกเฉียงเหนือ,2566,124906.07,Chaiyaphum,       ชาย                         ,3,ประเทศไทย,ชัยภูมิ,ผู้ปฏิบัติงานที่มีฝีมือในด้านการเกษตร ป่าไม้และการประมง
TH,Thailand,48,ภาคตะวันออกเฉียงเหนือ,2566,94837.49,Chaiyaphum,       หญิง                        ,3,ประเทศไทย,ชัยภูมิ,ผู้ปฏิบัติงานที่มีฝีมือในด้านการเกษตร ป่าไม้และการประมง
TH,Thailand,49,ภาคตะวันออกเฉียงเหนือ,2566,9055.17,Chaiyaphum,       ชาย                         ,3,ประเทศไทย,ชัยภูมิ,ผู้ประกอบวิชาชีพด้านต่าง ๆ 
TH,Thailand,50,ภาคตะวันออกเฉียงเหนือ,2566,16058.98,Chaiyaphum,       หญิง                        ,3,ประเทศไทย,ชัยภูมิ,ผู้ประกอบวิชาชีพด้านต่าง ๆ 
TH,Thailand,51,ภาคตะวันออกเฉียงเหนือ,2566,31756.8,Chaiyaphum,       ชาย                         ,3,ประเทศไทย,ชัยภูมิ,พนักงานบริการและผู้จำหน่ายสินค้า
TH,Thailand,52,ภาคตะวันออกเฉียงเหนือ,2566,49435.56,Chaiyaphum,       หญิง                        ,3,ประเทศไทย,ชัยภูมิ,พนักงานบริการและผู้จำหน่ายสินค้า
TH,Thailand,53,ภาคตะวันออกเฉียงเหนือ,2566,1063.29,Chaiyaphum,       ชาย                         ,3,ประเทศไทย,ชัยภูมิ,เสมียน
TH,Thailand,54,ภาคตะวันออกเฉียงเหนือ,2566,8470.02,Chaiyaphum,       หญิง                        ,3,ประเทศไทย,ชัยภูมิ,เสมียน
TH,Thailand,55,ภาคตะวันออกเฉียงเหนือ,2566,4547.92,Chaiyaphum,       ชาย                         ,4,ประเทศไทย,ชัยภูมิ,เจ้าหน้าที่เทคนิกและผู้ประกอบการวิชาชีพที่เกี่ยวข้องฯ
TH,Thailand,56,ภาคตะวันออกเฉียงเหนือ,2566,5321,Chaiyaphum,       หญิง                        ,4,ประเทศไทย,ชัยภูมิ,เจ้าหน้าที่เทคนิกและผู้ประกอบการวิชาชีพที่เกี่ยวข้องฯ
TH,Thailand,57,ภาคตะวันออกเฉียงเหนือ,2566,19711.37,Chaiyaphum,       ชาย                         ,4,ประเทศไทย,ชัยภูมิ,ช่างฝีมือและผู้ปฎิบัติงานที่เกี่ยวข้องฯ
TH,Thailand,58,ภาคตะวันออกเฉียงเหนือ,2566,9276.71,Chaiyaphum,       หญิง                        ,4,ประเทศไทย,ชัยภูมิ,ช่างฝีมือและผู้ปฎิบัติงานที่เกี่ยวข้องฯ
TH,Thailand,59,ภาคตะวันออกเฉียงเหนือ,2566,53610.3,Chaiyaphum,       ชาย                         ,4,ประเทศไทย,ชัยภูมิ,ผุ้ประกอบอาชีพงานพื้นฐาน
TH,Thailand,60,ภาคตะวันออกเฉียงเหนือ,2566,33069.3,Chaiyaphum,       หญิง                        ,4,ประเทศไทย,ชัยภูมิ,ผุ้ประกอบอาชีพงานพื้นฐาน
TH,Thailand,61,ภาคตะวันออกเฉียงเหนือ,2566,14873.13,Chaiyaphum,       ชาย                         ,4,ประเทศไทย,ชัยภูมิ,ผู้ควบคุมเครื่องจักรโรงงาน และเครื่องจักรฯ
TH,Thailand,62,ภาคตะวันออกเฉียงเหนือ,2566,4289.75,Chaiyaphum,       หญิง                        ,4,ประเทศไทย,ชัยภูมิ,ผู้ควบคุมเครื่องจักรโรงงาน และเครื่องจักรฯ
TH,Thailand,63,ภาคตะวันออกเฉียงเหนือ,2566,10863.72,Chaiyaphum,       ชาย                         ,4,ประเทศไทย,ชัยภูมิ,ผู้จัดการ ข้าราชการอาวุโส และผู้บัญญัติกฎหมาย
TH,Thailand,64,ภาคตะวันออกเฉียงเหนือ,2566,8099.59,Chaiyaphum,       หญิง                        ,4,ประเทศไทย,ชัยภูมิ,ผู้จัดการ ข้าราชการอาวุโส และผู้บัญญัติกฎหมาย
TH,Thailand,65,ภาคตะวันออกเฉียงเหนือ,2566,127003.04,Chaiyaphum,       ชาย                         ,4,ประเทศไทย,ชัยภูมิ,ผู้ปฏิบัติงานที่มีฝีมือในด้านการเกษตร ป่าไม้และการประมง
TH,Thailand,66,ภาคตะวันออกเฉียงเหนือ,2566,99795.38,Chaiyaphum,       หญิง                        ,4,ประเทศไทย,ชัยภูมิ,ผู้ปฏิบัติงานที่มีฝีมือในด้านการเกษตร ป่าไม้และการประมง
TH,Thailand,67,ภาคตะวันออกเฉียงเหนือ,2566,5083.89,Chaiyaphum,       ชาย                         ,4,ประเทศไทย,ชัยภูมิ,ผู้ประกอบวิชาชีพด้านต่าง ๆ 
TH,Thailand,68,ภาคตะวันออกเฉียงเหนือ,2566,14700.52,Chaiyaphum,       หญิง                        ,4,ประเทศไทย,ชัยภูมิ,ผู้ประกอบวิชาชีพด้านต่าง ๆ 
TH,Thailand,69,ภาคตะวันออกเฉียงเหนือ,2566,25437.32,Chaiyaphum,       ชาย                         ,4,ประเทศไทย,ชัยภูมิ,พนักงานบริการและผู้จำหน่ายสินค้า
TH,Thailand,70,ภาคตะวันออกเฉียงเหนือ,2566,53234.1,Chaiyaphum,       หญิง                        ,4,ประเทศไทย,ชัยภูมิ,พนักงานบริการและผู้จำหน่ายสินค้า
TH,Thailand,71,ภาคตะวันออกเฉียงเหนือ,2566,3044.64,Chaiyaphum,       ชาย                         ,4,ประเทศไทย,ชัยภูมิ,เสมียน
TH,Thailand,72,ภาคตะวันออกเฉียงเหนือ,2566,11256.3,Chaiyaphum,       หญิง                        ,4,ประเทศไทย,ชัยภูมิ,เสมียน
TH,Thailand,73,ภาคตะวันออกเฉียงเหนือ,2567,1356.6,Chaiyaphum,       ชาย                         ,1,ประเทศไทย,ชัยภูมิ,เจ้าหน้าที่เทคนิกและผู้ประกอบการวิชาชีพที่เกี่ยวข้องฯ
TH,Thailand,74,ภาคตะวันออกเฉียงเหนือ,2567,6680.14,Chaiyaphum,       หญิง                        ,1,ประเทศไทย,ชัยภูมิ,เจ้าหน้าที่เทคนิกและผู้ประกอบการวิชาชีพที่เกี่ยวข้องฯ
TH,Thailand,75,ภาคตะวันออกเฉียงเหนือ,2567,18336.09,Chaiyaphum,       ชาย                         ,1,ประเทศไทย,ชัยภูมิ,ช่างฝีมือและผู้ปฎิบัติงานที่เกี่ยวข้องฯ
TH,Thailand,76,ภาคตะวันออกเฉียงเหนือ,2567,8946.04,Chaiyaphum,       หญิง                        ,1,ประเทศไทย,ชัยภูมิ,ช่างฝีมือและผู้ปฎิบัติงานที่เกี่ยวข้องฯ
TH,Thailand,77,ภาคตะวันออกเฉียงเหนือ,2567,65432.09,Chaiyaphum,       ชาย                         ,1,ประเทศไทย,ชัยภูมิ,ผุ้ประกอบอาชีพงานพื้นฐาน
TH,Thailand,78,ภาคตะวันออกเฉียงเหนือ,2567,38322.79,Chaiyaphum,       หญิง                        ,1,ประเทศไทย,ชัยภูมิ,ผุ้ประกอบอาชีพงานพื้นฐาน
TH,Thailand,79,ภาคตะวันออกเฉียงเหนือ,2567,22920.18,Chaiyaphum,       ชาย                         ,1,ประเทศไทย,ชัยภูมิ,ผู้ควบคุมเครื่องจักรโรงงาน และเครื่องจักรฯ
TH,Thailand,80,ภาคตะวันออกเฉียงเหนือ,2567,6461.36,Chaiyaphum,       หญิง                        ,1,ประเทศไทย,ชัยภูมิ,ผู้ควบคุมเครื่องจักรโรงงาน และเครื่องจักรฯ
TH,Thailand,81,ภาคตะวันออกเฉียงเหนือ,2567,11468.4,Chaiyaphum,       ชาย                         ,1,ประเทศไทย,ชัยภูมิ,ผู้จัดการ ข้าราชการอาวุโส และผู้บัญญัติกฎหมาย
TH,Thailand,82,ภาคตะวันออกเฉียงเหนือ,2567,7630.16,Chaiyaphum,       หญิง                        ,1,ประเทศไทย,ชัยภูมิ,ผู้จัดการ ข้าราชการอาวุโส และผู้บัญญัติกฎหมาย
TH,Thailand,83,ภาคตะวันออกเฉียงเหนือ,2567,90562.51,Chaiyaphum,       ชาย                         ,1,ประเทศไทย,ชัยภูมิ,ผู้ปฏิบัติงานที่มีฝีมือในด้านการเกษตร ป่าไม้และการประมง
TH,Thailand,84,ภาคตะวันออกเฉียงเหนือ,2567,64115.41,Chaiyaphum,       หญิง                        ,1,ประเทศไทย,ชัยภูมิ,ผู้ปฏิบัติงานที่มีฝีมือในด้านการเกษตร ป่าไม้และการประมง
TH,Thailand,85,ภาคตะวันออกเฉียงเหนือ,2567,5426.01,Chaiyaphum,       ชาย                         ,1,ประเทศไทย,ชัยภูมิ,ผู้ประกอบวิชาชีพด้านต่าง ๆ 
TH,Thailand,86,ภาคตะวันออกเฉียงเหนือ,2567,14727.15,Chaiyaphum,       หญิง                        ,1,ประเทศไทย,ชัยภูมิ,ผู้ประกอบวิชาชีพด้านต่าง ๆ 
TH,Thailand,87,ภาคตะวันออกเฉียงเหนือ,2567,31033.3,Chaiyaphum,       ชาย                         ,1,ประเทศไทย,ชัยภูมิ,พนักงานบริการและผู้จำหน่ายสินค้า
TH,Thailand,88,ภาคตะวันออกเฉียงเหนือ,2567,58290.68,Chaiyaphum,       หญิง                        ,1,ประเทศไทย,ชัยภูมิ,พนักงานบริการและผู้จำหน่ายสินค้า
TH,Thailand,89,ภาคตะวันออกเฉียงเหนือ,2567,2576.8,Chaiyaphum,       ชาย                         ,1,ประเทศไทย,ชัยภูมิ,เสมียน
TH,Thailand,90,ภาคตะวันออกเฉียงเหนือ,2567,10973.64,Chaiyaphum,       หญิง                        ,1,ประเทศไทย,ชัยภูมิ,เสมียน
TH,Thailand,91,ภาคตะวันออกเฉียงเหนือ,2567,2117.68,Chaiyaphum,       ชาย                         ,2,ประเทศไทย,ชัยภูมิ,เจ้าหน้าที่เทคนิกและผู้ประกอบการวิชาชีพที่เกี่ยวข้องฯ
TH,Thailand,92,ภาคตะวันออกเฉียงเหนือ,2567,2936.29,Chaiyaphum,       หญิง                        ,2,ประเทศไทย,ชัยภูมิ,เจ้าหน้าที่เทคนิกและผู้ประกอบการวิชาชีพที่เกี่ยวข้องฯ
TH,Thailand,93,ภาคตะวันออกเฉียงเหนือ,2567,23324.28,Chaiyaphum,       ชาย                         ,2,ประเทศไทย,ชัยภูมิ,ช่างฝีมือและผู้ปฎิบัติงานที่เกี่ยวข้องฯ
TH,Thailand,94,ภาคตะวันออกเฉียงเหนือ,2567,10528.73,Chaiyaphum,       หญิง                        ,2,ประเทศไทย,ชัยภูมิ,ช่างฝีมือและผู้ปฎิบัติงานที่เกี่ยวข้องฯ
TH,Thailand,95,ภาคตะวันออกเฉียงเหนือ,2567,53395.67,Chaiyaphum,       ชาย                         ,2,ประเทศไทย,ชัยภูมิ,ผุ้ประกอบอาชีพงานพื้นฐาน
TH,Thailand,96,ภาคตะวันออกเฉียงเหนือ,2567,23408.23,Chaiyaphum,       หญิง                        ,2,ประเทศไทย,ชัยภูมิ,ผุ้ประกอบอาชีพงานพื้นฐาน
TH,Thailand,97,ภาคตะวันออกเฉียงเหนือ,2567,17051.11,Chaiyaphum,       ชาย                         ,2,ประเทศไทย,ชัยภูมิ,ผู้ควบคุมเครื่องจักรโรงงาน และเครื่องจักรฯ
TH,Thailand,98,ภาคตะวันออกเฉียงเหนือ,2567,6712.49,Chaiyaphum,       หญิง                        ,2,ประเทศไทย,ชัยภูมิ,ผู้ควบคุมเครื่องจักรโรงงาน และเครื่องจักรฯ
TH,Thailand,99,ภาคตะวันออกเฉียงเหนือ,2567,14188.83,Chaiyaphum,       ชาย                         ,2,ประเทศไทย,ชัยภูมิ,ผู้จัดการ ข้าราชการอาวุโส และผู้บัญญัติกฎหมาย
TH,Thailand,100,ภาคตะวันออกเฉียงเหนือ,2567,5728.23,Chaiyaphum,       หญิง                        ,2,ประเทศไทย,ชัยภูมิ,ผู้จัดการ ข้าราชการอาวุโส และผู้บัญญัติกฎหมาย
TH,Thailand,101,ภาคตะวันออกเฉียงเหนือ,2567,98087.86,Chaiyaphum,       ชาย                         ,2,ประเทศไทย,ชัยภูมิ,ผู้ปฏิบัติงานที่มีฝีมือในด้านการเกษตร ป่าไม้และการประมง
TH,Thailand,102,ภาคตะวันออกเฉียงเหนือ,2567,69742.76,Chaiyaphum,       หญิง                        ,2,ประเทศไทย,ชัยภูมิ,ผู้ปฏิบัติงานที่มีฝีมือในด้านการเกษตร ป่าไม้และการประมง
TH,Thailand,103,ภาคตะวันออกเฉียงเหนือ,2567,8501.11,Chaiyaphum,       ชาย                         ,2,ประเทศไทย,ชัยภูมิ,ผู้ประกอบวิชาชีพด้านต่าง ๆ 
TH,Thailand,104,ภาคตะวันออกเฉียงเหนือ,2567,19561.61,Chaiyaphum,       หญิง                        ,2,ประเทศไทย,ชัยภูมิ,ผู้ประกอบวิชาชีพด้านต่าง ๆ 
TH,Thailand,105,ภาคตะวันออกเฉียงเหนือ,2567,29502.32,Chaiyaphum,       ชาย                         ,2,ประเทศไทย,ชัยภูมิ,พนักงานบริการและผู้จำหน่ายสินค้า
TH,Thailand,106,ภาคตะวันออกเฉียงเหนือ,2567,58966.05,Chaiyaphum,       หญิง                        ,2,ประเทศไทย,ชัยภูมิ,พนักงานบริการและผู้จำหน่ายสินค้า
TH,Thailand,107,ภาคตะวันออกเฉียงเหนือ,2567,2280.31,Chaiyaphum,       ชาย                         ,2,ประเทศไทย,ชัยภูมิ,เสมียน
TH,Thailand,108,ภาคตะวันออกเฉียงเหนือ,2567,10699.61,Chaiyaphum,       หญิง                        ,2,ประเทศไทย,ชัยภูมิ,เสมียน
TH,Thailand,109,ภาคตะวันออกเฉียงเหนือ,2567,1800.95,Chaiyaphum,       ชาย                         ,3,ประเทศไทย,ชัยภูมิ,เจ้าหน้าที่เทคนิกและผู้ประกอบการวิชาชีพที่เกี่ยวข้องฯ
TH,Thailand,110,ภาคตะวันออกเฉียงเหนือ,2567,2769.77,Chaiyaphum,       หญิง                        ,3,ประเทศไทย,ชัยภูมิ,เจ้าหน้าที่เทคนิกและผู้ประกอบการวิชาชีพที่เกี่ยวข้องฯ
TH,Thailand,111,ภาคตะวันออกเฉียงเหนือ,2567,21366.33,Chaiyaphum,       ชาย                         ,3,ประเทศไทย,ชัยภูมิ,ช่างฝีมือและผู้ปฎิบัติงานที่เกี่ยวข้องฯ
TH,Thailand,112,ภาคตะวันออกเฉียงเหนือ,2567,10177.91,Chaiyaphum,       หญิง                        ,3,ประเทศไทย,ชัยภูมิ,ช่างฝีมือและผู้ปฎิบัติงานที่เกี่ยวข้องฯ
TH,Thailand,113,ภาคตะวันออกเฉียงเหนือ,2567,53048.5,Chaiyaphum,       ชาย                         ,3,ประเทศไทย,ชัยภูมิ,ผุ้ประกอบอาชีพงานพื้นฐาน
TH,Thailand,114,ภาคตะวันออกเฉียงเหนือ,2567,22040.36,Chaiyaphum,       หญิง                        ,3,ประเทศไทย,ชัยภูมิ,ผุ้ประกอบอาชีพงานพื้นฐาน
TH,Thailand,115,ภาคตะวันออกเฉียงเหนือ,2567,13317.31,Chaiyaphum,       ชาย                         ,3,ประเทศไทย,ชัยภูมิ,ผู้ควบคุมเครื่องจักรโรงงาน และเครื่องจักรฯ
TH,Thailand,116,ภาคตะวันออกเฉียงเหนือ,2567,5970.87,Chaiyaphum,       หญิง                        ,3,ประเทศไทย,ชัยภูมิ,ผู้ควบคุมเครื่องจักรโรงงาน และเครื่องจักรฯ
TH,Thailand,117,ภาคตะวันออกเฉียงเหนือ,2567,10788.5,Chaiyaphum,       ชาย                         ,3,ประเทศไทย,ชัยภูมิ,ผู้จัดการ ข้าราชการอาวุโส และผู้บัญญัติกฎหมาย
TH,Thailand,118,ภาคตะวันออกเฉียงเหนือ,2567,7384.1,Chaiyaphum,       หญิง                        ,3,ประเทศไทย,ชัยภูมิ,ผู้จัดการ ข้าราชการอาวุโส และผู้บัญญัติกฎหมาย
TH,Thailand,119,ภาคตะวันออกเฉียงเหนือ,2567,121900.92,Chaiyaphum,       ชาย                         ,3,ประเทศไทย,ชัยภูมิ,ผู้ปฏิบัติงานที่มีฝีมือในด้านการเกษตร ป่าไม้และการประมง
TH,Thailand,120,ภาคตะวันออกเฉียงเหนือ,2567,90710.39,Chaiyaphum,       หญิง                        ,3,ประเทศไทย,ชัยภูมิ,ผู้ปฏิบัติงานที่มีฝีมือในด้านการเกษตร ป่าไม้และการประมง
TH,Thailand,121,ภาคตะวันออกเฉียงเหนือ,2567,9203.89,Chaiyaphum,       ชาย                         ,3,ประเทศไทย,ชัยภูมิ,ผู้ประกอบวิชาชีพด้านต่าง ๆ 
TH,Thailand,122,ภาคตะวันออกเฉียงเหนือ,2567,20652.57,Chaiyaphum,       หญิง                        ,3,ประเทศไทย,ชัยภูมิ,ผู้ประกอบวิชาชีพด้านต่าง ๆ 
TH,Thailand,123,ภาคตะวันออกเฉียงเหนือ,2567,25966.19,Chaiyaphum,       ชาย                         ,3,ประเทศไทย,ชัยภูมิ,พนักงานบริการและผู้จำหน่ายสินค้า
