พื้นที่อาคาร(ตร.ม.),ประกอบกิจการ,รหัสจังหวัด,อำเภอ,TSIC,รหัสประเภท,ถนน,ซอย,คนงานรวม,ลำดับ,หญิง,ชาย,จังหวัด,หมู่,ค่าอาคาร,เลขที่,เงินทุนหมุนเวียน,เลขทะเบียนโรงงาน,โทรศัพท์,ค่าเครื่องจักร,แรงม้ารวม,ค่าที่ดิน,ตำบล,เงินลงทุนรวม,_id,รหัสทะเบียนโรงงาน FID,ชื่อโรงงาน,ชื่อเจ้าของ,จำพวก,ปีที่ได้รับอนุญาต,รหัสไปรษณีย์,พื้นที่โรงงาน(ตร.ม.)
0,ขุดและร่อนทราย,21,ปลวกแดง,8103,302,,,8,4643,0,8,ระยอง,1,0,,2000000,จ3-3(2)-1/51รย,,5000000,430,4000000,แม่น้ำคู้,11000000,14,20200000000000,ห้างหุ้นส่วนจำกัด มาบข่ามหานคร,ห้างหุ้นส่วนจำกัด มาบข่ามหานคร,3,51,21140,114204
0,ขุดดินลูกรัง,21,ปลวกแดง,8103,302,,,4,4644,0,4,ระยอง,10,0,,10000000,จ3-3(2)-642/48รย,038-2227333-4,3000000,240,0,มาบยางพร,13000000,15,20200000000000,บริษัท วีแอล เน็ตเวอร์ค 1996 จำกัด,บริษัท วีแอล เน็ตเวอร์ค 1996 จำกัด,3,48,21140,0
0,ขุดดิน ร่อนและคัดขนาดทราย,21,ปลวกแดง,8103,302,,,5,4645,0,5,ระยอง,,0,โฉนดที่ดินเลขที่ 4403 และ 6026 และ 3160,700000,จ3-3(2)-234/58รย,,4500000,396,12000000,มาบยางพร,17200000,16,20200000000000,ห้างหุ่นส่วนจำกัด ทรายทองธารา,ห้างหุ่นส่วนจำกัด ทรายทองธารา,3,58,21140,120000
0,ขุดร่อนและคัดขนาดทราย,21,ปลวกแดง,8103,302,,,5,4646,0,5,ระยอง,2,0,น.ส.3 ก เลขที่ 413 เลขที่ดิน 4 เล่ม 3ก หน้า 13,1000000,จ3-3(2)-244/60รย,038-386883,1000000,440,3000000,แม่น้ำคู้,5000000,17,20200000000000,ห้างหุ้นส่วนจำกัด ประสิทธิ์ทรัพย์ (2008),ห้างหุ้นส่วนจำกัด ประสิทธิ์ทรัพย์ (2008),3,60,21140,80000
0,ขุดดิน คัด และร่อนทราย,21,ปลวกแดง,8103,302,,,4,4647,1,3,ระยอง,2,0,โฉนดเลขที่ 23010,0,จ3-3(2)-132/56รย,038-218777,500000,487,7000000,แม่น้ำคู้,7500000,18,20200000000000,ระยองเพอร์ฟอร์แมนซ์,ระยองเพอร์ฟอร์แมนซ์,3,56,21140,42548
0,ขุด ร่อน และคัดขนาดทราย,21,ปลวกแดง,8103,302,บ้านหนองบัวมะปริง,,7,4648,0,7,ระยอง,2,1000000,โฉนดที่ดินเลขที่ 34361,1000000,จ3-3(2)-232/56รย,,2000000,410,6000000,แม่น้ำคู้,10000000,19,20200000000000,นายสุชาติ บาโคส,นายสุชาติ บาโคส,3,56,21140,78400
0,ขุด ร่อน และคัดขนาดทราย,21,ปลวกแดง,8103,302,,,6,4649,0,6,ระยอง,,0,โฉนดที่ดินเลขที่ 18829,1000000,จ3-3(2)-167/59รย,,5000000,410,0,ปลวกแดง,6000000,20,20200000000000,นางสาวกมลวรรณ ชลธนากิจ,นางสาวกมลวรรณ ชลธนากิจ,3,59,21140,76099
51,ขุด ตัก และคัดขนาดทรายบก,21,ปลวกแดง,8103,302,,,7,4650,0,7,ระยอง,,0,โฉนดที่ดินเลขที่ 4044 เลขที่ดิน 81 และโฉนดที่ดินเลขที่ 4046 เลขที่ดิน 122,10000000,จ3-3(2)-31/58รย,085-0099059,20000000,280,0,แม่น้ำคู้,30000000,21,20200000000000,บริษัท ขุมทรัพย์ทรายทอง จำกัด,บริษัท ขุมทรัพย์ทรายทอง จำกัด,3,58,21140,51
0,ขุดและล้างทราย,21,ปลวกแดง,8103,302,,,8,4651,0,8,ระยอง,1,0,โฉนดที่ดินเลขที่ 12350,1000000,จ3-3(2)-19/51รย,,3000000,460,10000000,แม่น้ำคู้,14000000,22,20200000000000,,นายจีรศักดิ์ ภัทรสมบูรณ์,3,51,21140,64000
0,ขุดลอกกรวด ทราย ดิน ล้างทราย,21,ปลวกแดง,8103,302,,,3,4652,0,3,ระยอง,1,0,โฉนดที่ดินเลขที่ 2110,500000,จ3-3(2)-235/58รย,081-8338948,3000000,450,0,มาบยางพร,3500000,23,20200000000000,,นายนเรศ สุดประเสริฐ,3,58,21140,63528
0,ขุด ร่อน และคัดขนาดทราย,21,ปลวกแดง,8103,302,,,5,4653,0,5,ระยอง,2,0,โฉนดที่ดินเลขที่ 13874 ,1000000,จ3-3(2)-100/58รย,,5000000,350,0,มาบยางพร,6000000,24,20200000000000,บริษัท มาบยางพร คอนสตรัคชั่น แอนด์ เซอร์วิส จำกัด,บริษัท มาบยางพร คอนสตรัคชั่น แอนด์ เซอร์วิส จำกัด,3,58,21140,44816
0,ล้างและร่อนคัดแยกทราย,21,ปลวกแดง,8103,302,,,6,4654,0,6,ระยอง,5,0,โฉนดที่ดินเลขที่ 1257 เล่ม 17 หน้า 57,500000,จ3-3(2)-220/58รย,087-0998545,250000,490,150000,แม่น้ำคู้,900000,25,20200000000000,วารินทร์ทรายทอง,วารินทร์ทรายทอง,3,58,21140,24000
0,ขุดและล้างทราย,21,ปลวกแดง,8103,302,,สยามอีสเทิร์นฯ,8,4655,0,8,ระยอง,3,0,60.0,0,ข3-3(2)-286/49รย,038-891155,0,442,0,มาบยางพร,0,26,91100000000000,บริษัท สยามอีสเทิร์นอินดัสเตรียลพาร์ค จำกัด,บริษัท สยามอีสเทิร์นอินดัสเตรียลพาร์ค จำกัด,3,49,21140,0
0,ขุดทรายและคัดร่อนขนาดทราย,21,ปลวกแดง,8103,302,,,3,4656,0,3,ระยอง,2,0,โฉนดที่ดินเลขที่ 15262 เล่มที่ 153 หน้าที่ 62,500000,จ3-3(2)-139/61รย,,4000000,484,5000000,ตาสิทธิ์,9500000,27,20200000000000,นายไพบูลย์ สว่างไพร,นายไพบูลย์ สว่างไพร,3,61,21140,51350
0,ขุด ร่อน และคัดขนาดทรายบก,21,ปลวกแดง,8103,302,,,8,4657,2,6,ระยอง,2,0,"โฉนดที่ดินเลขที่ 7647, 7648, 17296",1000000,จ3-3(2)-59/60รย,,5000000,485,21000000,แม่น้ำคู้,27000000,28,20200000000000,บริษัท ซุน คอร์ป จำกัด,บริษัท ซุน คอร์ป จำกัด,3,60,21140,0
0,ขุด ร่อนและคัดขนาดทราย,21,ปลวกแดง,8103,302,,,5,4658,0,5,ระยอง,,0,"โฉนดที่ดิน 5343, 5342, 3111",500000,จ3-3(2)-76/58รย,,4000000,416,10000000,แม่น้ำคู้,14500000,29,20200000000000,นางสาวอรุชา ฟ้าประทานชัย,นางสาวอรุชา ฟ้าประทานชัย,3,58,21140,73600
0,ชุดอ่างเก็บน้ำ และล้างทราย เพื่อใช้งานและขาย,21,ปลวกแดง,8103,303,,,28,4659,0,28,ระยอง,5,300000,-,500000,จ3-3(3)-7/49รย,038-891583,2500000,452,16000000,มาบยางพร,19300000,30,20200000000000,บริษัท อีสเทิร์น วอเตอร์ ซัพพลาย จำกัด,บริษัท อีสเทิร์น วอเตอร์ ซัพพลาย จำกัด,3,49,21140,209600
0,ขุดและร่อนล้างทราย,21,ปลวกแดง,8103,303,-,-,7,4660,0,7,ระยอง,3,0,543514848.0,1000000,จ3-3(3)-14/50รย,,2000000,340,3500000,แม่น้ำคู้,6500000,31,20200000000000,ห้างหุ้นส่วนจำกัด สมสุข ซิลิกาแซนด์,ห้างหุ้นส่วนจำกัด สมสุข ซิลิกาแซนด์,3,50,21140,54408
0,ล้างและคัดขนาดทรายบก,21,ปลวกแดง,8103,303,,,5,4661,0,5,ระยอง,2,0,น.ส.3 เล่ม 7 หน้า 4,300000,จ3-3(3)-6/59รย,,2000000,490,3000000,แม่น้ำคู้,5300000,32,20200000000000,บ่อทรายหนองมะปริง,บ่อทรายหนองมะปริง,3,59,21140,14984
0,ล้างและคัดแยกขนาดทรายบก,21,ปลวกแดง,8103,303,,,4,4662,0,4,ระยอง,4,0,โฉนดที่ดินเลขที่ 4913,1000000,จ3-3(3)-2/60รย,,8000000,465,0,ละหาร,9000000,33,20200000000000,บริษัท ระยองพัฒนาอุตสาหกรรม จำกัด,บริษัท ระยองพัฒนาอุตสาหกรรม จำกัด,3,60,21140,16000
0,ล้างทราย เพื่อก่อสร้าง,21,ปลวกแดง,8103,303,,,6,4663,1,5,ระยอง,1,0,,300000,จ3-3(3)-9/48รย,,300000,259,15000,แม่น้ำคู้,615000,34,20200000000000,,นายประเสริฐ โกศล,3,48,21140,0
0,ล้าง และ คัดขนาดทรายบก,21,ปลวกแดง,8103,303,สาย 3191,,7,4664,0,7,ระยอง,1,0,โฉนดที่ดินเลขที่ 12749 และ 17250 เลขที่ 261 และ 262,1000000,จ3-3(3)-20/58รย,,5000000,385,6000000,ปลวกแดง,12000000,35,20200000000000,บริษัท ซุน คอร์ป จำกัด,บริษัท ซุน คอร์ป จำกัด,3,58,21140,4000
0,ร่อน และคัดขนาดทราย โดยไม่มีการขุดทราย,21,ปลวกแดง,8103,303,,,5,4665,4,1,ระยอง,7,0,โฉนดที่ดินเลขที่ 2226,1000000,จ3-3(3)-21/58รย,,3000000,300,4000000,แม่น้ำคู้,8000000,36,20200000000000,,นายไพโรจน์ ศรีเพียงจันทร์,3,58,21140,15600
0,ดูดทราย,21,ปลวกแดง,8103,304,,,5,4666,0,5,ระยอง,,0,,1700000,จ3-3(4)-4/39รย,,0,190,0,แม่น้ำคู้,1700000,37,20200000000000,บ่อทรายพูลลาภ,บ่อทรายพูลลาภ,3,39,21140,0
0,ดูดทราย,21,ปลวกแดง,8103,304,,,8,4667,0,8,ระยอง,7,0,,1270000,จ3-3(4)-1/39รย,,0,190,0,แม่น้ำคู้,1270000,38,20200000000000,บริษัท เค.เอส.เค.การโยธาและก่อสร้าง จำกัด,บริษัท เค.เอส.เค.การโยธาและก่อสร้าง จำกัด,3,39,21140,0
0,ดูดทราย,21,ปลวกแดง,8103,304,,,10,4668,0,10,ระยอง,5,0,,1800000,จ3-3(4)-2/39รย,681214.0,0,190,0,มาบยางพร,1800000,39,20200000000000,บริษัท ระยองพานะภัณฑ์ จำกัด,บริษัท ระยองพานะภัณฑ์ จำกัด,3,39,21140,0
0,ดูดทราย,21,ปลวกแดง,8103,304,,,7,4669,0,7,ระยอง,5,0,,1700000,จ3-3(4)-5/39รย,,0,190,0,มาบยางพร,1700000,40,20200000000000,บ่อทรายพูนทรัพย์,บ่อทรายพูนทรัพย์,3,39,21140,0
0,ดูดทราย,21,ปลวกแดง,8103,304,,,6,4670,0,6,ระยอง,5,0,,1500000,จ3-3(4)-3/39รย,,0,185,0,มาบยางพร,1500000,41,20200000000000,บ่อทรายนิภัตร์,บ่อทรายนิภัตร์,3,39,21140,0
0,โรงฆ่า และชำแหละสุกร,21,ปลวกแดง,10111,401,,,110,4671,40,70,ระยอง,2,3000000,312/2,1000000,จ3-4(1)-12/64รย,,2000000,387.5,0,ตาสิทธิ์,6000000,42,20200000000000,บริษัท ตาสิทธิ์ ฟู๊ด จำกัด,บริษัท ตาสิทธิ์ ฟู๊ด จำกัด,3,64,21140,80000
1000,สกัดน้ำมันจากพืช,21,ปลวกแดง,10491,701,,,10,4672,0,10,ระยอง,4,30000000,"น.ส 4จ.เลขที่ 7563 เลขที่ดิน 14 หน้าสำรวจ 91, นส 4จ เลขที่ 2657 เลขที่ดิน 17 หน้าสำรวจ 168, นส4จเลขที่ 2658 เลขที่ดิน 18 หน้าสำรวจ 169,นส4จเลขที่ 2659 เลขที่ดิน 19 หน้าสำรวจ 170",30000000,จ3-7(1)-8/59รย,,4000000,450,158480000,หนองไร่,222480000,43,20200000000000,บริษัท ระยองป่าไม้ จำกัด,บริษัท ระยองป่าไม้ จำกัด,3,59,21140,661592
1001,ผลิตแป้งสาลี,21,ปลวกแดง,10612,902,ห้วยปราบ-ปลวกแดง,,46,4673,18,28,ระยอง,4,150000000,43/244,200000000,3-9(2)-4/57รย,,226000000,3601.68,24000000,มาบยางพร,600000000,44,10200000000000,บริษัท เพรซิเดนท์ฟลาวมิลล์ จำกัด,บริษัท เพรซิเดนท์ฟลาวมิลล์ จำกัด,3,57,21140,9600
1632,ผลิตเส้นพาสต้า และเส้นก๋วยเตี๋ยว จากข้าว,21,ปลวกแดง,10743,1003,-,-,35,4674,18,17,ระยอง,5,15000000,83.0,2000000,จ3-10(3)-6/58รย,038-913254,4000000,206.5,6000000,แม่น้ำคู้,27000000,45,20200000000000,บริษัท แฟมิลี่ ทรี ฟู้ดส์ จำกัด,บริษัท แฟมิลี่ ทรี ฟู้ดส์ จำกัด,3,58,21140,3000
10296,"ผลิตบะหมี่กึ่งสำเร็จรูป ได้ปีละ 1,597,632 หีบ",21,ปลวกแดง,10743,1003,ห้วยปราบ-ปลวกแดง,-,430,4675,300,130,ระยอง,4,0,43/244,30000000,3-10(3)-1/44รย,,200000000,20635.781,0,มาบยางพร,230000000,46,10200000000000,บริษัท ไทยเพรซิเดนท์ฟูดส์ จำกัด (มหาชน),บริษัท ไทยเพรซิเดนท์ฟูดส์ จำกัด (มหาชน),3,44,21140,109218
3700,ทำน้ำแข็งซอง วันละ 1200 ซอง,21,ปลวกแดง,10795,1400,,,30,4676,0,30,ระยอง,5,5000000,โฉนดเลขที่ 4546,0,จ3-14-81/57รย,,10000000,473,10000000,แม่น้ำคู้,25000000,47,20200000000000,เฉลิมพลไอซ์,เฉลิมพลไอซ์,3,57,21140,17600
3700,"ทำน้ำแข็งซอง วันละ 1,200 ซอง",21,ปลวกแดง,10795,1400,-,-,30,4677,0,30,ระยอง,5,5000000,โฉนดที่ดินเลขที่ 4546,1000000,จ3-14-82/57รย,,10000000,473,10000000,แม่น้ำคู้,26000000,48,20200000000000,เฉลิมพล ไอซ์,เฉลิมพล ไอซ์,3,57,21140,17600
1956,ผลิตอาหารสัตว์ทุกชนิด,21,ปลวกแดง,10801,1501,,,10,4678,3,7,ระยอง,1,3000000,น.ส.3ก. เลขที่ 225,300000,จ3-15(1)-18/63รย,,2000000,145,4000000,ละหาร,9300000,49,20200000000000,บริษัท เอสบี โกรท จำกัด,บริษัท เอสบี โกรท จำกัด,3,63,21140,5537
1209,ทำน้ำดื่มบรรจุถัง,21,ปลวกแดง,11041,2001,,,6,4679,2,4,ระยอง,1,1000000,366/1,500000,จ3-20(1)-6/64รย,,3000000,77.3,0,มาบยางพร,4500000,50,20200000000000,บริษัท น้ำดื่มศรีทอง จำกัด,บริษัท น้ำดื่มศรีทอง จำกัด,3,64,21140,19908
3200,ผลิตแผ่นหลังคาโปร่งแสง,21,ปลวกแดง,13922,2703,สายปลวกแดง-ห้วยปราบ,,15,4680,0,15,ระยอง,4,15000000,888/8,5000000,จ3-27(3)-1/56รย,038-891026,1000000,485,3000000,มาบยางพร,24000000,51,20200000000000,บริษัท แอมเพิลไลท์ แมนูแฟคเจอริ่ง จำกัด,บริษัท แอมเพิลไลท์ แมนูแฟคเจอริ่ง จำกัด,3,56,21140,5200
2000,ทำแผ่นหลังคาโปร่งแสง,21,ปลวกแดง,13922,2703,ปลวกแดง-ห้วยปราบ,-,23,4681,0,23,ระยอง,4,7000000,111/2,20000000,จ3-27(3)-1/41รย,(038)891027,25000000,798.15,5000000,มาบยางพร,57000000,52,20200000000000,บริษัท แอมเพิลไลท์ แมนูแฟคเจอริ่ง จำกัด,บริษัท แอมเพิลไลท์ แมนูแฟคเจอริ่ง จำกัด,3,41,21140,8800
11937,้เคลือบสีหนังสัตว์แต่งสำเร็จหนังสัตว์หรือตัดหนังสัตว์สำหรับตกแต่งภายในรถยนต์,21,ปลวกแดง,15110,2900,ห้วยปราบ - ปลวกแดง,-,84,4682,68,16,ระยอง,0,45000000,140.0,50000000,3-29-1/55รย,038-929-300,138000000,4072.8,0,มาบยางพร,233000000,53,10200000000000,บริษัท อีเกิ้ล ออตตาวา (ประเทศไทย) จำกัด,บริษัท อีเกิ้ล ออตตาวา (ประเทศไทย) จำกัด,3,55,21140,30516
1935,ผลิตเชื้อเพลิงชีวมวลชนิดเม็ดและชนิดแท่ง จากขี้เลื่อย กะลามะพร้าว และเศษวัสดุเหลือใช้จากการเกษตร,21,ปลวกแดง,16299,3404,,,37,4683,13,24,ระยอง,2,0,222.0,1000000,จ3-34(4)-34/63รย,,8000000,480,12939800,มาบยางพร,21939800,54,20200000000000,บริษัท อุตสาหกรรมเชื้อเพลิงธรรมชาติ จำกัด,บริษัท อุตสาหกรรมเชื้อเพลิงธรรมชาติ จำกัด,3,63,21140,25879
1000,โรงงานบด ย่อย อัด เศษไม้เพื่อทำเป็นเชื้อเพลิง,21,ปลวกแดง,16299,3404,,,10,4684,0,10,ระยอง,4,3000000,น.ส.4จ.เลขที่ 7495 เลขที่ดิน 16 หน้าสำรวจ 83,3000000,จ3-34(4)-12/59รย,,1000000,450,11000000,หนองไร่,18000000,55,20200000000000,บริษัท ระยองป่าไม้ จำกัด,บริษัท ระยองป่าไม้ จำกัด,3,59,21140,88152
1998,ทำไม้พาเลท,21,ปลวกแดง,16230,3601,,5.0,19,4685,5,14,ระยอง,4,4000000,500.0,2000000,จ3-36(1)-30/56รย,038-027967,1000000,289.5,1000000,แม่น้ำคู้,8000000,56,20200000000000,บริษัท พิณ เอ็ม พาเลท จำกัด,บริษัท พิณ เอ็ม พาเลท จำกัด,3,56,21140,8804
4050,ทำภาชนะบรรจุ เช่น ลังและ พาเลท จากไม้แปรรูป,21,ปลวกแดง,16230,3601,,,13,4686,6,7,ระยอง,4,0,666/66,3000000,จ3-36(1)-6/60รย,,7000000,114.4,0,มาบยางพร,10000000,57,20200000000000,บริษัท จงฟาง แพ็คกิ้ง (ไทยแลนด์) จำกัด,บริษัท จงฟาง แพ็คกิ้ง (ไทยแลนด์) จำกัด,3,60,21140,31272
4750,ผลิตบรรจุภัณฑ์จากกระดาษ,21,ปลวกแดง,17020,3900,,,40,4687,26,14,ระยอง,1,25000000,87.0,10000000,จ3-39-11/62รย,,20000000,159.51,10000000,ตาสิทธิ์,65000000,58,20200000000000,บริษัท ไซเบอร์บ๊อกซ์ เอ็กซ์เพรส จำกัด,บริษัท ไซเบอร์บ๊อกซ์ เอ็กซ์เพรส จำกัด,3,62,21140,34212
1227,ผลิตบรรจุภัณฑ์เพื่อใช้บรรจุอาหารกึ่งสำเร็จรูป,21,ปลวกแดง,17020,3900,ห้วยปราบ - ปลวกแดง,,77,4688,39,38,ระยอง,4,14070500,43/244,43000000,จ3-39-6/53รย,,88980000,983.52,0,มาบยางพร,146050500,59,20200000000000,บริษัท ไทย อันเป่า ผลิตภัณฑ์ กระดาษ จำกัด,บริษัท ไทย อันเป่า ผลิตภัณฑ์ กระดาษ จำกัด,3,53,21140,0
1062,ผลิตและจำหน่าย บรรจุภัณฑ์,21,ปลวกแดง,17020,3900,,,19,4689,6,13,ระยอง,2,0,333/1,1000000,จ3-39-4/61รย,098-9363952,5000000,490.25,12000000,มาบยางพร,18000000,60,20200000000000,บริษัท แอ็ลไลแอ็นซ์ แพ็คเกจจิ้ง จำกัด,บริษัท แอ็ลไลแอ็นซ์ แพ็คเกจจิ้ง จำกัด,3,61,21140,65312
504,ผลิตผลิตภัณฑ์และบรรจุภัณฑ์ที่เกี่ยวข้องกับกระดาษ เยื่อ และวัสดุอื่นๆ,21,ปลวกแดง,17020,3900,,,13,4690,10,3,ระยอง,2,800000,432.0,120000,จ3-39-7/62รย,,1080000,410.66,0,มาบยางพร,2000000,61,20200000000000,บริษัท พราว แพ็คเกจจิ้ง จำกัด,บริษัท พราว แพ็คเกจจิ้ง จำกัด,3,62,21140,720
23760,"ผลิตกระดาษสะท้อนความร้อน,แถบกระดาษกาวสะท้อนความร้อน,ฉนวนความร้อนและเย็น,เทปกาว กำลังการผลิตปีละ 9,350,000 ตารางเมตร",21,ปลวกแดง,23991,4001,ปลวกแดง-ศรีราชา,,33,4691,8,25,ระยอง,2,5000000,53.0,30000000,3-40(1)-1/38รย,02-2228200,22000000,945,5000000,มาบยางพร,62000000,62,10200000000000,บริษัท เด่นใหญ่ จำกัด,บริษัท เด่นใหญ่ จำกัด,3,38,21140,23760
4158,พิมพ์สิ่งพิมพ์ต่างๆ เช่น หนังสือ เอกสาร ใบเสร็จ สติกเกอร์,21,ปลวกแดง,17092,4101,,,80,4692,40,40,ระยอง,3,41580000,โฉนดที่ดินเลขที่ 3986 เล่ม 40 หน้า 86,5000000,จ3-41(1)-15/58รย,,40000000,495,63000000,แม่น้ำคู้,149580000,63,20200000000000,นางสาวยุพา อังอุบลกุล,นางสาวยุพา อังอุบลกุล,3,58,21140,4158
65,ผลิตสิ่งพิมพ์ทั่วไป,21,ปลวกแดง,18111,4101,,,3,4693,2,1,ระยอง,4,0,888/10,290000,จ3-41(1)-6/65รย,,498826.6,83.4,0,มาบยางพร,788826.6,64,20200000000000,บริษัท คิวเอส ปริ้นติ้ง จำกัด,บริษัท คิวเอส ปริ้นติ้ง จำกัด,3,65,21140,65
4158,พิมพ์สิ่งพิมพ์ต่าง ๆ เช่น หนังสือ เอกสาร ใบเสร็จ สติกเกอร์,21,ปลวกแดง,17092,4101,,,80,4694,40,40,ระยอง,1,41580000,โฉนดที่ดินเลขที่ 2187 เล่ม 27 หน้า 87,5000000,จ3-41(1)-11/56รย,,40000000,495,63000000,ปลวกแดง,149580000,65,20200000000000,นางสาวยุพา อังอุบลกุล,นางสาวยุพา อังอุบลกุล,3,56,21140,12884
144,ผลิตแม่พิมพ์,21,ปลวกแดง,28230,4102,ทางหลวงสาย 3138,,4,4695,0,4,ระยอง,1,0,91/3,8000000,จ3-41(2)-15/56รย,,934159,257.27,0,ละหาร,8934159,66,20200000000000,บริษัท คาวามาตะ อินโนเวชั่น (ประเทศไทย) จำกัด,บริษัท คาวามาตะ อินโนเวชั่น (ประเทศไทย) จำกัด,3,56,21140,144
