จำนวน,_id,ปี,เพศ,ไตรมาส,ชั่วโมงทำงาน/สัปดาห์
,314,2563,หญิง                        ,ไตรมาส 4,1-9 ชั่วโมง
 874 ,315,2563,หญิง                        ,เฉลี่ย 4 ไตรมาส,1-9 ชั่วโมง
" 20,026 ",316,2563,รวม,ไตรมาส 1,10-19 ชั่วโมง
" 4,416 ",317,2563,รวม,ไตรมาส 2,10-19 ชั่วโมง
" 5,175 ",318,2563,รวม,ไตรมาส 3,10-19 ชั่วโมง
" 3,030 ",319,2563,รวม,ไตรมาส 4,10-19 ชั่วโมง
" 8,162 ",320,2563,รวม,เฉลี่ย 4 ไตรมาส,10-19 ชั่วโมง
" 9,267 ",321,2563,ชาย                         ,ไตรมาส 1,10-19 ชั่วโมง
" 1,761 ",322,2563,ชาย                         ,ไตรมาส 2,10-19 ชั่วโมง
" 1,376 ",323,2563,ชาย                         ,ไตรมาส 3,10-19 ชั่วโมง
" 1,668 ",324,2563,ชาย                         ,ไตรมาส 4,10-19 ชั่วโมง
" 3,518 ",325,2563,ชาย                         ,เฉลี่ย 4 ไตรมาส,10-19 ชั่วโมง
" 10,759 ",326,2563,หญิง                        ,ไตรมาส 1,10-19 ชั่วโมง
" 2,654 ",327,2563,หญิง                        ,ไตรมาส 2,10-19 ชั่วโมง
" 3,800 ",328,2563,หญิง                        ,ไตรมาส 3,10-19 ชั่วโมง
" 1,361 ",329,2563,หญิง                        ,ไตรมาส 4,10-19 ชั่วโมง
" 4,644 ",330,2563,หญิง                        ,เฉลี่ย 4 ไตรมาส,10-19 ชั่วโมง
" 44,492 ",331,2563,รวม,ไตรมาส 1,20-29 ชั่วโมง
" 13,883 ",332,2563,รวม,ไตรมาส 2,20-29 ชั่วโมง
" 27,429 ",333,2563,รวม,ไตรมาส 3,20-29 ชั่วโมง
" 12,870 ",334,2563,รวม,ไตรมาส 4,20-29 ชั่วโมง
" 24,669 ",335,2563,รวม,เฉลี่ย 4 ไตรมาส,20-29 ชั่วโมง
" 25,083 ",336,2563,ชาย                         ,ไตรมาส 1,20-29 ชั่วโมง
" 7,054 ",337,2563,ชาย                         ,ไตรมาส 2,20-29 ชั่วโมง
" 13,664 ",338,2563,ชาย                         ,ไตรมาส 3,20-29 ชั่วโมง
" 5,951 ",339,2563,ชาย                         ,ไตรมาส 4,20-29 ชั่วโมง
" 12,938 ",340,2563,ชาย                         ,เฉลี่ย 4 ไตรมาส,20-29 ชั่วโมง
" 19,409 ",341,2563,หญิง                        ,ไตรมาส 1,20-29 ชั่วโมง
" 6,830 ",342,2563,หญิง                        ,ไตรมาส 2,20-29 ชั่วโมง
" 13,765 ",343,2563,หญิง                        ,ไตรมาส 3,20-29 ชั่วโมง
" 6,920 ",344,2563,หญิง                        ,ไตรมาส 4,20-29 ชั่วโมง
" 11,731 ",345,2563,หญิง                        ,เฉลี่ย 4 ไตรมาส,20-29 ชั่วโมง
" 26,127 ",346,2563,รวม,ไตรมาส 1,30-34 ชั่วโมง
" 14,355 ",347,2563,รวม,ไตรมาส 2,30-34 ชั่วโมง
" 11,666 ",348,2563,รวม,ไตรมาส 3,30-34 ชั่วโมง
" 12,157 ",349,2563,รวม,ไตรมาส 4,30-34 ชั่วโมง
" 16,076 ",350,2563,รวม,เฉลี่ย 4 ไตรมาส,30-34 ชั่วโมง
" 14,470 ",351,2563,ชาย                         ,ไตรมาส 1,30-34 ชั่วโมง
" 7,639 ",352,2563,ชาย                         ,ไตรมาส 2,30-34 ชั่วโมง
" 6,389 ",353,2563,ชาย                         ,ไตรมาส 3,30-34 ชั่วโมง
" 7,930 ",354,2563,ชาย                         ,ไตรมาส 4,30-34 ชั่วโมง
" 9,107 ",355,2563,ชาย                         ,เฉลี่ย 4 ไตรมาส,30-34 ชั่วโมง
" 11,657 ",356,2563,หญิง                        ,ไตรมาส 1,30-34 ชั่วโมง
" 6,716 ",357,2563,หญิง                        ,ไตรมาส 2,30-34 ชั่วโมง
" 5,277 ",358,2563,หญิง                        ,ไตรมาส 3,30-34 ชั่วโมง
" 4,227 ",359,2563,หญิง                        ,ไตรมาส 4,30-34 ชั่วโมง
" 6,969 ",360,2563,หญิง                        ,เฉลี่ย 4 ไตรมาส,30-34 ชั่วโมง
" 43,756 ",361,2563,รวม,ไตรมาส 1,35-39 ชั่วโมง
" 48,219 ",362,2563,รวม,ไตรมาส 2,35-39 ชั่วโมง
" 45,695 ",363,2563,รวม,ไตรมาส 3,35-39 ชั่วโมง
" 53,366 ",364,2563,รวม,ไตรมาส 4,35-39 ชั่วโมง
" 47,759 ",365,2563,รวม,เฉลี่ย 4 ไตรมาส,35-39 ชั่วโมง
" 22,431 ",366,2563,ชาย                         ,ไตรมาส 1,35-39 ชั่วโมง
" 23,630 ",367,2563,ชาย                         ,ไตรมาส 2,35-39 ชั่วโมง
" 22,688 ",368,2563,ชาย                         ,ไตรมาส 3,35-39 ชั่วโมง
" 25,821 ",369,2563,ชาย                         ,ไตรมาส 4,35-39 ชั่วโมง
" 23,642 ",370,2563,ชาย                         ,เฉลี่ย 4 ไตรมาส,35-39 ชั่วโมง
" 21,325 ",371,2563,หญิง                        ,ไตรมาส 1,35-39 ชั่วโมง
" 24,589 ",372,2563,หญิง                        ,ไตรมาส 2,35-39 ชั่วโมง
" 23,007 ",373,2563,หญิง                        ,ไตรมาส 3,35-39 ชั่วโมง
" 27,545 ",374,2563,หญิง                        ,ไตรมาส 4,35-39 ชั่วโมง
" 24,116 ",375,2563,หญิง                        ,เฉลี่ย 4 ไตรมาส,35-39 ชั่วโมง
" 173,695 ",376,2563,รวม,ไตรมาส 1,40-49 ชั่วโมง
" 224,223 ",377,2563,รวม,ไตรมาส 2,40-49 ชั่วโมง
" 227,332 ",378,2563,รวม,ไตรมาส 3,40-49 ชั่วโมง
" 237,900 ",379,2563,รวม,ไตรมาส 4,40-49 ชั่วโมง
" 215,788 ",380,2563,รวม,เฉลี่ย 4 ไตรมาส,40-49 ชั่วโมง
" 97,634 ",381,2563,ชาย                         ,ไตรมาส 1,40-49 ชั่วโมง
" 134,760 ",382,2563,ชาย                         ,ไตรมาส 2,40-49 ชั่วโมง
" 133,526 ",383,2563,ชาย                         ,ไตรมาส 3,40-49 ชั่วโมง
" 132,296 ",384,2563,ชาย                         ,ไตรมาส 4,40-49 ชั่วโมง
" 124,554 ",385,2563,ชาย                         ,เฉลี่ย 4 ไตรมาส,40-49 ชั่วโมง
" 76,061 ",386,2563,หญิง                        ,ไตรมาส 1,40-49 ชั่วโมง
" 89,462 ",387,2563,หญิง                        ,ไตรมาส 2,40-49 ชั่วโมง
" 93,806 ",388,2563,หญิง                        ,ไตรมาส 3,40-49 ชั่วโมง
" 105,604 ",389,2563,หญิง                        ,ไตรมาส 4,40-49 ชั่วโมง
" 91,233 ",390,2563,หญิง                        ,เฉลี่ย 4 ไตรมาส,40-49 ชั่วโมง
" 70,489 ",391,2563,รวม,ไตรมาส 1,50 ชั่วโมงขึ้นไป
" 50,582 ",392,2563,รวม,ไตรมาส 2,50 ชั่วโมงขึ้นไป
" 67,509 ",393,2563,รวม,ไตรมาส 3,50 ชั่วโมงขึ้นไป
" 72,407 ",394,2563,รวม,ไตรมาส 4,50 ชั่วโมงขึ้นไป
" 65,246 ",395,2563,รวม,เฉลี่ย 4 ไตรมาส,50 ชั่วโมงขึ้นไป
" 38,955 ",396,2563,ชาย                         ,ไตรมาส 1,50 ชั่วโมงขึ้นไป
" 27,503 ",397,2563,ชาย                         ,ไตรมาส 2,50 ชั่วโมงขึ้นไป
" 37,145 ",398,2563,ชาย                         ,ไตรมาส 3,50 ชั่วโมงขึ้นไป
" 42,034 ",399,2563,ชาย                         ,ไตรมาส 4,50 ชั่วโมงขึ้นไป
" 36,409 ",400,2563,ชาย                         ,เฉลี่ย 4 ไตรมาส,50 ชั่วโมงขึ้นไป
" 31,534 ",401,2563,หญิง                        ,ไตรมาส 1,50 ชั่วโมงขึ้นไป
" 23,079 ",402,2563,หญิง                        ,ไตรมาส 2,50 ชั่วโมงขึ้นไป
" 30,364 ",403,2563,หญิง                        ,ไตรมาส 3,50 ชั่วโมงขึ้นไป
" 30,372 ",404,2563,หญิง                        ,ไตรมาส 4,50 ชั่วโมงขึ้นไป
" 28,837 ",405,2563,หญิง                        ,เฉลี่ย 4 ไตรมาส,50 ชั่วโมงขึ้นไป
" 400,485 ",406,2564,รวม,ไตรมาส 1,ยอดรวม
" 395,829 ",407,2564,รวม,ไตรมาส 2,ยอดรวม
" 377,394 ",408,2564,รวม,ไตรมาส 3,ยอดรวม
" 388,106 ",409,2564,รวม,ไตรมาส 4,ยอดรวม
" 390,454 ",410,2564,รวม,เฉลี่ย 4 ไตรมาส,ยอดรวม
" 215,920 ",411,2564,ชาย                         ,ไตรมาส 1,ยอดรวม
" 215,360 ",412,2564,ชาย                         ,ไตรมาส 2,ยอดรวม
" 213,494 ",413,2564,ชาย                         ,ไตรมาส 3,ยอดรวม
" 219,011 ",414,2564,ชาย                         ,ไตรมาส 4,ยอดรวม
" 215,946 ",415,2564,ชาย                         ,เฉลี่ย 4 ไตรมาส,ยอดรวม
" 184,565 ",416,2564,หญิง                        ,ไตรมาส 1,ยอดรวม
" 180,468 ",417,2564,หญิง                        ,ไตรมาส 2,ยอดรวม
" 163,900 ",418,2564,หญิง                        ,ไตรมาส 3,ยอดรวม
" 169,095 ",419,2564,หญิง                        ,ไตรมาส 4,ยอดรวม
" 174,507 ",420,2564,หญิง                        ,เฉลี่ย 4 ไตรมาส,ยอดรวม
" 10,553 ",421,2564,รวม,ไตรมาส 1,น้อยกว่า 1 ชั่วโมง
" 7,032 ",422,2564,รวม,ไตรมาส 2,น้อยกว่า 1 ชั่วโมง
" 13,845 ",423,2564,รวม,ไตรมาส 3,น้อยกว่า 1 ชั่วโมง
" 4,947 ",424,2564,รวม,ไตรมาส 4,น้อยกว่า 1 ชั่วโมง
" 9,094 ",425,2564,รวม,เฉลี่ย 4 ไตรมาส,น้อยกว่า 1 ชั่วโมง
" 8,067 ",426,2564,ชาย                         ,ไตรมาส 1,น้อยกว่า 1 ชั่วโมง
" 2,787 ",427,2564,ชาย                         ,ไตรมาส 2,น้อยกว่า 1 ชั่วโมง
" 5,985 ",428,2564,ชาย                         ,ไตรมาส 3,น้อยกว่า 1 ชั่วโมง
" 2,422 ",429,2564,ชาย                         ,ไตรมาส 4,น้อยกว่า 1 ชั่วโมง
" 4,815 ",430,2564,ชาย                         ,เฉลี่ย 4 ไตรมาส,น้อยกว่า 1 ชั่วโมง
" 2,486 ",431,2564,หญิง                        ,ไตรมาส 1,น้อยกว่า 1 ชั่วโมง
" 4,245 ",432,2564,หญิง                        ,ไตรมาส 2,น้อยกว่า 1 ชั่วโมง
" 7,860 ",433,2564,หญิง                        ,ไตรมาส 3,น้อยกว่า 1 ชั่วโมง
" 2,525 ",434,2564,หญิง                        ,ไตรมาส 4,น้อยกว่า 1 ชั่วโมง
" 4,279 ",435,2564,หญิง                        ,เฉลี่ย 4 ไตรมาส,น้อยกว่า 1 ชั่วโมง
" 5,378 ",436,2564,รวม,ไตรมาส 1,1-9 ชั่วโมง
,437,2564,รวม,ไตรมาส 2,1-9 ชั่วโมง
,438,2564,รวม,ไตรมาส 3,1-9 ชั่วโมง
" 1,534 ",439,2564,รวม,ไตรมาส 4,1-9 ชั่วโมง
" 1,728 ",440,2564,รวม,เฉลี่ย 4 ไตรมาส,1-9 ชั่วโมง
" 1,617 ",441,2564,ชาย                         ,ไตรมาส 1,1-9 ชั่วโมง
,442,2564,ชาย                         ,ไตรมาส 2,1-9 ชั่วโมง
,443,2564,ชาย                         ,ไตรมาส 3,1-9 ชั่วโมง
,444,2564,ชาย                         ,ไตรมาส 4,1-9 ชั่วโมง
 404 ,445,2564,ชาย                         ,เฉลี่ย 4 ไตรมาส,1-9 ชั่วโมง
" 3,761 ",446,2564,หญิง                        ,ไตรมาส 1,1-9 ชั่วโมง
,447,2564,หญิง                        ,ไตรมาส 2,1-9 ชั่วโมง
,448,2564,หญิง                        ,ไตรมาส 3,1-9 ชั่วโมง
" 1,534 ",449,2564,หญิง                        ,ไตรมาส 4,1-9 ชั่วโมง
" 1,324 ",450,2564,หญิง                        ,เฉลี่ย 4 ไตรมาส,1-9 ชั่วโมง
" 17,715 ",451,2564,รวม,ไตรมาส 1,10-19 ชั่วโมง
" 2,761 ",452,2564,รวม,ไตรมาส 2,10-19 ชั่วโมง
" 2,778 ",453,2564,รวม,ไตรมาส 3,10-19 ชั่วโมง
" 6,549 ",454,2564,รวม,ไตรมาส 4,10-19 ชั่วโมง
" 7,451 ",455,2564,รวม,เฉลี่ย 4 ไตรมาส,10-19 ชั่วโมง
" 9,426 ",456,2564,ชาย                         ,ไตรมาส 1,10-19 ชั่วโมง
 707 ,457,2564,ชาย                         ,ไตรมาส 2,10-19 ชั่วโมง
 879 ,458,2564,ชาย                         ,ไตรมาส 3,10-19 ชั่วโมง
" 4,048 ",459,2564,ชาย                         ,ไตรมาส 4,10-19 ชั่วโมง
" 3,765 ",460,2564,ชาย                         ,เฉลี่ย 4 ไตรมาส,10-19 ชั่วโมง
" 8,289 ",461,2564,หญิง                        ,ไตรมาส 1,10-19 ชั่วโมง
" 2,054 ",462,2564,หญิง                        ,ไตรมาส 2,10-19 ชั่วโมง
" 1,899 ",463,2564,หญิง                        ,ไตรมาส 3,10-19 ชั่วโมง
" 2,501 ",464,2564,หญิง                        ,ไตรมาส 4,10-19 ชั่วโมง
" 3,686 ",465,2564,หญิง                        ,เฉลี่ย 4 ไตรมาส,10-19 ชั่วโมง
" 51,106 ",466,2564,รวม,ไตรมาส 1,20-29 ชั่วโมง
" 13,973 ",467,2564,รวม,ไตรมาส 2,20-29 ชั่วโมง
" 13,562 ",468,2564,รวม,ไตรมาส 3,20-29 ชั่วโมง
" 10,248 ",469,2564,รวม,ไตรมาส 4,20-29 ชั่วโมง
" 22,222 ",470,2564,รวม,เฉลี่ย 4 ไตรมาส,20-29 ชั่วโมง
" 22,125 ",471,2564,ชาย                         ,ไตรมาส 1,20-29 ชั่วโมง
" 5,125 ",472,2564,ชาย                         ,ไตรมาส 2,20-29 ชั่วโมง
" 7,486 ",473,2564,ชาย                         ,ไตรมาส 3,20-29 ชั่วโมง
" 5,810 ",474,2564,ชาย                         ,ไตรมาส 4,20-29 ชั่วโมง
" 10,136 ",475,2564,ชาย                         ,เฉลี่ย 4 ไตรมาส,20-29 ชั่วโมง
" 28,981 ",476,2564,หญิง                        ,ไตรมาส 1,20-29 ชั่วโมง
" 8,847 ",477,2564,หญิง                        ,ไตรมาส 2,20-29 ชั่วโมง
" 6,076 ",478,2564,หญิง                        ,ไตรมาส 3,20-29 ชั่วโมง
" 4,438 ",479,2564,หญิง                        ,ไตรมาส 4,20-29 ชั่วโมง
" 12,086 ",480,2564,หญิง                        ,เฉลี่ย 4 ไตรมาส,20-29 ชั่วโมง
" 31,550 ",481,2564,รวม,ไตรมาส 1,30-34 ชั่วโมง
" 21,201 ",482,2564,รวม,ไตรมาส 2,30-34 ชั่วโมง
" 19,531 ",483,2564,รวม,ไตรมาส 3,30-34 ชั่วโมง
" 10,113 ",484,2564,รวม,ไตรมาส 4,30-34 ชั่วโมง
" 20,599 ",485,2564,รวม,เฉลี่ย 4 ไตรมาส,30-34 ชั่วโมง
" 18,284 ",486,2564,ชาย                         ,ไตรมาส 1,30-34 ชั่วโมง
" 13,114 ",487,2564,ชาย                         ,ไตรมาส 2,30-34 ชั่วโมง
" 12,126 ",488,2564,ชาย                         ,ไตรมาส 3,30-34 ชั่วโมง
" 6,242 ",489,2564,ชาย                         ,ไตรมาส 4,30-34 ชั่วโมง
" 12,441 ",490,2564,ชาย                         ,เฉลี่ย 4 ไตรมาส,30-34 ชั่วโมง
" 13,266 ",491,2564,หญิง                        ,ไตรมาส 1,30-34 ชั่วโมง
" 8,087 ",492,2564,หญิง                        ,ไตรมาส 2,30-34 ชั่วโมง
" 7,405 ",493,2564,หญิง                        ,ไตรมาส 3,30-34 ชั่วโมง
" 3,871 ",494,2564,หญิง                        ,ไตรมาส 4,30-34 ชั่วโมง
" 8,157 ",495,2564,หญิง                        ,เฉลี่ย 4 ไตรมาส,30-34 ชั่วโมง
" 43,963 ",496,2564,รวม,ไตรมาส 1,35-39 ชั่วโมง
" 51,644 ",497,2564,รวม,ไตรมาส 2,35-39 ชั่วโมง
" 54,465 ",498,2564,รวม,ไตรมาส 3,35-39 ชั่วโมง
" 53,594 ",499,2564,รวม,ไตรมาส 4,35-39 ชั่วโมง
" 50,916 ",500,2564,รวม,เฉลี่ย 4 ไตรมาส,35-39 ชั่วโมง
" 24,520 ",501,2564,ชาย                         ,ไตรมาส 1,35-39 ชั่วโมง
" 28,596 ",502,2564,ชาย                         ,ไตรมาส 2,35-39 ชั่วโมง
" 28,258 ",503,2564,ชาย                         ,ไตรมาส 3,35-39 ชั่วโมง
" 27,802 ",504,2564,ชาย                         ,ไตรมาส 4,35-39 ชั่วโมง
" 27,294 ",505,2564,ชาย                         ,เฉลี่ย 4 ไตรมาส,35-39 ชั่วโมง
" 19,443 ",506,2564,หญิง                        ,ไตรมาส 1,35-39 ชั่วโมง
" 23,048 ",507,2564,หญิง                        ,ไตรมาส 2,35-39 ชั่วโมง
" 26,207 ",508,2564,หญิง                        ,ไตรมาส 3,35-39 ชั่วโมง
" 25,791 ",509,2564,หญิง                        ,ไตรมาส 4,35-39 ชั่วโมง
" 23,622 ",510,2564,หญิง                        ,เฉลี่ย 4 ไตรมาส,35-39 ชั่วโมง
" 186,818 ",511,2564,รวม,ไตรมาส 1,40-49 ชั่วโมง
" 235,596 ",512,2564,รวม,ไตรมาส 2,40-49 ชั่วโมง
" 231,577 ",513,2564,รวม,ไตรมาส 3,40-49 ชั่วโมง
" 247,609 ",514,2564,รวม,ไตรมาส 4,40-49 ชั่วโมง
" 225,400 ",515,2564,รวม,เฉลี่ย 4 ไตรมาส,40-49 ชั่วโมง
" 101,864 ",516,2564,ชาย                         ,ไตรมาส 1,40-49 ชั่วโมง
" 128,987 ",517,2564,ชาย                         ,ไตรมาส 2,40-49 ชั่วโมง
" 136,164 ",518,2564,ชาย                         ,ไตรมาส 3,40-49 ชั่วโมง
" 140,453 ",519,2564,ชาย                         ,ไตรมาส 4,40-49 ชั่วโมง
" 126,867 ",520,2564,ชาย                         ,เฉลี่ย 4 ไตรมาส,40-49 ชั่วโมง
" 84,953 ",521,2564,หญิง                        ,ไตรมาส 1,40-49 ชั่วโมง
" 106,609 ",522,2564,หญิง                        ,ไตรมาส 2,40-49 ชั่วโมง
" 95,413 ",523,2564,หญิง                        ,ไตรมาส 3,40-49 ชั่วโมง
" 107,156 ",524,2564,หญิง                        ,ไตรมาส 4,40-49 ชั่วโมง
" 98,533 ",525,2564,หญิง                        ,เฉลี่ย 4 ไตรมาส,40-49 ชั่วโมง
" 53,403 ",526,2564,รวม,ไตรมาส 1,50 ชั่วโมงขึ้นไป
" 63,622 ",527,2564,รวม,ไตรมาส 2,50 ชั่วโมงขึ้นไป
" 41,638 ",528,2564,รวม,ไตรมาส 3,50 ชั่วโมงขึ้นไป
" 53,512 ",529,2564,รวม,ไตรมาส 4,50 ชั่วโมงขึ้นไป
" 53,044 ",530,2564,รวม,เฉลี่ย 4 ไตรมาส,50 ชั่วโมงขึ้นไป
" 30,018 ",531,2564,ชาย                         ,ไตรมาส 1,50 ชั่วโมงขึ้นไป
" 36,044 ",532,2564,ชาย                         ,ไตรมาส 2,50 ชั่วโมงขึ้นไป
" 22,598 ",533,2564,ชาย                         ,ไตรมาส 3,50 ชั่วโมงขึ้นไป
" 32,234 ",534,2564,ชาย                         ,ไตรมาส 4,50 ชั่วโมงขึ้นไป
" 30,223 ",535,2564,ชาย                         ,เฉลี่ย 4 ไตรมาส,50 ชั่วโมงขึ้นไป
" 23,385 ",536,2564,หญิง                        ,ไตรมาส 1,50 ชั่วโมงขึ้นไป
" 27,578 ",537,2564,หญิง                        ,ไตรมาส 2,50 ชั่วโมงขึ้นไป
" 19,041 ",538,2564,หญิง                        ,ไตรมาส 3,50 ชั่วโมงขึ้นไป
" 21,278 ",539,2564,หญิง                        ,ไตรมาส 4,50 ชั่วโมงขึ้นไป
" 22,820 ",540,2564,หญิง                        ,เฉลี่ย 4 ไตรมาส,50 ชั่วโมงขึ้นไป
" 414,602 ",541,2565,รวม,ไตรมาส 1,ยอดรวม
" 427,216 ",542,2565,รวม,ไตรมาส 2,ยอดรวม
" 431,705 ",543,2565,รวม,ไตรมาส 3,ยอดรวม
" 422,594 ",544,2565,รวม,ไตรมาส 4,ยอดรวม
" 424,029 ",545,2565,รวม,เฉลี่ย 4 ไตรมาส,ยอดรวม
" 226,465 ",546,2565,ชาย                         ,ไตรมาส 1,ยอดรวม
" 234,705 ",547,2565,ชาย                         ,ไตรมาส 2,ยอดรวม
" 235,210 ",548,2565,ชาย                         ,ไตรมาส 3,ยอดรวม
" 232,578 ",549,2565,ชาย                         ,ไตรมาส 4,ยอดรวม
" 232,240 ",550,2565,ชาย                         ,เฉลี่ย 4 ไตรมาส,ยอดรวม
" 188,137 ",551,2565,หญิง                        ,ไตรมาส 1,ยอดรวม
" 192,511 ",552,2565,หญิง                        ,ไตรมาส 2,ยอดรวม
" 196,495 ",553,2565,หญิง                        ,ไตรมาส 3,ยอดรวม
" 190,016 ",554,2565,หญิง                        ,ไตรมาส 4,ยอดรวม
" 191,790 ",555,2565,หญิง                        ,เฉลี่ย 4 ไตรมาส,ยอดรวม
" 9,722 ",556,2565,รวม,ไตรมาส 1,น้อยกว่า 1 ชั่วโมง
" 3,674 ",557,2565,รวม,ไตรมาส 2,น้อยกว่า 1 ชั่วโมง
" 1,214 ",558,2565,รวม,ไตรมาส 3,น้อยกว่า 1 ชั่วโมง
" 4,521 ",559,2565,รวม,ไตรมาส 4,น้อยกว่า 1 ชั่วโมง
" 4,783 ",560,2565,รวม,เฉลี่ย 4 ไตรมาส,น้อยกว่า 1 ชั่วโมง
" 7,440 ",561,2565,ชาย                         ,ไตรมาส 1,น้อยกว่า 1 ชั่วโมง
" 2,914 ",562,2565,ชาย                         ,ไตรมาส 2,น้อยกว่า 1 ชั่วโมง
 788 ,563,2565,ชาย                         ,ไตรมาส 3,น้อยกว่า 1 ชั่วโมง
" 2,264 ",564,2565,ชาย                         ,ไตรมาส 4,น้อยกว่า 1 ชั่วโมง
" 3,352 ",565,2565,ชาย                         ,เฉลี่ย 4 ไตรมาส,น้อยกว่า 1 ชั่วโมง
" 2,282 ",566,2565,หญิง                        ,ไตรมาส 1,น้อยกว่า 1 ชั่วโมง
 760 ,567,2565,หญิง                        ,ไตรมาส 2,น้อยกว่า 1 ชั่วโมง
 427 ,568,2565,หญิง                        ,ไตรมาส 3,น้อยกว่า 1 ชั่วโมง
" 2,257 ",569,2565,หญิง                        ,ไตรมาส 4,น้อยกว่า 1 ชั่วโมง
" 1,432 ",570,2565,หญิง                        ,เฉลี่ย 4 ไตรมาส,น้อยกว่า 1 ชั่วโมง
" 2,898 ",571,2565,รวม,ไตรมาส 1,1-9 ชั่วโมง
 838 ,572,2565,รวม,ไตรมาส 2,1-9 ชั่วโมง
 298 ,573,2565,รวม,ไตรมาส 3,1-9 ชั่วโมง
,574,2565,รวม,ไตรมาส 4,1-9 ชั่วโมง
" 1,009 ",575,2565,รวม,เฉลี่ย 4 ไตรมาส,1-9 ชั่วโมง
" 1,185 ",576,2565,ชาย                         ,ไตรมาส 1,1-9 ชั่วโมง
 294 ,577,2565,ชาย                         ,ไตรมาส 2,1-9 ชั่วโมง
 298 ,578,2565,ชาย                         ,ไตรมาส 3,1-9 ชั่วโมง
,579,2565,ชาย                         ,ไตรมาส 4,1-9 ชั่วโมง
 444 ,580,2565,ชาย                         ,เฉลี่ย 4 ไตรมาส,1-9 ชั่วโมง
" 1,712 ",581,2565,หญิง                        ,ไตรมาส 1,1-9 ชั่วโมง
 543 ,582,2565,หญิง                        ,ไตรมาส 2,1-9 ชั่วโมง
,583,2565,หญิง                        ,ไตรมาส 3,1-9 ชั่วโมง
,584,2565,หญิง                        ,ไตรมาส 4,1-9 ชั่วโมง
 564 ,585,2565,หญิง                        ,เฉลี่ย 4 ไตรมาส,1-9 ชั่วโมง
" 12,563 ",586,2565,รวม,ไตรมาส 1,10-19 ชั่วโมง
" 5,553 ",587,2565,รวม,ไตรมาส 2,10-19 ชั่วโมง
" 1,900 ",588,2565,รวม,ไตรมาส 3,10-19 ชั่วโมง
" 1,123 ",589,2565,รวม,ไตรมาส 4,10-19 ชั่วโมง
" 5,285 ",590,2565,รวม,เฉลี่ย 4 ไตรมาส,10-19 ชั่วโมง
" 8,477 ",591,2565,ชาย                         ,ไตรมาส 1,10-19 ชั่วโมง
" 2,476 ",592,2565,ชาย                         ,ไตรมาส 2,10-19 ชั่วโมง
" 1,013 ",593,2565,ชาย                         ,ไตรมาส 3,10-19 ชั่วโมง
 520 ,594,2565,ชาย                         ,ไตรมาส 4,10-19 ชั่วโมง
" 3,122 ",595,2565,ชาย                         ,เฉลี่ย 4 ไตรมาส,10-19 ชั่วโมง
" 4,085 ",596,2565,หญิง                        ,ไตรมาส 1,10-19 ชั่วโมง
" 3,077 ",597,2565,หญิง                        ,ไตรมาส 2,10-19 ชั่วโมง
 887 ,598,2565,หญิง                        ,ไตรมาส 3,10-19 ชั่วโมง
 603 ,599,2565,หญิง                        ,ไตรมาส 4,10-19 ชั่วโมง
" 2,163 ",600,2565,หญิง                        ,เฉลี่ย 4 ไตรมาส,10-19 ชั่วโมง
" 38,524 ",601,2565,รวม,ไตรมาส 1,20-29 ชั่วโมง
" 11,265 ",602,2565,รวม,ไตรมาส 2,20-29 ชั่วโมง
" 21,234 ",603,2565,รวม,ไตรมาส 3,20-29 ชั่วโมง
" 5,059 ",604,2565,รวม,ไตรมาส 4,20-29 ชั่วโมง
" 19,021 ",605,2565,รวม,เฉลี่ย 4 ไตรมาส,20-29 ชั่วโมง
" 18,487 ",606,2565,ชาย                         ,ไตรมาส 1,20-29 ชั่วโมง
" 6,345 ",607,2565,ชาย                         ,ไตรมาส 2,20-29 ชั่วโมง
" 10,584 ",608,2565,ชาย                         ,ไตรมาส 3,20-29 ชั่วโมง
" 2,788 ",609,2565,ชาย                         ,ไตรมาส 4,20-29 ชั่วโมง
" 9,551 ",610,2565,ชาย                         ,เฉลี่ย 4 ไตรมาส,20-29 ชั่วโมง
" 20,037 ",611,2565,หญิง                        ,ไตรมาส 1,20-29 ชั่วโมง
" 4,919 ",612,2565,หญิง                        ,ไตรมาส 2,20-29 ชั่วโมง
" 10,650 ",613,2565,หญิง                        ,ไตรมาส 3,20-29 ชั่วโมง
" 2,271 ",614,2565,หญิง                        ,ไตรมาส 4,20-29 ชั่วโมง
" 9,469 ",615,2565,หญิง                        ,เฉลี่ย 4 ไตรมาส,20-29 ชั่วโมง
" 34,552 ",616,2565,รวม,ไตรมาส 1,30-34 ชั่วโมง
" 22,511 ",617,2565,รวม,ไตรมาส 2,30-34 ชั่วโมง
" 14,240 ",618,2565,รวม,ไตรมาส 3,30-34 ชั่วโมง
" 13,828 ",619,2565,รวม,ไตรมาส 4,30-34 ชั่วโมง
" 21,283 ",620,2565,รวม,เฉลี่ย 4 ไตรมาส,30-34 ชั่วโมง
" 19,701 ",621,2565,ชาย                         ,ไตรมาส 1,30-34 ชั่วโมง
" 13,266 ",622,2565,ชาย                         ,ไตรมาส 2,30-34 ชั่วโมง
" 8,637 ",623,2565,ชาย                         ,ไตรมาส 3,30-34 ชั่วโมง
" 8,029 ",624,2565,ชาย                         ,ไตรมาส 4,30-34 ชั่วโมง
" 12,408 ",625,2565,ชาย                         ,เฉลี่ย 4 ไตรมาส,30-34 ชั่วโมง
