พื้นที่อาคาร(ตร.ม.),ประกอบกิจการ,รหัสจังหวัด,อำเภอ,TSIC,รหัสประเภท,ถนน,ซอย,คนงานรวม,ลำดับ,หญิง,ชาย,จังหวัด,หมู่,ค่าอาคาร,เลขที่,เงินทุนหมุนเวียน,เลขทะเบียนโรงงาน,โทรศัพท์,ค่าเครื่องจักร,แรงม้ารวม,ค่าที่ดิน,ตำบล,เงินลงทุนรวม,_id,รหัสทะเบียนโรงงาน FID,ชื่อโรงงาน,ชื่อเจ้าของ,จำพวก,ปีที่ได้รับอนุญาต,รหัสไปรษณีย์,พื้นที่โรงงาน(ตร.ม.)
800,ทำแป้งมันสำปะหลัง,21,เมืองระยอง,10612,902,เข้าวัดมาบชลูด,,40,5026,10,30,ระยอง,4,800000,12,10000000,3-9(2)-2/13รย,684359-60,14000000,2275.73,200000,ห้วยโป่ง,25000000,52,10200000000000,ห้างหุ้นส่วนจำกัด นันท์สุรกิจ (2005),ห้างหุ้นส่วนจำกัด นันท์สุรกิจ (2005),3,13,21150,4000
3309,ทำแป้งข้าวเหนียวและแป้งข้าวเจ้า,21,เมืองระยอง,10612,902,สุขุมวิท,,56,5027,23,33,ระยอง,,40000000,369/2,50000000,3-9(2)-2/25รย,038-611223,50000000,3806,60000000,เนินพระ,200000000,53,10200000000000,บริษัท โรงแป้งพรกมล จำกัด,บริษัท โรงแป้งพรกมล จำกัด,3,25,21000,16893
2400,ทำมันเม็ดอัดแข็ง,21,เมืองระยอง,10621,906,สายบางนา-ตราด,-,22,5028,0,22,ระยอง,4,2500000,13-เม.ย.,1500000,3-9(6)-5/28รย,614096,4000000,3194.3,580000,ทับมา,8580000,54,10200000000000,ห้างหุ้นส่วนจำกัด สหพืชผลระยอง,ห้างหุ้นส่วนจำกัด สหพืชผลระยอง,3,28,21000,28800
200,ทำมันเส้น และลานตากกากมันสำปะหลัง,21,เมืองระยอง,10621,906,ห้วยโป่ง-หนองบอน,,9,5029,5,4,ระยอง,,200000,95,1000000,จ3-9(6)-29/56รย,,160000,420,15000000,ห้วยโป่ง,16360000,55,20200000000000,ลานมันระยอง,ลานมันระยอง,3,56,21150,16000
576,ทำเส้นก๋วยเตี๋ยว,21,เมืองระยอง,10743,1003,ราษฏร์บำรุง,,3,5030,0,3,ระยอง,,150000,37,0,จ3-10(3)-1/23รย,,95000,940.06,100000,เชิงเนิน,345000,56,20200000000000,บริษัท ตรงเซ่งหลี ฟู้ดส์ จำกัด,บริษัท ตรงเซ่งหลี ฟู้ดส์ จำกัด,3,23,21000,2357
200,ทำเส้นก๋วยเตี๋ยว,21,เมืองระยอง,10743,1003,สุขุมวิท,ดวงดี,9,5031,2,7,ระยอง,,0,369/3,0,3-10(3)-1/30รย,038-613084,300000,679.04,0,เนินพระ,300000,57,10200000000000,ร่มเย็น,ร่มเย็น,3,30,21000,5024
650,ทำเส้นก๋วยเตี๋ยว,21,เมืองระยอง,10743,1003,หลักเมือง,,6,5032,0,6,ระยอง,,500000,69,50000,จ3-10(3)-1/42รย,038-612056,2000000,1021.83,0,ท่าประดู่,2550000,58,20200000000000,ตั้งง่วนจั๊ว,ตั้งง่วนจั๊ว,3,42,21000,800
100,ทำน้ำปลา,21,เมืองระยอง,10774,1302,สมุทรคงคา,-,5,5033,0,5,ระยอง,-,300000,72,50000,3-13(2)-4/22รย,038-614493,100000,155.6,0,ท่าประดู่,450000,59,10200000000000,โง้วหยู่ไถ่,โง้วหยู่ไถ่,3,22,21000,3200
786,ทำน้ำปลา,21,เมืองระยอง,10774,1302,สมุทรคงคา,,11,5034,3,8,ระยอง,,65000,74,200000,3-13(2)-10/21รย,038-611402,150000,173,30000,ท่าประดู่,445000,60,10200000000000,บริษัท ชิ้งฮะไถ่เฉลิมโชค จำกัด,บริษัท ชิ้งฮะไถ่เฉลิมโชค จำกัด,3,21,21000,4754
2000,ทำน้ำปลา,21,เมืองระยอง,10774,1302,เลียบชายฝั่ง,,16,5035,0,16,ระยอง,,100000,2,2000000,3-13(2)-1/24รย,611621,100000,195,420000,ปากน้ำ,2620000,61,10200000000000,ตั้งเฮียบเซ้ง,ตั้งเฮียบเซ้ง,3,24,21000,16000
1620,ผลิตน้ำปลา,21,เมืองระยอง,10774,1302,สายบางนา-ตราด,,32,5036,20,12,ระยอง,4,4000000,29,1000000,ศ3-13(2)-2/35รย,,200000,904.5,0,ทับมา,5200000,62,210000000000,บริษัท อุตสาหกรรมน้ำปลาระยอง จำกัด,บริษัท อุตสาหกรรมน้ำปลาระยอง จำกัด,3,35,21000,143172
95,ทำน้ำปลา,21,เมืองระยอง,10774,1302,สมุทรคงคา,-,15,5037,0,15,ระยอง,-,100000,015/1,200000,3-13(2)-6/22รย,611509,25000,258,100000,ท่าประดู่,425000,63,10200000000000,บริษัท โรงน้ำปลาตั้งไถ่เชียง จำกัด,บริษัท โรงน้ำปลาตั้งไถ่เชียง จำกัด,3,22,21000,3600
7670,ผลิตน้ำปลา,21,เมืองระยอง,10774,1302,,,20,5038,4,16,ระยอง,4,30000000,29/69,10000000,จ3-13(2)-2/62รย,,15000000,467.84,12000000,ทับมา,67000000,64,20200000000000,บริษัท ระยอง อาหารและเครื่องปรุง จำกัด,บริษัท ระยอง อาหารและเครื่องปรุง จำกัด,3,62,21000,87968
7200,ทำน้ำปลา,21,เมืองระยอง,10774,1302,สมุทรเจดีย์,,30,5039,20,10,ระยอง,,2655000,4-ส.ค.,2500000,จ3-13(2)-1/39รย,804617,1596000,461.5,0,ปากน้ำ,6751000,65,20200000000000,บริษัท น้ำปลารุ่งโรจน์ จำกัด,บริษัท น้ำปลารุ่งโรจน์ จำกัด,3,39,21000,28800
400,ทำผลิตภัณฑ์น้ำปลา,21,เมืองระยอง,10774,1302,,,32,5040,17,15,ระยอง,,10000000,26-ก.พ.,80000000,จ3-13(2)-8/61รย,,10000000,136.25,10000000,ปากน้ำ,110000000,66,20200000000000,บริษัท โรงน้ำปลาตั้งไถ่เชียง จำกัด,บริษัท โรงน้ำปลาตั้งไถ่เชียง จำกัด,3,61,21000,3780
2400,"ทำน้ำแข็งซอง วันละ 1,200 ซอง",21,เมืองระยอง,10795,1400,-,-,27,5041,5,22,ระยอง,4,14000000,111/2,5000000,3-14-1/46รย,,24000000,1976,8000000,เชิงเนิน,51000000,67,10200000000000,บริษัท เฉลิมพล ไอซ์ จำกัด,บริษัท เฉลิมพล ไอซ์ จำกัด,3,46,21000,2400
1237,ผลิตน้ำแข็งก้อนเล็ก ,21,เมืองระยอง,10795,1400,,,17,5042,10,7,ระยอง,,500000,โฉนดเลขที่ 4361 ,500000,3-14-85/60รย,,33000000,1461,0,เพ,34000000,68,10200000000000,บริษัท ทีวีอาร์น้ำแข็งหลอด จำกัด,บริษัท ทีวีอาร์น้ำแข็งหลอด จำกัด,3,60,21160,9655
700,ทำน้ำแข็งซอง,21,เมืองระยอง,10795,1400,     -,    -,3,5043,0,3,ระยอง,4,0,95/8,1000000,จ3-14-4/45รย,    -,5000000,333,0,เชิงเนิน,6000000,69,20200000000000,บริษัท น้ำแข็งเงิน น้ำแข็งทอง จำกัด,บริษัท น้ำแข็งเงิน น้ำแข็งทอง จำกัด,3,45,21000,20000
540,ผลิตน้ำแข็งก้อนเล็ก,21,เมืองระยอง,10795,1400,สายบ้านแลง,,13,5044,7,6,ระยอง,1,500000,154/3,500000,จ3-14-1/26รย,876679,2800000,305.5,400000,เชิงเนิน,4200000,70,20200000000000,บริษัท พีพี น้ำแข็งหลอดระยอง จำกัด,บริษัท พีพี น้ำแข็งหลอดระยอง จำกัด,3,26,21000,6400
