พื้นที่อาคาร(ตร.ม.),ประกอบกิจการ,รหัสจังหวัด,อำเภอ,TSIC,รหัสประเภท,ถนน,ซอย,คนงานรวม,ลำดับ,หญิง,ชาย,จังหวัด,หมู่,ค่าอาคาร,เลขที่,เงินทุนหมุนเวียน,เลขทะเบียนโรงงาน,โทรศัพท์,ค่าเครื่องจักร,แรงม้ารวม,ค่าที่ดิน,ตำบล,เงินลงทุนรวม,_id,รหัสทะเบียนโรงงาน FID,ชื่อโรงงาน,ชื่อเจ้าของ,จำพวก,ปีที่ได้รับอนุญาต,รหัสไปรษณีย์,พื้นที่โรงงาน(ตร.ม.)
14400,"ผลิตน้ำจิ้มและซอส, ซุปในขวดและซอง",21,แกลง,10774,1302,,,22,3648,18,4,ระยอง,8,17000000,99/9,5000000,3-13(2)-7/63รย,,18000000,1497.5,2250000,กองดิน,42250000,39,10200000000000,บริษัท ไนน์สตาร์ฟู้ด จำกัด,บริษัท ไนน์สตาร์ฟู้ด จำกัด,3,63,22160,2700
192,ผลิตน้ำแข็งหลอดเล็ก ขนาด 30 ตัน/วัน,21,แกลง,10795,1400,,,15,3649,9,6,ระยอง,1,200000,85,1000000,จ3-14-46/62รย,,4000000,175,2000000,กร่ำ,7200000,40,20200000000000,บ้านกร่ำน้ำแข็งหลอด,บ้านกร่ำน้ำแข็งหลอด,3,62,21190,315
3836,ทำน้ำแข็งซอง ได้วันละ 1526 ซอง,21,แกลง,10795,1400, , ,12,3650,0,12,ระยอง,1,1000000,333,700000,ศ3-14-2/33รย, ,900000,1949,900000,ทุ่งควายกิน,3500000,41,210000000000,บริษัท โรงน้ำแข็ง กังสวนิช จำกัด,บริษัท โรงน้ำแข็ง กังสวนิช จำกัด,3,33,21110,41660
1748,ทำน้ำแข็งซอง,21,แกลง,10795,1400,สุนทรโวหาร,,3,3651,0,3,ระยอง,,0,29,1000000,3-14-5/15รย,671234,370000,1741,0,ทางเกวียน,1370000,42,10200000000000,บริษัท โรงน้ำแข็ง กังสวนิช จำกัด,บริษัท โรงน้ำแข็ง กังสวนิช จำกัด,3,15,21110,4000
437,ผลิตน้ำแข็งซอง,21,แกลง,10795,1400,,,8,3652,0,8,ระยอง,8,6000000,224,1000000,จ3-14-69/54รย,038-668478,14000000,196.75,1200000,คลองปูน,22200000,43,20200000000000,บริษัท จุรีย์ไอซ์ จำกัด,บริษัท จุรีย์ไอซ์ จำกัด,3,54,21170,5624
1700,ทำน้ำแข็งหลอดและน้ำดื่ม,21,แกลง,10795,1400,สุขุมวิท,-,7,3653,3,4,ระยอง,10,0,79/1,0,จ3-14-1/39รย,038-669313,0,586.38,0,ทุ่งควายกิน,0,44,20200000000000,บริษัท เค.เอส.ไอซ์ (2539) จำกัด,บริษัท เค.เอส.ไอซ์ (2539) จำกัด,3,39,21110,6768
6765,แปรรูปไม้ยางพาราและไม้ที่ปลูกขึ้นจำนวน 13 ชนิด ตามมติคณะรัฐมนตรี เพื่อจำหน่าย อัดน้ำยาและอบไม้ ทำลัง พาเลท วงล้อสายไฟ,21,แกลง,16101,3401,,,30,3654,0,30,ระยอง,5,20000000,222,5000000,3-34(1)-104/61รย,,5000000,1321.24,15000000,วังหว้า,45000000,45,10200000000000,บริษัท ลีลาลัม จำกัด,บริษัท ลีลาลัม จำกัด,3,61,21110,33600
3168,แปรรูปไม้ยางพารา อัดน้ำยา และอบไม้ยางพารา,21,แกลง,16101,3401,,,67,3655,31,36,ระยอง,2,3800000,99,1000000,ศ3-34(1)-14/36รย,038-674159,5000000,902.48,1000000,วังหว้า,10800000,46,210000000000,บริษัท เจริญแสง พรีเมียร์ (2002) จำกัด,บริษัท เจริญแสง พรีเมียร์ (2002) จำกัด,3,36,21110,18372
3842,แปรรูปไม้ยางพาราและไม้ที่ปลูกขึ้นโดยเฉพาะ 13 ชนิด อบและอัดน้ำยาถนอมเนื้อไม้โดยใช้เครื่องจักร เพื่อจำหน่าย ทำลัง พาเลท และวงล้อสายไฟ,21,แกลง,16101,3401,,,65,3656,15,50,ระยอง,6,7000000,99/9,5000000,3-34(1)-75/61รย,,6000000,1297.04,7000000,ห้วยยาง,25000000,47,10200000000000,บริษัท สยามชัยพาราวู้ด จำกัด,บริษัท สยามชัยพาราวู้ด จำกัด,3,61,21110,10061
360,แปรรูปไม้ยางพาราเพื่อจำหน่าย,21,แกลง,16101,3401,,,16,3657,4,12,ระยอง,6,300000,74/2,300000,ศ3-34(1)-1/38รย,632337,700000,179,0,สองสลึง,1300000,48,210000000000,ห้างหุ้นส่วนจำกัด เอ็ม.เค.พาราวู้ด (1994),ห้างหุ้นส่วนจำกัด เอ็ม.เค.พาราวู้ด (1994),3,38,21110,14400
4360,แปรรูปไม้ยางพาราและไม้ที่ปลูกขึ้นโดยเฉพาะ 13 ชนิด อบและอัดน้ำยาไม้,21,แกลง,16101,3401,-,-,25,3658,5,20,ระยอง,1,8000000,9-ก.ย.,5000000,3-34(1)-2/45รย,-,7000000,979.26,2400000,กระแสบน,22400000,49,10200000000000,บริษัท เลิศชัย พาราวู๊ด จำกัด,บริษัท เลิศชัย พาราวู๊ด จำกัด,3,45,21110,38400
4080,แปรรูปไม้ยางพาราเพื่อจำหน่าย อัดน้ำยา-อบไม้ยางพารา และทำเครื่องเรือนจากไม้,21,แกลง,16101,3401,สุขุมวิท,-,28,3659,6,22,ระยอง,4,4000000,223,1000000,ศ3-34(1)-4/39รย,,2000000,499,2000000,ทุ่งควายกิน,9000000,50,210000000000,ห้างหุ้นส่วนจำกัด จี.ยูเนียน,ห้างหุ้นส่วนจำกัด จี.ยูเนียน,3,39,21110,16000
432,แปรรูปไม้เพื่อประดิษฐกรรม ทำลัง พาเลท โดยใช้ไม้ยางพาราท่อนและไม้ที่ปลูกขึ้นทุกชนิดเป็นวัตถุดิบ,21,แกลง,16101,3401,     -,     -,17,3660,10,7,ระยอง,6,500000,42/1,500000,จ3-34(1)-2/45รย,038-669248,360000,147.5,500000,กองดิน,1860000,51,20200000000000,ศิริพงษ์พาราวู้ด,ศิริพงษ์พาราวู้ด,3,45,22160,19200
288,แปรรูปไม้ยางพาราและไม้ที่ปลูกขึ้นโดยเฉพาะ 13 ชนิด ตามมติคณะรัฐมนตรีเพื่อจำหน่าย,21,แกลง,16101,3401,-,-,6,3661,0,6,ระยอง,9,100000,,300000,3-34(1)-93/47รย,,70000,170,400000,ทุ่งควายกิน,870000,52,10200000000000,,นางทิพวรรณ วงค์ซิ้ม,3,47,21110,14400
7440,แปรรูปไม้ยางพาราและไม้ที่ปลูกขึ้นโดยเฉพาะ 13 ชนิด ตามมติคณะรัฐมนตรี อบและอัดน้ำยาถนอมเนื้อไม้โดยใช้เครื่องจักรเพื่อจำหน่าย ทำลัง และชั้นวางของ ทำเฟอร์นิเจอร์,21,แกลง,16101,3401,,,60,3662,10,50,ระยอง,8,30000000,61,10000000,3-34(1)-80/60รย,,15000000,1826.4,7000000,บ้านนา,62000000,53,10200000000000,บริษัท อังคณาลัมเบอร์ จำกัด,บริษัท อังคณาลัมเบอร์ จำกัด,3,60,21110,62608
4560,แปรรูปไม้ยางพาราและไม้ที่ปลูกขึ้นจำนวน 13 ชนิดฯ อบและอัดน้ำยาถนอมเนื้อไม้โดยใช้เครื่องจักร เพื่อจำหน่าย ทำชิ้นไม้สับและทำลัง พาเลท และชั้นวางของ,21,แกลง,16101,3401,,,60,3663,10,50,ระยอง,12,20000000,89,10000000,3-34(1)-50/61รย,,15000000,2375.88,10000000,วังหว้า,55000000,54,10200000000000,บริษัท ซี เอส ดี ยิ่งเจริญพาราวู้ด จำกัด,บริษัท ซี เอส ดี ยิ่งเจริญพาราวู้ด จำกัด,3,61,21110,18816
3000,แปรรูปไม้ยางพารา อบและอัดน้ำยาถนอมเนื้อไม้ยางพารา โดยใช้เครื่องจักรแปรรูปไม้ 480.32 แรงม้า และเครื่องจักรอุปกรณ์ 40 แรงม้า,21,แกลง,16101,3401, , ,40,3664,0,40,ระยอง,3,3500000,199,3000000,ศ3-34(1)-2/36รย, ,3000000,1290.88,0,กระแสบน,9500000,55,210000000000,บริษัท สหกิจแกลง จำกัด,บริษัท สหกิจแกลง จำกัด,3,36,21110,4800
10800,แปรรูปไม้ยางพาราและไม้ที่ปลูกขึ้นจำนวน 13 ชนิด อบและอัดน้ำยาถนอมเนื้อไม้ โดยใช้เครื่องจักรเพื่อจำหน่าย,21,แกลง,16101,3401,,,43,3665,21,22,ระยอง,5,20000000,56,10000000,3-34(1)-31/58รย,,10000000,1331.7,7000000,ทางเกวียน,47000000,56,10200000000000,บริษัท เอ็น.ดับเบิ้ลยู.ที.อินเตอร์เนชั่นแนล จำกัด,บริษัท เอ็น.ดับเบิ้ลยู.ที.อินเตอร์เนชั่นแนล จำกัด,3,58,21110,53348
6400,แปรรูปไม้ยางพาราและไม้ที่ปลูกขึ้นโดยเฉพาะ 13 ชนิด อบและอัดน้ำยาถนอมเนื้อไม้โดยใช้เครื่องจักร เพื่อจำหน่าย ทำลัง พาเลท และชั้นวางของ,21,แกลง,16101,3401,,,65,3666,15,50,ระยอง,4,20000000,86/1,10000000,3-34(1)-76/61รย,,15000000,1971,7000000,วังหว้า,52000000,57,10200000000000,บริษัท เออาร์ พาราวู้ด จำกัด,บริษัท เออาร์ พาราวู้ด จำกัด,3,61,21110,12800
4730,แปรรูปไม้ยางพาราและไม้ที่ปลูกขึ้นโดยเฉพาะ 13 ชนิด อัดน้ำยา อบไม้ทำวงล้อและทำแท่น วางของจากไม้แปรรูป,21,แกลง,16101,3401,สุขุมวิท-มาบพวา, -,60,3667,60,0,ระยอง,11,10000000,,3000000,3-34(1)-2/46รย,,5000000,865,2000000,วังหว้า,20000000,58,10200000000000,บริษัท เออาร์ พาราวู้ด จำกัด,บริษัท เออาร์ พาราวู้ด จำกัด,3,46,21110,16000
3700,แปรรูปไม้ยางพารา อบอัดน้ำยา ทำเครื่องเรือน,21,แกลง,2200,3401,สายเขาดิน-เขาชะเมา,-,30,3668,15,15,ระยอง,11,4000000,55/5,3000000,3-34(1)-16/47รย,09-8320185,4500000,467,2100000,ทุ่งควายกิน,13600000,59,10200000000000,บริษัท ทีพีเอ็น วู้ด จำกัด,บริษัท ทีพีเอ็น วู้ด จำกัด,3,47,21110,11200
4000,แปรรูปไม้ยางพารา และไม้ที่ปลูกขึ้นโดยเฉพาะ 13 ชนิด อบและอัดน้ำยาไม้ ทำลังไม้ และชั้นวางของ,21,แกลง,16101,3401,สุขุมวิท,-,47,3669,20,27,ระยอง,2,3000000,346/1,3000000,3-34(1)-4/43รย,038-669633-4,4000000,674.2,3000000,ทุ่งควายกิน,13000000,60,10200000000000,บริษัท รีแล็กท์ อินดัสตรี จำกัด,บริษัท รีแล็กท์ อินดัสตรี จำกัด,3,43,21110,13000
3096,แปรรูปไม้ยางพาราและไม้ที่ปลูกขึ้นโดยเฉพาะ 13 ชนิด ตามมติคณะรัฐมนตรีเพื่อจำหน่าย,21,แกลง,16101,3401,,,71,3670,20,51,ระยอง,3,20000000,13/19,10000000,3-34(1)-30/58รย,,5000000,5308.32,10000000,สองสลึง,45000000,61,10200000000000,ห้างหุ้นส่วนจำกัด ลิขิต พาราวู้ด,ห้างหุ้นส่วนจำกัด ลิขิต พาราวู้ด,3,58,21110,40120
1080,แปรรูปไม้ยางพารา อบไม้ และเครื่องเรือนจากไม้ยางพารา,21,แกลง,16101,3401,บ้านบึง-แกลง,-,100,3671,40,60,ระยอง,,1500000,2,700000,ศ3-34(1)-8/34รย,671974-5,1200000,547.59,1000000,ทางเกวียน,4400000,62,210000000000,บริษัท โตเกียวพาราวู้ด 1986 จำกัด,บริษัท โตเกียวพาราวู้ด 1986 จำกัด,3,34,21110,4800
8000,ผลิตชิ้นส่วนเฟอร์นิเจอร์จากไม้ยางพารา,21,แกลง,16101,3401,หนองกันเกรา,,150,3672,0,150,ระยอง,,6470000,68/1,430000,ส3-34(1)-1/27รย,038-671105,4000000,1148.2,1000000,ทางเกวียน,11900000,63,210000000000,บริษัท นิกกาพาราวู้ด จำกัด,บริษัท นิกกาพาราวู้ด จำกัด,3,27,21110,8000
8700,แปรรูปไม้ยางพาราและไม้ที่ปลูกขึ้นจำนวน 13 ชนิดฯ อบและอัดน้ำยาถนอมเนื้อไม้ โดยใช้เครื่องจักร เพื่อจำหน่าย ผลิตชิ้นไม้สับ ทำไม้วีเนียร์ ทำวงล้อสายไฟ ทำพาเลท ทำเฟอร์นิเจอร์,21,แกลง,16101,3401,,,100,3673,40,60,ระยอง,8,40000000,168/8,10000000,3-34(1)-14/64รย,,10000000,2600,10000000,กองดิน,70000000,64,10200000000000,บริษัท เฟยหยาง พาราวู้ด จำกัด,บริษัท เฟยหยาง พาราวู้ด จำกัด,3,64,22160,46321
