จำนวน,_id,ปี,แหล่งที่มา,สถานภาพการทำงาน,เพศ,หน่วยงาน,จังหวัด,ช่วงเวลา,หน่วย
32300.0,27,2561,การสำรวจภาวะการทำงานของประชากร จังหวัดหนองบัวลำภู,ช่วยธุรกิจครัวเรือน,หญิง,สำนักงานสถิติจังหวัดหนองบัวลำภู,หนองบัวลำภู,ไตรมาสที่ 2,คน
345.0,28,2561,การสำรวจภาวะการทำงานของประชากร จังหวัดหนองบัวลำภู,การรวมกลุ่ม,หญิง,สำนักงานสถิติจังหวัดหนองบัวลำภู,หนองบัวลำภู,ไตรมาสที่ 2,คน
127205.0,29,2561,การสำรวจภาวะการทำงานของประชากร จังหวัดหนองบัวลำภู,รวมยอด,ชาย,สำนักงานสถิติจังหวัดหนองบัวลำภู,หนองบัวลำภู,ไตรมาสที่ 3,คน
1115.0,30,2561,การสำรวจภาวะการทำงานของประชากร จังหวัดหนองบัวลำภู,นายจ้าง,ชาย,สำนักงานสถิติจังหวัดหนองบัวลำภู,หนองบัวลำภู,ไตรมาสที่ 3,คน
10294.0,31,2561,การสำรวจภาวะการทำงานของประชากร จังหวัดหนองบัวลำภู,ลูกจ้างรัฐบาล,ชาย,สำนักงานสถิติจังหวัดหนองบัวลำภู,หนองบัวลำภู,ไตรมาสที่ 3,คน
20140.0,32,2561,การสำรวจภาวะการทำงานของประชากร จังหวัดหนองบัวลำภู,ลูกจ้างเอกชน,ชาย,สำนักงานสถิติจังหวัดหนองบัวลำภู,หนองบัวลำภู,ไตรมาสที่ 3,คน
68413.0,33,2561,การสำรวจภาวะการทำงานของประชากร จังหวัดหนองบัวลำภู,ทำงานส่วนตัว,ชาย,สำนักงานสถิติจังหวัดหนองบัวลำภู,หนองบัวลำภู,ไตรมาสที่ 3,คน
27166.0,34,2561,การสำรวจภาวะการทำงานของประชากร จังหวัดหนองบัวลำภู,ช่วยธุรกิจครัวเรือน,ชาย,สำนักงานสถิติจังหวัดหนองบัวลำภู,หนองบัวลำภู,ไตรมาสที่ 3,คน
77.0,35,2561,การสำรวจภาวะการทำงานของประชากร จังหวัดหนองบัวลำภู,การรวมกลุ่ม,ชาย,สำนักงานสถิติจังหวัดหนองบัวลำภู,หนองบัวลำภู,ไตรมาสที่ 3,คน
98931.0,36,2561,การสำรวจภาวะการทำงานของประชากร จังหวัดหนองบัวลำภู,รวมยอด,หญิง,สำนักงานสถิติจังหวัดหนองบัวลำภู,หนองบัวลำภู,ไตรมาสที่ 3,คน
103.0,37,2561,การสำรวจภาวะการทำงานของประชากร จังหวัดหนองบัวลำภู,นายจ้าง,หญิง,สำนักงานสถิติจังหวัดหนองบัวลำภู,หนองบัวลำภู,ไตรมาสที่ 3,คน
13820.0,38,2561,การสำรวจภาวะการทำงานของประชากร จังหวัดหนองบัวลำภู,ลูกจ้างรัฐบาล,หญิง,สำนักงานสถิติจังหวัดหนองบัวลำภู,หนองบัวลำภู,ไตรมาสที่ 3,คน
13442.0,39,2561,การสำรวจภาวะการทำงานของประชากร จังหวัดหนองบัวลำภู,ลูกจ้างเอกชน,หญิง,สำนักงานสถิติจังหวัดหนองบัวลำภู,หนองบัวลำภู,ไตรมาสที่ 3,คน
34758.0,40,2561,การสำรวจภาวะการทำงานของประชากร จังหวัดหนองบัวลำภู,ทำงานส่วนตัว,หญิง,สำนักงานสถิติจังหวัดหนองบัวลำภู,หนองบัวลำภู,ไตรมาสที่ 3,คน
36809.0,41,2561,การสำรวจภาวะการทำงานของประชากร จังหวัดหนองบัวลำภู,ช่วยธุรกิจครัวเรือน,หญิง,สำนักงานสถิติจังหวัดหนองบัวลำภู,หนองบัวลำภู,ไตรมาสที่ 3,คน
 - ,42,2561,การสำรวจภาวะการทำงานของประชากร จังหวัดหนองบัวลำภู,การรวมกลุ่ม,หญิง,สำนักงานสถิติจังหวัดหนองบัวลำภู,หนองบัวลำภู,ไตรมาสที่ 3,คน
128603.0,43,2561,การสำรวจภาวะการทำงานของประชากร จังหวัดหนองบัวลำภู,รวมยอด,ชาย,สำนักงานสถิติจังหวัดหนองบัวลำภู,หนองบัวลำภู,ไตรมาสที่ 4,คน
453.0,44,2561,การสำรวจภาวะการทำงานของประชากร จังหวัดหนองบัวลำภู,นายจ้าง,ชาย,สำนักงานสถิติจังหวัดหนองบัวลำภู,หนองบัวลำภู,ไตรมาสที่ 4,คน
9990.0,45,2561,การสำรวจภาวะการทำงานของประชากร จังหวัดหนองบัวลำภู,ลูกจ้างรัฐบาล,ชาย,สำนักงานสถิติจังหวัดหนองบัวลำภู,หนองบัวลำภู,ไตรมาสที่ 4,คน
25655.0,46,2561,การสำรวจภาวะการทำงานของประชากร จังหวัดหนองบัวลำภู,ลูกจ้างเอกชน,ชาย,สำนักงานสถิติจังหวัดหนองบัวลำภู,หนองบัวลำภู,ไตรมาสที่ 4,คน
65335.0,47,2561,การสำรวจภาวะการทำงานของประชากร จังหวัดหนองบัวลำภู,ทำงานส่วนตัว,ชาย,สำนักงานสถิติจังหวัดหนองบัวลำภู,หนองบัวลำภู,ไตรมาสที่ 4,คน
26976.0,48,2561,การสำรวจภาวะการทำงานของประชากร จังหวัดหนองบัวลำภู,ช่วยธุรกิจครัวเรือน,ชาย,สำนักงานสถิติจังหวัดหนองบัวลำภู,หนองบัวลำภู,ไตรมาสที่ 4,คน
196.0,49,2561,การสำรวจภาวะการทำงานของประชากร จังหวัดหนองบัวลำภู,การรวมกลุ่ม,ชาย,สำนักงานสถิติจังหวัดหนองบัวลำภู,หนองบัวลำภู,ไตรมาสที่ 4,คน
102754.0,50,2561,การสำรวจภาวะการทำงานของประชากร จังหวัดหนองบัวลำภู,รวมยอด,หญิง,สำนักงานสถิติจังหวัดหนองบัวลำภู,หนองบัวลำภู,ไตรมาสที่ 4,คน
208.0,51,2561,การสำรวจภาวะการทำงานของประชากร จังหวัดหนองบัวลำภู,นายจ้าง,หญิง,สำนักงานสถิติจังหวัดหนองบัวลำภู,หนองบัวลำภู,ไตรมาสที่ 4,คน
12619.0,52,2561,การสำรวจภาวะการทำงานของประชากร จังหวัดหนองบัวลำภู,ลูกจ้างรัฐบาล,หญิง,สำนักงานสถิติจังหวัดหนองบัวลำภู,หนองบัวลำภู,ไตรมาสที่ 4,คน
14616.0,53,2561,การสำรวจภาวะการทำงานของประชากร จังหวัดหนองบัวลำภู,ลูกจ้างเอกชน,หญิง,สำนักงานสถิติจังหวัดหนองบัวลำภู,หนองบัวลำภู,ไตรมาสที่ 4,คน
40275.0,54,2561,การสำรวจภาวะการทำงานของประชากร จังหวัดหนองบัวลำภู,ทำงานส่วนตัว,หญิง,สำนักงานสถิติจังหวัดหนองบัวลำภู,หนองบัวลำภู,ไตรมาสที่ 4,คน
34910.0,55,2561,การสำรวจภาวะการทำงานของประชากร จังหวัดหนองบัวลำภู,ช่วยธุรกิจครัวเรือน,หญิง,สำนักงานสถิติจังหวัดหนองบัวลำภู,หนองบัวลำภู,ไตรมาสที่ 4,คน
127.0,56,2561,การสำรวจภาวะการทำงานของประชากร จังหวัดหนองบัวลำภู,การรวมกลุ่ม,หญิง,สำนักงานสถิติจังหวัดหนองบัวลำภู,หนองบัวลำภู,ไตรมาสที่ 4,คน
131166.0,57,2562,การสำรวจภาวะการทำงานของประชากร จังหวัดหนองบัวลำภู,รวมยอด,ชาย,สำนักงานสถิติจังหวัดหนองบัวลำภู,หนองบัวลำภู,ไตรมาสที่ 1,คน
717.0,58,2562,การสำรวจภาวะการทำงานของประชากร จังหวัดหนองบัวลำภู,นายจ้าง,ชาย,สำนักงานสถิติจังหวัดหนองบัวลำภู,หนองบัวลำภู,ไตรมาสที่ 1,คน
11627.0,59,2562,การสำรวจภาวะการทำงานของประชากร จังหวัดหนองบัวลำภู,ลูกจ้างรัฐบาล,ชาย,สำนักงานสถิติจังหวัดหนองบัวลำภู,หนองบัวลำภู,ไตรมาสที่ 1,คน
35188.0,60,2562,การสำรวจภาวะการทำงานของประชากร จังหวัดหนองบัวลำภู,ลูกจ้างเอกชน,ชาย,สำนักงานสถิติจังหวัดหนองบัวลำภู,หนองบัวลำภู,ไตรมาสที่ 1,คน
66911.0,61,2562,การสำรวจภาวะการทำงานของประชากร จังหวัดหนองบัวลำภู,ทำงานส่วนตัว,ชาย,สำนักงานสถิติจังหวัดหนองบัวลำภู,หนองบัวลำภู,ไตรมาสที่ 1,คน
16177.0,62,2562,การสำรวจภาวะการทำงานของประชากร จังหวัดหนองบัวลำภู,ช่วยธุรกิจครัวเรือน,ชาย,สำนักงานสถิติจังหวัดหนองบัวลำภู,หนองบัวลำภู,ไตรมาสที่ 1,คน
546.0,63,2562,การสำรวจภาวะการทำงานของประชากร จังหวัดหนองบัวลำภู,การรวมกลุ่ม,ชาย,สำนักงานสถิติจังหวัดหนองบัวลำภู,หนองบัวลำภู,ไตรมาสที่ 1,คน
95986.0,64,2562,การสำรวจภาวะการทำงานของประชากร จังหวัดหนองบัวลำภู,รวมยอด,หญิง,สำนักงานสถิติจังหวัดหนองบัวลำภู,หนองบัวลำภู,ไตรมาสที่ 1,คน
383.0,65,2562,การสำรวจภาวะการทำงานของประชากร จังหวัดหนองบัวลำภู,นายจ้าง,หญิง,สำนักงานสถิติจังหวัดหนองบัวลำภู,หนองบัวลำภู,ไตรมาสที่ 1,คน
16434.0,66,2562,การสำรวจภาวะการทำงานของประชากร จังหวัดหนองบัวลำภู,ลูกจ้างรัฐบาล,หญิง,สำนักงานสถิติจังหวัดหนองบัวลำภู,หนองบัวลำภู,ไตรมาสที่ 1,คน
19122.0,67,2562,การสำรวจภาวะการทำงานของประชากร จังหวัดหนองบัวลำภู,ลูกจ้างเอกชน,หญิง,สำนักงานสถิติจังหวัดหนองบัวลำภู,หนองบัวลำภู,ไตรมาสที่ 1,คน
32520.0,68,2562,การสำรวจภาวะการทำงานของประชากร จังหวัดหนองบัวลำภู,ทำงานส่วนตัว,หญิง,สำนักงานสถิติจังหวัดหนองบัวลำภู,หนองบัวลำภู,ไตรมาสที่ 1,คน
27416.0,69,2562,การสำรวจภาวะการทำงานของประชากร จังหวัดหนองบัวลำภู,ช่วยธุรกิจครัวเรือน,หญิง,สำนักงานสถิติจังหวัดหนองบัวลำภู,หนองบัวลำภู,ไตรมาสที่ 1,คน
111.0,70,2562,การสำรวจภาวะการทำงานของประชากร จังหวัดหนองบัวลำภู,การรวมกลุ่ม,หญิง,สำนักงานสถิติจังหวัดหนองบัวลำภู,หนองบัวลำภู,ไตรมาสที่ 1,คน
123714.0,71,2562,การสำรวจภาวะการทำงานของประชากร จังหวัดหนองบัวลำภู,รวมยอด,ชาย,สำนักงานสถิติจังหวัดหนองบัวลำภู,หนองบัวลำภู,ไตรมาสที่ 2,คน
1522.0,72,2562,การสำรวจภาวะการทำงานของประชากร จังหวัดหนองบัวลำภู,นายจ้าง,ชาย,สำนักงานสถิติจังหวัดหนองบัวลำภู,หนองบัวลำภู,ไตรมาสที่ 2,คน
11248.0,73,2562,การสำรวจภาวะการทำงานของประชากร จังหวัดหนองบัวลำภู,ลูกจ้างรัฐบาล,ชาย,สำนักงานสถิติจังหวัดหนองบัวลำภู,หนองบัวลำภู,ไตรมาสที่ 2,คน
26979.0,74,2562,การสำรวจภาวะการทำงานของประชากร จังหวัดหนองบัวลำภู,ลูกจ้างเอกชน,ชาย,สำนักงานสถิติจังหวัดหนองบัวลำภู,หนองบัวลำภู,ไตรมาสที่ 2,คน
64573.0,75,2562,การสำรวจภาวะการทำงานของประชากร จังหวัดหนองบัวลำภู,ทำงานส่วนตัว,ชาย,สำนักงานสถิติจังหวัดหนองบัวลำภู,หนองบัวลำภู,ไตรมาสที่ 2,คน
18625.0,76,2562,การสำรวจภาวะการทำงานของประชากร จังหวัดหนองบัวลำภู,ช่วยธุรกิจครัวเรือน,ชาย,สำนักงานสถิติจังหวัดหนองบัวลำภู,หนองบัวลำภู,ไตรมาสที่ 2,คน
767.0,77,2562,การสำรวจภาวะการทำงานของประชากร จังหวัดหนองบัวลำภู,การรวมกลุ่ม,ชาย,สำนักงานสถิติจังหวัดหนองบัวลำภู,หนองบัวลำภู,ไตรมาสที่ 2,คน
95441.0,78,2562,การสำรวจภาวะการทำงานของประชากร จังหวัดหนองบัวลำภู,รวมยอด,หญิง,สำนักงานสถิติจังหวัดหนองบัวลำภู,หนองบัวลำภู,ไตรมาสที่ 2,คน
489.0,79,2562,การสำรวจภาวะการทำงานของประชากร จังหวัดหนองบัวลำภู,นายจ้าง,หญิง,สำนักงานสถิติจังหวัดหนองบัวลำภู,หนองบัวลำภู,ไตรมาสที่ 2,คน
15943.0,80,2562,การสำรวจภาวะการทำงานของประชากร จังหวัดหนองบัวลำภู,ลูกจ้างรัฐบาล,หญิง,สำนักงานสถิติจังหวัดหนองบัวลำภู,หนองบัวลำภู,ไตรมาสที่ 2,คน
14264.0,81,2562,การสำรวจภาวะการทำงานของประชากร จังหวัดหนองบัวลำภู,ลูกจ้างเอกชน,หญิง,สำนักงานสถิติจังหวัดหนองบัวลำภู,หนองบัวลำภู,ไตรมาสที่ 2,คน
31790.0,82,2562,การสำรวจภาวะการทำงานของประชากร จังหวัดหนองบัวลำภู,ทำงานส่วนตัว,หญิง,สำนักงานสถิติจังหวัดหนองบัวลำภู,หนองบัวลำภู,ไตรมาสที่ 2,คน
32740.0,83,2562,การสำรวจภาวะการทำงานของประชากร จังหวัดหนองบัวลำภู,ช่วยธุรกิจครัวเรือน,หญิง,สำนักงานสถิติจังหวัดหนองบัวลำภู,หนองบัวลำภู,ไตรมาสที่ 2,คน
215.0,84,2562,การสำรวจภาวะการทำงานของประชากร จังหวัดหนองบัวลำภู,การรวมกลุ่ม,หญิง,สำนักงานสถิติจังหวัดหนองบัวลำภู,หนองบัวลำภู,ไตรมาสที่ 2,คน
125076.0,85,2562,การสำรวจภาวะการทำงานของประชากร จังหวัดหนองบัวลำภู,รวมยอด,ชาย,สำนักงานสถิติจังหวัดหนองบัวลำภู,หนองบัวลำภู,ไตรมาสที่ 3,คน
1082.0,86,2562,การสำรวจภาวะการทำงานของประชากร จังหวัดหนองบัวลำภู,นายจ้าง,ชาย,สำนักงานสถิติจังหวัดหนองบัวลำภู,หนองบัวลำภู,ไตรมาสที่ 3,คน
10844.0,87,2562,การสำรวจภาวะการทำงานของประชากร จังหวัดหนองบัวลำภู,ลูกจ้างรัฐบาล,ชาย,สำนักงานสถิติจังหวัดหนองบัวลำภู,หนองบัวลำภู,ไตรมาสที่ 3,คน
18800.0,88,2562,การสำรวจภาวะการทำงานของประชากร จังหวัดหนองบัวลำภู,ลูกจ้างเอกชน,ชาย,สำนักงานสถิติจังหวัดหนองบัวลำภู,หนองบัวลำภู,ไตรมาสที่ 3,คน
71165.0,89,2562,การสำรวจภาวะการทำงานของประชากร จังหวัดหนองบัวลำภู,ทำงานส่วนตัว,ชาย,สำนักงานสถิติจังหวัดหนองบัวลำภู,หนองบัวลำภู,ไตรมาสที่ 3,คน
22219.0,90,2562,การสำรวจภาวะการทำงานของประชากร จังหวัดหนองบัวลำภู,ช่วยธุรกิจครัวเรือน,ชาย,สำนักงานสถิติจังหวัดหนองบัวลำภู,หนองบัวลำภู,ไตรมาสที่ 3,คน
967.0,91,2562,การสำรวจภาวะการทำงานของประชากร จังหวัดหนองบัวลำภู,การรวมกลุ่ม,ชาย,สำนักงานสถิติจังหวัดหนองบัวลำภู,หนองบัวลำภู,ไตรมาสที่ 3,คน
91263.0,92,2562,การสำรวจภาวะการทำงานของประชากร จังหวัดหนองบัวลำภู,รวมยอด,หญิง,สำนักงานสถิติจังหวัดหนองบัวลำภู,หนองบัวลำภู,ไตรมาสที่ 3,คน
125.0,93,2562,การสำรวจภาวะการทำงานของประชากร จังหวัดหนองบัวลำภู,นายจ้าง,หญิง,สำนักงานสถิติจังหวัดหนองบัวลำภู,หนองบัวลำภู,ไตรมาสที่ 3,คน
12964.0,94,2562,การสำรวจภาวะการทำงานของประชากร จังหวัดหนองบัวลำภู,ลูกจ้างรัฐบาล,หญิง,สำนักงานสถิติจังหวัดหนองบัวลำภู,หนองบัวลำภู,ไตรมาสที่ 3,คน
14586.0,95,2562,การสำรวจภาวะการทำงานของประชากร จังหวัดหนองบัวลำภู,ลูกจ้างเอกชน,หญิง,สำนักงานสถิติจังหวัดหนองบัวลำภู,หนองบัวลำภู,ไตรมาสที่ 3,คน
28789.0,96,2562,การสำรวจภาวะการทำงานของประชากร จังหวัดหนองบัวลำภู,ทำงานส่วนตัว,หญิง,สำนักงานสถิติจังหวัดหนองบัวลำภู,หนองบัวลำภู,ไตรมาสที่ 3,คน
34567.0,97,2562,การสำรวจภาวะการทำงานของประชากร จังหวัดหนองบัวลำภู,ช่วยธุรกิจครัวเรือน,หญิง,สำนักงานสถิติจังหวัดหนองบัวลำภู,หนองบัวลำภู,ไตรมาสที่ 3,คน
232.0,98,2562,การสำรวจภาวะการทำงานของประชากร จังหวัดหนองบัวลำภู,การรวมกลุ่ม,หญิง,สำนักงานสถิติจังหวัดหนองบัวลำภู,หนองบัวลำภู,ไตรมาสที่ 3,คน
128451.0,99,2562,การสำรวจภาวะการทำงานของประชากร จังหวัดหนองบัวลำภู,รวมยอด,ชาย,สำนักงานสถิติจังหวัดหนองบัวลำภู,หนองบัวลำภู,ไตรมาสที่ 4,คน
1392.0,100,2562,การสำรวจภาวะการทำงานของประชากร จังหวัดหนองบัวลำภู,นายจ้าง,ชาย,สำนักงานสถิติจังหวัดหนองบัวลำภู,หนองบัวลำภู,ไตรมาสที่ 4,คน
11488.0,101,2562,การสำรวจภาวะการทำงานของประชากร จังหวัดหนองบัวลำภู,ลูกจ้างรัฐบาล,ชาย,สำนักงานสถิติจังหวัดหนองบัวลำภู,หนองบัวลำภู,ไตรมาสที่ 4,คน
27167.0,102,2562,การสำรวจภาวะการทำงานของประชากร จังหวัดหนองบัวลำภู,ลูกจ้างเอกชน,ชาย,สำนักงานสถิติจังหวัดหนองบัวลำภู,หนองบัวลำภู,ไตรมาสที่ 4,คน
63778.0,103,2562,การสำรวจภาวะการทำงานของประชากร จังหวัดหนองบัวลำภู,ทำงานส่วนตัว,ชาย,สำนักงานสถิติจังหวัดหนองบัวลำภู,หนองบัวลำภู,ไตรมาสที่ 4,คน
24111.0,104,2562,การสำรวจภาวะการทำงานของประชากร จังหวัดหนองบัวลำภู,ช่วยธุรกิจครัวเรือน,ชาย,สำนักงานสถิติจังหวัดหนองบัวลำภู,หนองบัวลำภู,ไตรมาสที่ 4,คน
516.0,105,2562,การสำรวจภาวะการทำงานของประชากร จังหวัดหนองบัวลำภู,การรวมกลุ่ม,ชาย,สำนักงานสถิติจังหวัดหนองบัวลำภู,หนองบัวลำภู,ไตรมาสที่ 4,คน
101378.0,106,2562,การสำรวจภาวะการทำงานของประชากร จังหวัดหนองบัวลำภู,รวมยอด,หญิง,สำนักงานสถิติจังหวัดหนองบัวลำภู,หนองบัวลำภู,ไตรมาสที่ 4,คน
982.0,107,2562,การสำรวจภาวะการทำงานของประชากร จังหวัดหนองบัวลำภู,นายจ้าง,หญิง,สำนักงานสถิติจังหวัดหนองบัวลำภู,หนองบัวลำภู,ไตรมาสที่ 4,คน
11035.0,108,2562,การสำรวจภาวะการทำงานของประชากร จังหวัดหนองบัวลำภู,ลูกจ้างรัฐบาล,หญิง,สำนักงานสถิติจังหวัดหนองบัวลำภู,หนองบัวลำภู,ไตรมาสที่ 4,คน
20380.0,109,2562,การสำรวจภาวะการทำงานของประชากร จังหวัดหนองบัวลำภู,ลูกจ้างเอกชน,หญิง,สำนักงานสถิติจังหวัดหนองบัวลำภู,หนองบัวลำภู,ไตรมาสที่ 4,คน
36893.0,110,2562,การสำรวจภาวะการทำงานของประชากร จังหวัดหนองบัวลำภู,ทำงานส่วนตัว,หญิง,สำนักงานสถิติจังหวัดหนองบัวลำภู,หนองบัวลำภู,ไตรมาสที่ 4,คน
31931.0,111,2562,การสำรวจภาวะการทำงานของประชากร จังหวัดหนองบัวลำภู,ช่วยธุรกิจครัวเรือน,หญิง,สำนักงานสถิติจังหวัดหนองบัวลำภู,หนองบัวลำภู,ไตรมาสที่ 4,คน
159.0,112,2562,การสำรวจภาวะการทำงานของประชากร จังหวัดหนองบัวลำภู,การรวมกลุ่ม,หญิง,สำนักงานสถิติจังหวัดหนองบัวลำภู,หนองบัวลำภู,ไตรมาสที่ 4,คน
116720.0,113,2563,การสำรวจภาวะการทำงานของประชากร จังหวัดหนองบัวลำภู,รวมยอด,ชาย,สำนักงานสถิติจังหวัดหนองบัวลำภู,หนองบัวลำภู,ไตรมาสที่ 1,คน
783.0,114,2563,การสำรวจภาวะการทำงานของประชากร จังหวัดหนองบัวลำภู,นายจ้าง,ชาย,สำนักงานสถิติจังหวัดหนองบัวลำภู,หนองบัวลำภู,ไตรมาสที่ 1,คน
12556.0,115,2563,การสำรวจภาวะการทำงานของประชากร จังหวัดหนองบัวลำภู,ลูกจ้างรัฐบาล,ชาย,สำนักงานสถิติจังหวัดหนองบัวลำภู,หนองบัวลำภู,ไตรมาสที่ 1,คน
34009.0,116,2563,การสำรวจภาวะการทำงานของประชากร จังหวัดหนองบัวลำภู,ลูกจ้างเอกชน,ชาย,สำนักงานสถิติจังหวัดหนองบัวลำภู,หนองบัวลำภู,ไตรมาสที่ 1,คน
