พื้นที่อาคาร(ตร.ม.),ประกอบกิจการ,รหัสจังหวัด,อำเภอ,TSIC,รหัสประเภท,ถนน,ซอย,คนงานรวม,ลำดับ,หญิง,ชาย,จังหวัด,หมู่,ค่าอาคาร,เลขที่,เงินทุนหมุนเวียน,เลขทะเบียนโรงงาน,โทรศัพท์,ค่าเครื่องจักร,แรงม้ารวม,ค่าที่ดิน,ตำบล,เงินลงทุนรวม,_id,รหัสทะเบียนโรงงาน FID,ชื่อโรงงาน,ชื่อเจ้าของ,จำพวก,ปีที่ได้รับอนุญาต,รหัสไปรษณีย์,พื้นที่โรงงาน(ตร.ม.)
0,ขุดดิน ขุดทราย ล้างและคัดขนาดทรายบก,21,แกลง,8103,302,,,6,3625,0,6,ระยอง,5.0,0,โฉนดที่ดินเลขที่ 26910 56404 56405 56406 56407,2000000,จ3-3(2)-143/61รย,,4000000,495,8000000,กระแสบน,14000000,16,20200000000000,ห้างหุ้นส่วนจำกัด ส.กิจชัยคอนกรีต,ห้างหุ้นส่วนจำกัด ส.กิจชัยคอนกรีต,3,61,21110,34656
0,ขุดดิน,21,แกลง,8103,302,,,5,3626,0,5,ระยอง,4.0,0,โฉนดที่ดินเลขที่ 39168 และ 39169,500000,จ3-3(2)-196/59รย,,4000000,320,5000000,ชากโดน,9500000,17,20200000000000,นายสุรเชษฐ์ สุนทรเวชพงษ์,นายสุรเชษฐ์ สุนทรเวชพงษ์,3,59,21110,27932
0,ขุดทรายในที่ดินกรรมสิทธิ์,21,แกลง,8103,302,,,8,3627,0,8,ระยอง,7.0,0,โฉนดที่ดินเลขที่ 72316,2000000,จ3-3(2)-3/55รย,,4000000,432,1400000,กระแสบน,7400000,18,20200000000000,ศ.ทรายทอง,ศ.ทรายทอง,3,55,21110,46250
0,ขุดทราย คัดร่อนขนาดทราย,21,แกลง,8103,302,,,4,3628,0,4,ระยอง,5.0,0,โฉนดที่ดินเลขที่ 82670 82671 82672,500000,จ3-3(2)-32/63รย,,4000000,490,6000000,กระแสบน,10500000,19,20200000000000,-,นางสาวเภา พงษ์เจริญชัย,3,63,21110,33234
0,ขุดดิน ขุดทราย ล้างและคัดขนาดทรายบก,21,แกลง,8103,302,,,6,3629,0,6,ระยอง,5.0,0,"โฉนดที่ดินเลขที่ 39140,56636,56637,59372และ 59390",2000000,จ3-3(2)-182/61รย,,5000000,495,13000000,กระแสบน,20000000,20,20200000000000,ยางงามทรายทอง,ยางงามทรายทอง,3,61,21110,67016
5820,ผลิตอาหารทะเลบรรจุกระป๋อง,21,แกลง,10222,601,ร.พ.ช.เนินอู่ทอง-ห้วงหิน,,347,3630,177,170,ระยอง,5.0,6000000,39.0,12000000,3-6(1)-1/40รย,,16000000,9440,2000000,บ้านนา,36000000,21,10200000000000,บริษัท เอ.อี.ซี. แคนนิ่ง จำกัด,บริษัท เอ.อี.ซี. แคนนิ่ง จำกัด,3,40,21110,101184
4825,แปรรูปอาหารทะเล และทำห้องเย็น,21,แกลง,10291,602,สุขุมวิท กม.277,,1560,3631,1343,217,ระยอง,1.0,70000000,200.0,141360000,ศ3-6(2)-1/34รย,038-669200-3,40000000,16712.88,8640000,คลองปูน,260000000,22,210000000000,บริษัท แกลง จำกัด,บริษัท แกลง จำกัด,3,34,21170,57600
1705,ทำปลากะตักตากแห้ง,21,แกลง,10291,602,,,20,3632,4,16,ระยอง,5.0,15000000,2023-08-02 00:00:00,30000000,จ3-6(2)-7/61รย,,40000,2670,6200000,สองสลึง,51240000,23,20200000000000,บริษัท ย่งต๋า อินเตอร์เนชั่นแนล จำกัด,บริษัท ย่งต๋า อินเตอร์เนชั่นแนล จำกัด,3,61,21110,18702
1230,ผลิตอาหารสำเร็จรูป และกึ่งสำเร็จรูปจากสัตว์น้ำ,21,แกลง,10291,602,แกลง-กร่ำ,สินสมุทร,65,3633,45,20,ระยอง,6.0,5500000,230.0,5000000,ศ3-6(2)-1/35รย,657279.0,4000000,940.5,2420000,กร่ำ,16920000,24,210000000000,บริษัท ไทยโอกาเบ้ โพรโมชั่น จำกัด,บริษัท ไทยโอกาเบ้ โพรโมชั่น จำกัด,3,35,21190,4840
1454,ผลิตปลาทอดกรอบ,21,แกลง,10212,605,,,60,3634,30,30,ระยอง,4.0,1500000,90.0,8500000,จ3-6(5)-2/49รย,038-661305,3000000,174.3,4000000,ปากน้ำกระแส,17000000,25,20200000000000,บริษัท เอ็น.พี.พี.อินเตอร์เนชั่นแนล จำกัด,บริษัท เอ็น.พี.พี.อินเตอร์เนชั่นแนล จำกัด,3,49,21170,8000
1493,สกัดน้ำมันจากพืช,21,แกลง,10491,701,,,80,3635,60,20,ระยอง,1.0,20000000,โฉนดที่ดินเลขที่ 26527 เลขที่ 53,15000000,จ3-7(1)-36/58รย,081-6129020,10000000,450,4670000,ทางเกวียน,49670000,26,20200000000000,,นายอดิศักดิ์ ยืนยงวรรณโชติ,3,58,21110,23836
1556,แปรรูปผลิตภัณฑ์จากผลไม้ เพื่อจำหน่าย เช่น การทำขนุนทอดกรอบ,21,แกลง,10302,801,,,8,3636,5,3,ระยอง,,3000000,โฉนดที่ดินเลขที่ 14051 เล่ม141หน้า51,1000000,จ3-8(1)-49/61รย,,1000000,126,3000000,คลองปูน,8000000,27,20200000000000,นายสุชาติ ปะสิ่งชอบ,นายสุชาติ ปะสิ่งชอบ,3,61,21170,5028
800,ผลิตเครื่องดื่มว่านหางจระเข้ เครื่องดื่มเม็ดแมงลัก เครื่องดื่มรังนกสำเร็จรูป,21,แกลง,10302,801,,,9,3637,4,5,ระยอง,5.0,1000000,2023-08-28 00:00:00,1000000,จ3-8(1)-5/60รย,086-3080528,1000000,437,1000000,สองสลึง,4000000,28,20200000000000,บริษัท เทรดดิ้ง เอพลัส จำกัด,บริษัท เทรดดิ้ง เอพลัส จำกัด,3,60,21110,4582
44,แปรรูปผลไม้ เช่น ขนุนทอด ทุเรียนทอด กล้วยทอด,21,แกลง,10302,801,,,54,3638,39,15,ระยอง,7.0,3700000,2023-04-26 00:00:00,3000000,จ3-8(1)-27/47รย,038-632028,2000000,352.75,2000000,ห้วยยาง,10700000,29,20200000000000,บริษัท สไมล์ ฟรุ๊ต จำกัด,บริษัท สไมล์ ฟรุ๊ต จำกัด,3,47,21110,10000
7920,การถนอมผัก พืช หรือผลไม้ โดยวิธีทำให้เยือกแข็งโดยฉับพลันหรือเหือดแห้ง,21,แกลง,10304,802,,,90,3639,45,45,ระยอง,7.0,30000000,โฉนดที่ดินเลขที่ 73006,0,3-8(2)-1/65รย,,20000000,639.5,20000000,ห้วยยาง,70000000,30,10200000000000,บริษัท สยามอิ่มดี จำกัด,บริษัท สยามอิ่มดี จำกัด,3,65,21110,32000
8000,ทำทุเรียนแช่แข็ง,21,แกลง,10304,802,,,107,3640,50,57,ระยอง,8.0,50000000,โฉนดที่ดินเลขที่ 6718 เลขที่ดิน 3,100000000,จ3-8(2)-9/58รย,095-1648802,20000000,494,7000000,กองดิน,177000000,31,20200000000000,บริษัท เหิง หยวน ฟู๊ด จำกัด,บริษัท เหิง หยวน ฟู๊ด จำกัด,3,58,22160,37012
1508,ทำแป้งมันสำปะหลัง,21,แกลง,10612,902,สุขุมวิท,,76,3641,19,57,ระยอง,6.0,1000000,28.0,0,3-9(2)-11/15รย,038-632161-2,1600000,2542.8,0,สองสลึง,2600000,32,10200000000000,บริษัท สยามสตาร์ซ (1966) จำกัด,บริษัท สยามสตาร์ซ (1966) จำกัด,3,15,21110,101376
6240,ผลิตแป้งมันสำปะหลัง,21,แกลง,10612,902,สุขุมวิท,,15,3642,0,15,ระยอง,4.0,3100000,248.0,5000000,3-9(2)-2/23รย,038-648910-3,8830000,2302.35,5000000,ชากพง,21930000,33,10200000000000,บริษัท ตระกูลคำ จำกัด,บริษัท ตระกูลคำ จำกัด,3,23,21190,43210
1800,"ผลิตแป้งมันสำปะหลังแปรรูป (MODIFIED STARCH) กำลังการผลิตได้ปีละ 12,000 ตัน",21,แกลง,10612,902,สุขุมวิท, ,56,3643,5,51,ระยอง,6.0,15000000,28.0,10000000,3-9(2)-1/36รย,614132.0,69500000,2513.9,4000000,สองสลึง,98500000,34,10200000000000,บริษัท สยามสตาร์ช (1966) จำกัด,บริษัท สยามสตาร์ช (1966) จำกัด,3,36,21110,12500
8754,ทำแป้งมันสำปะหลัง,21,แกลง,10612,902,สุขุมวิท,,250,3644,0,250,ระยอง,12.0,19000000,202.0,30000000,3-9(2)-3/13รย,671754.0,50000000,21317.05,7000000,ทุ่งควายกิน,106000000,35,10200000000000,บริษัท อินกริดิออน (ประเทศไทย) จำกัด,บริษัท อินกริดิออน (ประเทศไทย) จำกัด,3,13,21110,243200
7477,ทำมันเส้น,21,แกลง,10621,906,,,5,3645,2,3,ระยอง,6.0,100000,,100000,จ3-9(6)-2/46รย,,300000,95,0,ทุ่งควายกิน,500000,36,20200000000000,กิจสะอาด,กิจสะอาด,3,46,21110,7477
253,"ทำมันเส้น ได้เดือนละ 1,200 ตัน",21,แกลง,10621,906,สายเขาดิน-เขาชะเมา,-,10,3646,0,10,ระยอง,11.0,500000,446/2,500000,3-9(6)-51/22รย,038-669085,300000,158,140000,ทุ่งควายกิน,1440000,37,10200000000000,เลี่ยงฮวด,เลี่ยงฮวด,3,22,21110,24000
2700,"ผลิตน้ำจิ้มและซอส,ซุปในขวดและซอง",21,แกลง,10774,1302,,,19,3647,15,4,ระยอง,8.0,17000000,99/9,5000000,3-13(2)-5/57รย,,18000000,1406.8,2250000,กองดิน,42250000,38,10200000000000,บริษัท ไนน์สตาร์ฟู้ด จำกัด,บริษัท ไนน์สตาร์ฟู้ด จำกัด,3,57,22160,14400
14400,"ผลิตน้ำจิ้มและซอส, ซุปในขวดและซอง",21,แกลง,10774,1302,,,22,3648,18,4,ระยอง,8.0,17000000,99/9,5000000,3-13(2)-7/63รย,,18000000,1497.5,2250000,กองดิน,42250000,39,10200000000000,บริษัท ไนน์สตาร์ฟู้ด จำกัด,บริษัท ไนน์สตาร์ฟู้ด จำกัด,3,63,22160,2700
192,ผลิตน้ำแข็งหลอดเล็ก ขนาด 30 ตัน/วัน,21,แกลง,10795,1400,,,15,3649,9,6,ระยอง,1.0,200000,85.0,1000000,จ3-14-46/62รย,,4000000,175,2000000,กร่ำ,7200000,40,20200000000000,บ้านกร่ำน้ำแข็งหลอด,บ้านกร่ำน้ำแข็งหลอด,3,62,21190,315
3836,ทำน้ำแข็งซอง ได้วันละ 1526 ซอง,21,แกลง,10795,1400, , ,12,3650,0,12,ระยอง,1.0,1000000,333.0,700000,ศ3-14-2/33รย, ,900000,1949,900000,ทุ่งควายกิน,3500000,41,210000000000,บริษัท โรงน้ำแข็ง กังสวนิช จำกัด,บริษัท โรงน้ำแข็ง กังสวนิช จำกัด,3,33,21110,41660
1748,ทำน้ำแข็งซอง,21,แกลง,10795,1400,สุนทรโวหาร,,3,3651,0,3,ระยอง,,0,29.0,1000000,3-14-5/15รย,671234.0,370000,1741,0,ทางเกวียน,1370000,42,10200000000000,บริษัท โรงน้ำแข็ง กังสวนิช จำกัด,บริษัท โรงน้ำแข็ง กังสวนิช จำกัด,3,15,21110,4000
437,ผลิตน้ำแข็งซอง,21,แกลง,10795,1400,,,8,3652,0,8,ระยอง,8.0,6000000,224.0,1000000,จ3-14-69/54รย,038-668478,14000000,196.75,1200000,คลองปูน,22200000,43,20200000000000,บริษัท จุรีย์ไอซ์ จำกัด,บริษัท จุรีย์ไอซ์ จำกัด,3,54,21170,5624
1700,ทำน้ำแข็งหลอดและน้ำดื่ม,21,แกลง,10795,1400,สุขุมวิท,-,7,3653,3,4,ระยอง,10.0,0,79/1,0,จ3-14-1/39รย,038-669313,0,586.38,0,ทุ่งควายกิน,0,44,20200000000000,บริษัท เค.เอส.ไอซ์ (2539) จำกัด,บริษัท เค.เอส.ไอซ์ (2539) จำกัด,3,39,21110,6768
6765,แปรรูปไม้ยางพาราและไม้ที่ปลูกขึ้นจำนวน 13 ชนิด ตามมติคณะรัฐมนตรี เพื่อจำหน่าย อัดน้ำยาและอบไม้ ทำลัง พาเลท วงล้อสายไฟ,21,แกลง,16101,3401,,,30,3654,0,30,ระยอง,5.0,20000000,222.0,5000000,3-34(1)-104/61รย,,5000000,1321.24,15000000,วังหว้า,45000000,45,10200000000000,บริษัท ลีลาลัม จำกัด,บริษัท ลีลาลัม จำกัด,3,61,21110,33600
3168,แปรรูปไม้ยางพารา อัดน้ำยา และอบไม้ยางพารา,21,แกลง,16101,3401,,,67,3655,31,36,ระยอง,2.0,3800000,99.0,1000000,ศ3-34(1)-14/36รย,038-674159,5000000,902.48,1000000,วังหว้า,10800000,46,210000000000,บริษัท เจริญแสง พรีเมียร์ (2002) จำกัด,บริษัท เจริญแสง พรีเมียร์ (2002) จำกัด,3,36,21110,18372
3842,แปรรูปไม้ยางพาราและไม้ที่ปลูกขึ้นโดยเฉพาะ 13 ชนิด อบและอัดน้ำยาถนอมเนื้อไม้โดยใช้เครื่องจักร เพื่อจำหน่าย ทำลัง พาเลท และวงล้อสายไฟ,21,แกลง,16101,3401,,,65,3656,15,50,ระยอง,6.0,7000000,99/9,5000000,3-34(1)-75/61รย,,6000000,1297.04,7000000,ห้วยยาง,25000000,47,10200000000000,บริษัท สยามชัยพาราวู้ด จำกัด,บริษัท สยามชัยพาราวู้ด จำกัด,3,61,21110,10061
360,แปรรูปไม้ยางพาราเพื่อจำหน่าย,21,แกลง,16101,3401,,,16,3657,4,12,ระยอง,6.0,300000,74/2,300000,ศ3-34(1)-1/38รย,632337.0,700000,179,0,สองสลึง,1300000,48,210000000000,ห้างหุ้นส่วนจำกัด เอ็ม.เค.พาราวู้ด (1994),ห้างหุ้นส่วนจำกัด เอ็ม.เค.พาราวู้ด (1994),3,38,21110,14400
4360,แปรรูปไม้ยางพาราและไม้ที่ปลูกขึ้นโดยเฉพาะ 13 ชนิด อบและอัดน้ำยาไม้,21,แกลง,16101,3401,-,-,25,3658,5,20,ระยอง,1.0,8000000,2023-09-09 00:00:00,5000000,3-34(1)-2/45รย,-,7000000,979.26,2400000,กระแสบน,22400000,49,10200000000000,บริษัท เลิศชัย พาราวู๊ด จำกัด,บริษัท เลิศชัย พาราวู๊ด จำกัด,3,45,21110,38400
4080,แปรรูปไม้ยางพาราเพื่อจำหน่าย อัดน้ำยา-อบไม้ยางพารา และทำเครื่องเรือนจากไม้,21,แกลง,16101,3401,สุขุมวิท,-,28,3659,6,22,ระยอง,4.0,4000000,223.0,1000000,ศ3-34(1)-4/39รย,,2000000,499,2000000,ทุ่งควายกิน,9000000,50,210000000000,ห้างหุ้นส่วนจำกัด จี.ยูเนียน,ห้างหุ้นส่วนจำกัด จี.ยูเนียน,3,39,21110,16000
432,แปรรูปไม้เพื่อประดิษฐกรรม ทำลัง พาเลท โดยใช้ไม้ยางพาราท่อนและไม้ที่ปลูกขึ้นทุกชนิดเป็นวัตถุดิบ,21,แกลง,16101,3401,     -,     -,17,3660,10,7,ระยอง,6.0,500000,42/1,500000,จ3-34(1)-2/45รย,038-669248,360000,147.5,500000,กองดิน,1860000,51,20200000000000,ศิริพงษ์พาราวู้ด,ศิริพงษ์พาราวู้ด,3,45,22160,19200
288,แปรรูปไม้ยางพาราและไม้ที่ปลูกขึ้นโดยเฉพาะ 13 ชนิด ตามมติคณะรัฐมนตรีเพื่อจำหน่าย,21,แกลง,16101,3401,-,-,6,3661,0,6,ระยอง,9.0,100000,,300000,3-34(1)-93/47รย,,70000,170,400000,ทุ่งควายกิน,870000,52,10200000000000,,นางทิพวรรณ วงค์ซิ้ม,3,47,21110,14400
7440,แปรรูปไม้ยางพาราและไม้ที่ปลูกขึ้นโดยเฉพาะ 13 ชนิด ตามมติคณะรัฐมนตรี อบและอัดน้ำยาถนอมเนื้อไม้โดยใช้เครื่องจักรเพื่อจำหน่าย ทำลัง และชั้นวางของ ทำเฟอร์นิเจอร์,21,แกลง,16101,3401,,,60,3662,10,50,ระยอง,8.0,30000000,61.0,10000000,3-34(1)-80/60รย,,15000000,1826.4,7000000,บ้านนา,62000000,53,10200000000000,บริษัท อังคณาลัมเบอร์ จำกัด,บริษัท อังคณาลัมเบอร์ จำกัด,3,60,21110,62608
4560,แปรรูปไม้ยางพาราและไม้ที่ปลูกขึ้นจำนวน 13 ชนิดฯ อบและอัดน้ำยาถนอมเนื้อไม้โดยใช้เครื่องจักร เพื่อจำหน่าย ทำชิ้นไม้สับและทำลัง พาเลท และชั้นวางของ,21,แกลง,16101,3401,,,60,3663,10,50,ระยอง,12.0,20000000,89.0,10000000,3-34(1)-50/61รย,,15000000,2375.88,10000000,วังหว้า,55000000,54,10200000000000,บริษัท ซี เอส ดี ยิ่งเจริญพาราวู้ด จำกัด,บริษัท ซี เอส ดี ยิ่งเจริญพาราวู้ด จำกัด,3,61,21110,18816
3000,แปรรูปไม้ยางพารา อบและอัดน้ำยาถนอมเนื้อไม้ยางพารา โดยใช้เครื่องจักรแปรรูปไม้ 480.32 แรงม้า และเครื่องจักรอุปกรณ์ 40 แรงม้า,21,แกลง,16101,3401, , ,40,3664,0,40,ระยอง,3.0,3500000,199.0,3000000,ศ3-34(1)-2/36รย, ,3000000,1290.88,0,กระแสบน,9500000,55,210000000000,บริษัท สหกิจแกลง จำกัด,บริษัท สหกิจแกลง จำกัด,3,36,21110,4800
10800,แปรรูปไม้ยางพาราและไม้ที่ปลูกขึ้นจำนวน 13 ชนิด อบและอัดน้ำยาถนอมเนื้อไม้ โดยใช้เครื่องจักรเพื่อจำหน่าย,21,แกลง,16101,3401,,,43,3665,21,22,ระยอง,5.0,20000000,56.0,10000000,3-34(1)-31/58รย,,10000000,1331.7,7000000,ทางเกวียน,47000000,56,10200000000000,บริษัท เอ็น.ดับเบิ้ลยู.ที.อินเตอร์เนชั่นแนล จำกัด,บริษัท เอ็น.ดับเบิ้ลยู.ที.อินเตอร์เนชั่นแนล จำกัด,3,58,21110,53348
6400,แปรรูปไม้ยางพาราและไม้ที่ปลูกขึ้นโดยเฉพาะ 13 ชนิด อบและอัดน้ำยาถนอมเนื้อไม้โดยใช้เครื่องจักร เพื่อจำหน่าย ทำลัง พาเลท และชั้นวางของ,21,แกลง,16101,3401,,,65,3666,15,50,ระยอง,4.0,20000000,86/1,10000000,3-34(1)-76/61รย,,15000000,1971,7000000,วังหว้า,52000000,57,10200000000000,บริษัท เออาร์ พาราวู้ด จำกัด,บริษัท เออาร์ พาราวู้ด จำกัด,3,61,21110,12800
4730,แปรรูปไม้ยางพาราและไม้ที่ปลูกขึ้นโดยเฉพาะ 13 ชนิด อัดน้ำยา อบไม้ทำวงล้อและทำแท่น วางของจากไม้แปรรูป,21,แกลง,16101,3401,สุขุมวิท-มาบพวา, -,60,3667,60,0,ระยอง,11.0,10000000,,3000000,3-34(1)-2/46รย,,5000000,865,2000000,วังหว้า,20000000,58,10200000000000,บริษัท เออาร์ พาราวู้ด จำกัด,บริษัท เออาร์ พาราวู้ด จำกัด,3,46,21110,16000
3700,แปรรูปไม้ยางพารา อบอัดน้ำยา ทำเครื่องเรือน,21,แกลง,2200,3401,สายเขาดิน-เขาชะเมา,-,30,3668,15,15,ระยอง,11.0,4000000,55/5,3000000,3-34(1)-16/47รย,09-8320185,4500000,467,2100000,ทุ่งควายกิน,13600000,59,10200000000000,บริษัท ทีพีเอ็น วู้ด จำกัด,บริษัท ทีพีเอ็น วู้ด จำกัด,3,47,21110,11200
4000,แปรรูปไม้ยางพารา และไม้ที่ปลูกขึ้นโดยเฉพาะ 13 ชนิด อบและอัดน้ำยาไม้ ทำลังไม้ และชั้นวางของ,21,แกลง,16101,3401,สุขุมวิท,-,47,3669,20,27,ระยอง,2.0,3000000,346/1,3000000,3-34(1)-4/43รย,038-669633-4,4000000,674.2,3000000,ทุ่งควายกิน,13000000,60,10200000000000,บริษัท รีแล็กท์ อินดัสตรี จำกัด,บริษัท รีแล็กท์ อินดัสตรี จำกัด,3,43,21110,13000
3096,แปรรูปไม้ยางพาราและไม้ที่ปลูกขึ้นโดยเฉพาะ 13 ชนิด ตามมติคณะรัฐมนตรีเพื่อจำหน่าย,21,แกลง,16101,3401,,,71,3670,20,51,ระยอง,3.0,20000000,13/19,10000000,3-34(1)-30/58รย,,5000000,5308.32,10000000,สองสลึง,45000000,61,10200000000000,ห้างหุ้นส่วนจำกัด ลิขิต พาราวู้ด,ห้างหุ้นส่วนจำกัด ลิขิต พาราวู้ด,3,58,21110,40120
1080,แปรรูปไม้ยางพารา อบไม้ และเครื่องเรือนจากไม้ยางพารา,21,แกลง,16101,3401,บ้านบึง-แกลง,-,100,3671,40,60,ระยอง,,1500000,2.0,700000,ศ3-34(1)-8/34รย,671974-5,1200000,547.59,1000000,ทางเกวียน,4400000,62,210000000000,บริษัท โตเกียวพาราวู้ด 1986 จำกัด,บริษัท โตเกียวพาราวู้ด 1986 จำกัด,3,34,21110,4800
8000,ผลิตชิ้นส่วนเฟอร์นิเจอร์จากไม้ยางพารา,21,แกลง,16101,3401,หนองกันเกรา,,150,3672,0,150,ระยอง,,6470000,68/1,430000,ส3-34(1)-1/27รย,038-671105,4000000,1148.2,1000000,ทางเกวียน,11900000,63,210000000000,บริษัท นิกกาพาราวู้ด จำกัด,บริษัท นิกกาพาราวู้ด จำกัด,3,27,21110,8000
