แรงม้า,ตำบล,ประกอบกิจการ,เลขทะเบียนเดิม,ถนน,เลขที่,ประเภท,จังหวัด,โทรศัพท์,เงินทุน,หมู่,เลขทะเบียนโรงงาน,ผู้ประกอบการ,ซอย,ชื่อโรงงาน,ไปรษณีย์,TSIC,_id,อำเภอ,คนงาน
1417.5,บางพึ่ง,สีข้าว กำลังสีสูงสุดของร้านสีข้าว 500 เกวียน/วัน และอบข้าวเปลือก,3-9(1)-18/52ลบ,ท่าโขลง-บ้านหมี่,15/1,901,ลพบุรี,036-489026,80000000,8,10160001825520,ห้างหุ้นส่วนจำกัด โรงสีไฟเจริญประภา,-,ห้างหุ้นส่วนจำกัด โรงสีไฟเจริญประภา,15110,10611,11,บ้านหมี่,7
80.5,บางพึ่ง,ผลิตประดิษฐกรรมทำวงกบ ประตู หน้าต่าง เครื่องเรือน,จ3-34(2)-11/60ลบ,,22,3402,ลพบุรี,,1550000,6,20160001125606,นายธนพงศ์ สมดีเหลือ,,นงเยาว์ค้าไม้,15110,16220,12,บ้านหมี่,4
23,บางพึ่ง,ผลิตโรลออนจากสารส้ม,จ3-47(1)-7/53ลบ,บางงา-บ้านหมี่,54/2,4701,ลพบุรี,036-644020,2250000,4,20160000725539,บริษัท วายเคเจ จำกัด,,บริษัท วายเคเจ จำกัด,15110,20231,13,บ้านหมี่,54
462,หนองทรายขาว,อบข้าวเปลือก,จ3-2(1)-20/51ลบ,,46/2,201,ลพบุรี,,72000000,5,20160002025516,บริษัท ศิริมงคลชัย จำกัด,,บริษัท ศิริมงคลชัย จำกัด,15110,1630,14,บ้านหมี่,10
3570.04,หนองทรายขาว,สีข้าว กำลังสีสูงสุดของร้านสีข้าว รวมเป็น 1000 เกวียน/วัน และอบข้าวเปลือก,3-9(1)-57/15ลบ,-,46,901,ลพบุรี,471249,125000000,5,10160005725155,บริษัท ศิริมงคลชัย จำกัด,-,บริษัท ศิริมงคลชัย จำกัด,15110,10611,15,บ้านหมี่,20
15280,บางกะพี้,ผลิตพลังงานไฟฟ้าจากพลังงานแสงอาทิตย์ ขนาด 6 เมกะวัตต์,3-88(1)-34/58ลบ,พหลโยธิน,,8801,ลพบุรี,,400000000,4,40160003425588,บริษัท เอ็น.พี.เอส.สตาร์กรุ๊ป จำกัด,,บริษัท เอ็น.พี.เอส.สตาร์กรุ๊ป จำกัด,10510,35101,16,บ้านหมี่,8
471,หนองเต่า,คัดเมล็ดพันธุ์ข้าวปลูก และการเก็บรักษาหรือลำเลียงในไซโล โกดัง,จ3-2(5)-12/58ลบ,,65,205,ลพบุรี,,60000000,3,20160101225587,บริษัท ศิริโรจน์รุ่งเรือง จำกัด,,บริษัท ศิริโรจน์รุ่งเรือง จำกัด,15110,52102,17,บ้านหมี่,10
486.5,หนองเต่า,ทำเชื้อเพลิงอัดแท่ง,จ3-34(4)-50/58ลบ,,65,3404,ลพบุรี,,65000000,3,20160005025588,บริษัท เอส.อาร์.2015 อินเตอร์เนชั่นแนล จำกัด,,บริษัท เอส.อาร์.2015 อินเตอร์เนชั่นแนล จำกัด,15110,16299,18,บ้านหมี่,10
92.7,โพนทอง,ผลิตเมล็ดพันธุ์ข้าว,จ3-2(1)-1/43ลบ,,,201,ลพบุรี,,23859000,6,20160000125433,สหกรณ์การเกษตรบ้านหมี่ จำกัด,,สหกรณ์การเกษตรบ้านหมี่ จำกัด,15110,1630,19,บ้านหมี่,5
919.666,โพนทอง,ผลิตน้ำแข็งซอง ได้วันละ 704 ซอง และน้ำแข็งก้อนเล็ก ได้วันละ 120 ตัน,3-14-1/40ลบ,สายบ้านหมี่-โคกสำโรง ,111,1400,ลพบุรี,471511,53000000,1,10160000125401,นายธีระ ปิยะสุวรรณ์,-,โรงน้ำแข็งบ้านหมี่,15110,10795,20,บ้านหมี่,16
155,ชอนม่วง,ขุดดินเพื่อใช้ในการก่อสร้าง,จ3-3(2)-268/58ลบ,,"น.ส.3ก.เลขที่ดิน 90,179,182",302,ลพบุรี,,1900000,3,20160026825586,นางสมปอง พรมสบุตร,,-,15170,8103,21,บ้านหมี่,3
305,ชอนม่วง,ผลิตและผสมอาหารสัตว์,จ3-15(2)-1/61ลบ,,267/1,1502,ลพบุรี,,26050000,3,20160000125615,บริษัท นิพพาน อินเตอร์คร็อพ จำกัด,,บริษัท นิพพาน อินเตอร์คร็อพ จำกัด,15170,10294,22,บ้านหมี่,5
497,ชอนม่วง,ผลิตปุ๋ยอินทรีย์,จ3-43(1)-38/58ลบ,,267,4301,ลพบุรี,,49800000,3,20160003825583,บริษัท นิพพาน อะโกรเทค จำกัด,,บริษัท นิพพาน อะโกรเทค จำกัด,15170,20121,23,บ้านหมี่,28
316.5,หนองกระเบียน,หลอมพลาสติกเป็นเม็ด,จ3-53(5)-54/47ลบ,สายหนองกระเบียน-ชอนม่วง,230,5305,ลพบุรี,09-9246511,5300000,2,20160005425473,นายปรีชา กุมพล,,,15110,22230,24,บ้านหมี่,16
993.6,สายห้วยแก้ว,สีข้าว กำลังสีสูงสุดของร้านสีข้าว 100 เกวียน/วัน และอบข้าวเปลือก,จ3-9(1)-95/48ลบ,บ้านหมี่-ตาคลี,11,901,ลพบุรี,,86000000,6,20160009525484,บริษัท พืชสุวรรณรุ่งเรือง (ลพบุรี) จำกัด,,บริษัท พืชสุวรรณรุ่งเรือง (ลพบุรี) จำกัด ,15110,10611,25,บ้านหมี่,10
89,บ้านหมี่,ผลิตและซ่อมรถไถนา,3-66-4/26ลบ,ปิยะบุตร,8/3-8/4,6600,ลพบุรี,0471283,750000,,10160000425264,นายสมนึก พรประดิษฐ์,,ยนต์ประดิษฐ์,15110,28219,26,บ้านหมี่,6
1144.9,สนามแจง,อบเมล็ดพืชและสีข้าว กำลังสีสูงสุดของร้านสีข้าว 300 เกวียน/วัน,จ3-2(1)-1/44ลบ,-,100,201,ลพบุรี,(036) 471286,129200000,1,20160000125441,ห้างหุ้นส่วนจำกัด โรงสีชวนรำลึกรุ่งเรืองธัญญะกิจ,-,ห้างหุ้นส่วนจำกัด โรงสีชวนรำลึกรุ่งเรืองธัญญะกิจ,15110,1630,27,บ้านหมี่,40
412.69,สนามแจง,อบและเก็บรักษาเมล็ดพืช,จ3-2(5)-1/40ลบ,บ้านหมี่-ท่าโขลง,84,205,ลพบุรี,628052,22000000,2,20160100125408,นายวุฒิชัย สุขสด,,โรงสีไฟซัวเจริญชัย 2,15110,52102,28,บ้านหมี่,4
2399.3,สนามแจง,สีข้าว กำลังการสีสูงสุดของร้านสีข้าว 500 เกวียน/วัน และอบข้าวเปลือก,3-9(1)-33/54ลบ,-,100,901,ลพบุรี,,212000000,1,10160003325545,ห้างหุ้นส่วนจำกัด โรงสีชวนรำลึกรุ่งเรืองธัญญะกิจ,-,ห้างหุ้นส่วนจำกัด โรงสีชวนรำลึกรุ่งเรืองธัญญะกิจ,15110,10611,29,บ้านหมี่,20
587.9,สนามแจง,สีข้าวชนิดแยกแกลบแยกรำ กำลังสีสูงสุดของร้านสีข้าว 250 เกวียน/วัน,จ3-9(1)-1/44ลบ,บ้านหมี่-ท่าโขลง,84,901,ลพบุรี,0-3662-8052-3,56000000,2,20160200125449,นายวุฒิชัย สุขสด,,โรงสีไฟซัวเจริญชัย 2,15110,10611,30,บ้านหมี่,5
555,สนามแจง,ผลิตน้ำแข็งก้อนเล็ก,จ3-14-1/44ลบ,-,66,1400,ลพบุรี,036-472098,16100000,1,20160400125447,นางจิตภินันท์ จำรูญพาณิชย์กุล,-,ไทยกวงน้ำแข็งหลอด,15110,10795,31,บ้านหมี่,23
119.5,สนามแจง,ผลิตน้ำแข็งก้อนเล็ก,จ3-14-43/57ลบ,บางงา-บ้านหมี่,66/2,1400,ลพบุรี,,5000000,1,20160004325575,นางจิตภินันท์ จำรูญพานิชย์กุล,,,15110,10795,32,บ้านหมี่,5
152.1,สนามแจง,ผลิตคอนกรีตผสมเสร็จ,จ3-58(1)-1/44ลบ,บ้านหมี่-บางงา,93,5801,ลพบุรี,(036) 472-044,8000000,2,20160600125445,ห้างหุ้นส่วนจำกัด งามยิ่งเจริญคอนกรีต,,ห้างหุ้นส่วนจำกัด ปึงเกียงเส็งธุรกิจคอนกรีต 2000,15110,23953,33,บ้านหมี่,3
59.64,สนามแจง,ผลิตผลิตภัณฑ์เกี่ยวกับแผ่นโลหะสำหรับทำหลังคาหรือผนังในงานก่อสร้าง,จ2-63(2)-123/64ลบ,สายบางงา-บ้านหมี่,111,6302,ลพบุรี,,25000000,3,20160231725647,บริษัท เอเซีย สตีล เวิร์ค จำกัด,,บริษัท เอเซีย สตีล เวิร์ค จำกัด,15110,25111,34,บ้านหมี่,9
103.96,สนามแจง,ทำผลิตภัณฑ์จากโลหะ เช่น โครงสร้างเครื่องจักร,จ3-64(6)-8/48ลบ,,104,6406,ลพบุรี,,22200000,2,20160000825487,บริษัท ทรัพย์รุ่งเรือง เอ็นจิเนียริ่ง แอนด์ ซัพพลาย จำกัด (สาขาที่ 2),,บริษัท ทรัพย์รุ่งเรือง เอ็นจิเนียริ่ง แอนด์ ซัพพลาย จำกัด,15110,25952,35,บ้านหมี่,20
,,,,,,,,,,,,,,,,,36,,
,,,,,,,,,,,ข้อมูลเมื่อวันที่,,,7/2/2024,,,37,,
