_id,ปี,ใน-ต่าง,จำนวน,เดือน,รายการ
48,2569,หนี้ต่างประเทศ,0,3,การไฟฟ้าฝ่ายผลิตแห่งประเทศไทย (EGAT)
49,2569,หนี้ต่างประเทศ,0,3,การทางพิเศษแห่งประเทศไทย (EXAT)
50,2569,หนี้ต่างประเทศ,0,3,องค์การอุตสาหกรรมป่าไม้ (FIO)
51,2569,หนี้ต่างประเทศ,0,3,การนิคมอุตสาหกรรมแห่งประเทศไทย (IEAT)
52,2569,หนี้ต่างประเทศ,0,3,การไฟฟ้านครหลวง (MEA)
53,2569,หนี้ต่างประเทศ,0,3,องค์การตลาดเพื่อเกษตรกร (MOFF)
54,2569,หนี้ต่างประเทศ,22018.14,3,การรถไฟฟ้าขนส่งมวลชนแห่งประเทศไทย (MRTA)
55,2569,หนี้ต่างประเทศ,0,3,การประปานครหลวง (MWA)
56,2569,หนี้ต่างประเทศ,0,3,การเคหะแห่งชาติ (NHA)
57,2569,หนี้ต่างประเทศ,0,3,การท่าเรือแห่งประเทศไทย (PAT)
58,2569,หนี้ต่างประเทศ,0,3,การไฟฟ้าส่วนภูมิภาค (PEA)
59,2569,หนี้ต่างประเทศ,0,3,องค์การคลังสินค้า (PWO)
60,2569,หนี้ต่างประเทศ,0,3,การประปาส่วนภูมิภาค (PWA)
61,2569,หนี้ต่างประเทศ,0,3,การยางแห่งประเทศไทย (RAOT)
62,2569,หนี้ต่างประเทศ,46.93,3,การรถไฟแห่งประเทศไทย (SRT)
63,2569,หนี้ต่างประเทศ,0,3,องค์การแบตเตอรี่ (TBO)**
64,2569,หนี้ต่างประเทศ,0,3,องค์การรับส่งสินค้าและพัสดุภัณฑ์ (ETO) **
65,2569,หนี้ต่างประเทศ,0,3,องค์การฟอกหนัง (TTO)**
66,2569,หนี้ต่างประเทศ,0,3,สำนักงานธนานุเคราะห์ (PAWN)***
67,2569,หนี้ต่างประเทศ,0,3,องค์การเภสัชกรรม
68,2569,หนี้ต่างประเทศ,900.27,3,2. บริษัทจำกัด และบริษัทมหาชนจำกัด
69,2569,หนี้ต่างประเทศ,0,3,บริษัท วิทยุการบินแห่งประเทศไทย จำกัด (AERO)
70,2569,หนี้ต่างประเทศ,0,3,บริษัท บางจากปิโตรเลียม จำกัด (มหาชน) (BPC)*
71,2569,หนี้ต่างประเทศ,0,3,บริษัท กสท.โทรคมนาคม จำกัด (มหาชน) (CAT)
72,2569,หนี้ต่างประเทศ,0,3,บริษัท กรุงไทย คอมพิวเตอร์ เซอร์วิสเซส จำกัด (KTBCS)
73,2569,หนี้ต่างประเทศ,0,3,บริษัท กรุงไทยธุรกิจบริการ จำกัด (KTBGS)
74,2569,หนี้ต่างประเทศ,900.27,3,บริษัท ท่าอากาศยานไทย จำกัด (มหาชน) (AOT)
75,2569,หนี้ต่างประเทศ,0,3,บริษัท ปตท. สำรวจและผลิตปิโตรเลียม จำกัด (มหาชน) (PEPC) *
76,2569,หนี้ต่างประเทศ,0,3,บริษัท ปตท.สผ. อินเตอร์เนชั่นแนล จำกัด (PEPI)*
77,2569,หนี้ต่างประเทศ,0,3,บริษัท ปตท. จำกัด (มหาชน) (PTT)
78,2569,หนี้ต่างประเทศ,0,3,บริษัท การบินไทย จำกัด (มหาชน) (THAI)*
79,2569,หนี้ต่างประเทศ,0,3,บริษัท ทีโอที จำกัด (มหาชน) (TOT)
80,2569,หนี้ต่างประเทศ,0,3,บริษัท ไม้อัดไทย จำกัด (TTPC)**
81,2569,หนี้ต่างประเทศ,0,3,บริษัท อู่กรุงเทพ จำกัด (BDC)
82,2569,หนี้ต่างประเทศ,0,3,บริษัท โรงแรมท่าอากาศยานสุวรรณภูมิ จำกัด (SAH)
83,2569,หนี้ต่างประเทศ,0,3,บริษัท ผลิตไฟฟ้าและน้ำเย็น จำกัด (DCAP)
84,2569,หนี้ต่างประเทศ,0,3,บริษัท ธนารักษ์พัฒนาสินทรัพย์ จำกัด (ธพส.) (DAD)
85,2569,หนี้ต่างประเทศ,0,3,บริษัท พีอีเอ เอ็นคอม อินเตอร์เนชั่นแนล จำกัด (PEA ENCOM)
86,2569,หนี้ต่างประเทศ,22965.34,3,รวม
87,2569,หนี้ในประเทศ,486284.09,2,1. องค์กรของรัฐ
88,2569,หนี้ในประเทศ,150911.92,2,องค์การขนส่งมวลชนกรุงเทพ (BMTA)
89,2569,หนี้ในประเทศ,0,2,สถาบันการบินพลเรือน (CATC)
90,2569,หนี้ในประเทศ,247.35,2,องค์การส่งเสริมกิจการโคนมแห่งประเทศไทย (DPO)
91,2569,หนี้ในประเทศ,28000,2,การไฟฟ้าฝ่ายผลิตแห่งประเทศไทย (EGAT)
92,2569,หนี้ในประเทศ,0,2,การทางพิเศษแห่งประเทศไทย (EXAT)
93,2569,หนี้ในประเทศ,0,2,องค์การอุตสาหกรรมป่าไม้ (FIO)
94,2569,หนี้ในประเทศ,0,2,การนิคมอุตสาหกรรมแห่งประเทศไทย (IEAT)
95,2569,หนี้ในประเทศ,0,2,การไฟฟ้านครหลวง (MEA)
96,2569,หนี้ในประเทศ,0,2,องค์การตลาดเพื่อเกษตรกร (MOFF)
97,2569,หนี้ในประเทศ,0,2,การรถไฟฟ้าขนส่งมวลชนแห่งประเทศไทย (MRTA)
98,2569,หนี้ในประเทศ,0,2,การประปานครหลวง (MWA)
99,2569,หนี้ในประเทศ,27050,2,การเคหะแห่งชาติ (NHA)
100,2569,หนี้ในประเทศ,0,2,การท่าเรือแห่งประเทศไทย (PAT)
101,2569,หนี้ในประเทศ,0,2,การไฟฟ้าส่วนภูมิภาค (PEA)
102,2569,หนี้ในประเทศ,0,2,องค์การคลังสินค้า (PWO)
103,2569,หนี้ในประเทศ,5420,2,การประปาส่วนภูมิภาค (PWA)
104,2569,หนี้ในประเทศ,825.31,2,การยางแห่งประเทศไทย (RAOT)
105,2569,หนี้ในประเทศ,273829.51,2,การรถไฟแห่งประเทศไทย (SRT)
106,2569,หนี้ในประเทศ,0,2,องค์การแบตเตอรี่ (TBO)**
107,2569,หนี้ในประเทศ,0,2,องค์การรับส่งสินค้าและพัสดุภัณฑ์ (ETO) **
108,2569,หนี้ในประเทศ,0,2,องค์การฟอกหนัง (TTO)**
109,2569,หนี้ในประเทศ,0,2,สำนักงานธนานุเคราะห์ (PAWN)***
110,2569,หนี้ในประเทศ,0,2,องค์การเภสัชกรรม
111,2569,หนี้ในประเทศ,0,2,2. บริษัทจำกัด และบริษัทมหาชนจำกัด
112,2569,หนี้ในประเทศ,0,2,บริษัท วิทยุการบินแห่งประเทศไทย จำกัด (AERO)
113,2569,หนี้ในประเทศ,0,2,บริษัท บางจากปิโตรเลียม จำกัด (มหาชน) (BPC)*
114,2569,หนี้ในประเทศ,0,2,บริษัท กสท.โทรคมนาคม จำกัด (มหาชน) (CAT)
115,2569,หนี้ในประเทศ,0,2,บริษัท กรุงไทย คอมพิวเตอร์ เซอร์วิสเซส จำกัด (KTBCS)
116,2569,หนี้ในประเทศ,0,2,บริษัท กรุงไทยธุรกิจบริการ จำกัด (KTBGS)
117,2569,หนี้ในประเทศ,0,2,บริษัท ท่าอากาศยานไทย จำกัด (มหาชน) (AOT)
118,2569,หนี้ในประเทศ,0,2,บริษัท ปตท. สำรวจและผลิตปิโตรเลียม จำกัด (มหาชน) (PEPC) *
119,2569,หนี้ในประเทศ,0,2,บริษัท ปตท.สผ. อินเตอร์เนชั่นแนล จำกัด (PEPI)*
120,2569,หนี้ในประเทศ,0,2,บริษัท ปตท. จำกัด (มหาชน) (PTT)
121,2569,หนี้ในประเทศ,0,2,บริษัท การบินไทย จำกัด (มหาชน) (THAI)*
122,2569,หนี้ในประเทศ,0,2,บริษัท ทีโอที จำกัด (มหาชน) (TOT)
123,2569,หนี้ในประเทศ,0,2,บริษัท ไม้อัดไทย จำกัด (TTPC)**
124,2569,หนี้ในประเทศ,0,2,บริษัท อู่กรุงเทพ จำกัด (BDC)
125,2569,หนี้ในประเทศ,0,2,บริษัท โรงแรมท่าอากาศยานสุวรรณภูมิ จำกัด (SAH)
126,2569,หนี้ในประเทศ,0,2,บริษัท ผลิตไฟฟ้าและน้ำเย็น จำกัด (DCAP)
127,2569,หนี้ในประเทศ,0,2,บริษัท ธนารักษ์พัฒนาสินทรัพย์ จำกัด (ธพส.) (DAD)
128,2569,หนี้ในประเทศ,0,2,บริษัท พีอีเอ เอ็นคอม อินเตอร์เนชั่นแนล จำกัด (PEA ENCOM)
129,2569,หนี้ในประเทศ,486284.09,2,รวม
130,2569,หนี้ต่างประเทศ,22505.09,2,1. องค์กรของรัฐ
131,2569,หนี้ต่างประเทศ,0,2,องค์การขนส่งมวลชนกรุงเทพ (BMTA)
132,2569,หนี้ต่างประเทศ,0,2,สถาบันการบินพลเรือน (CATC)
133,2569,หนี้ต่างประเทศ,0,2,องค์การส่งเสริมกิจการโคนมแห่งประเทศไทย (DPO)
134,2569,หนี้ต่างประเทศ,0,2,การไฟฟ้าฝ่ายผลิตแห่งประเทศไทย (EGAT)
135,2569,หนี้ต่างประเทศ,0,2,การทางพิเศษแห่งประเทศไทย (EXAT)
136,2569,หนี้ต่างประเทศ,0,2,องค์การอุตสาหกรรมป่าไม้ (FIO)
137,2569,หนี้ต่างประเทศ,0,2,การนิคมอุตสาหกรรมแห่งประเทศไทย (IEAT)
138,2569,หนี้ต่างประเทศ,0,2,การไฟฟ้านครหลวง (MEA)
139,2569,หนี้ต่างประเทศ,0,2,องค์การตลาดเพื่อเกษตรกร (MOFF)
140,2569,หนี้ต่างประเทศ,22459.3,2,การรถไฟฟ้าขนส่งมวลชนแห่งประเทศไทย (MRTA)
141,2569,หนี้ต่างประเทศ,0,2,การประปานครหลวง (MWA)
142,2569,หนี้ต่างประเทศ,0,2,การเคหะแห่งชาติ (NHA)
143,2569,หนี้ต่างประเทศ,0,2,การท่าเรือแห่งประเทศไทย (PAT)
144,2569,หนี้ต่างประเทศ,0,2,การไฟฟ้าส่วนภูมิภาค (PEA)
145,2569,หนี้ต่างประเทศ,0,2,องค์การคลังสินค้า (PWO)
146,2569,หนี้ต่างประเทศ,0,2,การประปาส่วนภูมิภาค (PWA)
147,2569,หนี้ต่างประเทศ,0,2,การยางแห่งประเทศไทย (RAOT)
148,2569,หนี้ต่างประเทศ,45.79,2,การรถไฟแห่งประเทศไทย (SRT)
149,2569,หนี้ต่างประเทศ,0,2,องค์การแบตเตอรี่ (TBO)**
150,2569,หนี้ต่างประเทศ,0,2,องค์การรับส่งสินค้าและพัสดุภัณฑ์ (ETO) **
151,2569,หนี้ต่างประเทศ,0,2,องค์การฟอกหนัง (TTO)**
152,2569,หนี้ต่างประเทศ,0,2,สำนักงานธนานุเคราะห์ (PAWN)***
153,2569,หนี้ต่างประเทศ,0,2,องค์การเภสัชกรรม
154,2569,หนี้ต่างประเทศ,900.27,2,2. บริษัทจำกัด และบริษัทมหาชนจำกัด
155,2569,หนี้ต่างประเทศ,0,2,บริษัท วิทยุการบินแห่งประเทศไทย จำกัด (AERO)
156,2569,หนี้ต่างประเทศ,0,2,บริษัท บางจากปิโตรเลียม จำกัด (มหาชน) (BPC)*
157,2569,หนี้ต่างประเทศ,0,2,บริษัท กสท.โทรคมนาคม จำกัด (มหาชน) (CAT)
158,2569,หนี้ต่างประเทศ,0,2,บริษัท กรุงไทย คอมพิวเตอร์ เซอร์วิสเซส จำกัด (KTBCS)
159,2569,หนี้ต่างประเทศ,0,2,บริษัท กรุงไทยธุรกิจบริการ จำกัด (KTBGS)
160,2569,หนี้ต่างประเทศ,900.27,2,บริษัท ท่าอากาศยานไทย จำกัด (มหาชน) (AOT)
161,2569,หนี้ต่างประเทศ,0,2,บริษัท ปตท. สำรวจและผลิตปิโตรเลียม จำกัด (มหาชน) (PEPC) *
162,2569,หนี้ต่างประเทศ,0,2,บริษัท ปตท.สผ. อินเตอร์เนชั่นแนล จำกัด (PEPI)*
163,2569,หนี้ต่างประเทศ,0,2,บริษัท ปตท. จำกัด (มหาชน) (PTT)
164,2569,หนี้ต่างประเทศ,0,2,บริษัท การบินไทย จำกัด (มหาชน) (THAI)*
165,2569,หนี้ต่างประเทศ,0,2,บริษัท ทีโอที จำกัด (มหาชน) (TOT)
166,2569,หนี้ต่างประเทศ,0,2,บริษัท ไม้อัดไทย จำกัด (TTPC)**
167,2569,หนี้ต่างประเทศ,0,2,บริษัท อู่กรุงเทพ จำกัด (BDC)
168,2569,หนี้ต่างประเทศ,0,2,บริษัท โรงแรมท่าอากาศยานสุวรรณภูมิ จำกัด (SAH)
169,2569,หนี้ต่างประเทศ,0,2,บริษัท ผลิตไฟฟ้าและน้ำเย็น จำกัด (DCAP)
170,2569,หนี้ต่างประเทศ,0,2,บริษัท ธนารักษ์พัฒนาสินทรัพย์ จำกัด (ธพส.) (DAD)
171,2569,หนี้ต่างประเทศ,0,2,บริษัท พีอีเอ เอ็นคอม อินเตอร์เนชั่นแนล จำกัด (PEA ENCOM)
172,2569,หนี้ต่างประเทศ,23405.36,2,รวม
173,2569,หนี้ในประเทศ,484060.72,1,1. องค์กรของรัฐ
174,2569,หนี้ในประเทศ,150412.22,1,องค์การขนส่งมวลชนกรุงเทพ (BMTA)
175,2569,หนี้ในประเทศ,0,1,สถาบันการบินพลเรือน (CATC)
176,2569,หนี้ในประเทศ,217.92,1,องค์การส่งเสริมกิจการโคนมแห่งประเทศไทย (DPO)
177,2569,หนี้ในประเทศ,28000,1,การไฟฟ้าฝ่ายผลิตแห่งประเทศไทย (EGAT)
178,2569,หนี้ในประเทศ,0,1,การทางพิเศษแห่งประเทศไทย (EXAT)
179,2569,หนี้ในประเทศ,0,1,องค์การอุตสาหกรรมป่าไม้ (FIO)
180,2569,หนี้ในประเทศ,0,1,การนิคมอุตสาหกรรมแห่งประเทศไทย (IEAT)
181,2569,หนี้ในประเทศ,0,1,การไฟฟ้านครหลวง (MEA)
182,2569,หนี้ในประเทศ,0,1,องค์การตลาดเพื่อเกษตรกร (MOFF)
183,2569,หนี้ในประเทศ,0,1,การรถไฟฟ้าขนส่งมวลชนแห่งประเทศไทย (MRTA)
184,2569,หนี้ในประเทศ,0,1,การประปานครหลวง (MWA)
185,2569,หนี้ในประเทศ,27050,1,การเคหะแห่งชาติ (NHA)
186,2569,หนี้ในประเทศ,0,1,การท่าเรือแห่งประเทศไทย (PAT)
187,2569,หนี้ในประเทศ,0,1,การไฟฟ้าส่วนภูมิภาค (PEA)
188,2569,หนี้ในประเทศ,0,1,องค์การคลังสินค้า (PWO)
189,2569,หนี้ในประเทศ,5420,1,การประปาส่วนภูมิภาค (PWA)
190,2569,หนี้ในประเทศ,825.31,1,การยางแห่งประเทศไทย (RAOT)
191,2569,หนี้ในประเทศ,272135.27,1,การรถไฟแห่งประเทศไทย (SRT)
192,2569,หนี้ในประเทศ,0,1,องค์การแบตเตอรี่ (TBO)**
193,2569,หนี้ในประเทศ,0,1,องค์การรับส่งสินค้าและพัสดุภัณฑ์ (ETO) **
194,2569,หนี้ในประเทศ,0,1,องค์การฟอกหนัง (TTO)**
195,2569,หนี้ในประเทศ,0,1,สำนักงานธนานุเคราะห์ (PAWN)***
196,2569,หนี้ในประเทศ,0,1,องค์การเภสัชกรรม
197,2569,หนี้ในประเทศ,0,1,2. บริษัทจำกัด และบริษัทมหาชนจำกัด
198,2569,หนี้ในประเทศ,0,1,บริษัท วิทยุการบินแห่งประเทศไทย จำกัด (AERO)
199,2569,หนี้ในประเทศ,0,1,บริษัท บางจากปิโตรเลียม จำกัด (มหาชน) (BPC)*
200,2569,หนี้ในประเทศ,0,1,บริษัท กสท.โทรคมนาคม จำกัด (มหาชน) (CAT)
201,2569,หนี้ในประเทศ,0,1,บริษัท กรุงไทย คอมพิวเตอร์ เซอร์วิสเซส จำกัด (KTBCS)
202,2569,หนี้ในประเทศ,0,1,บริษัท กรุงไทยธุรกิจบริการ จำกัด (KTBGS)
203,2569,หนี้ในประเทศ,0,1,บริษัท ท่าอากาศยานไทย จำกัด (มหาชน) (AOT)
204,2569,หนี้ในประเทศ,0,1,บริษัท ปตท. สำรวจและผลิตปิโตรเลียม จำกัด (มหาชน) (PEPC) *
205,2569,หนี้ในประเทศ,0,1,บริษัท ปตท.สผ. อินเตอร์เนชั่นแนล จำกัด (PEPI)*
206,2569,หนี้ในประเทศ,0,1,บริษัท ปตท. จำกัด (มหาชน) (PTT)
207,2569,หนี้ในประเทศ,0,1,บริษัท การบินไทย จำกัด (มหาชน) (THAI)*
208,2569,หนี้ในประเทศ,0,1,บริษัท ทีโอที จำกัด (มหาชน) (TOT)
209,2569,หนี้ในประเทศ,0,1,บริษัท ไม้อัดไทย จำกัด (TTPC)**
210,2569,หนี้ในประเทศ,0,1,บริษัท อู่กรุงเทพ จำกัด (BDC)
211,2569,หนี้ในประเทศ,0,1,บริษัท โรงแรมท่าอากาศยานสุวรรณภูมิ จำกัด (SAH)
212,2569,หนี้ในประเทศ,0,1,บริษัท ผลิตไฟฟ้าและน้ำเย็น จำกัด (DCAP)
213,2569,หนี้ในประเทศ,0,1,บริษัท ธนารักษ์พัฒนาสินทรัพย์ จำกัด (ธพส.) (DAD)
214,2569,หนี้ในประเทศ,0,1,บริษัท พีอีเอ เอ็นคอม อินเตอร์เนชั่นแนล จำกัด (PEA ENCOM)
215,2569,หนี้ในประเทศ,484060.72,1,รวม
216,2569,หนี้ต่างประเทศ,22505.91,1,1. องค์กรของรัฐ
217,2569,หนี้ต่างประเทศ,0,1,องค์การขนส่งมวลชนกรุงเทพ (BMTA)
218,2569,หนี้ต่างประเทศ,0,1,สถาบันการบินพลเรือน (CATC)
219,2569,หนี้ต่างประเทศ,0,1,องค์การส่งเสริมกิจการโคนมแห่งประเทศไทย (DPO)
220,2569,หนี้ต่างประเทศ,0,1,การไฟฟ้าฝ่ายผลิตแห่งประเทศไทย (EGAT)
221,2569,หนี้ต่างประเทศ,0,1,การทางพิเศษแห่งประเทศไทย (EXAT)
222,2569,หนี้ต่างประเทศ,0,1,องค์การอุตสาหกรรมป่าไม้ (FIO)
223,2569,หนี้ต่างประเทศ,0,1,การนิคมอุตสาหกรรมแห่งประเทศไทย (IEAT)
224,2569,หนี้ต่างประเทศ,0,1,การไฟฟ้านครหลวง (MEA)
225,2569,หนี้ต่างประเทศ,0,1,องค์การตลาดเพื่อเกษตรกร (MOFF)
226,2569,หนี้ต่างประเทศ,22459.3,1,การรถไฟฟ้าขนส่งมวลชนแห่งประเทศไทย (MRTA)
227,2569,หนี้ต่างประเทศ,0,1,การประปานครหลวง (MWA)
228,2569,หนี้ต่างประเทศ,0,1,การเคหะแห่งชาติ (NHA)
229,2569,หนี้ต่างประเทศ,0,1,การท่าเรือแห่งประเทศไทย (PAT)
230,2569,หนี้ต่างประเทศ,0,1,การไฟฟ้าส่วนภูมิภาค (PEA)
231,2569,หนี้ต่างประเทศ,0,1,องค์การคลังสินค้า (PWO)
232,2569,หนี้ต่างประเทศ,0,1,การประปาส่วนภูมิภาค (PWA)
233,2569,หนี้ต่างประเทศ,0,1,การยางแห่งประเทศไทย (RAOT)
234,2569,หนี้ต่างประเทศ,46.61,1,การรถไฟแห่งประเทศไทย (SRT)
235,2569,หนี้ต่างประเทศ,0,1,องค์การแบตเตอรี่ (TBO)**
236,2569,หนี้ต่างประเทศ,0,1,องค์การรับส่งสินค้าและพัสดุภัณฑ์ (ETO) **
237,2569,หนี้ต่างประเทศ,0,1,องค์การฟอกหนัง (TTO)**
238,2569,หนี้ต่างประเทศ,0,1,สำนักงานธนานุเคราะห์ (PAWN)***
239,2569,หนี้ต่างประเทศ,0,1,องค์การเภสัชกรรม
240,2569,หนี้ต่างประเทศ,900.27,1,2. บริษัทจำกัด และบริษัทมหาชนจำกัด
241,2569,หนี้ต่างประเทศ,0,1,บริษัท วิทยุการบินแห่งประเทศไทย จำกัด (AERO)
242,2569,หนี้ต่างประเทศ,0,1,บริษัท บางจากปิโตรเลียม จำกัด (มหาชน) (BPC)*
243,2569,หนี้ต่างประเทศ,0,1,บริษัท กสท.โทรคมนาคม จำกัด (มหาชน) (CAT)
244,2569,หนี้ต่างประเทศ,0,1,บริษัท กรุงไทย คอมพิวเตอร์ เซอร์วิสเซส จำกัด (KTBCS)
245,2569,หนี้ต่างประเทศ,0,1,บริษัท กรุงไทยธุรกิจบริการ จำกัด (KTBGS)
246,2569,หนี้ต่างประเทศ,900.27,1,บริษัท ท่าอากาศยานไทย จำกัด (มหาชน) (AOT)
247,2569,หนี้ต่างประเทศ,0,1,บริษัท ปตท. สำรวจและผลิตปิโตรเลียม จำกัด (มหาชน) (PEPC) *
248,2569,หนี้ต่างประเทศ,0,1,บริษัท ปตท.สผ. อินเตอร์เนชั่นแนล จำกัด (PEPI)*
249,2569,หนี้ต่างประเทศ,0,1,บริษัท ปตท. จำกัด (มหาชน) (PTT)
250,2569,หนี้ต่างประเทศ,0,1,บริษัท การบินไทย จำกัด (มหาชน) (THAI)*
251,2569,หนี้ต่างประเทศ,0,1,บริษัท ทีโอที จำกัด (มหาชน) (TOT)
252,2569,หนี้ต่างประเทศ,0,1,บริษัท ไม้อัดไทย จำกัด (TTPC)**
253,2569,หนี้ต่างประเทศ,0,1,บริษัท อู่กรุงเทพ จำกัด (BDC)
254,2569,หนี้ต่างประเทศ,0,1,บริษัท โรงแรมท่าอากาศยานสุวรรณภูมิ จำกัด (SAH)
255,2569,หนี้ต่างประเทศ,0,1,บริษัท ผลิตไฟฟ้าและน้ำเย็น จำกัด (DCAP)
256,2569,หนี้ต่างประเทศ,0,1,บริษัท ธนารักษ์พัฒนาสินทรัพย์ จำกัด (ธพส.) (DAD)
257,2569,หนี้ต่างประเทศ,0,1,บริษัท พีอีเอ เอ็นคอม อินเตอร์เนชั่นแนล จำกัด (PEA ENCOM)
258,2569,หนี้ต่างประเทศ,23406.18,1,รวม
259,2568,หนี้ในประเทศ,483233.54,12,1. องค์กรของรัฐ
260,2568,หนี้ในประเทศ,148554.62,12,องค์การขนส่งมวลชนกรุงเทพ (BMTA)
261,2568,หนี้ในประเทศ,0,12,สถาบันการบินพลเรือน (CATC)
262,2568,หนี้ในประเทศ,247.92,12,องค์การส่งเสริมกิจการโคนมแห่งประเทศไทย (DPO)
263,2568,หนี้ในประเทศ,30000,12,การไฟฟ้าฝ่ายผลิตแห่งประเทศไทย (EGAT)
264,2568,หนี้ในประเทศ,0,12,การทางพิเศษแห่งประเทศไทย (EXAT)
265,2568,หนี้ในประเทศ,0,12,องค์การอุตสาหกรรมป่าไม้ (FIO)
266,2568,หนี้ในประเทศ,0,12,การนิคมอุตสาหกรรมแห่งประเทศไทย (IEAT)
267,2568,หนี้ในประเทศ,0,12,การไฟฟ้านครหลวง (MEA)
268,2568,หนี้ในประเทศ,0,12,องค์การตลาดเพื่อเกษตรกร (MOFF)
269,2568,หนี้ในประเทศ,0,12,การรถไฟฟ้าขนส่งมวลชนแห่งประเทศไทย (MRTA)
270,2568,หนี้ในประเทศ,0,12,การประปานครหลวง (MWA)
