รายการ,จังหวัด,ที่มา,_id,ข้อมูล,หน่วยนับ,ประเภทรถ,ชนิดเชื้อเพลิง,ประเภท,ปี
จำนวนรถจดทะเบียนใหม่ , นครราชสีมา , สำนักงานขนส่งจังหวัดนครราชสีมา  ,27, 236 ,คัน,รย.2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,ดีเซล, รวมรถตามกฎหมายว่าด้วยรถยนต์ ,2565
จำนวนรถจดทะเบียนใหม่ , นครราชสีมา , สำนักงานขนส่งจังหวัดนครราชสีมา  ,28," 6,846 ",คัน,รย.3 รถยนต์บรรทุกส่วนบุคคล,ดีเซล, รวมรถตามกฎหมายว่าด้วยรถยนต์ ,2565
จำนวนรถจดทะเบียนใหม่ , นครราชสีมา , สำนักงานขนส่งจังหวัดนครราชสีมา  ,29, -   ,คัน,รย.4 รถยนต์สามล้อส่วนบุคคล,ดีเซล, รวมรถตามกฎหมายว่าด้วยรถยนต์ ,2565
จำนวนรถจดทะเบียนใหม่ , นครราชสีมา , สำนักงานขนส่งจังหวัดนครราชสีมา  ,30, -   ,คัน,รย.5 รถยนต์รับจ้างระหว่างจังหวัด,ดีเซล, รวมรถตามกฎหมายว่าด้วยรถยนต์ ,2565
จำนวนรถจดทะเบียนใหม่ , นครราชสีมา , สำนักงานขนส่งจังหวัดนครราชสีมา  ,31, -   ,คัน,รย.6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,ดีเซล, รวมรถตามกฎหมายว่าด้วยรถยนต์ ,2565
จำนวนรถจดทะเบียนใหม่ , นครราชสีมา , สำนักงานขนส่งจังหวัดนครราชสีมา  ,32, -   ,คัน,บุคคลธรรมดา,ดีเซล, รวมรถตามกฎหมายว่าด้วยรถยนต์ ,2565
จำนวนรถจดทะเบียนใหม่ , นครราชสีมา , สำนักงานขนส่งจังหวัดนครราชสีมา  ,33, -   ,คัน,นิติบุคคล,ดีเซล, รวมรถตามกฎหมายว่าด้วยรถยนต์ ,2565
จำนวนรถจดทะเบียนใหม่ , นครราชสีมา , สำนักงานขนส่งจังหวัดนครราชสีมา  ,34, -   ,คัน,รย.7 รถยนต์สี่ล้อเล็กรับจ้าง,ดีเซล, รวมรถตามกฎหมายว่าด้วยรถยนต์ ,2565
จำนวนรถจดทะเบียนใหม่ , นครราชสีมา , สำนักงานขนส่งจังหวัดนครราชสีมา  ,35, -   ,คัน,รย.8 รถยนต์รับจ้างสามล้อ,ดีเซล, รวมรถตามกฎหมายว่าด้วยรถยนต์ ,2565
จำนวนรถจดทะเบียนใหม่ , นครราชสีมา , สำนักงานขนส่งจังหวัดนครราชสีมา  ,36, -   ,คัน,รย.9 รถยนต์บริการธุรกิจ,ดีเซล, รวมรถตามกฎหมายว่าด้วยรถยนต์ ,2565
จำนวนรถจดทะเบียนใหม่ , นครราชสีมา , สำนักงานขนส่งจังหวัดนครราชสีมา  ,37, -   ,คัน,รย.10 รถยนต์บริการทัศนาจร,ดีเซล, รวมรถตามกฎหมายว่าด้วยรถยนต์ ,2565
จำนวนรถจดทะเบียนใหม่ , นครราชสีมา , สำนักงานขนส่งจังหวัดนครราชสีมา  ,38, -   ,คัน,รย.11 รถยนต์บริการให้เช่า,ดีเซล, รวมรถตามกฎหมายว่าด้วยรถยนต์ ,2565
จำนวนรถจดทะเบียนใหม่ , นครราชสีมา , สำนักงานขนส่งจังหวัดนครราชสีมา  ,39, -   ,คัน,รย.12 รถจักรยานยนต์ส่วนบุคคล,ดีเซล, รวมรถตามกฎหมายว่าด้วยรถยนต์ ,2565
จำนวนรถจดทะเบียนใหม่ , นครราชสีมา , สำนักงานขนส่งจังหวัดนครราชสีมา  ,40," 5,009 ",คัน,รย.13 รถแทร็กเตอร์,ดีเซล, รวมรถตามกฎหมายว่าด้วยรถยนต์ ,2565
จำนวนรถจดทะเบียนใหม่ , นครราชสีมา , สำนักงานขนส่งจังหวัดนครราชสีมา  ,41, 45 ,คัน,รย.14 รถบดถนน,ดีเซล, รวมรถตามกฎหมายว่าด้วยรถยนต์ ,2565
จำนวนรถจดทะเบียนใหม่ , นครราชสีมา , สำนักงานขนส่งจังหวัดนครราชสีมา  ,42, 174 ,คัน,รย.15 รถใช้ในงานเกษตรกรรม,ดีเซล, รวมรถตามกฎหมายว่าด้วยรถยนต์ ,2565
จำนวนรถจดทะเบียนใหม่ , นครราชสีมา , สำนักงานขนส่งจังหวัดนครราชสีมา  ,43, -   ,คัน,รย.16 รถพ่วง,ดีเซล, รวมรถตามกฎหมายว่าด้วยรถยนต์ ,2565
จำนวนรถจดทะเบียนใหม่ , นครราชสีมา , สำนักงานขนส่งจังหวัดนครราชสีมา  ,44, -   ,คัน,รย.17  รถจักรยานยนต์สาธารณะ,ดีเซล, รวมรถตามกฎหมายว่าด้วยรถยนต์ ,2565
จำนวนรถจดทะเบียนใหม่ , นครราชสีมา , สำนักงานขนส่งจังหวัดนครราชสีมา  ,45, 24 ,คัน,รถโดยสารประจำทาง,ดีเซล, รวมรถตามกฎหมายว่าด้วยการขนส่งทางบก ,2565
จำนวนรถจดทะเบียนใหม่ , นครราชสีมา , สำนักงานขนส่งจังหวัดนครราชสีมา  ,46, 87 ,คัน,รถโดยสารไม่ประจำทาง,ดีเซล, รวมรถตามกฎหมายว่าด้วยการขนส่งทางบก ,2565
จำนวนรถจดทะเบียนใหม่ , นครราชสีมา , สำนักงานขนส่งจังหวัดนครราชสีมา  ,47, 15 ,คัน,รถโดยสารส่วนบุคคล,ดีเซล, รวมรถตามกฎหมายว่าด้วยการขนส่งทางบก ,2565
จำนวนรถจดทะเบียนใหม่ , นครราชสีมา , สำนักงานขนส่งจังหวัดนครราชสีมา  ,48, 454 ,คัน,รถบรรทุกไม่ประจำทาง,ดีเซล, รวมรถตามกฎหมายว่าด้วยการขนส่งทางบก ,2565
จำนวนรถจดทะเบียนใหม่ , นครราชสีมา , สำนักงานขนส่งจังหวัดนครราชสีมา  ,49," 1,731 ",คัน,รถบรรทุกส่วนบุคคล,ดีเซล, รวมรถตามกฎหมายว่าด้วยการขนส่งทางบก ,2565
จำนวนรถจดทะเบียนใหม่ , นครราชสีมา , สำนักงานขนส่งจังหวัดนครราชสีมา  ,50, -   ,คัน,รถขนาดเล็ก,ดีเซล, รวมรถตามกฎหมายว่าด้วยการขนส่งทางบก ,2565
 จำนวนรถจดทะเบียนใหม่ , นครราชสีมา , สำนักงานขนส่งจังหวัดนครราชสีมา  ,51, -   , คัน , รย.1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน , ก๊าซ LPG , รวมรถตามกฎหมายว่าด้วยรถยนต์ ,2565
 จำนวนรถจดทะเบียนใหม่ , นครราชสีมา , สำนักงานขนส่งจังหวัดนครราชสีมา  ,52, -   , คัน , รย.2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน , ก๊าซ LPG , รวมรถตามกฎหมายว่าด้วยรถยนต์ ,2565
 จำนวนรถจดทะเบียนใหม่ , นครราชสีมา , สำนักงานขนส่งจังหวัดนครราชสีมา  ,53, -   , คัน , รย.3 รถยนต์บรรทุกส่วนบุคคล , ก๊าซ LPG , รวมรถตามกฎหมายว่าด้วยรถยนต์ ,2565
 จำนวนรถจดทะเบียนใหม่ , นครราชสีมา , สำนักงานขนส่งจังหวัดนครราชสีมา  ,54, -   , คัน , รย.4 รถยนต์สามล้อส่วนบุคคล , ก๊าซ LPG , รวมรถตามกฎหมายว่าด้วยรถยนต์ ,2565
 จำนวนรถจดทะเบียนใหม่ , นครราชสีมา , สำนักงานขนส่งจังหวัดนครราชสีมา  ,55, -   , คัน , รย.5 รถยนต์รับจ้างระหว่างจังหวัด , ก๊าซ LPG , รวมรถตามกฎหมายว่าด้วยรถยนต์ ,2565
 จำนวนรถจดทะเบียนใหม่ , นครราชสีมา , สำนักงานขนส่งจังหวัดนครราชสีมา  ,56, -   , คัน , รย.6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน , ก๊าซ LPG , รวมรถตามกฎหมายว่าด้วยรถยนต์ ,2565
 จำนวนรถจดทะเบียนใหม่ , นครราชสีมา , สำนักงานขนส่งจังหวัดนครราชสีมา  ,57, -   , คัน , บุคคลธรรมดา , ก๊าซ LPG , รวมรถตามกฎหมายว่าด้วยรถยนต์ ,2565
 จำนวนรถจดทะเบียนใหม่ , นครราชสีมา , สำนักงานขนส่งจังหวัดนครราชสีมา  ,58, -   , คัน , นิติบุคคล , ก๊าซ LPG , รวมรถตามกฎหมายว่าด้วยรถยนต์ ,2565
 จำนวนรถจดทะเบียนใหม่ , นครราชสีมา , สำนักงานขนส่งจังหวัดนครราชสีมา  ,59, -   , คัน , รย.7 รถยนต์สี่ล้อเล็กรับจ้าง , ก๊าซ LPG , รวมรถตามกฎหมายว่าด้วยรถยนต์ ,2565
 จำนวนรถจดทะเบียนใหม่ , นครราชสีมา , สำนักงานขนส่งจังหวัดนครราชสีมา  ,60, 6 , คัน , รย.8 รถยนต์รับจ้างสามล้อ , ก๊าซ LPG , รวมรถตามกฎหมายว่าด้วยรถยนต์ ,2565
 จำนวนรถจดทะเบียนใหม่ , นครราชสีมา , สำนักงานขนส่งจังหวัดนครราชสีมา  ,61, -   , คัน , รย.9 รถยนต์บริการธุรกิจ , ก๊าซ LPG , รวมรถตามกฎหมายว่าด้วยรถยนต์ ,2565
 จำนวนรถจดทะเบียนใหม่ , นครราชสีมา , สำนักงานขนส่งจังหวัดนครราชสีมา  ,62, -   , คัน , รย.10 รถยนต์บริการทัศนาจร , ก๊าซ LPG , รวมรถตามกฎหมายว่าด้วยรถยนต์ ,2565
 จำนวนรถจดทะเบียนใหม่ , นครราชสีมา , สำนักงานขนส่งจังหวัดนครราชสีมา  ,63, -   , คัน , รย.11 รถยนต์บริการให้เช่า , ก๊าซ LPG , รวมรถตามกฎหมายว่าด้วยรถยนต์ ,2565
 จำนวนรถจดทะเบียนใหม่ , นครราชสีมา , สำนักงานขนส่งจังหวัดนครราชสีมา  ,64, -   , คัน , รย.12 รถจักรยานยนต์ส่วนบุคคล , ก๊าซ LPG , รวมรถตามกฎหมายว่าด้วยรถยนต์ ,2565
 จำนวนรถจดทะเบียนใหม่ , นครราชสีมา , สำนักงานขนส่งจังหวัดนครราชสีมา  ,65, -   , คัน , รย.13 รถแทร็กเตอร์ , ก๊าซ LPG , รวมรถตามกฎหมายว่าด้วยรถยนต์ ,2565
 จำนวนรถจดทะเบียนใหม่ , นครราชสีมา , สำนักงานขนส่งจังหวัดนครราชสีมา  ,66, -   , คัน , รย.14 รถบดถนน , ก๊าซ LPG , รวมรถตามกฎหมายว่าด้วยรถยนต์ ,2565
 จำนวนรถจดทะเบียนใหม่ , นครราชสีมา , สำนักงานขนส่งจังหวัดนครราชสีมา  ,67, -   , คัน , รย.15 รถใช้ในงานเกษตรกรรม , ก๊าซ LPG , รวมรถตามกฎหมายว่าด้วยรถยนต์ ,2565
 จำนวนรถจดทะเบียนใหม่ , นครราชสีมา , สำนักงานขนส่งจังหวัดนครราชสีมา  ,68, -   , คัน , รย.16 รถพ่วง , ก๊าซ LPG , รวมรถตามกฎหมายว่าด้วยรถยนต์ ,2565
 จำนวนรถจดทะเบียนใหม่ , นครราชสีมา , สำนักงานขนส่งจังหวัดนครราชสีมา  ,69, -   , คัน , รย.17  รถจักรยานยนต์สาธารณะ , ก๊าซ LPG , รวมรถตามกฎหมายว่าด้วยรถยนต์ ,2565
 จำนวนรถจดทะเบียนใหม่ , นครราชสีมา , สำนักงานขนส่งจังหวัดนครราชสีมา  ,70, -   , คัน , รถโดยสารประจำทาง , ก๊าซ LPG , รวมรถตามกฎหมายว่าด้วยการขนส่งทางบก ,2565
 จำนวนรถจดทะเบียนใหม่ , นครราชสีมา , สำนักงานขนส่งจังหวัดนครราชสีมา  ,71, -   , คัน , รถโดยสารไม่ประจำทาง , ก๊าซ LPG , รวมรถตามกฎหมายว่าด้วยการขนส่งทางบก ,2565
 จำนวนรถจดทะเบียนใหม่ , นครราชสีมา , สำนักงานขนส่งจังหวัดนครราชสีมา  ,72, -   , คัน , รถโดยสารส่วนบุคคล , ก๊าซ LPG , รวมรถตามกฎหมายว่าด้วยการขนส่งทางบก ,2565
 จำนวนรถจดทะเบียนใหม่ , นครราชสีมา , สำนักงานขนส่งจังหวัดนครราชสีมา  ,73, -   , คัน , รถบรรทุกไม่ประจำทาง , ก๊าซ LPG , รวมรถตามกฎหมายว่าด้วยการขนส่งทางบก ,2565
 จำนวนรถจดทะเบียนใหม่ , นครราชสีมา , สำนักงานขนส่งจังหวัดนครราชสีมา  ,74, -   , คัน , รถบรรทุกส่วนบุคคล , ก๊าซ LPG , รวมรถตามกฎหมายว่าด้วยการขนส่งทางบก ,2565
 จำนวนรถจดทะเบียนใหม่ , นครราชสีมา , สำนักงานขนส่งจังหวัดนครราชสีมา  ,75, -   , คัน , รถขนาดเล็ก , ก๊าซ LPG , รวมรถตามกฎหมายว่าด้วยการขนส่งทางบก ,2565
 จำนวนรถจดทะเบียนใหม่ , นครราชสีมา , สำนักงานขนส่งจังหวัดนครราชสีมา  ,76, 35 , คัน , รย.1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน , LPGและเบนซิน , รวมรถตามกฎหมายว่าด้วยรถยนต์ ,2565
 จำนวนรถจดทะเบียนใหม่ , นครราชสีมา , สำนักงานขนส่งจังหวัดนครราชสีมา  ,77, 2 , คัน , รย.2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน , LPGและเบนซิน , รวมรถตามกฎหมายว่าด้วยรถยนต์ ,2565
 จำนวนรถจดทะเบียนใหม่ , นครราชสีมา , สำนักงานขนส่งจังหวัดนครราชสีมา  ,78, 13 , คัน , รย.3 รถยนต์บรรทุกส่วนบุคคล , LPGและเบนซิน , รวมรถตามกฎหมายว่าด้วยรถยนต์ ,2565
 จำนวนรถจดทะเบียนใหม่ , นครราชสีมา , สำนักงานขนส่งจังหวัดนครราชสีมา  ,79, -   , คัน , รย.4 รถยนต์สามล้อส่วนบุคคล , LPGและเบนซิน , รวมรถตามกฎหมายว่าด้วยรถยนต์ ,2565
 จำนวนรถจดทะเบียนใหม่ , นครราชสีมา , สำนักงานขนส่งจังหวัดนครราชสีมา  ,80, -   , คัน , รย.5 รถยนต์รับจ้างระหว่างจังหวัด , LPGและเบนซิน , รวมรถตามกฎหมายว่าด้วยรถยนต์ ,2565
 จำนวนรถจดทะเบียนใหม่ , นครราชสีมา , สำนักงานขนส่งจังหวัดนครราชสีมา  ,81, 1 , คัน , รย.6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน , LPGและเบนซิน , รวมรถตามกฎหมายว่าด้วยรถยนต์ ,2565
 จำนวนรถจดทะเบียนใหม่ , นครราชสีมา , สำนักงานขนส่งจังหวัดนครราชสีมา  ,82, 1 , คัน , บุคคลธรรมดา , LPGและเบนซิน , รวมรถตามกฎหมายว่าด้วยรถยนต์ ,2565
 จำนวนรถจดทะเบียนใหม่ , นครราชสีมา , สำนักงานขนส่งจังหวัดนครราชสีมา  ,83, -   , คัน , นิติบุคคล , LPGและเบนซิน , รวมรถตามกฎหมายว่าด้วยรถยนต์ ,2565
 จำนวนรถจดทะเบียนใหม่ , นครราชสีมา , สำนักงานขนส่งจังหวัดนครราชสีมา  ,84, -   , คัน , รย.7 รถยนต์สี่ล้อเล็กรับจ้าง , LPGและเบนซิน , รวมรถตามกฎหมายว่าด้วยรถยนต์ ,2565
 จำนวนรถจดทะเบียนใหม่ , นครราชสีมา , สำนักงานขนส่งจังหวัดนครราชสีมา  ,85, -   , คัน , รย.8 รถยนต์รับจ้างสามล้อ , LPGและเบนซิน , รวมรถตามกฎหมายว่าด้วยรถยนต์ ,2565
 จำนวนรถจดทะเบียนใหม่ , นครราชสีมา , สำนักงานขนส่งจังหวัดนครราชสีมา  ,86, -   , คัน , รย.9 รถยนต์บริการธุรกิจ , LPGและเบนซิน , รวมรถตามกฎหมายว่าด้วยรถยนต์ ,2565
 จำนวนรถจดทะเบียนใหม่ , นครราชสีมา , สำนักงานขนส่งจังหวัดนครราชสีมา  ,87, -   , คัน , รย.10 รถยนต์บริการทัศนาจร , LPGและเบนซิน , รวมรถตามกฎหมายว่าด้วยรถยนต์ ,2565
 จำนวนรถจดทะเบียนใหม่ , นครราชสีมา , สำนักงานขนส่งจังหวัดนครราชสีมา  ,88, -   , คัน , รย.11 รถยนต์บริการให้เช่า , LPGและเบนซิน , รวมรถตามกฎหมายว่าด้วยรถยนต์ ,2565
 จำนวนรถจดทะเบียนใหม่ , นครราชสีมา , สำนักงานขนส่งจังหวัดนครราชสีมา  ,89, -   , คัน , รย.12 รถจักรยานยนต์ส่วนบุคคล , LPGและเบนซิน , รวมรถตามกฎหมายว่าด้วยรถยนต์ ,2565
 จำนวนรถจดทะเบียนใหม่ , นครราชสีมา , สำนักงานขนส่งจังหวัดนครราชสีมา  ,90, -   , คัน , รย.13 รถแทร็กเตอร์ , LPGและเบนซิน , รวมรถตามกฎหมายว่าด้วยรถยนต์ ,2565
 จำนวนรถจดทะเบียนใหม่ , นครราชสีมา , สำนักงานขนส่งจังหวัดนครราชสีมา  ,91, -   , คัน , รย.14 รถบดถนน , LPGและเบนซิน , รวมรถตามกฎหมายว่าด้วยรถยนต์ ,2565
 จำนวนรถจดทะเบียนใหม่ , นครราชสีมา , สำนักงานขนส่งจังหวัดนครราชสีมา  ,92, -   , คัน , รย.15 รถใช้ในงานเกษตรกรรม , LPGและเบนซิน , รวมรถตามกฎหมายว่าด้วยรถยนต์ ,2565
 จำนวนรถจดทะเบียนใหม่ , นครราชสีมา , สำนักงานขนส่งจังหวัดนครราชสีมา  ,93, -   , คัน , รย.16 รถพ่วง , LPGและเบนซิน , รวมรถตามกฎหมายว่าด้วยรถยนต์ ,2565
 จำนวนรถจดทะเบียนใหม่ , นครราชสีมา , สำนักงานขนส่งจังหวัดนครราชสีมา  ,94, -   , คัน , รย.17  รถจักรยานยนต์สาธารณะ , LPGและเบนซิน , รวมรถตามกฎหมายว่าด้วยรถยนต์ ,2565
 จำนวนรถจดทะเบียนใหม่ , นครราชสีมา , สำนักงานขนส่งจังหวัดนครราชสีมา  ,95, -   , คัน , รถโดยสารประจำทาง , LPGและเบนซิน , รวมรถตามกฎหมายว่าด้วยการขนส่งทางบก ,2565
 จำนวนรถจดทะเบียนใหม่ , นครราชสีมา , สำนักงานขนส่งจังหวัดนครราชสีมา  ,96, -   , คัน , รถโดยสารไม่ประจำทาง , LPGและเบนซิน , รวมรถตามกฎหมายว่าด้วยการขนส่งทางบก ,2565
 จำนวนรถจดทะเบียนใหม่ , นครราชสีมา , สำนักงานขนส่งจังหวัดนครราชสีมา  ,97, -   , คัน , รถโดยสารส่วนบุคคล , LPGและเบนซิน , รวมรถตามกฎหมายว่าด้วยการขนส่งทางบก ,2565
 จำนวนรถจดทะเบียนใหม่ , นครราชสีมา , สำนักงานขนส่งจังหวัดนครราชสีมา  ,98, -   , คัน , รถบรรทุกไม่ประจำทาง , LPGและเบนซิน , รวมรถตามกฎหมายว่าด้วยการขนส่งทางบก ,2565
 จำนวนรถจดทะเบียนใหม่ , นครราชสีมา , สำนักงานขนส่งจังหวัดนครราชสีมา  ,99, -   , คัน , รถบรรทุกส่วนบุคคล , LPGและเบนซิน , รวมรถตามกฎหมายว่าด้วยการขนส่งทางบก ,2565
 จำนวนรถจดทะเบียนใหม่ , นครราชสีมา , สำนักงานขนส่งจังหวัดนครราชสีมา  ,100, -   , คัน , รถขนาดเล็ก , LPGและเบนซิน , รวมรถตามกฎหมายว่าด้วยการขนส่งทางบก ,2565
 จำนวนรถจดทะเบียนใหม่ , นครราชสีมา , สำนักงานขนส่งจังหวัดนครราชสีมา  ,101, -   , คัน , รย.1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน , LPGและดีเซล , รวมรถตามกฎหมายว่าด้วยรถยนต์ ,2565
 จำนวนรถจดทะเบียนใหม่ , นครราชสีมา , สำนักงานขนส่งจังหวัดนครราชสีมา  ,102, -   , คัน , รย.2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน , LPGและดีเซล , รวมรถตามกฎหมายว่าด้วยรถยนต์ ,2565
 จำนวนรถจดทะเบียนใหม่ , นครราชสีมา , สำนักงานขนส่งจังหวัดนครราชสีมา  ,103, -   , คัน , รย.3 รถยนต์บรรทุกส่วนบุคคล , LPGและดีเซล , รวมรถตามกฎหมายว่าด้วยรถยนต์ ,2565
 จำนวนรถจดทะเบียนใหม่ , นครราชสีมา , สำนักงานขนส่งจังหวัดนครราชสีมา  ,104, -   , คัน , รย.4 รถยนต์สามล้อส่วนบุคคล , LPGและดีเซล , รวมรถตามกฎหมายว่าด้วยรถยนต์ ,2565
