จำนวน,_id,ปี,หน่วย,เพศ,จังหวัด,ประเภทแรงงาน,อาชีพ
10509,3623,2565,คน,หญิง,ปทุมธานี,แรงงานนอกระบบ,ช่างฝีมือ และผู้ปฎิบัติงานที่เกี่ยวข้อง
812,3624,2565,คน,หญิง,ปทุมธานี,แรงงานนอกระบบ,ผู้ควบคุมเครื่องจักรโรงงาน และเครื่องจักร และผู้ประกอบการ     
6873,3625,2565,คน,หญิง,ปทุมธานี,แรงงานนอกระบบ,ผู้ประกอบอาชีพงานพื้นฐาน
13651,3626,2565,คน,ชาย,พระนครศรีอยุธยา,แรงงานในระบบ,ผู้จัดการ ข้าราชการระดับอาวุโส และผู้บัญญัติกฎหมาย
7658,3627,2565,คน,ชาย,พระนครศรีอยุธยา,แรงงานในระบบ,ผู้ประกอบวิชาชีพด้านต่างๆ
22083,3628,2565,คน,ชาย,พระนครศรีอยุธยา,แรงงานในระบบ,เจ้าหน้าที่เทคนิค และผู้ประกอบวิชาชีพที่เกี่ยวข้องกับด้านต่างๆ
8587,3629,2565,คน,ชาย,พระนครศรีอยุธยา,แรงงานในระบบ,เสมียน
18121,3630,2565,คน,ชาย,พระนครศรีอยุธยา,แรงงานในระบบ,พนักงานบริการ และผู้จำหน่ายสินค้า
3008,3631,2565,คน,ชาย,พระนครศรีอยุธยา,แรงงานในระบบ,ผู้ปฎิบัติงานที่มีฝีมือในด้านการเกษตร ป่าไม้ ประมง
36538,3632,2565,คน,ชาย,พระนครศรีอยุธยา,แรงงานในระบบ,ช่างฝีมือ และผู้ปฎิบัติงานที่เกี่ยวข้อง
73814,3633,2565,คน,ชาย,พระนครศรีอยุธยา,แรงงานในระบบ,ผู้ควบคุมเครื่องจักรโรงงาน และเครื่องจักร และผู้ประกอบการ     
20156,3634,2565,คน,ชาย,พระนครศรีอยุธยา,แรงงานในระบบ,ผู้ประกอบอาชีพงานพื้นฐาน
9544,3635,2565,คน,หญิง,พระนครศรีอยุธยา,แรงงานในระบบ,ผู้จัดการ ข้าราชการระดับอาวุโส และผู้บัญญัติกฎหมาย
15924,3636,2565,คน,หญิง,พระนครศรีอยุธยา,แรงงานในระบบ,ผู้ประกอบวิชาชีพด้านต่างๆ
12314,3637,2565,คน,หญิง,พระนครศรีอยุธยา,แรงงานในระบบ,เจ้าหน้าที่เทคนิค และผู้ประกอบวิชาชีพที่เกี่ยวข้องกับด้านต่างๆ
17679,3638,2565,คน,หญิง,พระนครศรีอยุธยา,แรงงานในระบบ,เสมียน
25615,3639,2565,คน,หญิง,พระนครศรีอยุธยา,แรงงานในระบบ,พนักงานบริการ และผู้จำหน่ายสินค้า
1741,3640,2565,คน,หญิง,พระนครศรีอยุธยา,แรงงานในระบบ,ผู้ปฎิบัติงานที่มีฝีมือในด้านการเกษตร ป่าไม้ ประมง
11853,3641,2565,คน,หญิง,พระนครศรีอยุธยา,แรงงานในระบบ,ช่างฝีมือ และผู้ปฎิบัติงานที่เกี่ยวข้อง
72793,3642,2565,คน,หญิง,พระนครศรีอยุธยา,แรงงานในระบบ,ผู้ควบคุมเครื่องจักรโรงงาน และเครื่องจักร และผู้ประกอบการ     
15457,3643,2565,คน,หญิง,พระนครศรีอยุธยา,แรงงานในระบบ,ผู้ประกอบอาชีพงานพื้นฐาน
1699,3644,2565,คน,ชาย,พระนครศรีอยุธยา,แรงงานนอกระบบ,ผู้จัดการ ข้าราชการระดับอาวุโส และผู้บัญญัติกฎหมาย
793,3645,2565,คน,ชาย,พระนครศรีอยุธยา,แรงงานนอกระบบ,ผู้ประกอบวิชาชีพด้านต่างๆ
964,3646,2565,คน,ชาย,พระนครศรีอยุธยา,แรงงานนอกระบบ,เจ้าหน้าที่เทคนิค และผู้ประกอบวิชาชีพที่เกี่ยวข้องกับด้านต่างๆ
23392,3647,2565,คน,ชาย,พระนครศรีอยุธยา,แรงงานนอกระบบ,พนักงานบริการ และผู้จำหน่ายสินค้า
20356,3648,2565,คน,ชาย,พระนครศรีอยุธยา,แรงงานนอกระบบ,ผู้ปฎิบัติงานที่มีฝีมือในด้านการเกษตร ป่าไม้ ประมง
16214,3649,2565,คน,ชาย,พระนครศรีอยุธยา,แรงงานนอกระบบ,ช่างฝีมือ และผู้ปฎิบัติงานที่เกี่ยวข้อง
4418,3650,2565,คน,ชาย,พระนครศรีอยุธยา,แรงงานนอกระบบ,ผู้ควบคุมเครื่องจักรโรงงาน และเครื่องจักร และผู้ประกอบการ     
10241,3651,2565,คน,ชาย,พระนครศรีอยุธยา,แรงงานนอกระบบ,ผู้ประกอบอาชีพงานพื้นฐาน
1975,3652,2565,คน,หญิง,พระนครศรีอยุธยา,แรงงานนอกระบบ,ผู้จัดการ ข้าราชการระดับอาวุโส และผู้บัญญัติกฎหมาย
249,3653,2565,คน,หญิง,พระนครศรีอยุธยา,แรงงานนอกระบบ,ผู้ประกอบวิชาชีพด้านต่างๆ
281,3654,2565,คน,หญิง,พระนครศรีอยุธยา,แรงงานนอกระบบ,เสมียน
29887,3655,2565,คน,หญิง,พระนครศรีอยุธยา,แรงงานนอกระบบ,พนักงานบริการ และผู้จำหน่ายสินค้า
10823,3656,2565,คน,หญิง,พระนครศรีอยุธยา,แรงงานนอกระบบ,ผู้ปฎิบัติงานที่มีฝีมือในด้านการเกษตร ป่าไม้ ประมง
6345,3657,2565,คน,หญิง,พระนครศรีอยุธยา,แรงงานนอกระบบ,ช่างฝีมือ และผู้ปฎิบัติงานที่เกี่ยวข้อง
2364,3658,2565,คน,หญิง,พระนครศรีอยุธยา,แรงงานนอกระบบ,ผู้ควบคุมเครื่องจักรโรงงาน และเครื่องจักร และผู้ประกอบการ     
3854,3659,2565,คน,หญิง,พระนครศรีอยุธยา,แรงงานนอกระบบ,ผู้ประกอบอาชีพงานพื้นฐาน
2865,3660,2565,คน,ชาย,อ่างทอง,แรงงานในระบบ,ผู้จัดการ ข้าราชการระดับอาวุโส และผู้บัญญัติกฎหมาย
2119,3661,2565,คน,ชาย,อ่างทอง,แรงงานในระบบ,ผู้ประกอบวิชาชีพด้านต่างๆ
3429,3662,2565,คน,ชาย,อ่างทอง,แรงงานในระบบ,เจ้าหน้าที่เทคนิค และผู้ประกอบวิชาชีพที่เกี่ยวข้องกับด้านต่างๆ
1035,3663,2565,คน,ชาย,อ่างทอง,แรงงานในระบบ,เสมียน
5660,3664,2565,คน,ชาย,อ่างทอง,แรงงานในระบบ,พนักงานบริการ และผู้จำหน่ายสินค้า
3424,3665,2565,คน,ชาย,อ่างทอง,แรงงานในระบบ,ผู้ปฎิบัติงานที่มีฝีมือในด้านการเกษตร ป่าไม้ ประมง
5563,3666,2565,คน,ชาย,อ่างทอง,แรงงานในระบบ,ช่างฝีมือ และผู้ปฎิบัติงานที่เกี่ยวข้อง
12993,3667,2565,คน,ชาย,อ่างทอง,แรงงานในระบบ,ผู้ควบคุมเครื่องจักรโรงงาน และเครื่องจักร และผู้ประกอบการ     
4739,3668,2565,คน,ชาย,อ่างทอง,แรงงานในระบบ,ผู้ประกอบอาชีพงานพื้นฐาน
1092,3669,2565,คน,หญิง,อ่างทอง,แรงงานในระบบ,ผู้จัดการ ข้าราชการระดับอาวุโส และผู้บัญญัติกฎหมาย
6891,3670,2565,คน,หญิง,อ่างทอง,แรงงานในระบบ,ผู้ประกอบวิชาชีพด้านต่างๆ
2571,3671,2565,คน,หญิง,อ่างทอง,แรงงานในระบบ,เจ้าหน้าที่เทคนิค และผู้ประกอบวิชาชีพที่เกี่ยวข้องกับด้านต่างๆ
2953,3672,2565,คน,หญิง,อ่างทอง,แรงงานในระบบ,เสมียน
5784,3673,2565,คน,หญิง,อ่างทอง,แรงงานในระบบ,พนักงานบริการ และผู้จำหน่ายสินค้า
1902,3674,2565,คน,หญิง,อ่างทอง,แรงงานในระบบ,ผู้ปฎิบัติงานที่มีฝีมือในด้านการเกษตร ป่าไม้ ประมง
1611,3675,2565,คน,หญิง,อ่างทอง,แรงงานในระบบ,ช่างฝีมือ และผู้ปฎิบัติงานที่เกี่ยวข้อง
11539,3676,2565,คน,หญิง,อ่างทอง,แรงงานในระบบ,ผู้ควบคุมเครื่องจักรโรงงาน และเครื่องจักร และผู้ประกอบการ     
2863,3677,2565,คน,หญิง,อ่างทอง,แรงงานในระบบ,ผู้ประกอบอาชีพงานพื้นฐาน
657,3678,2565,คน,ชาย,อ่างทอง,แรงงานนอกระบบ,ผู้จัดการ ข้าราชการระดับอาวุโส และผู้บัญญัติกฎหมาย
87,3679,2565,คน,ชาย,อ่างทอง,แรงงานนอกระบบ,ผู้ประกอบวิชาชีพด้านต่างๆ
190,3680,2565,คน,ชาย,อ่างทอง,แรงงานนอกระบบ,เสมียน
5408,3681,2565,คน,ชาย,อ่างทอง,แรงงานนอกระบบ,พนักงานบริการ และผู้จำหน่ายสินค้า
11316,3682,2565,คน,ชาย,อ่างทอง,แรงงานนอกระบบ,ผู้ปฎิบัติงานที่มีฝีมือในด้านการเกษตร ป่าไม้ ประมง
4396,3683,2565,คน,ชาย,อ่างทอง,แรงงานนอกระบบ,ช่างฝีมือ และผู้ปฎิบัติงานที่เกี่ยวข้อง
1612,3684,2565,คน,ชาย,อ่างทอง,แรงงานนอกระบบ,ผู้ควบคุมเครื่องจักรโรงงาน และเครื่องจักร และผู้ประกอบการ     
3645,3685,2565,คน,ชาย,อ่างทอง,แรงงานนอกระบบ,ผู้ประกอบอาชีพงานพื้นฐาน
145,3686,2565,คน,หญิง,อ่างทอง,แรงงานนอกระบบ,ผู้จัดการ ข้าราชการระดับอาวุโส และผู้บัญญัติกฎหมาย
78,3687,2565,คน,หญิง,อ่างทอง,แรงงานนอกระบบ,ผู้ประกอบวิชาชีพด้านต่างๆ
100,3688,2565,คน,หญิง,อ่างทอง,แรงงานนอกระบบ,เสมียน
7447,3689,2565,คน,หญิง,อ่างทอง,แรงงานนอกระบบ,พนักงานบริการ และผู้จำหน่ายสินค้า
7233,3690,2565,คน,หญิง,อ่างทอง,แรงงานนอกระบบ,ผู้ปฎิบัติงานที่มีฝีมือในด้านการเกษตร ป่าไม้ ประมง
2298,3691,2565,คน,หญิง,อ่างทอง,แรงงานนอกระบบ,ช่างฝีมือ และผู้ปฎิบัติงานที่เกี่ยวข้อง
128,3692,2565,คน,หญิง,อ่างทอง,แรงงานนอกระบบ,ผู้ควบคุมเครื่องจักรโรงงาน และเครื่องจักร และผู้ประกอบการ     
2590,3693,2565,คน,หญิง,อ่างทอง,แรงงานนอกระบบ,ผู้ประกอบอาชีพงานพื้นฐาน
5496,3694,2565,คน,ชาย,ลพบุรี,แรงงานในระบบ,ผู้จัดการ ข้าราชการระดับอาวุโส และผู้บัญญัติกฎหมาย
4934,3695,2565,คน,ชาย,ลพบุรี,แรงงานในระบบ,ผู้ประกอบวิชาชีพด้านต่างๆ
5693,3696,2565,คน,ชาย,ลพบุรี,แรงงานในระบบ,เจ้าหน้าที่เทคนิค และผู้ประกอบวิชาชีพที่เกี่ยวข้องกับด้านต่างๆ
3023,3697,2565,คน,ชาย,ลพบุรี,แรงงานในระบบ,เสมียน
9225,3698,2565,คน,ชาย,ลพบุรี,แรงงานในระบบ,พนักงานบริการ และผู้จำหน่ายสินค้า
4078,3699,2565,คน,ชาย,ลพบุรี,แรงงานในระบบ,ผู้ปฎิบัติงานที่มีฝีมือในด้านการเกษตร ป่าไม้ ประมง
28954,3700,2565,คน,ชาย,ลพบุรี,แรงงานในระบบ,ช่างฝีมือ และผู้ปฎิบัติงานที่เกี่ยวข้อง
19810,3701,2565,คน,ชาย,ลพบุรี,แรงงานในระบบ,ผู้ควบคุมเครื่องจักรโรงงาน และเครื่องจักร และผู้ประกอบการ     
18613,3702,2565,คน,ชาย,ลพบุรี,แรงงานในระบบ,ผู้ประกอบอาชีพงานพื้นฐาน
1683,3703,2565,คน,หญิง,ลพบุรี,แรงงานในระบบ,ผู้จัดการ ข้าราชการระดับอาวุโส และผู้บัญญัติกฎหมาย
13157,3704,2565,คน,หญิง,ลพบุรี,แรงงานในระบบ,ผู้ประกอบวิชาชีพด้านต่างๆ
4163,3705,2565,คน,หญิง,ลพบุรี,แรงงานในระบบ,เจ้าหน้าที่เทคนิค และผู้ประกอบวิชาชีพที่เกี่ยวข้องกับด้านต่างๆ
9321,3706,2565,คน,หญิง,ลพบุรี,แรงงานในระบบ,เสมียน
13399,3707,2565,คน,หญิง,ลพบุรี,แรงงานในระบบ,พนักงานบริการ และผู้จำหน่ายสินค้า
5530,3708,2565,คน,หญิง,ลพบุรี,แรงงานในระบบ,ผู้ปฎิบัติงานที่มีฝีมือในด้านการเกษตร ป่าไม้ ประมง
8393,3709,2565,คน,หญิง,ลพบุรี,แรงงานในระบบ,ช่างฝีมือ และผู้ปฎิบัติงานที่เกี่ยวข้อง
19170,3710,2565,คน,หญิง,ลพบุรี,แรงงานในระบบ,ผู้ควบคุมเครื่องจักรโรงงาน และเครื่องจักร และผู้ประกอบการ     
15789,3711,2565,คน,หญิง,ลพบุรี,แรงงานในระบบ,ผู้ประกอบอาชีพงานพื้นฐาน
5539,3712,2565,คน,ชาย,ลพบุรี,แรงงานนอกระบบ,ผู้จัดการ ข้าราชการระดับอาวุโส และผู้บัญญัติกฎหมาย
410,3713,2565,คน,ชาย,ลพบุรี,แรงงานนอกระบบ,ผู้ประกอบวิชาชีพด้านต่างๆ
1361,3714,2565,คน,ชาย,ลพบุรี,แรงงานนอกระบบ,เสมียน
24422,3715,2565,คน,ชาย,ลพบุรี,แรงงานนอกระบบ,พนักงานบริการ และผู้จำหน่ายสินค้า
72572,3716,2565,คน,ชาย,ลพบุรี,แรงงานนอกระบบ,ผู้ปฎิบัติงานที่มีฝีมือในด้านการเกษตร ป่าไม้ ประมง
14466,3717,2565,คน,ชาย,ลพบุรี,แรงงานนอกระบบ,ช่างฝีมือ และผู้ปฎิบัติงานที่เกี่ยวข้อง
4014,3718,2565,คน,ชาย,ลพบุรี,แรงงานนอกระบบ,ผู้ควบคุมเครื่องจักรโรงงาน และเครื่องจักร และผู้ประกอบการ     
17588,3719,2565,คน,ชาย,ลพบุรี,แรงงานนอกระบบ,ผู้ประกอบอาชีพงานพื้นฐาน
108,3720,2565,คน,หญิง,ลพบุรี,แรงงานนอกระบบ,ผู้จัดการ ข้าราชการระดับอาวุโส และผู้บัญญัติกฎหมาย
535,3721,2565,คน,หญิง,ลพบุรี,แรงงานนอกระบบ,ผู้ประกอบวิชาชีพด้านต่างๆ
214,3722,2565,คน,หญิง,ลพบุรี,แรงงานนอกระบบ,เสมียน
36117,3723,2565,คน,หญิง,ลพบุรี,แรงงานนอกระบบ,พนักงานบริการ และผู้จำหน่ายสินค้า
49474,3724,2565,คน,หญิง,ลพบุรี,แรงงานนอกระบบ,ผู้ปฎิบัติงานที่มีฝีมือในด้านการเกษตร ป่าไม้ ประมง
9226,3725,2565,คน,หญิง,ลพบุรี,แรงงานนอกระบบ,ช่างฝีมือ และผู้ปฎิบัติงานที่เกี่ยวข้อง
653,3726,2565,คน,หญิง,ลพบุรี,แรงงานนอกระบบ,ผู้ควบคุมเครื่องจักรโรงงาน และเครื่องจักร และผู้ประกอบการ     
14744,3727,2565,คน,หญิง,ลพบุรี,แรงงานนอกระบบ,ผู้ประกอบอาชีพงานพื้นฐาน
1773,3728,2565,คน,ชาย,สิงห์บุรี,แรงงานในระบบ,ผู้จัดการ ข้าราชการระดับอาวุโส และผู้บัญญัติกฎหมาย
2281,3729,2565,คน,ชาย,สิงห์บุรี,แรงงานในระบบ,ผู้ประกอบวิชาชีพด้านต่างๆ
2327,3730,2565,คน,ชาย,สิงห์บุรี,แรงงานในระบบ,เจ้าหน้าที่เทคนิค และผู้ประกอบวิชาชีพที่เกี่ยวข้องกับด้านต่างๆ
1205,3731,2565,คน,ชาย,สิงห์บุรี,แรงงานในระบบ,เสมียน
4708,3732,2565,คน,ชาย,สิงห์บุรี,แรงงานในระบบ,พนักงานบริการ และผู้จำหน่ายสินค้า
1517,3733,2565,คน,ชาย,สิงห์บุรี,แรงงานในระบบ,ผู้ปฎิบัติงานที่มีฝีมือในด้านการเกษตร ป่าไม้ ประมง
7605,3734,2565,คน,ชาย,สิงห์บุรี,แรงงานในระบบ,ช่างฝีมือ และผู้ปฎิบัติงานที่เกี่ยวข้อง
6378,3735,2565,คน,ชาย,สิงห์บุรี,แรงงานในระบบ,ผู้ควบคุมเครื่องจักรโรงงาน และเครื่องจักร และผู้ประกอบการ     
2933,3736,2565,คน,ชาย,สิงห์บุรี,แรงงานในระบบ,ผู้ประกอบอาชีพงานพื้นฐาน
1505,3737,2565,คน,หญิง,สิงห์บุรี,แรงงานในระบบ,ผู้จัดการ ข้าราชการระดับอาวุโส และผู้บัญญัติกฎหมาย
6970,3738,2565,คน,หญิง,สิงห์บุรี,แรงงานในระบบ,ผู้ประกอบวิชาชีพด้านต่างๆ
1846,3739,2565,คน,หญิง,สิงห์บุรี,แรงงานในระบบ,เจ้าหน้าที่เทคนิค และผู้ประกอบวิชาชีพที่เกี่ยวข้องกับด้านต่างๆ
2275,3740,2565,คน,หญิง,สิงห์บุรี,แรงงานในระบบ,เสมียน
7292,3741,2565,คน,หญิง,สิงห์บุรี,แรงงานในระบบ,พนักงานบริการ และผู้จำหน่ายสินค้า
917,3742,2565,คน,หญิง,สิงห์บุรี,แรงงานในระบบ,ผู้ปฎิบัติงานที่มีฝีมือในด้านการเกษตร ป่าไม้ ประมง
1832,3743,2565,คน,หญิง,สิงห์บุรี,แรงงานในระบบ,ช่างฝีมือ และผู้ปฎิบัติงานที่เกี่ยวข้อง
4111,3744,2565,คน,หญิง,สิงห์บุรี,แรงงานในระบบ,ผู้ควบคุมเครื่องจักรโรงงาน และเครื่องจักร และผู้ประกอบการ     
3748,3745,2565,คน,หญิง,สิงห์บุรี,แรงงานในระบบ,ผู้ประกอบอาชีพงานพื้นฐาน
470,3746,2565,คน,ชาย,สิงห์บุรี,แรงงานนอกระบบ,ผู้จัดการ ข้าราชการระดับอาวุโส และผู้บัญญัติกฎหมาย
379,3747,2565,คน,ชาย,สิงห์บุรี,แรงงานนอกระบบ,ผู้ประกอบวิชาชีพด้านต่างๆ
64,3748,2565,คน,ชาย,สิงห์บุรี,แรงงานนอกระบบ,เจ้าหน้าที่เทคนิค และผู้ประกอบวิชาชีพที่เกี่ยวข้องกับด้านต่างๆ
4626,3749,2565,คน,ชาย,สิงห์บุรี,แรงงานนอกระบบ,พนักงานบริการ และผู้จำหน่ายสินค้า
9181,3750,2565,คน,ชาย,สิงห์บุรี,แรงงานนอกระบบ,ผู้ปฎิบัติงานที่มีฝีมือในด้านการเกษตร ป่าไม้ ประมง
2423,3751,2565,คน,ชาย,สิงห์บุรี,แรงงานนอกระบบ,ช่างฝีมือ และผู้ปฎิบัติงานที่เกี่ยวข้อง
558,3752,2565,คน,ชาย,สิงห์บุรี,แรงงานนอกระบบ,ผู้ควบคุมเครื่องจักรโรงงาน และเครื่องจักร และผู้ประกอบการ     
3865,3753,2565,คน,ชาย,สิงห์บุรี,แรงงานนอกระบบ,ผู้ประกอบอาชีพงานพื้นฐาน
177,3754,2565,คน,หญิง,สิงห์บุรี,แรงงานนอกระบบ,ผู้จัดการ ข้าราชการระดับอาวุโส และผู้บัญญัติกฎหมาย
155,3755,2565,คน,หญิง,สิงห์บุรี,แรงงานนอกระบบ,ผู้ประกอบวิชาชีพด้านต่างๆ
184,3756,2565,คน,หญิง,สิงห์บุรี,แรงงานนอกระบบ,เจ้าหน้าที่เทคนิค และผู้ประกอบวิชาชีพที่เกี่ยวข้องกับด้านต่างๆ
5458,3757,2565,คน,หญิง,สิงห์บุรี,แรงงานนอกระบบ,พนักงานบริการ และผู้จำหน่ายสินค้า
4938,3758,2565,คน,หญิง,สิงห์บุรี,แรงงานนอกระบบ,ผู้ปฎิบัติงานที่มีฝีมือในด้านการเกษตร ป่าไม้ ประมง
1684,3759,2565,คน,หญิง,สิงห์บุรี,แรงงานนอกระบบ,ช่างฝีมือ และผู้ปฎิบัติงานที่เกี่ยวข้อง
1694,3760,2565,คน,หญิง,สิงห์บุรี,แรงงานนอกระบบ,ผู้ประกอบอาชีพงานพื้นฐาน
2200,3761,2565,คน,ชาย,ชัยนาท,แรงงานในระบบ,ผู้จัดการ ข้าราชการระดับอาวุโส และผู้บัญญัติกฎหมาย
2774,3762,2565,คน,ชาย,ชัยนาท,แรงงานในระบบ,ผู้ประกอบวิชาชีพด้านต่างๆ
1309,3763,2565,คน,ชาย,ชัยนาท,แรงงานในระบบ,เจ้าหน้าที่เทคนิค และผู้ประกอบวิชาชีพที่เกี่ยวข้องกับด้านต่างๆ
2003,3764,2565,คน,ชาย,ชัยนาท,แรงงานในระบบ,เสมียน
4745,3765,2565,คน,ชาย,ชัยนาท,แรงงานในระบบ,พนักงานบริการ และผู้จำหน่ายสินค้า
1363,3766,2565,คน,ชาย,ชัยนาท,แรงงานในระบบ,ผู้ปฎิบัติงานที่มีฝีมือในด้านการเกษตร ป่าไม้ ประมง
5007,3767,2565,คน,ชาย,ชัยนาท,แรงงานในระบบ,ช่างฝีมือ และผู้ปฎิบัติงานที่เกี่ยวข้อง
8484,3768,2565,คน,ชาย,ชัยนาท,แรงงานในระบบ,ผู้ควบคุมเครื่องจักรโรงงาน และเครื่องจักร และผู้ประกอบการ     
5620,3769,2565,คน,ชาย,ชัยนาท,แรงงานในระบบ,ผู้ประกอบอาชีพงานพื้นฐาน
1806,3770,2565,คน,หญิง,ชัยนาท,แรงงานในระบบ,ผู้จัดการ ข้าราชการระดับอาวุโส และผู้บัญญัติกฎหมาย
4939,3771,2565,คน,หญิง,ชัยนาท,แรงงานในระบบ,ผู้ประกอบวิชาชีพด้านต่างๆ
3212,3772,2565,คน,หญิง,ชัยนาท,แรงงานในระบบ,เจ้าหน้าที่เทคนิค และผู้ประกอบวิชาชีพที่เกี่ยวข้องกับด้านต่างๆ
6479,3773,2565,คน,หญิง,ชัยนาท,แรงงานในระบบ,เสมียน
5787,3774,2565,คน,หญิง,ชัยนาท,แรงงานในระบบ,พนักงานบริการ และผู้จำหน่ายสินค้า
1327,3775,2565,คน,หญิง,ชัยนาท,แรงงานในระบบ,ผู้ปฎิบัติงานที่มีฝีมือในด้านการเกษตร ป่าไม้ ประมง
1979,3776,2565,คน,หญิง,ชัยนาท,แรงงานในระบบ,ช่างฝีมือ และผู้ปฎิบัติงานที่เกี่ยวข้อง
1295,3777,2565,คน,หญิง,ชัยนาท,แรงงานในระบบ,ผู้ควบคุมเครื่องจักรโรงงาน และเครื่องจักร และผู้ประกอบการ     
4451,3778,2565,คน,หญิง,ชัยนาท,แรงงานในระบบ,ผู้ประกอบอาชีพงานพื้นฐาน
288,3779,2565,คน,ชาย,ชัยนาท,แรงงานนอกระบบ,ผู้จัดการ ข้าราชการระดับอาวุโส และผู้บัญญัติกฎหมาย
591,3780,2565,คน,ชาย,ชัยนาท,แรงงานนอกระบบ,เจ้าหน้าที่เทคนิค และผู้ประกอบวิชาชีพที่เกี่ยวข้องกับด้านต่างๆ
345,3781,2565,คน,ชาย,ชัยนาท,แรงงานนอกระบบ,เสมียน
7839,3782,2565,คน,ชาย,ชัยนาท,แรงงานนอกระบบ,พนักงานบริการ และผู้จำหน่ายสินค้า
28385,3783,2565,คน,ชาย,ชัยนาท,แรงงานนอกระบบ,ผู้ปฎิบัติงานที่มีฝีมือในด้านการเกษตร ป่าไม้ ประมง
6083,3784,2565,คน,ชาย,ชัยนาท,แรงงานนอกระบบ,ช่างฝีมือ และผู้ปฎิบัติงานที่เกี่ยวข้อง
3100,3785,2565,คน,ชาย,ชัยนาท,แรงงานนอกระบบ,ผู้ควบคุมเครื่องจักรโรงงาน และเครื่องจักร และผู้ประกอบการ     
6130,3786,2565,คน,ชาย,ชัยนาท,แรงงานนอกระบบ,ผู้ประกอบอาชีพงานพื้นฐาน
304,3787,2565,คน,หญิง,ชัยนาท,แรงงานนอกระบบ,ผู้จัดการ ข้าราชการระดับอาวุโส และผู้บัญญัติกฎหมาย
63,3788,2565,คน,หญิง,ชัยนาท,แรงงานนอกระบบ,ผู้ประกอบวิชาชีพด้านต่างๆ
193,3789,2565,คน,หญิง,ชัยนาท,แรงงานนอกระบบ,เจ้าหน้าที่เทคนิค และผู้ประกอบวิชาชีพที่เกี่ยวข้องกับด้านต่างๆ
620,3790,2565,คน,หญิง,ชัยนาท,แรงงานนอกระบบ,เสมียน
15746,3791,2565,คน,หญิง,ชัยนาท,แรงงานนอกระบบ,พนักงานบริการ และผู้จำหน่ายสินค้า
18040,3792,2565,คน,หญิง,ชัยนาท,แรงงานนอกระบบ,ผู้ปฎิบัติงานที่มีฝีมือในด้านการเกษตร ป่าไม้ ประมง
4000,3793,2565,คน,หญิง,ชัยนาท,แรงงานนอกระบบ,ช่างฝีมือ และผู้ปฎิบัติงานที่เกี่ยวข้อง
141,3794,2565,คน,หญิง,ชัยนาท,แรงงานนอกระบบ,ผู้ควบคุมเครื่องจักรโรงงาน และเครื่องจักร และผู้ประกอบการ     
7682,3795,2565,คน,หญิง,ชัยนาท,แรงงานนอกระบบ,ผู้ประกอบอาชีพงานพื้นฐาน
4728,3796,2565,คน,ชาย,สระบุรี,แรงงานในระบบ,ผู้จัดการ ข้าราชการระดับอาวุโส และผู้บัญญัติกฎหมาย
6580,3797,2565,คน,ชาย,สระบุรี,แรงงานในระบบ,ผู้ประกอบวิชาชีพด้านต่างๆ
12713,3798,2565,คน,ชาย,สระบุรี,แรงงานในระบบ,เจ้าหน้าที่เทคนิค และผู้ประกอบวิชาชีพที่เกี่ยวข้องกับด้านต่างๆ
5957,3799,2565,คน,ชาย,สระบุรี,แรงงานในระบบ,เสมียน
12466,3800,2565,คน,ชาย,สระบุรี,แรงงานในระบบ,พนักงานบริการ และผู้จำหน่ายสินค้า
3299,3801,2565,คน,ชาย,สระบุรี,แรงงานในระบบ,ผู้ปฎิบัติงานที่มีฝีมือในด้านการเกษตร ป่าไม้ ประมง
27021,3802,2565,คน,ชาย,สระบุรี,แรงงานในระบบ,ช่างฝีมือ และผู้ปฎิบัติงานที่เกี่ยวข้อง
57402,3803,2565,คน,ชาย,สระบุรี,แรงงานในระบบ,ผู้ควบคุมเครื่องจักรโรงงาน และเครื่องจักร และผู้ประกอบการ     
22587,3804,2565,คน,ชาย,สระบุรี,แรงงานในระบบ,ผู้ประกอบอาชีพงานพื้นฐาน
3947,3805,2565,คน,หญิง,สระบุรี,แรงงานในระบบ,ผู้จัดการ ข้าราชการระดับอาวุโส และผู้บัญญัติกฎหมาย
8247,3806,2565,คน,หญิง,สระบุรี,แรงงานในระบบ,ผู้ประกอบวิชาชีพด้านต่างๆ
6230,3807,2565,คน,หญิง,สระบุรี,แรงงานในระบบ,เจ้าหน้าที่เทคนิค และผู้ประกอบวิชาชีพที่เกี่ยวข้องกับด้านต่างๆ
16191,3808,2565,คน,หญิง,สระบุรี,แรงงานในระบบ,เสมียน
16362,3809,2565,คน,หญิง,สระบุรี,แรงงานในระบบ,พนักงานบริการ และผู้จำหน่ายสินค้า
3506,3810,2565,คน,หญิง,สระบุรี,แรงงานในระบบ,ผู้ปฎิบัติงานที่มีฝีมือในด้านการเกษตร ป่าไม้ ประมง
12028,3811,2565,คน,หญิง,สระบุรี,แรงงานในระบบ,ช่างฝีมือ และผู้ปฎิบัติงานที่เกี่ยวข้อง
28927,3812,2565,คน,หญิง,สระบุรี,แรงงานในระบบ,ผู้ควบคุมเครื่องจักรโรงงาน และเครื่องจักร และผู้ประกอบการ     
24778,3813,2565,คน,หญิง,สระบุรี,แรงงานในระบบ,ผู้ประกอบอาชีพงานพื้นฐาน
