Province,Item,Unit,_id,Amphone,year,Source,Value
จังหวัดสิงห์บุรี,เนื้อที่เก็บเกี่ยวข้าวนาปรัง,ไร่,26,อำเภอบางระจัน,2565,สำนักงานเกษตรจังหวัดสิงห์บุรี,"37,681"
จังหวัดสิงห์บุรี,เนื้อที่เก็บเกี่ยวข้าวนาปรัง,ไร่,27,อำเภอค่ายบางระจัน,2565,สำนักงานเกษตรจังหวัดสิงห์บุรี,"19,644"
จังหวัดสิงห์บุรี,เนื้อที่เก็บเกี่ยวข้าวนาปรัง,ไร่,28,อำเภอพรหมบุรี,2565,สำนักงานเกษตรจังหวัดสิงห์บุรี,"8,704"
จังหวัดสิงห์บุรี,เนื้อที่เก็บเกี่ยวข้าวนาปรัง,ไร่,29,อำเภอท่าช้าง,2565,สำนักงานเกษตรจังหวัดสิงห์บุรี,"11,800"
จังหวัดสิงห์บุรี,เนื้อที่เก็บเกี่ยวข้าวนาปรัง,ไร่,30,อำเภออินทร์บุรี,2565,สำนักงานเกษตรจังหวัดสิงห์บุรี,"69,718"
จังหวัดสิงห์บุรี,เนื้อที่เก็บเกี่ยวข้าวนาปรัง,ไร่,31,อำเภอเมืองสิงห์บุรี,2566,สำนักงานเกษตรจังหวัดสิงห์บุรี,"35,127"
จังหวัดสิงห์บุรี,เนื้อที่เก็บเกี่ยวข้าวนาปรัง,ไร่,32,อำเภอบางระจัน,2566,สำนักงานเกษตรจังหวัดสิงห์บุรี,"44,070"
จังหวัดสิงห์บุรี,เนื้อที่เก็บเกี่ยวข้าวนาปรัง,ไร่,33,อำเภอค่ายบางระจัน,2566,สำนักงานเกษตรจังหวัดสิงห์บุรี,"19,644"
จังหวัดสิงห์บุรี,เนื้อที่เก็บเกี่ยวข้าวนาปรัง,ไร่,34,อำเภอพรหมบุรี,2566,สำนักงานเกษตรจังหวัดสิงห์บุรี,"11,049"
จังหวัดสิงห์บุรี,เนื้อที่เก็บเกี่ยวข้าวนาปรัง,ไร่,35,อำเภอท่าช้าง,2566,สำนักงานเกษตรจังหวัดสิงห์บุรี,"11,705"
จังหวัดสิงห์บุรี,เนื้อที่เก็บเกี่ยวข้าวนาปรัง,ไร่,36,อำเภออินทร์บุรี,2566,สำนักงานเกษตรจังหวัดสิงห์บุรี,"73,674"
จังหวัดสิงห์บุรี,เนื้อที่เก็บเกี่ยวข้าวนาปรัง,ไร่,37,อำเภอเมืองสิงห์บุรี,2567,สำนักงานเกษตรจังหวัดสิงห์บุรี,"31,089"
จังหวัดสิงห์บุรี,เนื้อที่เก็บเกี่ยวข้าวนาปรัง,ไร่,38,อำเภอบางระจัน,2567,สำนักงานเกษตรจังหวัดสิงห์บุรี,"49,652"
จังหวัดสิงห์บุรี,เนื้อที่เก็บเกี่ยวข้าวนาปรัง,ไร่,39,อำเภอค่ายบางระจัน,2567,สำนักงานเกษตรจังหวัดสิงห์บุรี,"18,737"
จังหวัดสิงห์บุรี,เนื้อที่เก็บเกี่ยวข้าวนาปรัง,ไร่,40,อำเภอพรหมบุรี,2567,สำนักงานเกษตรจังหวัดสิงห์บุรี,"15,652"
จังหวัดสิงห์บุรี,เนื้อที่เก็บเกี่ยวข้าวนาปรัง,ไร่,41,อำเภอท่าช้าง,2567,สำนักงานเกษตรจังหวัดสิงห์บุรี,"12,488"
จังหวัดสิงห์บุรี,เนื้อที่เก็บเกี่ยวข้าวนาปรัง,ไร่,42,อำเภออินทร์บุรี,2567,สำนักงานเกษตรจังหวัดสิงห์บุรี,"69,926"
จังหวัดสิงห์บุรี,เนื้อที่เก็บเกี่ยวข้าวนาปรัง,ไร่,43,อำเภอเมืองสิงห์บุรี,2568,สำนักงานเกษตรจังหวัดสิงห์บุรี,"36,469"
จังหวัดสิงห์บุรี,เนื้อที่เก็บเกี่ยวข้าวนาปรัง,ไร่,44,อำเภอบางระจัน,2568,สำนักงานเกษตรจังหวัดสิงห์บุรี,"58,711"
จังหวัดสิงห์บุรี,เนื้อที่เก็บเกี่ยวข้าวนาปรัง,ไร่,45,อำเภอค่ายบางระจัน,2568,สำนักงานเกษตรจังหวัดสิงห์บุรี,"22,088"
จังหวัดสิงห์บุรี,เนื้อที่เก็บเกี่ยวข้าวนาปรัง,ไร่,46,อำเภอพรหมบุรี,2568,สำนักงานเกษตรจังหวัดสิงห์บุรี,"11,799"
จังหวัดสิงห์บุรี,เนื้อที่เก็บเกี่ยวข้าวนาปรัง,ไร่,47,อำเภอท่าช้าง,2568,สำนักงานเกษตรจังหวัดสิงห์บุรี,"13,243"
จังหวัดสิงห์บุรี,เนื้อที่เก็บเกี่ยวข้าวนาปรัง,ไร่,48,อำเภออินทร์บุรี,2568,สำนักงานเกษตรจังหวัดสิงห์บุรี,"102,660"
