GPS_lng,ตำบล,ประกอบกิจการ,คนงานรวม,เลขทะเบียนเดิม,ถนน,เลขที่,คนงานชาย,จังหวัด,โทรศัพท์,หมู่,ผู้ประกอบการ,ซอย,ชื่อโรงงาน,ไปรษณีย์,คนงานหญิง,_id,อำเภอ,GPS_lat,เงินทุนรวม
100.2442833,ยายชา,ทำผัก ผลไม้และปลากระป๋อง ผลิตอาหารสำเร็จรูปสำหรับเลี้ยงสัตว์ เช่น ปลากระป๋องสำหรับเลี้ยงแมว,2304,3-8(1)-4/18นฐ,เพชรเกษม,เลขที่ 44/4,829,นครปฐม,034-323992,1,บริษัท ไอ.เอส.เอ. แวลู จำกัด,,บริษัท ไอ.เอส.เอ. แวลู จำกัด,73110,1475,11,สามพราน,13.73008333,5596000000
100.25065,ยายชา,ผลิตและจำหน่ายแป้งข้าวเจ้า แป้งข้าวเหนียว เส้นหมี่ และเส้นก๋วยเตี๋ยว ทำขนมจีน อูด้ง แป้งแปรสภาพจากข้าวจ้าวและข้าวเหนียว,5404,3-10(3)-1/15นฐ,เพชรเกษม,เลขที่ 19,4828,นครปฐม,0-3432-1661-3,1,บริษัท โรงเส้นหมี่ชอเฮง จำกัด,,บริษัท โรงเส้นหมี่ชอเฮง จำกัด,73110,576,12,สามพราน,13.72791667,76000000
100.2469667,ท่าข้าม,ผลิตอาหารสำเร็จรูป จำพวกปลาหมึก และเนื้อปลาปรุงรส,107,3-6(2)-1/17นฐ,เพชรเกษม,เลขที่ 13/8,7,นครปฐม,321991-3,4,บริษัท ซันยางอุตสาหกรรมอาหาร จำกัด,วัดท่าข้าม,บริษัท ซันยางอุตสาหกรรมอาหาร จำกัด,73110,100,13,สามพราน,13.72236667,40000000
100.2299167,ท่าตลาด,ฟอกขาว-ย้อมสี เรซิ่นและพิมพ์ลวดลายผ้า,157,3-22(3)-1/48นฐ,พุทธมณฑลสาย 7,"เลขที่ 10/12 , 11",90,นครปฐม,,2,บริษัท บุญช่วยอุตสาหกรรม จำกัด,    -,บริษัท บุญช่วยอุตสาหกรรม จำกัด,73110,67,14,สามพราน,13.74743333,35000000
100.1533833,บางปลา,สีข้าว กำลังสีสูงสุดของร้านสีข้าว 200 เกวียน/วัน,6,3-9(1)-107/15นฐ,-,เลขที่ 60,6,นครปฐม,,8,นายมานัส กิจประเสริฐ,-,โรงสีกิจประเสริฐ,73130,0,15,บางเลน,13.96688333,10000000
100.2370667,ยายชา,"ทอผ้า จำนวนเครื่องทอ 500 เครื่อง, ปั่นด้าย จำนวนแกนปั่นด้าย 35,952 แกน",53,3-22(2)-2/20นฐ,เพชรเกษม,เลขที่ 23/3,30,นครปฐม,311273,3,บริษัท เจียมพัฒนาเท็กซ์ไทล์ส จำกัด,วิพัชร,บริษัท เจียมพัฒนาเท็กซ์ไทล์ส จำกัด,73110,23,16,สามพราน,13.74058333,5316501500
100.32985,กระทุ่มล้ม,กะทิผง กะทิน้ำ น้ำส้มสายชู หีบน้ำมันมะพร้าว เส้นใยมะพร้าว ผลไม้กระป๋อง และน้ำพริก,575,3-8(1)-2/23นฐ,พุทธมณฑลสาย 4,เลขที่ 58-59,275,นครปฐม,-,5,บริษัท เทพผดุงพรมะพร้าว จำกัด,-,บริษัท เทพผดุงพรมะพร้าว จำกัด,73220,300,17,สามพราน,13.72376667,112000000
100.1907333,นครชัยศรี,ผลิตสุราผลไม้ สุราพิเศษ บรั่นดี วิสกี้ และสุราผสม,158,3-18-1/22นฐ,สุขาภิบาล,เลขที่ 56,77,นครปฐม,034-331787,2,บริษัท ประมวลผล จำกัด,-,บริษัท ประมวลผล จำกัด,73120,81,18,นครชัยศรี,13.79603333,94211698
100.2808167,อ้อมใหญ่,ทำพื้นรองเท้า,25,3-52(4)-4/34นฐ,เพชรเกษม,เลขที่ 89/4,10,นครปฐม,,8,บริษัท ศรีอุดมชัย รับเบอร์ จำกัด,,บริษัท ศรีอุดมชัย รับเบอร์ จำกัด,73160,15,19,สามพราน,13.7104,20200000
100.269776,อ้อมใหญ่,ถักผ้าและย้อมผ้า (โดยมีเครื่องถักผ้า 200 เครื่อง),334,3-24-1/15นฐ,เพชรเกษม,เลขที่ 23/8,127,นครปฐม,4201216,2,บริษัท แค็ปปิตอล ทรีคอท จำกัด,,บริษัท แค็ปปิตอล ทรีคอท จำกัด,73160,207,20,สามพราน,13.710754,43368198
100.27845,อ้อมใหญ่,ทอผ้าทุกชนิด และฟอกย้อม (จำนวนเครื่องทอผ้า 249 เครื่อง),56,3-22(2)-6/15นฐ,เพชรเกษม,เลขที่ 12/3,26,นครปฐม,4201277,8,ห้างหุ้นส่วนจำกัด ฟุดกี่การทอ,,ห้างหุ้นส่วนจำกัด ฟุดกี่การทอ,73160,30,21,สามพราน,13.70941667,5800000
99.984291,สระกะเทียม,ผลิตผลไม้แห้งและขนมต่าง ๆ,222,3-8(2)-1/20นฐ,เพชรเกษม,เลขที่ 140,14,นครปฐม,034-2001734,2,บริษัท สยามพรีเสริฟฟู้ดส์ จำกัด,-,บริษัท สยามพรีเสริฟฟู้ดส์ จำกัด,73000,208,22,เมืองนครปฐม,13.799884,281345870
100.26515,อ้อมใหญ่,ผลิตเส้นหมี่,0,3-10(3)-3/55นฐ,เพชรเกษม,เลขที่ 42/1,0,นครปฐม,,1,บริษัท เส้นหมี่เหรียญทอง จำกัด,วัดอ้อมใหญ่,บริษัท เส้นหมี่เหรียญทอง จำกัด,73160,0,23,สามพราน,13.6945,0
100.2325333,ท่าข้าม,ทำวุ้นเส้น,435,3-10(3)-2/20นฐ,เพชรเกษม,เลขที่ 13,220,นครปฐม,034-287593-4,1,บริษัท อินเตอร์แอ็ดว้านซ์ฟูด จำกัด,-,บริษัท อินเตอร์แอ็ดว้านซ์ฟูด จำกัด,73110,215,24,สามพราน,13.71155,7400000
100.1132667,ธรรมศาลา,ทำน้ำพริกสำเร็จรูปและผลไม้กระป๋อง ทำพืชผักผลไม้บรรจุกระป๋อง และทำน้ำดื่มจากผลิตผลทางเกษตรกรรม,230,3-13(2)-1/25นฐ,เพชรเกษม,เลขที่ 245,22,นครปฐม,034-305881-3,1,ห้างหุ้นส่วนจำกัด น้ำพริกแม่ศรี,,ห้างหุ้นส่วนจำกัด น้ำพริกแม่ศรี,73000,208,25,เมืองนครปฐม,13.81388333,152000000
100.2851833,บางกระทึก,ย้อมผ้า ซัก อบผ้า,83,3-22(3)-1/20นฐ,วัดไร่ขิง,เลขที่ 2/2,62,นครปฐม,321074,2,บริษัท จิบฮั่วเชียงจั่น จำกัด,,บริษัท จิบฮั่วเชียงจั่น จำกัด,73210,21,26,สามพราน,13.76186667,19300000
100.2471,ยายชา,ฟอกย้อมและถักผ้ายืด (จำนวนเครื่องถักผ้ายืด 22 เครื่อง),209,3-24-1/29นฐ,เพชรเกษม,เลขที่ 111,145,นครปฐม,311729,1,บริษัท ทองไทยการทอ จำกัด,เอราวัณ,บริษัท ทองไทยการทอ จำกัด,73110,64,27,สามพราน,13.72891667,18200000
100.2037,ขุนแก้ว,ผลิตน้ำมันพืช,157,3-7(4)-1/30นฐ,สาย 7,เลขที่ 101/2,137,นครปฐม,331805,1,บริษัท น้ำมันพืชไทย จำกัด (มหาชน),,บริษัท น้ำมันพืชไทย จำกัด (มหาชน),73120,20,28,นครชัยศรี,13.78486667,620634040
100.2785667,บางเตย,กรอด้าย และย้อมด้าย,78,3-22(1)-1/37นฐ,วัดไร่ขิง-บางเตย,เลขที่ 11,30,นครปฐม,321008,1,บริษัท เทคซ์ปอร์ตไทย จำกัด,-,บริษัท เทคซ์ปอร์ตไทย จำกัด,73210,48,29,สามพราน,13.77498333,20000000
100.1723833,บางเลน,ทำวุ้นเส้น แป้งสลิ่ม ก๋วยเตี๋ยว เซี่ยงไฮ้,1015,3-10(3)-2/28นฐ,บางเลน-ดอนตูม,เลขที่ 2,206,นครปฐม,034-391011,1,บริษัท ไทยวา จำกัด (มหาชน),-,บริษัท ไทยวา จำกัด (มหาชน),73130,809,30,บางเลน,13.99965,614500000
100.2470333,บ้านใหม่,ผลิตกลูโคสผง กลูโคสไซรัป และฟรักโทสไซรัป 42%,73,3-11(6)-1/32นฐ,เพชรเกษม,เลขที่ 32/8,65,นครปฐม,02-4290023,1,บริษัท ไทยกลูโคส จำกัด,วัดเทียนดัด,บริษัท ไทยกลูโคส จำกัด,73110,8,31,สามพราน,13.70343333,178116823
100.0848667,ดอนยายหอม,ทำผัก ผลไม้ น้ำผลไม้ และเครื่องดื่มในภาชนะปิด,450,3-8(1)-1/32นฐ,พระประโทน-บ้านแพ้ว,เลขที่ 469/1,60,นครปฐม,,3,บริษัท อาหารสากล จำกัด (มหาชน),-,บริษัท อาหารสากล จำกัด (มหาชน),73000,390,32,เมืองนครปฐม,13.74683333,55985038
100.2693167,อ้อมใหญ่,ฟอกผ้าและเสื้อผ้าสำเร็จรูป,24,3-98-1/32นฐ,เพชรเกษม,เลขที่ 23/11,15,นครปฐม,4200504,2,บริษัท ถาวรวัฒน์การฟอก จำกัด,กังวาล 1,บริษัท ถาวรวัฒน์การฟอก จำกัด,73160,9,33,สามพราน,13.71156667,1000000
100.2417333,บ้านใหม่,ผลิตลูกบอลยางและหนัง,475,ส3-86-1/32นฐ,เพชรเกษม,เลขที่ 91,35,นครปฐม,322977,1,บริษัท เครื่องกีฬายูนิเวอร์แซล (ไทย) จำกัด,,บริษัท เครื่องกีฬายูนิเวอร์แซล (ไทย) จำกัด,73110,440,34,สามพราน,13.70206667,214595760
100.3287833,กระทุ่มล้ม,ตีเกลียวด้าย ทอแหและอวนน้ำเค็ม (จำนวนเครื่องทอ 50 เครื่อง),487,3-26(2)-1/34นฐ,พุทธมณฑลสาย 4,เลขที่ 40,223,นครปฐม,4202687,6,บริษัท เอเซียดริ๊ง จำกัด,,บริษัท เอเซียดริ๊ง จำกัด,73220,264,35,สามพราน,13.73343333,68000000
100.16945,บางไทรป่า,ผลิตกรดกลูตามิค วัตถุแต่งกลิ่นรส (Yeast Extract) ซุปผงปรุงรสอาหารและน้ำปลาดัดแปลง,66,3-13(2)-1/33นฐ,สุชาติพัฒนา,เลขที่ 18,35,นครปฐม,034-391016,5,บริษัท ไทยฟูดส์ อินเตอร์เนชั่นแนล จำกัด,-,บริษัท ไทยฟูดส์ อินเตอร์เนชั่นแนล จำกัด,73130,31,36,บางเลน,14.04288333,218585000
100.1113167,ลำลูกบัว,ผลิตวุ้นเส้น,462,3-10(3)-3/28นฐ,พลดำริห์,เลขที่ 4,204,นครปฐม,,3,บริษัท อุตสาหกรรมวุ้นเส้นไทย จำกัด,,บริษัท อุตสาหกรรมวุ้นเส้นไทย จำกัด,73150,258,37,ดอนตูม,14.03451667,13000000
100.1985333,คลองใหม่,ฟอก ย้อมผ้าและด้าย,200,3-22(3)-1/30นฐ,เพชรเกษม,เลขที่ 149/1,100,นครปฐม,311592,2,บริษัท แอล.วี.ดับบลิว.กรุ๊ป จำกัด,-,บริษัท แอล.วี.ดับบลิว.กรุ๊ป จำกัด,73110,100,38,สามพราน,13.74516667,230000000
100.3289167,กระทุ่มล้ม,ผลิตแผ่นอะคริลิค และสารประสานแผ่นอะคริลิค,232,3-53(8)-1/30นฐ,พุทธมณฑลสาย 4,เลขที่ 61,169,นครปฐม,02-4292020,9,บริษัท ไทยโพลีอะคริลิค จำกัด (มหาชน),,บริษัท ไทยโพลีอะคริลิค จำกัด (มหาชน),73220,63,39,สามพราน,13.75111667,31500000
100.1549,ศรีษะทอง,ย้อมด้าย ย้อมซิป,30,3-22(3)-1/34นฐ,เพชรเกษม,เลขที่ 20/3,15,นครปฐม,,3,บริษัท รัตนโกสินทร์อุตสาหกรรม จำกัด,,บริษัท รัตนโกสินทร์อุตสาหกรรม จำกัด,73120,15,40,นครชัยศรี,13.80413333,12000000
100.2557667,อ้อมใหญ่,ทำซีอิ๊วขาว ซีอิ๊วดำ เต้าเจี้ยว และซอส,24,3-13(2)-2/29นฐ,เพชรเกษม,เลขที่ 33,24,นครปฐม,4202627,3,บริษัท ต้ากี่ 1950 จำกัด,วัดเทียนดัด,บริษัท ต้ากี่ 1950 จำกัด,73160,0,41,สามพราน,13.70768333,7200000
100.2010333,คลองใหม่,ผลิตอาหารประเภทข้าวเกรียบจากแป้งข้าวเจ้า แป้งข้าวโพด แป้งสาลี และขนมขบเคี้ยวจากแป้งข้าวเจ้า แป้งข้าวโพด แป้งข้าวสาลี และเครื่องปรุงแต่งรส เช่น บะหมี่กึ่งสำเร็จรูป ขนมอบกรอบ,130,ศ3-10(3)-1/33นฐ,เพชรเกษม,เลขที่ 105/4,35,นครปฐม,321442,6,บริษัท แฟชั่นฟู้ด จำกัด,-,บริษัท แฟชั่นฟู้ด จำกัด,73110,95,42,สามพราน,13.74938333,70000000
100.2389833,ท่าตลาด,ทอผ้า (จำนวนเครื่องทอผ้า 100 เครื่อง),40,3-22(2)-11/34นฐ,พุทธมณฑล สาย 7,เลขที่ 1/2,30,นครปฐม,,10,บริษัท ไฮ เพาเวอร์ คลินนิ่ง จำกัด,,บริษัท ไฮ เพาเวอร์ คลินนิ่ง จำกัด,73110,10,43,สามพราน,13.75488333,5300000
100.25085,ท่าข้าม,ฟอกย้อมผ้าและถักผ้ายืด ปริมาณการผลิตผ้าย้อมสี 3600 ตัน/ปี ผ้ายืด 540 ตัน/ปี,177,3-22(3)-1/33นฐ,เพชรเกษม,เลขที่ 90/1,113,นครปฐม,4200059,6,บริษัท รวมชัยฟอกย้อม จำกัด,,บริษัท รวมชัยฟอกย้อม จำกัด,73110,64,44,สามพราน,13.71501667,73000000
100.25255,ท่าข้าม,ผลิตอาหารสำเร็จรูป เช่น ขนมไข่กรอบ และขนมถั่วกรอบ เป็นต้น,85,3-9(4)-1/31นฐ,เพชรเกษม,เลขที่ 45/19,45,นครปฐม,4204988,5,บริษัท เอ็น เอส ที ฟู้ด อินดัสทรี กรุ๊ป จำกัด,วัดเทียนดัด,บริษัท เอ็น เอส ทีฟู้ด อินดัสทรี กรุ๊ป จำกัด,73110,40,45,สามพราน,13.7081,39000000
100.33465,กระทุ่มล้ม,ทำชั้นโชว์สินค้า และป้ายโฆษณาต่าง ๆ ผลิตเครื่องเรือน เครื่องใช้และเฟอร์นิเจอร์ที่ทำจากโลหะเป็นส่วนใหญ่,121,จ3-87(5)-1/34นฐ,พุทธมณฑลสาย 4,เลขที่ 60/157,40,นครปฐม,,8,บริษัท วาย.ซี.โปรดักส์ จำกัด,,บริษัท วาย.ซี.โปรดักส์ จำกัด,73220,81,46,สามพราน,13.74516667,11000000
100.247,บ้านใหม่,ฟอกย้อม เส้นด้าย และผ้า,205,3-22(3)-1/35นฐ,เพชรเกษม,เลขที่ 92,30,นครปฐม,4202130,1,บริษัท พิพัฒน์ฟอกย้อม จำกัด,วัดเทียนดัด,บริษัท พิพัฒน์ฟอกย้อม จำกัด,73110,175,47,สามพราน,13.7035,140000000
100.1880667,ขุนแก้ว,"ผลิต POLYESTER CHIP, POLYESTER STAPLE FIBRE, POLYESTER PRE-ORIENTED YARN, POLYESTER FILAMENT YARN และ FULLY DRAWN YARN",1181,3-22(1)-4/34นฐ,เพชรเกษม,เลขที่ 35/8,723,นครปฐม,034-222191-8,4,บริษัท อินโดรามา โพลีเอสเตอร์ อินดัสตรีส์ จำกัด(มหาชน),,บริษัท อินโดรามา โพลีเอสเตอร์ อินดัสตรีส์ จำกัด(มหาชน),73120,458,48,นครชัยศรี,13.75838333,1564045572
100.0359402,วังตะกู,ฟอกย้อมด้าย,8,3-22(3)-2/34นฐ,มาลัยแมน,เลขที่ 28/1,8,นครปฐม,,8,บริษัท เอส แอนด์ ซี ดายอิ้ง จำกัด,,บริษัท เอส แอนด์ ซี ดายอิ้ง จำกัด,73000,0,49,เมืองนครปฐม,13.82808379,20000000
100.2633833,อ้อมใหญ่,ทอผ้า (จำนวนเครื่องทอ 120 เครื่อง),200,3-22(2)-8/34นฐ,เพชรเกษม,เลขที่ 52,60,นครปฐม,4203145,1,บริษัท สามพราน ซินเธ็ททิค เท็กซ์ไทล์ จำกัด,วัดอ้อมใหญ่,บริษัท สามพราน ซินเธ็ททิค เท็กซ์ไทล์ จำกัด,73160,140,50,สามพราน,13.69436667,170000000
100.1306667,ท่าพระยา,ทำพื้นรองเท้าจากยางดิบ,46,3-52(4)-1/35นฐ,เพชรเกษม,เลขที่ 44/18,19,นครปฐม,,5,บริษัท สยามฟองน้ำโฟม จำกัด,วัดบ่อตะกั่ว,บริษัท สยามฟองน้ำโฟม จำกัด,73120,27,51,นครชัยศรี,13.77965,21797090
100.1624333,หินมูล,ผลิตกระดาษกล่องขาวเคลือบมัน กระดาษแข็ง กระดาษคราฟท์,130,3-38(2)-1/34นฐ,บางเลน-บางหลวง,เลขที่ 89,0,นครปฐม,,1,บริษัท บางเลนเปเปอร์มิลล์ จำกัด,,บริษัท บางเลนเปเปอร์มิลล์ จำกัด,73190,130,52,บางเลน,14.0927,275000000
100.1669833,อ้อมใหญ่,ย้อมสีผ้าและเส้นด้าย,146,3-22(3)-5/35นฐ,เพชรเกษม,เลขที่ 18/8,100,นครปฐม,4200997,4,บริษัท ยูไนเต็ด เท็กซ์ไทล์ มิลส์ จำกัด,วัดอ้อมใหญ่,บริษัท ยูไนเต็ด เท็กซ์ไทล์ มิลส์ จำกัด,73110,46,53,สามพราน,13.71805,46150000
100.2553,ท่าตลาด,ย้อมผ้าลูกไม้สำหรับติดเสื้อ,35,จ3-22(3)-1/35นฐ,ไร่ขิง,เลขที่ 4/3,10,นครปฐม,034-225226-9,6,บริษัท เจ.ซี.เซ็นทรัล จำกัด,,บริษัท เจ.ซี.เซ็นทรัล จำกัด,73110,25,54,สามพราน,13.74341667,0
100.0097486,ทุ่งกระพังโหม,แปรรูปวัตถุดิบจากการเกษตร ผลไม้บรรจุกระป๋อง เช่น ว่านหางจระเข้ และน้ำว่าน,9,ศ3-8(1)-1/36นฐ,มาลัยแมน,เลขที่ 23/1,4,นครปฐม,2116993,7,ห้างหุ้นส่วนจำกัด บางกอกอโล,,ห้างหุ้นส่วนจำกัด บางกอกอโล,73140,5,55,กำแพงแสน,13.97114497,4000000
100.22035,ขุนแก้ว,พิมพ์ผ้า ได้ 120000 หลาต่อปี,24,3-22(4)-3/36นฐ,ปิ่นเกล้า-นครชัยศรี,เลขที่ 69/5,12,นครปฐม,,2,บริษัท เอเวอร์กรีนอินดัสตรีส์ จำกัด,-,บริษัท เอเวอร์กรีนอินดัสตรีส์ จำกัด,73120,12,56,นครชัยศรี,13.77615,563525930
100.0682167,ห้วยพระ,ทอผ้าทัฟตา (จำนวนเครื่องทอผ้า 80 เครื่อง),54,3-22(2)-1/34นฐ,เศรษฐวิถี(นครปฐม-สามง่าม),เลขที่ 182,16,นครปฐม,,4,บริษัท ยิ่งยงไฟเบอร์ (2532) จำกัด,,บริษัท ยิ่งยงไฟเบอร์ (2532) จำกัด,73150,38,57,ดอนตูม,13.93931667,44000000
100.0059333,ทัพหลวง,ทำโกโก้ ช็อคโกแลต และทำขนมจากน้ำตาล เพิ่มประเภทฉีดขวดพลาสติก,18,3-12(4)-1/41นฐ,-,เลขที่ 88/8,8,นครปฐม,034-291177,2,บริษัท เอ็นเบิร์ก ฟู้ดไทย จำกัด,วัดทุ่งรี,บริษัท เอ็นเบิร์ก ฟู้ดไทย จำกัด,73000,10,58,เมืองนครปฐม,13.89673333,22000000
99.98300764,หนองดินแดง,ฟอกย้อมผ้า ได้ 3.5 ล้านหลาต่อปี,60,3-22(3)-2/36นฐ,,เลขที่ 254,35,นครปฐม,,3,บริษัท วีอาร์เจซี จำกัด,,บริษัท วีอาร์เจซี จำกัด,73000,25,59,เมืองนครปฐม,13.7890107,84200000
100.27085,อ้อมใหญ่,ซักรีดเสื้อผ้า,21,3-98-1/36นฐ,เพชรเกษม,เลขที่ 45/10,17,นครปฐม,4202285,8,บริษัท เกวียนไทย ซักล้าง จำกัด,วัดอ้อมใหญ่,บริษัท เกวียนไทย ซักล้าง จำกัด,73160,4,60,สามพราน,13.70011667,1000000
100.08715,ดอนยายหอม,ผลิตอาหารประเภทเครื่องดื่มบรรจุกระป๋อง เช่น ชา กาแฟ และน้ำผัก-ผลไม้ต่าง ๆ,49,ศ3-8(1)-1/38นฐ,พระประโทน-บ้านแพ้ว,เลขที่ 502,30,นครปฐม,034-229468-73,3,บริษัท ยูนิ-เพรสซิเดนท์ (ประเทศไทย) จำกัด,-,บริษัท ยูนิ-เพรสซิเดนท์ (ประเทศไทย) จำกัด,73000,19,61,เมืองนครปฐม,13.74988333,369400000
100.1899667,นครชัยศรี,ผลิตสุราวิสกี้ สุรากลั่นชนิดสุราขาว สุราผสม สุราปรุงพิเศษ สุรากลั่นที่ทำจากผลไม้ประเภทบรั่นดีและสุราแช่ประเภทสุราผลไม้จากองุ่น ( ตามที่ได้รับอนุญาตจากกรมสรรพสามิต,242,3-16-2/36นฐ,สุขาภิบาล,เลขที่ 54,115,นครปฐม,4350993,2,บริษัท ยูไนเต็ดไวน์เนอรี่ แอนด์ ดิสทิลเลอรี่ จำกัด,,บริษัท ยูไนเต็ดไวน์เนอรี่ แอนด์ ดิสทิลเลอรี่ จำกัด,73120,127,62,นครชัยศรี,13.79665,448785788
100.2283333,สามพราน,ทำไม้ปาร์เกต์ โมเสก ไม้คิ้ว ไม้บัว เครื่องใช้และเครื่องเรือนจากไม้,20,ศ3-34(2)-1/36นฐ,,เลขที่ 53/8,10,นครปฐม,,6,บริษัท กรีน ทิมเบอร์แลนด์โปรดักท์ จำกัด,วัดโรมัน-วัดดงเกตุ,บริษัท กรีน ทิมเบอร์แลนด์โปรดักท์ จำกัด,73110,10,63,สามพราน,13.71383333,43000000
100.1932167,บางเลน,หล่อดอกยางรถยนต์,30,3-51-1/35นฐ,,เลขที่ 71,28,นครปฐม,,7,บริษัท สันติภาพรับเบอร์ (2002) จำกัด,,บริษัท สันติภาพรับเบอร์ (2002) จำกัด,73130,2,64,บางเลน,14.01478333,19000000
100.2228,ขุนแก้ว,ฟอกย้อม และพิมพ์ผ้า,155,3-22(3)-8/35นฐ,เลียบแม่น้ำนครชัยศรี,เลขที่ 10/7,55,นครปฐม,333324,2,บริษัท วัฒนะสินพิมพ์ย้อม จำกัด,,บริษัท วัฒนะสิน พิมพ์ย้อม จำกัด,73120,100,65,นครชัยศรี,13.78311667,40000000
99.97313333,สระกะเทียม,ผลิตอาหารสัตว์ กำลังการผลิต 200 ตัน/วัน,32,ศ3-15(1)-1/37นฐ,เพชรเกษม,เลขที่ 28/2,31,นครปฐม,263 2901,10,บริษัท คาร์กิลล์สยาม จำกัด,วัดลาดหญ้าแพรก,บริษัท คาร์กิลล์สยาม จำกัด,73000,1,66,เมืองนครปฐม,13.79796667,87000000
100.0840667,ดอนยายหอม,ผลิต ผัก ผลไม้ และไข่นกกระทาบรรจุกระป๋อง ทำน้ำกะทิสำเร็จรูปบรรจุกระป๋อง น้ำมะพร้าวอ่อนพร้อมเนื้อบรรจุถ้วยเยือกแข็งและทำผัก ผลไม้แช่เยือกแข็ง,114,ศ3-8(1)-3/36นฐ,พระประโทน-บ้านแพ้ว,เลขที่ 78/2,23,นครปฐม,412623,8,บริษัท นิวแหลมทองฟูดส์ อินดัสทรีส์ จำกัด,-,บริษัท นิวแหลมทองฟูดส์ อินดัสทรีส์ จำกัด,73000,91,67,เมืองนครปฐม,13.69686667,30000000
