แรงม้า,ตำบล,ประกอบกิจการ,เลขทะเบียนเดิม,ถนน,เลขที่,ประเภท,จังหวัด,โทรศัพท์,เงินทุน,หมู่,เลขทะเบียนโรงงาน,ผู้ประกอบการ,ซอย,ชื่อโรงงาน,ไปรษณีย์,TSIC,_id,อำเภอ,คนงาน
148.83,อิสาณ,ซ่อมรถยนต์,จ3-95(1)-2/43บร,ถ.บุรีรัมย์-นางรอง,65,9501,บุรีรัมย์,,22000000,9,20310200225430,บริษัท ฮอนด้ามะลิวัลย์ จำกัด,,บริษัท ฮอนด้ามะลิวัลย์ จำกัด,31000,33121,29,เมืองบุรีรัมย์,6
84.58,อิสาณ,ซ่อมรถยนต์,จ3-95(1)-15/59บร,บุรีรัมย์-นางรอง,559,9501,บุรีรัมย์,044616813,95000000,10,20310201525598,บริษัท คิงส์ยนต์ จำกัด,,บริษัท คิงส์ยนต์ จำกัด สาขาบุรีรัมย์นอกเมือง,30000,33121,30,เมืองบุรีรัมย์,20
117.54,อิสาณ,เคาะพ่นสีรถยนต์,จ3-95(1)-258/56บร,,333,9501,บุรีรัมย์,,12700000,12,20310025825562,นายประเสริฐ คารศรี,,อู่ ป.ประเสริฐยนต์,31000,33121,31,เมืองบุรีรัมย์,20
103,อิสาณ,จำหน่ายรถยนต์ ซ่อมบำรุงรถยนต์และซ่อมตัวถังและสี,จ3-95(1)-373/48บร,บุรีรัมย์-นางรอง,140,9501,บุรีรัมย์,,115000000,10,20310037325486,นายสิทธิ์ ไตรบัญญัติกุล,,บริษัท โตโยต้าบุรีรัมย์ จำกัด,31000,33121,32,เมืองบุรีรัมย์,81
497,เสม็ด,สีข้าว กำลังสีสูงสุดของร้านสีข้าว 160 เกวียน/วัน,3-9(1)-36/15บร,บุรีรัมย์-ประโคนชัย,122,901,บุรีรัมย์,611014,2580000,4,10310003625150,บริษัท บุรีรัมย์รุ่งเรือง จำกัด,,บริษัท บุรีรัมย์รุ่งเรือง จำกัด,31000,10611,33,เมืองบุรีรัมย์,21
594.5,เสม็ด,ทำน้ำแข็งก้อนเล็ก,จ3-14-15/51บร,,45,1400,บุรีรัมย์,,10950000,17,20310001525517,ห้างหุ้นส่วนจำกัด โรงน้ำแข็งโชคสมปอง,,โชคสมปอง,31000,10795,34,เมืองบุรีรัมย์,8
296.5,เสม็ด,ผลิตน้ำแข็งก้อนเล็ก,จ3-14-37/64บร,-,โฉนดที่ดินเลขที่60240,1400,บุรีรัมย์,,32000000,10,20310314925644,บริษัท เสม็ดยูนิค จำกัด,-,บริษัท เสม็ดยูนิค จำกัด,31000,10795,35,เมืองบุรีรัมย์,20
556.5,เสม็ด,ผลิตแอสฟัลท์ติกคอนกรีตและผลิตคอนกรีตผสมเสร็จ,จ3-50(4)-10/59บร,-,184,5004,บุรีรัมย์,,197500000,3,20310001025591,ห้างหุ้นส่วนจำกัดภูศิลา,-,ห้างหุ้นส่วนจำกัด ภูศิลา,31000,19209,36,เมืองบุรีรัมย์,20
1269.15,เสม็ด,ผลิตแอสฟัสท์ติกคอนกรีต,จ3-50(4)-22/51บร,-,555,5004,บุรีรัมย์,,70000000,9,20310002225513,ห้างหุ้นส่วนจำกัด เค.เอ.พี.เพาเวอร์,-,ห้างหุ้นส่วนจำกัด เค.เอ.พี.เพาเวอร์,31000,19209,37,เมืองบุรีรัมย์,5
497.5,เสม็ด,ผลิต ผลิตภัณฑ์คอนกรีตอัดแรง,จ3-58(1)-39/47บร,บุรีรัมย์-ประโคนชัย,333,5801,บุรีรัมย์,01-4393 616,49000000,16,20310003925475,บริษัท สระบุรีเทคนิคคอนกรีต จำกัด,,บริษัท สยามเทคนิคคอนกรีต จำกัด (มหาชน),31000,23953,38,เมืองบุรีรัมย์,30
485,เสม็ด,ผลิตคอนกรีตผสมเสร็จ,จ3-58(1)-97/50บร,เลี่ยงเมืองบุรีรัมย์-สุรินทร์,333,5801,บุรีรัมย์,,55000000,9,20310009725507,บริษัท 555 ซีเมนต์ จำกัด,,บริษัท 555 ซีเมนต์ จำกัด,31000,23953,39,เมืองบุรีรัมย์,40
332.5,เสม็ด,ทำผลิตภัณฑ์คอนกรีต เช่น ท่อคอนกรีต เสาคอนกรีต,จ3-58(1)-286/57บร,,555,5801,บุรีรัมย์,,49000000,9,20310028625571,บริษัท เค.เอ.พี.เพาเวอร์ อินเตอร์เนชั่นแนล จำกัด,,บริษัท เค.เอ.พี.เพาเวอร์ อินเตอร์เนชั่นแนล จำกัด,31000,23959,40,เมืองบุรีรัมย์,30
52.26,เสม็ด,ผลิตหลังคาเหล็ก,จ2-63(2)-146/64บร,-,999,6302,บุรีรัมย์,,21690000,9,20310258125649,บริษัท สรรไท ซุปเปอร์เทค จำกัด,-,บริษัท สรรไท ซุปเปอร์เทค จำกัด,31000,25111,41,เมืองบุรีรัมย์,7
75.88,บ้านบัว,ทำเครื่องเรือนจากไม้ เช่น วงกบ ประตู หน้าต่าง,จ3-37-217/56บร,,65,3700,บุรีรัมย์,0833672662,6300000,5,20310021725568,บริษัท โชคนำชัยวัสดุก่อสร้าง จำกัด,,บริษัท โชคนำชัยวัสดุก่อสร้าง จำกัด,31000,31001,42,เมืองบุรีรัมย์,10
71.25,บ้านบัว,ทำหลังคาเหล็กเมทอลชีท,อ2-63(2)-152/64บร,,88,6302,บุรีรัมย์,,10500000,5,60310259625648,บริษัท บุรีรัมย์ เมทอลชีท จำกัด,,บริษัท บุรีรัมย์ เมทอลชีท จำกัด สาขา 1 (บ้านบัว),31000,25111,43,เมืองบุรีรัมย์,5
69.6,บ้านบัว,จำหน่ายรถยนต์และอะไหล่ และซ่อมรถยนต์,จ3-95(1)-47/59บร,-,245,9501,บุรีรัมย์,044620733-4,42800000,18,20310004725593,บริษัท มิตซู แสนรุ่งเรือง บุรีรัมย์ จำกัด,-,บริษัท มิตซู แสนรุ่งเรือง บุรีรัมย์ จำกัด,31000,33121,44,เมืองบุรีรัมย์,10
418.76,บ้านบัว,บริการซ่อมรถยนต์ และเคาะพ่นสีรถยนต์,จ3-95(1)-143/58บร,-,555,9501,บุรีรัมย์,,825000000,14,20310014325582,บริษัท โตโยต้าพนมรุ้ง จำกัด,-,บริษัท โตโยต้าพนมรุ้ง จำกัด,31000,33121,45,เมืองบุรีรัมย์,46
1278,สะแกโพรง,ผลิตน้ำแข็งก้อนเล็ก กำลังการผลิต 270 ตัน/วัน,3-14-30/62บร,,โฉนดที่ดินเลขที่ 120292,1400,บุรีรัมย์,,20000000,11,10310227625622,บริษัท กิมชุนไอซ์ บุรีรัมย์ จำกัด,,บริษัท กิมชุนไอซ์ บุรีรัมย์ จำกัด,35000,10795,46,เมืองบุรีรัมย์,20
473,สะแกโพรง,ผลิตน้ำแข็งก้อนเล็ก กำลังการผลิต 100 ตัน/วัน,จ3-14-40/58บร,-,84 ,1400,บุรีรัมย์,,38000000,24,20310004025580,ห้างหุ้นส่วนจำกัด วารีเทพบุรีรัมย์,-,ห้างหุ้นส่วนจำกัด วารีเทพบุรีรัมย์,31000,10795,47,เมืองบุรีรัมย์,10
14091.58,สะแกโพรง,โรงผลิตพลังงานไฟฟ้าจากเซลล์พลังงานแสงอาทิตย์ 5 เมกะวัตต์,3-88(1)-21/56บร,บุรีรัมย์-นางรอง,153,8801,บุรีรัมย์,,500000000,11,40310002125560,บริษัท ซี.เค.แอนด์ ซัน เอ็นเนอร์ยี่(ประเทศไทย)จำกัด,,บริษัท ซี.เค.แอนด์ ซัน เอ็นเนอร์ยี่ (ประเทศไทย) จำกัด สาขาบุรีรัมย์,31000,35101,48,เมืองบุรีรัมย์,19
8443.76,สะแกโพรง,โรงผลิตพลังงานไฟฟ้าจากเซลล์แสงอาทิตย์ 3 เมกะวัตต์,3-88(1)-22/56บร,บุรีรัมย์-นางรอง,149,8801,บุรีรัมย์,,300000000,11,40310002225568,บริษัท ซี.เค.แอนด์ ซัน เอ็นเนอร์ยี่(ประเทศไทย)จำกัด,,บริษัท ซี.เค.แอนด์ ซัน เอ็นเนอร์ยี่ (ประเทศไทย) จำกัด สาขาบุรีรัมย์,31000,35101,49,เมืองบุรีรัมย์,19
2494,สวายจีก,"โม่ บด ย่อยหิน กำลังการผลิต 49,140 ลูกบาศก์เมตร/ปี",3-3(1)-1/35บร,บุรีรัมย์-สุรินทร์,124,301,บุรีรัมย์,614545,15300000,16,10310000125352,ห้างหุ้นส่วนจำกัด หินบุรีรัมย์,บ้านพลวง,ห้างหุ้นส่วนจำกัด หินบุรีรัมย์,31000,23961,50,เมืองบุรีรัมย์,52
2128.5,สวายจีก,โม่ บด ย่อยหิน,3-3(1)-3/35บร,บุรีรัมย์-สุรินทร์,131,301,บุรีรัมย์,044-614840,21500000,19,10310000325358,บริษัท บุรีรัมย์นวรัตน์ จำกัด,-,บริษัท บุรีรัมย์นวรัตน์ จำกัด,31000,23961,51,เมืองบุรีรัมย์,20
615,สวายจีก,"โม่ บด ย่อยหิน กำลังการผลิต 180,000 ลูกบาศก์เมตร/ปี",จ3-3(1)-2/38บร,สายบุรีรัมย์-สุรินทร์,179,301,บุรีรัมย์,,20000000,16,20310000225382,ห้างหุ้นส่วนจำกัด บุรีรัมย์รัชดา,,ห้างหุ้นส่วนจำกัด บุรีรัมย์รัชดา,31000,23961,52,เมืองบุรีรัมย์,25
2066,สวายจีก,โม่ บด หรือย่อยหิน,ธ3-3(1)-7/64บร,บุรีรัมย์-สุรินทร์,32,301,บุรีรัมย์,044-614020,212000000,19,30310480825642,บริษัท หินเพชร จำกัด,-,บริษัท หินเพชร จำกัด,31000,23961,53,เมืองบุรีรัมย์,18
247.5,สวายจีก,การร่อนหรือคัดแยก ล้าง คัดขนาด กรวด หิน ดิน ทราย,จ3-3(3)-5/64บร,-,"โฉนดที่ดินเลขที่ 86842,86843,86844 และ 87040",303,บุรีรัมย์,,30000000,19,20310382125648,บริษัท บุรีรัมย์ นวรัตน์ จำกัด,-,บริษัท บุรีรัมย์ นวรัตน์ จำกัด,31000,8103,54,เมืองบุรีรัมย์,6
849.5,สวายจีก,ผลิตน้ำแข็งก้อนเล็ก กำลังการผลิต 190 ตัน/วัน,3-14-46/58บร,,170,1400,บุรีรัมย์,,59000000,1,10310004625589,ห้างหุ้นส่วนจำกัด ประสงค์ทรัพย์บุรีรัมย์,,ห้างหุ้นส่วนจำกัด ประสงค์ทรัพย์บุรีรัมย์,31210,10795,55,เมืองบุรีรัมย์,10
485,สวายจีก,ผลิตแอสฟัลต์ติกคอนกรีต,จ3-50(4)-18/54บร,บุรีรัมย์-สุรินทร์,โฉนดที่ดินเลขที่ 92484,5004,บุรีรัมย์,044-614020,157000000,19,20310001825545,บริษัท สุขุมการโยธา จำกัด,บ้านพลวง,บริษัท สุขุมการโยธา จำกัด,31000,19209,56,เมืองบุรีรัมย์,7
82,สวายจีก,ล้าง บด ย่อย พลาสติก,จ3-53(9)-26/62บร,,โฉนดที่ดินเลขที่ 140223,5309,บุรีรัมย์,,5190000,6,20310179725626,นายธนิจสรรพ์ จันทคณานุรักษ์,,เชฟแพลเน็ต,31000,22299,57,เมืองบุรีรัมย์,11
396.26,สวายจีก,ทำผลิตภัณฑ์คอนกรีต เช่น อิฐบล็อก ท่อคอนกรีตและ แผ่นพื้นคอนกรีต,จ3-58(1)-191/60บร,-,151,5801,บุรีรัมย์,,29000000,16,20310019125607,บริษัท บุรีรัมย์รัชดา จำกัด,-,บริษัท บุรีรัมย์รัชดา จำกัด,31000,23953,58,เมืองบุรีรัมย์,20
239.6,สวายจีก,ผลิตและจำหน่ายเสาคอนกรีต ท่อคอนกรีต และวัสดุก่อสร้างที่ประกอบด้วยปูนซีเมนต์และเหล็กทุกชนิด,จ3-58(1)-273/56บร,-,303,5801,บุรีรัมย์,,22000000,16,20310027325561,บริษ้ท กิจมงคลบุรีรัมย์ จำกัด,-,บริษัท กิจมงคลบุรีรัมย์ จำกัด,31000,23953,59,เมืองบุรีรัมย์,8
290,สวายจีก,ผลิตคอนกรีตผสมเสร็จและผลิตภัณฑ์คอนกรีต เช่น แผ่นพื้น,จ3-58(1)-297/64บร,-, โฉนดที่ดินเลขที่ 133454,5801,บุรีรัมย์,0688785920,47000000,19,20310497725647,บริษัท ธาดาพรีคาสท์ จำกัด,-,บริษัท ธาดาพรีคาสท์ จำกัด,31000,23953,60,เมืองบุรีรัมย์,34
64,สวายจีก,ทำส่วนประกอบสำหรับใช้ในการก่อสร้างอาคาร เช่น เมททอลชีท,จ2-63(2)-151/64บร,บุรีรัมย์-สุรินทร์,171,6302,บุรีรัมย์,084-9597994,13500000,16,20310259125648,บริษัท เค.ซี.เมททอลชีท จำกัด,-,บริษัท เค.ซี.เมททอลชีท จำกัด,31000,25111,61,เมืองบุรีรัมย์,8
332.17,บ้านยาง,ทำผลิตภัณฑ์อาหารจากเนื้อสัตว์ เช่นลูกชิ้น ใส้กรอก หมูยอ ไก่ยอ,จ3-4(3)-21/61บร,,109,403,บุรีรัมย์,,2600000,11,20310002125614,นางสาวนุจรินทร์ อินทร์คำ,,นางสาวนุจรินทร์ อินทร์คำ,31000,10139,62,เมืองบุรีรัมย์,10
368.75,บ้านยาง,สีข้าว กำลังสีสูงสุดของร้านสีข้าว 100 เกวียน/วัน,3-9(1)-1/40บร,-,159,901,บุรีรัมย์,044-611601,2800000,10,10310000125402,ชุมนุมสหกรณ์การเกษตรบุรีรัมย์ จำกัด,,ชุมนุมสหกรณ์การเกษตรบุรีรัมย์ จำกัด,31000,10611,63,เมืองบุรีรัมย์,14
835,บ้านยาง,ผลิตน้ำแข็งก้อนเล็ก กำลังการผลิต 80 ตัน/วัน รวมเป็น 190 ตัน/วัน,จ3-14-51/48บร,บุรีรัมย์-สตึก,199,1400,บุรีรัมย์,,15500000,6,20310005125488,ห้างหุ้นส่วนจำกัด แพรว-พีท-พี (2004),-,โรงน้ำแข็งเอเชีย,31000,10795,64,เมืองบุรีรัมย์,15
59.75,บ้านยาง,ทำหลังคาเหล็กเมททอลชีท,จ2-63(2)-145/64บร,บุรีรัมย์-สตึก,122,6302,บุรีรัมย์,,4500000,6,20310258025641,บริษัท ดีดี เมทัลชีท บุรีรัมย์ จำกัด,-,ดี ดี หลังคาเหล็ก,31000,25111,65,เมืองบุรีรัมย์,5
780,สองห้อง,ผลิตน้ำแข็งก้อนเล็ก กำลังการผลิต 100 ตัน/วัน,จ3-14-29/58บร,-,98,1400,บุรีรัมย์,,20000000,12,20310102925582,ห้างหุ้นส่วนจำกัด โรงน้ำแข็งธนวรรณ,-,ห้างหุ้นส่วนจำกัด โรงน้ำแข็งธนวรรณ,31000,10795,66,เมืองบุรีรัมย์,10
68.5,สองห้อง,"ทำผลิตภัณฑ์คอนกรีต เช่น คอนกรีตผสมเสร็จ,อิฐบล็อค",จ2-58(1)-174/64บร,,57,5801,บุรีรัมย์,,6500000,12,20310259725645,บริษัท กระเดื่องคอนกรีตผสมเสร็จ จำกัด,,บริษัท กระเดื่องคอนกรีตผสมเสร็จ จำกัด,31000,23953,67,เมืองบุรีรัมย์,10
497,ชุมเห็ด,อบข้าวเปลือก,จ3-2(1)-28/62บร,,222/1,201,บุรีรัมย์,,21900000,2,20310301325626,บริษัท โรงสีข้าวเจริญกิจพูนผล จำกัด,,บริษัท โรงสีข้าวเจริญกิจพูนผล จำกัด,31000,1630,68,เมืองบุรีรัมย์,5
267.5,ชุมเห็ด,ผลิตลูกชิ้น,จ3-4(3)-18/58บร,,116,403,บุรีรัมย์,,2400000,14,20310001825586,นางสาวจรินทร กองอ้น,,โรงงานลูกชิ้นโชคจริน,31000,10139,69,เมืองบุรีรัมย์,10
595.5,ชุมเห็ด,สีข้าวชนิดแยกแกลบแยกรำ กำลังสีสูงสุด 300 เกวียน/วัน,จ3-9(1)-110/47บร,เลี่ยงเมืองบุรีรัมย์-สตึก,222/1,901,บุรีรัมย์,081-5584071,11500000,2,20310011025474,บริษัท โรงสีข้าวเจริญกิจพูนผล จำกัด,,บริษัท โรงสีข้าวเจริญกิจพูนผล จำกัด,31000,10611,70,เมืองบุรีรัมย์,16
528.5,ชุมเห็ด,ผลิตน้ำแข็งก้อนเล็ก กำลังการผลิต 50 ตัน/วัน และน้ำดื่ม,จ3-14-60/56บร,,260,1400,บุรีรัมย์,,14550000,5,20310006025562,ห้างหุ้นส่วนจำกัด โรงน้ำแข็งอรัญญา,,โรงน้ำแข็งอรัญญา,31000,10795,71,เมืองบุรีรัมย์,10
146,ชุมเห็ด,ทำอาหารผสมและอาหารสำเร็จรูปสำหรับเลี้ยงสัตว์,จ3-15(1)-9/62บร,,161,1501,บุรีรัมย์,081-7254492,71000000,3,20310180025628,ห้างหุ้นส่วนจำกัด บุรีรัมย์ไฮเทค,,ห้างหุ้นส่วนจำกัด บุรีรัมย์ไฮเทค,31000,10801,72,เมืองบุรีรัมย์,4
