แรงม้า,ตำบล,ประกอบกิจการ,เลขทะเบียนเดิม,ถนน,เลขที่,ประเภท,จังหวัด,โทรศัพท์,เงินทุน,หมู่,เลขทะเบียนโรงงาน,ผู้ประกอบการ,ซอย,ชื่อโรงงาน,ไปรษณีย์,TSIC,_id,อำเภอ,คนงาน
480.34,เขาสมอคอน,ผลิตแอสฟัลท์ติกคอนกรีต,จ3-50(4)-60/58ลบ,,481,5004,ลพบุรี,036-822112,9000000,9,20160100000000,ห้างหุ้นส่วนจำกัด สิงห์บุรีวัฒนกิจ,,ห้างหุ้นส่วนจำกัด สิงห์บุรีวัฒนกิจ,16000,19209,22,ท่าวุ้ง,7
3296,เขาสมอคอน,ผลิตขวดพลาสติกสำเร็จรูป,3-53(4)-20/49ลบ,บางงา-ท่าโขง,85,5304,ลพบุรี,,2350000000,11,10160000000000,บริษัท เพ็ทฟอร์ม(ไทยแลนด์) จำกัด,-,บริษัท เพ็ทฟอร์ม(ไทยแลนด์) จำกัด,15180,22220,23,ท่าวุ้ง,67
4971.53,เขาสมอคอน,ผลิตโพลิเอทิลินเทเรฟทาเลท,3-53(5)-1/38ลบ,สายบางงา-ท่าโขลง กม.ที่ 4.5,72,5305,ลพบุรี,(036)489116-7,1013474556,11,10160200000000,บริษัท อินโดรามา โพลีเมอร์ส จำกัด (มหาชน),,บริษัท อินโดรามา โพลีเมอร์ส จำกัด (มหาชน),15180,22230,24,ท่าวุ้ง,62
6732,เขาสมอคอน,ผลิตและฉีดบรรจุภัณฑ์พลาสติก (PRE FORM OF PET),3-53(5)-1/41ลบ,บางงา-ท่าโขลง,85,5305,ลพบุรี,036-486116-7,213400000,11,10160300000000,บริษัท เพ็ทฟอร์ม (ไทยแลนด์) จำกัด,,บริษัท เพ็ทฟอร์ม (ไทยแลนด์) จำกัด,15180,22230,25,ท่าวุ้ง,132
4186,เขาสมอคอน,ผลิตฝาจุกพลาสติก,3-53(5)-2/52ลบ,บางงา-ท่าโขลง,85,5305,ลพบุรี,,36000000,11,10160000000000,บริษัท เพ็ทฟอร์ม (ไทยแลนด์) จำกัด,-,บริษัท เพ็ทฟอร์ม (ไทยแลนด์) จำกัด,15180,22230,26,ท่าวุ้ง,45
5883,เขาสมอคอน,ผลิตไฟฟ้าจากพลังงานแสงอาทิตย์ ขนาดกำลังการผลิต 2.376 เมกะวัตต์,3-88(1)-55/54ลบ,บางงา-ท่าโขลง,63,8801,ลพบุรี,036-489116-7,465000000,11,10160000000000,บริษัท อินโดรามา โฮลดิ้งส์ จำกัด,,บริษัท อินโดรามา โฮลดิ้งส์ จำกัด,15180,35101,27,ท่าวุ้ง,5
45508.48,เขาสมอคอน,โรงงานผลิตพลังงานไฟฟ้าจากพลังงานชีวมวล ขนาด 9.4 เมกะวัตต์,3-88(2)-47/58ลบ,สายเอเซีย กม.86,468,8802,ลพบุรี,,713957160,9,40160000000000,บริษัท เอสเอ็มที ไบโอแมส จำกัด,,บริษัท เอสเอ็มที ไบโอแมส จำกัด,10100,35101,28,ท่าวุ้ง,37
21,หัวสำโรง,ผลิคบรรจุภัณฑ์ไม้ จากไม้แปรรูปที่ปลูกขึ้นเอง 13 ชนิด,จ3-36(1)-16/53ลบ,,81/1,3601,ลพบุรี,,5500000,2,20160000000000,บริษัท ทรีโอวู้ด แอนด์ ซัพพลาย จำกัด,,บริษัท ทรีโอวู้ด แอนด์ ซัพพลาย จำกัด,15150,16230,29,ท่าวุ้ง,18
12802.56,หัวสำโรง,ผลิตพลังงานไฟฟ้าจากเซลล์แสงอาทิตย์ กำลังการผลิต 5 เมกะวัตต์,3-88(1)-139/59ลบ,,48,8801,ลพบุรี,,261580000,12,40160000000000,บริษัท แอท เอนเนอจี วัน จำกัด,,บริษัท แอท เอนเนอจี วัน จำกัด,15150,35101,30,ท่าวุ้ง,12
308.7,บ้านเบิก,ฆ่าและชำแหละไก่,จ3-4(1)-1/45ลบ,บ้านเบิก - ท่าวุ้ง,140,401,ลพบุรี,036-655330,196940000,6,20160000000000,บริษัท พีพีฟู้ดลพบุรี จำกัด,-,บริษัท พีพี ฟู้ด ลพบุรี จำกัด,15150,10111,31,ท่าวุ้ง,965
,,,,,,,,,,,,,,,,,32,,
,,,,,,,,,,,,,,,,,33,,
