ประเภทรอง,ทุนหมุนเวียน,เงินทุนรวม,รหัสแฟ้ม,ประกอบกิจการ,พื้นที่อาคาร,อำเภอ,ta_id,ประเภทย่อย,TSIC,หน่วย,ถนน,GPS_lat,ซอย,FID,คนงานรวม,ลำดับ,ไปรษณีย์,จังหวัด,ค่าอาคาร,หมู่,เลขที่,แรงม้า,ประเภท,โทรศัพท์,ค่าเครื่องจักร,อนุญาต,เริ่มดำเนินการ,กำลังผลิต,ค่าที่ดิน,ตำบล,factype,ผู้ประกอบการ,fflag,คนงานชาย,facreg,_id,เลขทะเบียนเดิม,ชื่อโรงงาน,GPS_lng,แรงม้าตรวจพบ,พื้นที่โรงงาน,สิ้นอายุ,คนงานหญิง
,5000000,10000000,05-053,สีข้าว กำลังสีสูงสุดของร้านสีข้าว 160 เกวียน/วัน,0,นครชัยศรี,730318,,10611,เกวียน/วัน,,13.86495,,-10730000625202-,5,11,73120,นครปฐม,0,1,เลขที่ 257,375.4,-00901-,813784231,5000000,1994-12-29T00:00:00,1977-09-05T00:00:00,0,0,ห้วยพลู,3,นายสุเมธ พาณิชย์จำเริญ,2,5, 00901300620นฐ,11,3-9(1)-6/20นฐ,โรงสีสหชัย,100.2125667,422.9,0,2020-01-01T00:00:00,0
,2000000,29500000,,การทำเครื่องดื่มที่ไม่มีแอลกอฮอล์,1275,บางเลน,730504,,11049,ลิตร/ปี,,,,-20730800325605-,78,12,73130,นครปฐม,18000000,13,เลขที่ 73,25.7,-02002-,,9000000,2017-12-12T00:00:00,2017-12-12T00:00:00,0,500000,บางภาษี,2,นางน้ำอ้อย มาลัย,2,4,จ02002200360นฐ,12,จ2-20(2)-3/60นฐ,พรประเสริฐ,,0,1382,,74
28(2),1000000,3545000,,ตัดเย็บเสื้อผ้า เครื่องนุ่งห่ม และการทำหมวก,1116,สามพราน,730610,,14111,หน่วย/ปี,พุทธมณฑลสาย 4,13.74775,กระทุ่มล้ม 9,-20730102525506-,44,13,73220,นครปฐม,0,1,เลขที่ 89,103.86,-02801-,,2545000,2007-08-30T00:00:00,2007-08-30T00:00:00,0,0,กระทุ่มล้ม,2,บริษัท ไดนามิค เซ็นจูรี่ จำกัด,2,9,จ02801202550นฐ,13,จ2-28(1)-25/50นฐ,บริษัท ไดนามิค เซ็นจูรี่ จำกัด,100.3127,103.86,3216,,35
,200000,4300000,,ทำเส้นก๋วยเตี๋ยว,319,เมืองนครปฐม,730124,,10743,ตัน/ปี,,,,-20730200225561-,6,14,73000,นครปฐม,1300000,1,เลขที่ 24/5,131.45,-01003-,,1500000,2013-05-21T00:00:00,2013-07-19T00:00:00,0,1300000,หนองงูเหลือม,3,นายซุ่นจั๊ว แซ่เจียม,2,3,จ01003300256นฐ,14,จ3-10(3)-2/56นฐ,-,,131.45,3200,2023-01-01T00:00:00,3
,5000000,25000000,05-152,ฉีดแผ่นเปล่า ซีดี-อาร์,1310,ดอนตูม,730404,,26202,แผ่น/ปี,,13.94845,,-20730200625497-,8,15,73150,นครปฐม,0,5,เลขที่ 10/3,477.93,-10700-,,20000000,2006-11-13T00:00:00,2007-05-20T00:00:00,0,0,ดอนพุทรา,3,บริษัท ไทวิศว์ คอร์ปอเรชั่น จำกัด,2,8,จ10700300649นฐ,15,จ3-107-6/49นฐ,บริษัท ไทวิศว์ คอร์ปอเรชั่น จำกัด,100.1299333,0,0,2022-01-01T00:00:00,0
,1000000,5500000,10-225,ทำอาหารสัตว์น้ำ เช่น อาหารปลา,290,เมืองนครปฐม,730116,,10801,ตัน/ปี,,,,-20730101325569-,5,16,73000,นครปฐม,0,2,เลขที่ 300,183.43,-01501-,,4500000,2013-08-14T00:00:00,2013-04-10T00:00:00,0,0,หนองดินแดง,3,นายรุ่งโรจน์ พรหมสุรินทร์,2,4,จ01501301356นฐ,16,จ3-15(1)-13/56นฐ,รุ่งโรจน์,,0,1968,2023-01-01T00:00:00,1
,5000000,41000000,06-189,ทำอาหารสำเร็จรูปสำหรับเลี้ยงสัตว์,624,บางเลน,730511,,10801,ตัน/ปี,,,,-20730000525574-,8,17,73130,นครปฐม,5000000,9,เลขที่ -,390,-01501-,,1000000,2014-03-04T00:00:00,2014-05-06T00:00:00,0,30000000,บัวปากท่า,3,ห้างหุ้นส่วนจำกัด ญาณมารี,2,4,จ01501300557นฐ,17,จ3-15(1)-5/57นฐ,ห้างหุ้นส่วนจำกัด ญาณมารี,,390,16000,2024-01-01T00:00:00,4
,500000,70500000,126-10,เพาะกล้วยไม้และส่งออกดอกไม้สด เช่น กล้วยไม้,0,สามพราน,730610,เพาะกล้วยไม้,1302,ตัน/ปี,พุทธมณฑลสาย 4,13.72883333,,-20730000125417-,73,18,73220,นครปฐม,8000000,6,เลขที่ 42,120.73,-00208-,02-429877-9,2000000,1998-02-10T00:00:00,1998-10-31T00:00:00,0,60000000,กระทุ่มล้ม,3,บริษัท บางกอกกรีน จำกัด,2,13,จ00208300141นฐ,18,จ3-2(8)-1/41นฐ,บริษัท บางกอกกรีน จำกัด,100.3296333,0,0,2023-01-01T00:00:00,60
24,10000000,97000000,,บิดเกลียวเส้นด้าย และถักผ้า,2080,สามพราน,730615,,13131,ตัน/ปี,เพชรเกษม,13.70345,วัดเทียนดัด,-20730900125434-,65,19,73110,นครปฐม,7000000,1,เลขที่ 92,410,-02201-,,80000000,2000-11-15T00:00:00,2002-09-08T00:00:00,0,0,บ้านใหม่,3,บริษัท พิพัฒน์ฟอกย้อม จำกัด,2,17,จ02201300143นฐ,19,จ3-22(1)-1/43นฐ,บริษัท พิพัฒน์ฟอกย้อม จำกัด,100.24705,444,2210,2022-01-01T00:00:00,48
,2000000,44000000,09-104,ตัดเย็บเสื้อผ้าสำเร็จรูปทุกชนิด และเครื่องนอนทุกชนิด,2160,สามพราน,730601,,14111,หน่วย/ปี,เพชรเกษม,13.70751667,วัดเทียนดัด,-20730200225363-,50,20,73110,นครปฐม,12000000,2,เลขที่ 45/13,39,-02801-,4201903,25000000,1993-02-19T00:00:00,1993-09-20T00:00:00,0,5000000,ท่าข้าม,3,บริษัท ทักษิณ เฟ็ธเธอ เวอคส์ จำกัด,2,4,จ02801300236นฐ,20,จ3-28(1)-2/36นฐ,บริษัท ทักษิณ เฟ็ธเธอ เวอคส์ จำกัด,100.25175,41.83,12400,2018-01-01T00:00:00,46
53(1),1000000,19500000,,ทำกรอบรูปจากไม้ กรอบรูปวิทยาศาสตร์ กรอบรูปจากพลาสติก,0,พุทธมณฑล,730702,,16291,ชิ้น/ปี,,13.8855,,-20730100225505-,45,21,73170,นครปฐม,7000000,7,เลขที่ 77/9,99,-03604-,,7000000,2007-07-19T00:00:00,,0,4500000,คลองโยง,3,บริษัท ทรู เฟรม จำกัด,2,20,จ03604300250นฐ,21,จ3-36(4)-2/50นฐ,บริษัท ทรู เฟรม จำกัด,100.27954,0,0,,25
,2000000,9500000,287-03,ผลิตเฟอร์นอเจอร์ เครื่องเรือน เครื่องประดับตกแต่งอาคาร บ้าน ฯลฯ,0,นครชัยศรี,730313,,31001,ชิ้น/ปี,,,,-20730491825640-,18,22,73120,นครปฐม,2000000,3,เลขที่ 3/13,114,-03700-,898122952,500000,2021-12-16T00:00:00,2022-11-03T00:00:00,0,5000000,แหลมบัว,3,บริษัท ทรี ทรี อาร์ท จำกัด,2,10,จ03700303364นฐ,22,จ3-37-33/64นฐ,บริษัท ทรี ทรี อาร์ท จำกัด,,114,2800,,8
41(1),3000000,48770000,,รับจ้างผลิตกล่องกระดาษและพิมพ์กล่องทุกประเภท,960,บางเลน,730513,,17020,ใบ/ปี,,,,-20730101225587-,14,23,73130,นครปฐม,21000000,1,เลขที่ 145,138.5,-03900-,818566045,7000000,2015-08-25T00:00:00,,0,17770000,นราภิรมย์,3,บริษัท ดีเค.โปรดักส์ กรุ๊ป จำกัด,2,11,จ03900301258นฐ,23,จ3-39-12/58นฐ,บริษัท ดีเค.โปรดักส์ กรุ๊ป จำกัด,,0,6850,,3
41(1),6000000,40350000,,ทำกล่องกระดาษ,1910,พุทธมณฑล,730703,,17020,ใบ/ปี,ศาลายา-นครชัยศรี,13.80608333,,-20730004025480-,91,24,73170,นครปฐม,23000000,2,เลขที่ 88,159,-03900-,,350000,2005-11-23T00:00:00,2005-12-14T00:00:00,0,11000000,มหาสวัสดิ์,3,บริษัท หนานซิง ปริ้นติ้ง คอร์ปอเรชั่น จำกัด,2,27,จ03900304048นฐ,24,จ3-39-40/48นฐ,บริษัท หนานซิง ปริ้นติ้ง คอร์ปอเรชั่น จำกัด,100.2406,159,1995,2020-01-01T00:00:00,64
,5000000,20000000,,โรงฆ่าสุกร วันละ 50 ตัว,460,เมืองนครปฐม,730121,,10111,ตัว/ปี,,13.77302176,,-20730005425622-,13,25,73000,นครปฐม,3000000,5,เลขที่ 116,258,-00401-,,10000000,2019-08-01T00:00:00,,0,2000000,สวนป่าน,3,บริษัท ทรงศร ฟาร์ม จำกัด,2,7,จ00401300162นฐ,25,จ3-4(1)-1/62นฐ,บริษัท ทรงศร ฟาร์ม จำกัด,99.94967412,0,17644,,6
,1000000,11000000,178-01,แปรรูปเนื้อสัตว์,1200,เมืองนครปฐม,730111,,10139,ตัน/ปี,ไผ่ลิ้นช้าง,,บ่อพลับ 8 ซอย 21,-20730001025574-,20,26,73000,นครปฐม,3000000,10,เลขที่ 45,368.9,-00403-,850582220,1500000,2014-12-11T00:00:00,2015-05-01T00:00:00,0,5500000,นครปฐม,3,นายเชษฐ์พงศ์ ศรีก๊กเจริญ,2,10,จ00403301057นฐ,26,จ3-4(3)-10/57นฐ,-,,368.9,4640,2020-01-01T00:00:00,10
,100000,5600000,,เคลือบกระดาษด้วยพลาสติก,80,สามพราน,730610,,23991,ตารางเมตร/ปี,พุทธมณฑลสาย 4,13.74275,,-20730600125361-,4,27,73220,นครปฐม,2000000,8,เลขที่ 48/59,203.76,-04001-,,1500000,1993-11-25T00:00:00,1994-05-11T00:00:00,0,2000000,กระทุ่มล้ม,3,นายโอกาส วารวิวัฒน์,2,2,จ04001300136นฐ,27,จ3-40(1)-1/36นฐ,ไทยวัฒน์ โพลีพลาสติก,100.3308667,203.76,100,2019-01-01T00:00:00,2
,200000000,210000000,05-178,ผลิตเคมีภัณฑ์สำหรับสิ่งทอ เช่น น้ำยาช่วยในการฟอกสีผ้า,0,สามพราน,730608,,20113,ตัน/วัน,เพชรเกษม,13.71377,เทศบาล 10,-20730400225536-,29,28,73210,นครปฐม,0,5,เลขที่ 41/1,158.5,-04201-,,10000000,2010-01-03T00:00:00,2010-03-05T00:00:00,0,0,ไร่ขิง,3,บริษัท ยูเนี่ยน คอมปาวด์ จำกัด,2,22,จ04201300253นฐ,28,จ3-42(1)-2/53นฐ,บริษัท ยูเนี่ยน คอมปาวด์ จำกัด,100.2713,158.5,0,2020-01-01T00:00:00,7
43(2),1000000,20000000,,ผลิตและแบ่งบรรจุ สารป้องกันกำจัดศัตรูพืช ปุ๋ย ธาตุอาหารรอง ธาตุอาหารเสริม ฮอร์โมน และสารเสริมประสิทธิภาพพืช,750,บางเลน,730504,,20121,ตัน/ปี,บางเลน-ลาดหลุมแก้ว,14.00846536,,-20730001925591-,13,29,11140,นครปฐม,10000000,13,เลขที่ -,79.5,-04301-,,4000000,2016-04-07T00:00:00,,0,5000000,บางภาษี,3,บริษัท เมก้า คิว อินเตอร์เทรด จำกัด,2,9,จ04301301959นฐ,29,จ3-43(1)-19/59นฐ,บริษัท เมก้า คิว อินเตอร์เทรด จำกัด,100.243968,0,2466,,4
53(5),1500000,21000000,,ผลิตชิ้นส่วนวงกบ ขอบประตู-หน้าต่าง และขึ้นรูปชิ้นงานเป็นรูปทรงต่าง ๆ จาก พีวีซี,876,บางเลน,730504,,22210,ชิ้น/ปี,,,,-20730024625665-,8,30,73130,นครปฐม,10000000,12,เลขที่ โฉนดที่ดินเลขที่ 79254,485.97,-05301-,,5000000,2023-02-15T00:00:00,,0,4500000,บางภาษี,3,บริษัท หงา์ไทย พีวีซี จำกัด,2,6,จ05301301166นฐ,30,จ3-53(1)-11/66นฐ,บริษัท หงา์ไทย พีวีซี จำกัด,,0,1600,,2
,5000000,28500000,120-11,การทำผลิตภัณฑ์จากพลาสติก เช่น ถังเก็บน้ำ ถังสำหรับระบบบำบัดน้ำเสีย เครื่องใช้ เครื่องเรือน,320,ดอนตูม,730402,,22210,ชิ้น/ปี,,13.92835284,,-20730005025604-,12,31,73150,นครปฐม,8000000,7,เลขที่ 4/5,193.3,-05301-,,12000000,2017-05-09T00:00:00,2017-11-29T00:00:00,0,3500000,ห้วยพระ,3,ห้างหุ้นส่วนจำกัด โพลีเซฟ 2006,2,10,จ05301305060นฐ,31,จ3-53(1)-50/60นฐ,ห้างหุ้นส่วนจำกัด โพลีเซฟ 2006,100.0972102,0,7076,2022-01-01T00:00:00,2
"53(4),53(5)",2000000,14000000,,ืำทำผลิตภัณฑ์จากพลาสติก เช่น กล่องใส่ซีดี แผ่นพลาสติก เป็นต้น,420,สามพราน,730615,,22210,ชิ้น/ปี,-,13.67787288,-,-20730105725558-,15,32,73110,นครปฐม,6000000,4,เลขที่ 88/16,181.74,-05301-,,2000000,2012-09-11T00:00:00,2015-02-23T00:00:00,0,4000000,บ้านใหม่,3,บริษัท ดีพลัส พลาสติก (ไทยแลนด์) จำกัด,2,11,จ05301305755นฐ,32,จ3-53(1)-57/55นฐ,บริษัท ดีพลัส พลาสติก (ไทยแลนด์) จำกัด,100.2515631,181.74,2400,2020-01-01T00:00:00,4
41(2),5000000,35000000,,ทำผลิตภัณฑ์พลาสติก และทำแม่พิมฑ์โลหะ,1920,พุทธมณฑล,730702,,22210,ชิ้น/ปี,,13.85256667,,-20730006925489-,45,33,73170,นครปฐม,0,5,เลขที่ 20/6,531.82,-05301-,02-4497056,30000000,2005-08-24T00:00:00,2006-01-02T00:00:00,0,0,คลองโยง,3,นายณรัฐ ปุญญเจริญสิน,2,21,จ05301306948นฐ,33,จ3-53(1)-69/48นฐ,โรงงานณรัฐ,100.3022833,42,4861,2021-01-01T00:00:00,24
,5000000,21000000,,ทำเม็ดพลาสติกสีต่าง ๆ และผสมผงสีสำหรับใช้ในงานพลาสติก,1360,สามพราน,730614,,22230,ตัน/ปี,เพชรเกษม,13.72795,,-20730300325436-,35,34,73110,นครปฐม,0,1,"เลขที่ 169,171",897.5,-05305-,034-225641,16000000,2000-04-25T00:00:00,2000-07-08T00:00:00,0,0,ยายชา,3,บริษัท แปซิฟิคคัลเลอร์ จำกัด,2,29,จ05305300343นฐ,34,จ3-53(5)-3/43นฐ,บริษัท แปซิฟิคคัลเลอร์ จำกัด,100.2559333,897.5,1720,2020-01-01T00:00:00,6
,5000000,29000000,158-11,รับฉีดกล่องซีดี กล่องนาฬิกาและผลิตแผ่นเปล่า ซีดี-อาร์,1310,ดอนตูม,730404,,22230,ตัน/ปี,,13.9485,,-20730500325467-,18,35,73150,นครปฐม,4000000,5,เลขที่ 10/3,831.81,-05305-,034-296407-8,20000000,2003-08-22T00:00:00,2003-10-11T00:00:00,0,0,ดอนพุทรา,3,บริษัท ไทวิศว์ คอร์ปอเรชั่น จำกัด,2,8,จ05305300346นฐ,35,จ3-53(5)-3/46นฐ,บริษัท ไทวิศว์ คอร์ปอเรชั่น จำกัด,100.12995,0,7600,2023-01-01T00:00:00,10
53(9),1000000,7000000,,หลอมพลาสติกสำหรับผลิตเป็นเส้นใยสังเคราะห์ บดย่อยพลาสติกจากพลาสติกเก่า,1512,สามพราน,730608,,22230,ตัน/ปี,พุทธมณฑลสาย 5,13.72596667,ไร่ขิง 30,-20730100425451-,0,36,73210,นครปฐม,3000000,9,เลขที่ 60/239,3679.91,-05305-,,3000000,2002-05-09T00:00:00,2002-12-23T00:00:00,0,0,ไร่ขิง,3,บริษัท ชโนทัย ไฟเบอร์ จำกัด,2,0,จ05305300445นฐ,36,จ3-53(5)-4/45นฐ,บริษัท ชโนทัย ไฟเบอร์ จำกัด,100.2916167,3679.91,9360,2022-01-01T00:00:00,0
,3000000,13000000,,ผลิตเม็ดพลาสติก,518,เมืองนครปฐม,730111,,22230,ตัน/ปี,,,,-20730008425611-,18,37,73000,นครปฐม,2500000,6,เลขที่ 68/3,460,-05305-,,5000000,2018-02-08T00:00:00,,0,2500000,นครปฐม,3,นายพิสิษฐ์ ศรีกิจวรการ,2,9,จ05305308461นฐ,37,จ3-53(5)-84/61นฐ,โชคชัยทวี รีไซเคิล,,0,5844,,9
105,34500000,59000000,,บดย่อยเศษพลาสติก คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย เช่น เศษพลาสติก เศษกระดาษ เป็นต้น,1080,สามพราน,730609,,22299,ตัน/ปี,,13.75335,,-20730005525496-,15,38,73110,นครปฐม,14000000,9,เลขที่ 139/117,535.63,-05309-,,500000,2006-12-29T00:00:00,2007-02-27T00:00:00,0,10000000,ท่าตลาด,3,บริษัท ไทย เป็งเส็ง เทรดดิ้ง จำกัด,2,8,จ05309305549นฐ,38,จ3-53(9)-55/49นฐ,บริษัท ไทย เป็งเส็ง เทรดดิ้ง จำกัด,100.2444667,535.63,0,2022-01-01T00:00:00,7
,0,5200000,260-11,ผลิตคอนกรีตผสมเสร็จ,429,นครชัยศรี,730313,,23953,ลูกบาศก์เมตร/ปี,,,,-20730171125634-,3,39,73120,นครปฐม,0,,เลขที่ -,210.5,-05801-,,5200000,2020-03-09T00:00:00,2020-12-11T00:00:00,0,0,แหลมบัว,3,บริษัท เค.เอ็น.คอนกรีต 2020 จำกัด,2,3,จ05801313363นฐ,39,จ3-58(1)-133/63นฐ,บริษัท เค.เอ็น.คอนกรีต 2020 จำกัด,,210.5,66,,0
,50000000,166800000,,แปรรูปปลา เช่น ชำแหละ แกะล้าง,4480,ดอนตูม,730408,,10212,ตัน/ปี,,14.04121718,,-20730000525566-,178,40,73130,นครปฐม,50000000,3,เลขที่ 49/1,590.27,-00605-,034301531-5,52800000,2013-02-08T00:00:00,2014-11-07T00:00:00,0,14000000,ลำลูกบัว,3,บริษัท เคซีเอฟ ไพร์มฟู้ด จำกัด,2,88,จ00605300556นฐ,40,จ3-6(5)-5/56นฐ,บริษัท เคซีเอฟ ไพร์มฟู้ด จำกัด,100.0967199,263.25,18700,2024-01-01T00:00:00,90
,0,0,,ทำเฟอร์นิเจอร์สนาม บานประตูอลูมิเนียม บานหน้าต่างอลูมิเนียม ประตูเหล็ก หน้าต่างเหล็ก,1250,บางเลน,730509,,31002,ชุด/ปี,สายสามง่าม-บางเลน,13.9729,,-20730700225368-,18,41,73130,นครปฐม,0,4,เลขที่ 56,194.25,-06200-,,0,1993-08-19T00:00:00,1993-08-20T00:00:00,0,0,ดอนตูม,3,นางสาวกาญจนา วงษ์สวรรค์,2,9,จ06200300236นฐ,41,จ3-62-2/36นฐ,สุพงศ์โลหะกิจ,100.1044333,184.5,6400,2018-01-01T00:00:00,9
,40000,740000,,กลึงและเชื่อมโลหะ,800,บางเลน,730504,,25922,ชิ้น/ปี,,14.01398333,,-20732200125387-,6,42,73130,นครปฐม,500000,3,เลขที่ 25,184.3,-06413-,034-391534,150000,1995-05-19T00:00:00,1995-08-15T00:00:00,0,50000,บางภาษี,3,นางมาลี ศรีกล่ำพึ่ง,2,2,จ06413300138นฐ,42,จ3-64(13)-1/38นฐ,พรชัยการช่าง,100.21525,184.3,1064,2020-01-01T00:00:00,4
,2000000,5000000,194-04,สีข้าว (กำลังสีสูงสุดของร้านสีข้าว 120 เกวียน/วัน),2350,นครชัยศรี,730321,,10611,เกวียน/วัน,,13.90253333,,-20730300125414-,4,43,73120,นครปฐม,1000000,4,เลขที่ 50,495,-00901-,389394,800000,1998-05-03T00:00:00,1998-06-04T00:00:00,120,1200000,บางแก้วฟ้า,3,นายสุชิน อนันต์อาชญาสิทธิ์,2,4,จ00901300141นฐ,43,จ3-9(1)-1/41นฐ,โรงสีสหโชค,100.2066667,0,3200,2023-01-01T00:00:00,0
,10000000,41500000,09-127,สีข้าว กำลังสีสูงสุดของร้านสีข้าว 60 เกวียน/วัน ,6000,เมืองนครปฐม,730119,,10611,เกวียน/วัน,เพชรเกษม,13.80434313,,-20730000525384-,18,44,73000,นครปฐม,500000,5,เลขที่ 105/2,595,-00901-,,6000000,1995-11-27T00:00:00,1998-09-30T00:00:00,60,25000000,ลำพยา,3,บริษัท ย่งไถ่เฮง (1993) จำกัด,2,18,จ00901300538นฐ,44,จ3-9(1)-5/38นฐ,บริษัท ย่งไถ่เฮง (1993) จำกัด,100.0072137,0,38400,2018-01-01T00:00:00,0
