ถนน,เลขที่,ซอย,FID,แรงม้า,เงินทุนรวม,_id,เลขทะเบียนเดิม,ลำดับ,ชื่อโรงงาน,โทรศัพท์,ประกอบกิจการ,คนงาน,ไปรษณีย์,ตำบล,อำเภอ,จังหวัด,หมู่
คลองอาเสี่ย,เลขที่ 88/28,,10110008425618,280,37000000,11,3-105-84/61สป,189,นายพิเชฐ รัตนประสิทธิ์,0 2759 6891,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,15,10540,บางพลีใหญ่,บางพลี,สมุทรปราการ,21
,"เลขที่ 88, 88/1-6",,10110010925605,1967.5,37000000,12,3-106-109/60สป,207,นางสมศรี แดนบุญนิธิ,,นำน้ำมันที่ใช้แล้วมาปรับปรุงคุณภาพเพื่อนำกลับมาใช้ใหม่ ล้างถังบรรจุภัณฑ์ด้วยตัวทำละลาย และคัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,33,10280,บางปลา,บางพลี,สมุทรปราการ,13
สุขุมวิท,เลขที่ 322/1,เทศบาลบางปู 88,10110262225621,854,40000000,13,3-106-60/62สป,272,นายไชยพงศ์ ศรีเปรมอนันต์,,หลอมหล่อทองแดง จากกากตะกอนของเสียที่มีทองแดงเป็นส่วนประกอบเศษทองแดง และตะกรันทองแดง บดย่อยชิ้นส่วนอุปกรณ์เครื่องใช้ไฟฟ้าและอิเล็กทรอนิกส์,20,10280,บางปูใหม่,เมืองสมุทรปราการ,สมุทรปราการ,6
บางพลี-ตำหรุ,เลขที่ โฉนดที่ดินเลขที่ 141207,,10110000925615,132,23000000,14,3-106-9/61สป,284,นายไชยพงศ์ ศรีเปรมอนันต์,,บดย่อยชิ้นส่วนอุปกรณ์ไฟฟ้าและอิเล็กทรอนิกส์,6,10280,บางปลา,บางพลี,สมุทรปราการ,12
สุขุมวิท,เลขที่ 988,-,20110107525522,124,850000,15,จ3-105-75/52สป,326,ห้างหุ้นส่วนจำกัด มังกร รวมเศษ,,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,5,10280,บางปูใหม่,เมืองสมุทรปราการ,สมุทรปราการ,7
บางกรวย-ไทรน้อย,เลขที่ 81/12,,10120001025596,10,3700000,16,3-105-10/59นบ,339,นายวิษณุ วรวรรณปรีชา,089-8113240,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,7,11110,ไทรน้อย,ไทรน้อย,นนทบุรี,1
,เลขที่ 100,,10130004525609,25,5050000,17,3-105-45/60ปท,422,นายอำนาจ ตรีประสิทธิ์ชัย,08 9891 5964,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,12,12140,หน้าไม้,ลาดหลุมแก้ว,ปทุมธานี,2
,เลขที่ 39/28,,10130103125590,122.54,7000000,18,3-106-31/59ปท,492,นางมนัสนันท์ รุจิศักดิ์เมธี,,ผลิตน้ำมันไบโอดีเซล,10,10400,คลองสี่,คลองหลวง,ปทุมธานี,5
,เลขที่ 73/4,,20130102625515,126.68,3800000,19,จ3-105-26/51ปท,537,บริษัท อีพีเอส บอดี้คาร์ แอนด์ เซอร์วิส จำกัด,,คัด แยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว ที่ไม่เป็นอันตราย เช่นพลาสติก กระดาษ ทองแดง สแตนเลส โฟม เหล็ก หรือโลหะต่างๆ หรือการอัดกระดาษ โม่ บดย่อยพลาสติกหรือโฟม,6,12160,ท้ายเกาะ,สามโคก,ปทุมธานี,3
-,เลขที่ -,-,10150002025535,27.5,612000,20,3-106-20/53อท,736,นายสุทธิโรจน์ ไตรตระกูลชัย,086 2306199,ผลิตน้ำมันไบโอดีเซลจากน้ำมันพืชใช้แล้ว,8,14000,จำปาหล่อ,เมืองอ่างทอง,อ่างทอง,7
-,เลขที่ 78,-,10200800125464,97,3600000,21,3-105-1/46ชบ,891,นางสาวจุมพิตา สิงห์โตทอง,,คัดแยกวัสดุที่ไม่ใช้แล้ว เฉพาะที่กำหนดในหมวด 1 ข้อ 1 ของภาคผนวกที่ 1 ตามบัญชีสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วท้ายประกาศกระทรวงอุตสาหกรรม ฉบับที่ 1 (พ.ศ. 2541),15,20220,หนองอิรุณ,บ้านบึง,ชลบุรี,4
 -,เลขที่ , -,10200011725482,118,3500000,22,3-105-117/48ชบ,906,นายวรวิทย์ ไพบูลย์รัตนากร,081-3448753,ทำเชื้อเพลิงทดแทนจากน้ำมันหล่อลื่น น้ำมันหล่อเย็น และตัวทำละลายที่ผ่านการใชงาน และนำทรายหล่อแบบ ผงเหล็กและปูนขาวจากขบวนการหล่อเหล็กที่ไม่เป็นของเสียอันตรายมาเป็นวัตถุดิบในการผลิตซีเมนต์และอิฐบล๊อค,7,20000,หนองรี,เมืองชลบุรี,ชลบุรี,3
บ้านบึง-หนองบอนแดง,เลขที่ 128, -,10200014625481,0,1000000,23,3-105-146/48ชบ,928,นายอนันต์ เนื่องจำนงค์,,คัดแยกวัสดุที่ไม่ใช้แล้วเฉพาะที่กำหนดไว้ในหมวด 1 ข้อ 1 ของภาคผนวกที่ 1 บัญชีสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว ท้ายประกาศกระทรวงอุตสาหกรรม ฉบับที่ 1 (พ.ศ.2541),10,20170,บ้านบึง,บ้านบึง,ชลบุรี,3
-,เลขที่ 54/24,-,10200002325565,15,950000,24,3-105-23/56ชบ,949,นายสมบัติ เพ็ชรสัญญา,,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย ได้แก่ พลาสติก กระดาษ ไม้และโลหะ,3,20110,หนองขาม,ศรีราชา,ชลบุรี,9
-,เลขที่ 838/1,-,10200008525531,50,15285385,25,3-105-85/53ชบ,1031,นายนพดล คงอยู่,081-8614479,ดัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,8,20110,เขาคันทรง,ศรีราชา,ชลบุรี,8
,เลขที่ 1,,20200002925503,19,350000,26,จ3-105-29/50ชบ,1169,นางบุผาวรรณ จันตะเคียน,081-5914161,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นอันตราย,4,20000,หนองรี,เมืองชลบุรี,ชลบุรี,3
-,เลขที่ 99/9,-,10240002225530,185.88,5200000,27,3-106-22/53ฉช,1538,นางสาวปราณีต สดิน,,ผลิตน้ำมันเชื้อเพลิงจากยางรถยนต์ที่ใช้แล้ว,5,24130,สองคลอง,บางปะกง,ฉะเชิงเทรา,8
,เลขที่ 62,,10250139025620,546,5000000,28,3-105-38/62ปจ,1687,นายปัญญา เครือจันทร์,,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,30,25230,บ้านพระ,เมืองปราจีนบุรี,ปราจีนบุรี,17
ราชสีมา-โชคชัย,เลขที่ 68,-,10300003025485,55,7850000,29,3-105-30/48นม,1786,นายสุรเดช จิตภักดีบดินทร์,081-8776364,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วจากโรงงานอุตสาหกรรม,10,30000,หนองบัวศาลา,เมืองนครราชสีมา,นครราชสีมา,5
-,เลขที่ 49,-,10320003425543,5,550000,30,3-105-34/54สร,1822,นายวิไลย์ สาคะนิล,,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นอันตราย เช่น เศษกระดาษ เศษผ้า พลาสติก เหล็ก,15,32140,ทมอ,ปราสาท,สุรินทร์,1
,เลขที่ โฉนดที่ดินเลขที่ 58160 ,,10360004025611,99.6,800000,31,3-105-40/61ชย,1838,นายวุฒิชัย สมบูรณ์,06 3631 4318,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,4,36240,โนนสำราญ,เมืองชัยภูมิ,ชัยภูมิ,3
,"เลขที่ โฉนดที่ดินเลขที่ 17373-17374, 17376-17380",,10360006925610,498,3110000,32,3-106-69/61ชย,1844,นายสุขุม ตันติเฉลิมพันธุ์,,ลานตากกากมันสำปะหลัง,4,36160,โคกเริงรมย์,บำเหน็จณรงค์,ชัยภูมิ,2
,"เลขที่ โฉนดที่ดินเลขที่ 3628,3629,3631,3632,3633,3634,3642,3643,3644",,10360000825618,475,4700000,33,3-106-8/61ชย,1845,นายชื่น ฤชุตระกูล,,ลานตากกากมันสำปะหลัง,7,36130,โสกปลาดุก,หนองบัวระเหว,ชัยภูมิ,5
อุดรธานี-เลย,เลขที่ 74,บ้านหนองแวงยาวเหนือ,10410003125548,150,5000000,34,3-106-31/54อด,1880,ห้างหุ้นส่วนจำกัด โรงงานมันเส้นจรูญพืชผล ,042-285842,ตากกากแป้งมันสำปะหลัง,3,41360,หนองวัวซอ,หนองวัวซอ,อุดรธานี,3
,เลขที่ 1287/32,,10600000725601,212.5,30500000,35,3-105-7/60นว,1977,นางสาวรุ่งทิวา ฝัดศิริ,,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย ,10,60000,นครสวรรค์ตก,เมืองนครสวรรค์,นครสวรรค์,10
,"เลขที่ โฉนดที่ดินเลขที่ 87090, 85817",,10700008325618,84.68,3500000,36,3-105-83/61รบ,2016,นางสาวกษมาพร ภาช่างประดิษฐ์,08 5600 5410,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,6,70000,ห้วยไผ่,เมืองราชบุรี,ราชบุรี,7
สุพรรณบุรี-บางแม่หม้าย,เลขที่ 60/1,,10720007825483,29,600000,37,3-105-78/48สพ,2061,ห้างหุ้นส่วนจำกัด รักดีรีไซเคิล,0 3541 2175,คัดแยกวัสดุที่ไม่ใช้แล้ว เฉพาะที่กำหนดไว้ในหมวด 1 ข้อ 1 ของภาคผนวกที่ 1 บัญชีสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว ท้ายประกาศกระทรวงอุตสาหกรรม ฉบับที่ 1 (พ.ศ.2541) อัดเศษกระดาษ อัดเศษโลหะและบดย่อยพลาสติก,10,72150,บ้านแหลม,บางปลาม้า,สุพรรณบุรี,5
,เลขที่ โฉนดที่ดินเลขที่ 1705,,10730004125613,1825,20020000,38,3-105-41/61นฐ,2088,นายวัชรพงษ์ บำรุงสุข,08 4423 1595,คัดแยกหรือฝังกลบสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว,45,73120,ขุนแก้ว,นครชัยศรี,นครปฐม,2
วัดปากบ่อ,เลขที่ 51/12,นาใหม่,10740003325544,45,2100000,39,3-105-33/54สค,2146,นายเสนอ รณหงษา,,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,10,74000,บ้านเกาะ,เมืองสมุทรสาคร,สมุทรสาคร,8
สวนหลวง 1,เลขที่ โฉนดที่ดินเลขที่ 4971,สวนหลวง 15,10740231925628,55,3500000,40,3-105-77/62สค,2176,นายพิเชษฐ กาสมุทร์,,คัดแยกสิ่งปฏิกูล หรือวัสดุที่ไม่ใช้แล้ว ที่ไม่เป็นของเสียอันตราย เช่น เศษโลหะ เศษพลาสติก เศษกระดาษ,12,74110,สวนหลวง,กระทุ่มแบน,สมุทรสาคร,9
,เลขที่ 75,,10740008125618,20,2000000,41,3-105-81/61สค,2178,นางสาวศิโรรัตน์ รอดเสม,,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,55,74110,บางยาง,กระทุ่มแบน,สมุทรสาคร,13
,เลขที่ 88,,10740261625627,429,21000000,42,3-105-88/62สค,2183,นางสาวอรพิณ แซ่ม้า,,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,7,74110,ดอนไก่ดี,กระทุ่มแบน,สมุทรสาคร,6
,"เลขที่ 88/3, 88/4",,10740261825623,429,21000000,43,3-105-89/62สค,2185,นางสาวอรพิณ แซ่ม้า,,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,7,74110,ดอนไก่ดี,กระทุ่มแบน,สมุทรสาคร,6
พระรามที่ 2,เลขที่ 48,,10740063625627,1829.44,15000000,44,3-106-8/62สค,2277,นายพิสิทธิ์ อุดมพงศ์อนันต์,,ถอดแยกอุปกรณ์ไฟฟ้าและอิเล็คทรอนิกส์ บดย่อยชิ้นส่วนอุปกรณ์ไฟฟ้าและอิเล็คทรอนิกส์บดย่อยแผงวงจรอิเล็คทรอนิกส์ บดย่อยพลาสติก ปอกสายไฟและลอยแยกโลหะด้วยน้ำ หลอมหล่อเศษทองแดง ตะกอนทองแดง และคัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,68,74000,บางกระเจ้า,เมืองสมุทรสาคร,สมุทรสาคร,3
-,เลขที่ โฉนดที่ดินเลขที่ 4597,-,10900000825561,4,1020000,45,3-105-8/56สข,2368,นายกรณ์รัฐ ทัฬห์ปรเมษฐ์,,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,10,90270,เกาะใหญ่,กระแสสินธุ์,สงขลา,7
ทางหลวงแผ่นดินหมายเลข 43,เลขที่ โฉนดที่ดินเลขที่ 11457,,10900063525629,295.25,2075000,46,3-106-7/62สข,2375,นายพงษ์ศักดิ์ สุวรรณมณี,081-9908443,"ผลิตเชื้อเพลิงแข็งจากสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย (Solid Recovery Fuel,SRF) เก็บรวบรวมแบตเตอรี่โดยไม่มีการแปรสภาพ และคัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย",15,90310,นาหม่อม,นาหม่อม,สงขลา,7
ประมงเจริญ,เลขที่ 94,-,20760023325512,60,1850000,47,จ3-105-233/51พบ,2333,AP เจริญการค้า,032-481766,คัดแยกเศษวัสดุ เช่น กระดาษ พลาสติกและเศษโลหะ,20,76110,บ้านแหลม,บ้านแหลม,เพชรบุรี,8
,เลขที่ 140/9,,10710264925621,405,10500000,48,3-105-92/62กจ,2050,กนกรีไซเคิล,,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,15,71110,ท่าล้อ,ท่าม่วง,กาญจนบุรี,3
,เลขที่ 42/1,,20150016025503,10,212000,49,จ3-105-160/50อท,740,กันตา ทองประดิษฐ,085-8114453,คัดแยกวัสดุที่ไม่ใช้แล้วท่ไม่เป็นของเสียอันตราย,7,14120,บางพลับ,โพธิ์ทอง,อ่างทอง,4
-,เลขที่ 60/5,-,10240001925593,128,4000000,50,3-105-19/59ฉช,1446,ก้าวมั่นคง รีไซเคิล,,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย ,20,24000,คลองนครเนื่องเขต,เมืองฉะเชิงเทรา,ฉะเชิงเทรา,17
,เลขที่ 77,,20400009525526,45,2100000,51,จ3-105-95/52ขก,1866,ก้าวหน้าเจริญค้าของเก่า,081-0627813,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,6,40210,โนนทอง,หนองเรือ,ขอนแก่น,18
,"เลขที่ โฉนดที่ดินเลขที่ 12932,12931,12928,12930,12929",,10620282625626,284,38500000,52,3-105-99/62กพ,1987,กำแพงเพชรรีไซเคิล,,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,10,62120,วังแขม,คลองขลุง,กำแพงเพชร,1
สมเด็จ-คำม่วง,เลขที่ -,-,20460013625514,94,2800000,53,จ3-105-136/51กส,1919,กิจเจริญ,043-823500,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย เฉพาะเศษกระดาษ เศษโลหะ เศษพลาสติก เศษแก้ว เศษยาง เศษผ้า เท่านั้น,7,46150,หนองแวง,สมเด็จ,กาฬสินธุ์,9
,เลขที่ 1/24,,10100059425625,170,18500000,54,3-105-15/62,13,กิจถาวร,818078803,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,8,10530,ลำผักชี,หนองจอก,กรุงเทพมหานคร,3
,เลขที่ 190,,20900019325510,7,1930000,55,จ3-105-193/51สข,2381,เกษตรรุ่งเรือง,,คัดแยกสิ่งปฏิกูลที่ไม่ใช้แล้ว,2,90180,ท่าชะมวง,รัตภูมิ,สงขลา,3
,เลขที่ 203/8,,10240103425617,826.95,93818855,56,3-106-34/61ฉช,1566,เกาะขนุน ชีวมวล,0 3720 8800,แปรรูปของเสียชีวมวลและผลิตภัณฑ์ทางการเกษตรเป็นเชื้อเพลิงทดแทนเชิงชีวมวล ,28,24120,เกาะขนุน,พนมสารคาม,ฉะเชิงเทรา,15
-,เลขที่ 43/1,-,20200103125516,120,220000,57,จ3-105-31/51ชบ,1172,โกเฮงขนส่ง,,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,4,20000,ดอนหัวฬ่อ,เมืองชลบุรี,ชลบุรี,3
สุขประยูร,เลขที่ 43/4,,20200001725516,120,410000,58,จ3-105-17/51ชบ,1146,โกเฮงชลบุรี,081-5767575,คัดแยกสิ่งปฏิกูลที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,4,20000,ดอนหัวฬ่อ,เมืองชลบุรี,ชลบุรี,3
สุขประยูร,เลขที่ 7,พัฒนา 3,10200003325531,185,1800000,59,3-106-33/53ชบ,1083,โกเฮงพัฒนารีไซเคิล,,ทำเชื้อเพลิงทดแทนชนิดแข็งจากดินฟอกสีและชิ้นไม้สับ (Spent Bleaching Earth) และทำสารปรับปรุงดินจากดินฟอกสี (Spent Bleaching Earth) ที่ไม่เป็นของเสียอันตราย เพิ่มการรับวัตภุดิบสำหรับกระบวนการทำสารปรับปรุงดิน ได้แก่ ขี้เถ้ากระปาล์มบดและเถ้านักกระลาปาล์ม กากมันสำประหลัง กากตะกอนจากระบบบำบัดน้ำเสียทางชีวภาพ (ระบบ Activated Sludge) เฉพาะจากอุตสาหกรรมอาหาร เกตรรแปรรูป เยื้อและกระดาษที่ไม่เป็นของเสียอันตราย ,4,20160,หนองตำลึง,พานทอง,ชลบุรี,9
,เลขที่ 42,,20160007725532,270,11026000,60,จ3-105-77/53ลบ,760,ขวดไทย,,คัดแยกวัสดุที่ไม่ใช้แล้ว อัดเศษกระดาษ ย่อยขวดพลาสติก,18,15120,วังเพลิง,โคกสำโรง,ลพบุรี,12
-,เลขที่ 159,-,10200002125544,15,1300000,61,3-105-21/54ชบ,944,ขวัญเจริญซัพพลาย,,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,7,20170,มาบไผ่,บ้านบึง,ชลบุรี,2
,เลขที่ 12/1,,10170001825594,180,2050000,62,3-105-18/59สห,763,ขวัญดาวพลาสติก,8335521886,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย ,14,16110,งิ้วราย,อินทร์บุรี,สิงห์บุรี,5
ทางหลวงชนบท อด 4074,เลขที่ โฉนดที่ดินเลขที่ 10582,,10410085925625,385,4900000,63,3-106-13/62อด,1873,ขวัญเมืองเทรดดิ้ง,097-3188111,ตากกากแป้งมันสำปะหลัง,3,41250,เมืองเพีย,กุดจับ,อุดรธานี,4
สุขุมวิท ,เลขที่ 223/2,ฟอกหนัง กม.34,91630000225361,577.4,0,64,ข3-101-2/36สป,287,เขตประกอบการอุตสาหกรรมฟอกหนังกม.34 บจก.,,ปรับคุณภาพน้ำเสียรวม,15,10280,บางปูใหม่,เมืองสมุทรปราการ,สมุทรปราการ,6
,เลขที่ 38,,20600108025522,241,6000000,65,จ3-105-80/52นว,1981,คณิพลพลาสติก,,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย เช่น พลาสติก ทองเหลือง ทองแดง เศษเหล็ก เศษกระดาษ เศษแก้ว เศษไม้ เศษผ้า ล้าง บดย่อยพลาสติก และทำเม็ดพลาสติก,7,60260,ลาดทิพรส,ตาคลี,นครสวรรค์,2
,เลขที่ โฉนดที่ดิน เลขที่ 19673,,20900004625510,12,250000,66,จ3-105-46/51สข,2385,ควนหินซื้อของเก่า,,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นอันตราย,50,90130,นาทับ,จะนะ,สงขลา,6
ควนปลิง - เขาโร,เลขที่ 3,-,20800004525506,100,1500000,67,จ3-105-45/50นศ,2350,เค พี กรอบเพชร,08-4841-1464,คัดแยกสิ่งปฎิกูลหรือวัสดุที่ไม่ใช้แล้ว เฉพาะที่เป็นของเสียไม่อันตราย เช่น เศษโลหะต่างๆ เศษเหล็ก เศษอลูมิเนียม เศษกระดาษ เศษพลาสติกที่ไม่มีการปนเปื้อน,12,80110,เขาโร,ทุ่งสง,นครศรีธรรมราช,5
,เลขที่ 88/180,,10740011125605,58,20700000,68,3-105-111/60สค,2132,เค.การช่าง,,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,35,74000,บางกระเจ้า,เมืองสมุทรสาคร,สมุทรสาคร,7
,เลขที่ 17/5,,20140017925504,4.5,1450000,69,จ3-105-179/50อย,707,เค.ซี.พลาสติก,,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว ที่ไม่เป็นของเสียอันตราย และบดย่อยพลาสติก,6,13000,ปากกราน,พระนครศรีอยุธยา,พระนครศรีอยุธยา,10
สายเนินสี่-เขาไผ่,เลขที่ ,,10200014325470,0,1600000,70,3-105-143/47ชบ,927,เค.พี.พลาสติก,,คัดแยกวัสดุที่ไม่ใช้แล้วเฉพาะที่กำหนดในหมวด 1 ข้อ 1 ของภาคผนวกที่ 1 บัญชีสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว ท้ายประกาศกระทรวงอุตสาหกรรม ฉบับที่ 1 (พ.ศ.2541),9,20190,ห้างสูง,หนองใหญ่,ชลบุรี,2
พหลโยธิน,เลขที่ 63/16,,20132100125399,64,12000000,71,จ3-101-1/39ปท,519,โครงการบิกแลนด์ ฟอคตอรี่,2798514-5,ปรับคุณภาพน้ำเสียรวม,2,12120,คลองหนึ่ง,คลองหลวง,ปทุมธานี,13
,เลขที่ 88,,20600006225505,105,8000000,72,จ3-105-62/50นว,1980,โค้วจินง้วน,,คัดแยกวัสดุเหลือใช้ที่ไม่เป็นของเสียอันตราย เช่น โลหะ เศษกระดาษ พลาสติก,10,60130,เขาทอง,พยุหะคีรี,นครสวรรค์,5
อุดรธานี-เลย,เลขที่ 89,บ้านสามขาสันติสุขใต้,10410002825544,150,10000000,73,3-106-28/54อด,1879,จรูญพืชผล,042-285-842,ตากกากแป้งมันสำปะหลัง,3,41360,หนองบัวบาน,หนองวัวซอ,อุดรธานี,4
พระรามที่ 2,เลขที่ 92-92/1,-,10740008525486,32.38,30700000,74,3-105-85/48สค,2181,จิ้งเซ้ง เมททีเรียล,,คัดแยกวัสดุที่ไม่ใช้แล้วเฉพาะที่กำหนดในหมวด 1 ข้อ 1 ของภาคผนวกที่ 1 บัญชีสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว ท้ายประกาศกระทรวงอุตสาหกรรม ฉบับที่ 1 (พ.ศ.2541),10,74000,คอกกระบือ,เมืองสมุทรสาคร,สมุทรสาคร,2
สุขสวัสดิ์,เลขที่ 57/35,สุขสวัสดิ์ 70,20110013025518,93,9500000,75,จ3-105-130/51สป,298,จิราพร พลาสติก,,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย และบดย่อยพลาสติก,11,10130,บางครุ,พระประแดง,สมุทรปราการ,3
