แรงม้า,ตำบล,ประกอบกิจการ,เลขทะเบียนเดิม,ถนน,เลขที่,ประเภท,จังหวัด,โทรศัพท์,เงินทุน,หมู่,เลขทะเบียนโรงงาน,ผู้ประกอบการ,ซอย,ชื่อโรงงาน,ไปรษณีย์,TSIC,_id,อำเภอ,คนงาน
236.15,หนองม่วง,ทำผลิตภัณฑ์คอนกรีต เช่น แผ่นพื้นสำเร็จรูป เสาเข็ม อิฐบล็อก วงส้วม บ่อพัก ท่อคอนกรีต,จ3-58(1)-146/64ลบ,,112,5801,ลพบุรี,,45000000,6,20160366025649,ห้างหุ้นส่วนจิ้นอุตสาหกรรม,,ห้างหุ้นส่วนจำกัด จิ้นอุตสาหกรรม,15170,23953,19,หนองม่วง,18
63,หนองม่วง,ผลิตผลิตภัณฑ์แผ่นโลหะและอุปกรณ์ เช่นหลังคาหรือผนังอาคารประตูม้วน,จ2-63(2)-124/64ลบ,,112,6302,ลพบุรี,,6000000,6,20160232525640,ห้างหุ้นส่วนจำกัด จิ้น โฮมเซ็นเตอร์,,ห้างหุ้นส่วนจำกัด จิ้น โฮมเซ็นเตอร์,15170,25111,20,หนองม่วง,5
158.21,หนองม่วง,ผลิตภัณฑ์แผ่นโลหะและอุปกรณ์ เช่น หลังคาหรือผนังอาคาร,จ3-63(2)-20/65ลบ,,112,6302,ลพบุรี,,35000000,6,20160177025655,ห้างหุ้นส่วนจำกัด จิ้น โฮมเซ็นเตอร์,,ห้างหุ้นส่วนจำกัด จิ้นโฮมเซ็นเตอร์,15170,25111,21,หนองม่วง,12
84.5,หนองม่วง,กลึง เจาะ คว้าน กัด ไส เจียน หรือเชื่อมโลหะ,จ3-64(13)-35/59ลบ,,563,6413,ลพบุรี,,2765775,1,20160003525597,นาณฤต อิทธิตระการ,,-,15170,25922,22,หนองม่วง,2
124.82,หนองม่วง,กลึง - เชื่อมโลหะ ซ่อมอุปกรณ์รถไถนา,3-66-1/19ลบ,พหลโยธิน,11,6600,ลพบุรี,,1950000,3,10160000125195,บริษัท อนุสรณ์ การช่าง 1990 จำกัด,,บริษัท อนุสรณ์ การช่าง 1990 จำกัด,15170,33122,23,หนองม่วง,9
257,บ่อทอง,สีและอบข้าวโพด,จ3-2(1)-18/57ลบ,,"น.ส.3ก.เลขที่ 117,91",201,ลพบุรี,,10500000,6,20160001825577,"บริษัท ณิลิน พืชผล จำกัด
",,บริษัท ณิลิน พืชผล จำกัด,15170,1630,24,หนองม่วง,4
318,บ่อทอง,ขุดดิน,จ3-3(2)-76/63ลบ,,โฉนดที่ดินเลขที่ 470,302,ลพบุรี,,3200000,1,20160081425637,นางสาวผัลย์ศุภา หลงทอง,,นางสาวผัลย์ศุภา หลงทอง,15170,8103,25,หนองม่วง,1
240,บ่อทอง,ขุดดิน,จ3-3(2)-107/63ลบ,,โฉนดที่ดินเลขที่ 9732,302,ลพบุรี,,4000000,5,20160108825637,นายองอาจ เสืออินทร์,,นายองอาจ เสืออินทร์,15170,8103,26,หนองม่วง,4
240,บ่อทอง,ขุดดินเพื่อการก่อสร้าง,จ3-3(2)-274/57ลบ,สายบ้านใหม่โสพิม-เขากระทิง,นส.3ก.เลขที่ 62 เลขที่ 32,302,ลพบุรี,,2240000,5,20160027425576,นายสุพงศ์ อินทุกรรม,,-,15170,8103,27,หนองม่วง,2
240,บ่อทอง,ขุดดินเพื่อใช้ในการก่อสร้าง,จ3-3(2)-334/57ลบ,-,น.ส.3ก.เลขที่ 1651 เลขที่ดิน 4,302,ลพบุรี,,2900000,11,20160033425578,นางสาวอำพวัน สำเภาพ่อค้า,-,-,15170,8103,28,หนองม่วง,2
240,บ่อทอง,ขุดดินเพื่อใช้ในการก่อสร้าง,จ3-3(2)-427/57ลบ,,น.ส.3ก.เลขที่ 1970 เลขที่ดิน 5,302,ลพบุรี,,4000000,6,20160042725570,นายองอาจ เสืออินทร์,,-,15170,8103,29,หนองม่วง,2
150,บ่อทอง,ทำมันเส้น,จ3-9(6)-5/58ลบ,,นส 3ก เลขที่ 78 ,906,ลพบุรี,,1829000,6,20160000525582,นายพิตรพิบูล หมื่นเดช,,ลานมันจินดาการเกษตร,15170,10621,30,หนองม่วง,4
195,บ่อทอง,ผลิตท่อประปาเหล็กเหนียวและอุปกรณ์ประกอบท่อทุกประเภท,จ3-64(12)-26/51ลบ,พหลโยธิน,63/1,6412,ลพบุรี,081-9120992,14500000,4,20160002625513,บริษัท ชวรักษ์ จำกัด,,บริษัท ชวรักษ์ จำกัด,15170,25910,31,หนองม่วง,143
554.04,บ่อทอง,แปรรูปเหล็กรูปพรรณ และผลิตภัณฑ์โลหะเป็นอุปกรณ์ใช้ในงานก่อสร้าง งานระบบไฟฟ้าและงานอื่น,จ3-64(14)-1/36ลบ,สาธารณะ,64,6414,ลพบุรี,,20202550,4,20160700125360,บริษัท เด็มโก้ จำกัด (มหาชน),วัดโคกกลาง,บริษัท เด็มโก้เพาเวอร์ จำกัด,15170,25939,32,หนองม่วง,33
85.52,บ่อทอง,ผลิต ดัดแปลง ซ่อมแซมอุปกรณ์ไซโล อบความชื้นข้าวโพด,จ3-66-7/62ลบ,,111,6600,ลพบุรี,,3050000,3,20160313325621,บริษัท สยาม จีทีไอ จำกัด,,บริษัท สยาม จีทีไอ จำกัด,15170,28219,33,หนองม่วง,34
141.17,บ่อทอง,ทำส่วนประกอบรกถยนต์ และรถพ่วง,จ3-77(1)-2/39ลบ,,8,7701,ลพบุรี,01-211-1817,13100000,11,20160200225397,บริษัท แมคเคนิค (ไทย) จำกัด,,บริษัท แมคเคนิค (ไทย) จำกัด,15170,29109,34,หนองม่วง,30
1520.52,บ่อทอง,ชุบเคลือบผิวเหล็กด้วยสังกะสีแบบจุ่มร้อน,3-100(6)-1/37ลบ,พหลโยธิน,64,10006,ลพบุรี,431193,19300000,4,10160200125375,บริษัท เด็มโก้เพาเวอร์ จำกัด,วัดโคกกลาง,บริษัท เด็มโก้เพาเวอร์ จำกัด,15170,25921,35,หนองม่วง,43
467,ดงดินแดง,อบมันสำปะหลัง เก็บสินค้าทางการเกษตรในไซโล และโกดัง และทำมันเส้น,จ3-2(1)-9/64ลบ,,160,201,ลพบุรี,,16300000,1,20160326625645,บริษัท มันสำปะหลังไทย จำกัด,,บริษัท มันสำปะหลังไทย จำกัด,15170,1630,36,หนองม่วง,10
5866.16,ดงดินแดง,"ผลิตมันเม็ดอัดแข็ง, มันเส้น",3-9(6)-12/59ลบ,,น.ส.3ก. เลขที่ 311,906,ลพบุรี,,23000000,1,10160001225598,ห้างหุ้นส่วนจำกัด ตั้งจึงเจริญโปรดักท์ ,,ห้างหุ้นส่วนจำกัด ตั้งจึงเจริญโปรดักท์,15170,10621,37,หนองม่วง,13
330,ดงดินแดง,ทำมันเส้น,จ3-9(6)-3/59ลบ,,น.ส.3ก.เลขที่ 810,906,ลพบุรี,0814741535,7850000,1,20160000325595,นางกชพร เรือนกันต์,,กชพรเจริญพืชผล,60220,10621,38,หนองม่วง,3
132.7,ดงดินแดง,ทำปุ๋ย,จ3-43(1)-34/49ลบ,,77,4301,ลพบุรี,,3050000,11,20160003425491,ห้างหุ้นส่วนจำกัด วราภรณ์การเกษตร,,ห้างหุ้นส่วนจำกัด วราภรณ์การเกษตร,15170,20121,39,หนองม่วง,5
5585.54,ดงดินแดง,"ผลิตและจำหน่ายพลังงานไฟฟ้า ,ประกอบกิจการเพาะปลูกพืช",3-88(2)-56/57ลบ,วงศ์สว่าง-ไพศาลี,87,8802,ลพบุรี,036-796-850,119000000,5,40160005625573,บริษัท เอพลัสพาวเวอร์ จำกัด,,บริษัท เอพลัสพาวเวอร์ จำกัด,15170,35101,40,หนองม่วง,62
485,ชอนสมบูรณ์,ทำมันเส้นและสีข้าวโพด,จ3-9(6)-7/64ลบ,,99,906,ลพบุรี,0862478171,6500000,12,20160310325640,นางสาวพิมลพรรณ ถนอมศักดิ์,,ลานมันเจริญสมบูรณ์,15170,10621,41,หนองม่วง,3
478,ชอนสมบูรณ์,ผลิตชิ้นไม้สับจากไม้ยางพาราและไม้ที่ปลูกขึ้นโดยเฉพาะ 13 ชนิด ตามมติคณะรัฐมนตรีเพื่อจำหน่าย และเศษวัสดุเหลือใช้ทางการเกษตรเพื่อจำหน่าย ผลิตเชื้อเพลิงชีวมวลอัด,3-34(3)-9/59ลบ,หนองม่วง-วังเพลิง,โฉนดที่ดินเลขที่ 7940,3403,ลพบุรี,,8546977,3,10160000925594,บริษัท ทิพวัฒน์ คอร์ปอเรชั่น จำกัด,,บริษัท ทิพวัฒน์ คอร์ปอเรชั่น จำกัด,10250,16210,42,หนองม่วง,12
7433.2,ยางโทน,ผลิตพลังงานไฟฟ้าจากแสงอาทิตย์,3-88(1)-41/55ลบ,,88/8,8801,ลพบุรี,-,270000000,2,10160004125555,บริษัท สแกน อินเตอร์ ฟาร์อีสท์ เอ็นเนอร์ยี่,,โรงไฟฟ้าพลังงานแสงอาทิตย์,15170,35101,43,หนองม่วง,12
1312,ชอนสารเดช,ผลิตน้ำแข็งก้อนเล็ก,3-14-56/62ลบ,,โฉนดที่ดินเลขที่ 12520,1400,ลพบุรี,084-1323322,40000000,6,10160326525623,บริษัท โรงน้ำแข็งหนองม่วงพัฒนา จำกัด,,บริษัท โรงน้ำแข็งหนองม่วงพัฒนา จำกัด,15170,10795,44,หนองม่วง,47
,,,,,,,,,,,,,,,,,45,,
,,,,,,,,,,,,,,,,,46,,
