พื้นที่อาคาร(ตร.ม.),ประกอบกิจการ,รหัสจังหวัด,อำเภอ,TSIC,รหัสประเภท,ถนน,ซอย,คนงานรวม,ลำดับ,หญิง,ชาย,จังหวัด,หมู่,ค่าอาคาร,เลขที่,เงินทุนหมุนเวียน,เลขทะเบียนโรงงาน,โทรศัพท์,ค่าเครื่องจักร,แรงม้ารวม,ค่าที่ดิน,ตำบล,เงินลงทุนรวม,_id,รหัสทะเบียนโรงงาน FID,ชื่อโรงงาน,ชื่อเจ้าของ,จำพวก,ปีที่ได้รับอนุญาต,รหัสไปรษณีย์,พื้นที่โรงงาน(ตร.ม.)
470,ทำคอนกรีตผสมเสร็จ และผลิตภัณฑ์คอนกรีต,21,บ้านฉาง,23953,5801,,,43,4565,8,35,ระยอง,3,1000000,โฉนดที่ดินเลขที่ 5596,10000000,จ3-58(1)-207/64รย,,5500000,482,10000000,สำนักท้อน,26500000,19,20200000000000,บริษัท วอร์เทอร์เก็ท อินดัสทรีส์ แอนด์ ดีเวล์ล็อปเมนท์ จำกัด,บริษัท วอร์เทอร์เก็ท อินดัสทรีส์ แอนด์ ดีเวล์ล็อปเมนท์ จำกัด,3,64,21130,25344
8191,ผลิตคอนกรีตผสมเสร็จ,21,บ้านฉาง,23953,5801,,,10,4566,0,10,ระยอง,,300000,โฉนดที่ดินเลขที่ 9323,300000,จ3-58(1)-105/56รย,,6000000,146,9000000,สำนักท้อน,15600000,20,20200000000000,บริษัท เพอมาเน้นท์ คอนสตรัคชั่น จำกัด,บริษัท เพอมาเน้นท์ คอนสตรัคชั่น จำกัด,3,56,21130,10000
0,ผลิตคอนกรีตผสมเสร็จ,21,บ้านฉาง,23951,5801,,,5,4567,0,5,ระยอง,3,5000000,99/11,3000000,จ3-58(1)-226/65รย,-,5000000,162.88,15000000,บ้านฉาง,28000000,21,20200000000000,บริษัท แพล้นท์คอนกรีตถาวร จำกัด,บริษัท แพล้นท์คอนกรีตถาวร จำกัด,3,65,21130,13926
192,ผลิตคอนกรีตผสมสำเร็จรูป,21,บ้านฉาง,23953,5801,สุขุมวิท,,3,4568,0,3,ระยอง,3,0,99/6,1000000,จ3-58(1)-1/46รย,038-882867-70,2000000,65.84,5000000,บ้านฉาง,8000000,22,20200000000000,บริษัท แพล้นท์คอนกรีตถาวร จำกัด,บริษัท แพล้นท์คอนกรีตถาวร จำกัด,3,46,21130,1000
0,ผลิตคอนกรีตผสมเสร็จ,21,บ้านฉาง,23951,5801,,,10,4569,0,10,ระยอง,3,500000,96/115,1000000,จ3-58(1)-66/61รย,,2000000,153.14,1905500,สำนักท้อน,5405500,23,20200000000000,บริษัท ซุน คอร์ป จำกัด,บริษัท ซุน คอร์ป จำกัด,3,61,21130,15640
720,ผลิตคอนกรึตผสมเสร็จ,21,บ้านฉาง,23953,5801,,,17,4570,0,17,ระยอง,2,16500000,19/57,0,จ3-58(1)-10/60รย,038-265400 ต่อ 440,10000000,242.5,9700000,พลา,36200000,24,20200000000000,บริษัท เอเซีย ผลิตภัณฑ์ซีเมนต์ จำกัด,บริษัท เอเซีย ผลิตภัณฑ์ซีเมนต์ จำกัด,3,60,21130,12782
1144,ผลิตคอนกรีตผสมเสร็จ,21,บ้านฉาง,23953,5801,332,,12,4571,1,11,ระยอง,3,5000000,"โฉนดที่ดินลขที่ 20455, 40623",10000000,จ3-58(1)-246/64รย,,10000000,371.75,5000000,สำนักท้อน,30000000,25,20200000000000,บริษัท เอส.เจ.ซี. คอนกรีต จำกัด,บริษัท เอส.เจ.ซี. คอนกรีต จำกัด,3,64,21130,12128
100,ผลิตและจำหน่ายคอนกรีตผสมเสร็จ,21,บ้านฉาง,23953,5801,,,12,4572,2,10,ระยอง,6,1000000,โฉนดที่ดินเลขที่ 43788,1000000,จ3-58(1)-90/64รย,,1000000,290.5,0,สำนักท้อน,3000000,26,20200000000000,บริษัท ศลิตา คอนกรีต จำกัด,บริษัท ศลิตา คอนกรีต จำกัด,3,64,21130,9600
0,ผลิตเครื่องเรือน,21,บ้านฉาง,31002,6200,     -,     -,70,4573,20,50,ระยอง,2,3000000,135/9,1500000,จ3-62-1/45รย,038-600023,1000000,459.55,0,บ้านฉาง,5500000,27,20200000000000,บริษัท มอนซาร์ต บรอนซ์ เบนนีไลน์ จำกัด,บริษัท มอนซาร์ต บรอนซ์ เบนนีไลน์ จำกัด,3,45,21130,4000
2094,"ประกอบโครงสร้างเหล็ก โครงสร้างเหล็กถังน้ำ, งานท่อเหล็ก",21,บ้านฉาง,25111,6301,,,32,4574,7,25,ระยอง,6,8000000,51/3,5000000,จ3-63(1)-1/58รย,038-943238,4500000,351.55,3600000,สำนักท้อน,21100000,28,20200000000000,บริษัท ไทย-อบิลิตี้ เอ็นจิเนียริ่ง จำกัด,บริษัท ไทย-อบิลิตี้ เอ็นจิเนียริ่ง จำกัด,3,58,21130,10200
0,ทำอุปกรณ์โครงเหล็กที่ใช้ในการก่อสร้าง,21,บ้านฉาง,25111,6302,สุขุมวิท,,37,4575,7,30,ระยอง,1,1000000,13-ส.ค.,500000,จ3-63(2)-16/58รย,,500000,194.25,5500000,บ้านฉาง,7500000,29,20200000000000,บริษัท โพรเจ็ค แมนเนจจิ้ง เอ็นจิเนียริ่ง คอร์ปอเรชั่น จำกัด,บริษัท โพรเจ็ค แมนเนจจิ้ง เอ็นจิเนียริ่ง คอร์ปอเรชั่น จำกัด,3,58,21130,0
400,ทำแบบหล่อคอนกรีต,21,บ้านฉาง,25111,6302,สุขุมวิท, ,3,4576,0,3,ระยอง,8,100000,88/2,100000,3-63(2)-3/26รย,601011,150000,126.5,60000,สำนักท้อน,410000,30,10200000000000,สหเจริญประดิษฐ์,สหเจริญประดิษฐ์,3,26,21130,400
2500,ผลิตโครงสร้าง เพื่อใช้ในการติดตั้งในโรงงาน โรงกลั่นและก๊าซ,21,บ้านฉาง,25111,6302,,,50,4577,0,50,ระยอง,5,5600000,171,3200000,จ3-63(2)-28/62รย,,10000000,412,6200000,สำนักท้อน,25000000,31,20200000000000,บริษัท ทีเอสเอชไอ เอ็นจิเนียริง จำกัด,บริษัท ทีเอสเอชไอ เอ็นจิเนียริง จำกัด,3,62,21130,15200
0,เชื่อมประกอบโครงสร้างเหล็กทุกชนิด,21,บ้านฉาง,25111,6302,,,30,4578,0,30,ระยอง,5,15000000,170/1,10000000,จ3-63(2)-10/50รย,,5000000,423,3000000,สำนักท้อน,33000000,32,20200000000000,บริษัท เอส.เค.สตีล แอนด์ คอนกรีตเวิร์ค จำกัด,บริษัท เอส.เค.สตีล แอนด์ คอนกรีตเวิร์ค จำกัด,3,50,21130,0
3210,ผลิตภัณฑ์โลหะสำหรับใช้ในงานก่อสร้าง,21,บ้านฉาง,25111,6302,,,6,4579,4,2,ระยอง,6,1000000,202,1500000,จ3-63(2)-10/58รย,,1000000,495,5600000,สำนักท้อน,9100000,33,20200000000000,บริษัท เอ พี บี แอร์บาสท์ จำกัด,บริษัท เอ พี บี แอร์บาสท์ จำกัด,3,58,21130,26560
1584,เชื่อมประกอบโครงเหล็กทุกชนิดและแพ็คบรรจุชิ้นงานทุกชนิด,21,บ้านฉาง,25111,6302,,,19,4580,3,16,ระยอง,5,1800000,170/1,8000000,จ3-63(2)-58/60รย,038-602734,1300000,161,4000000,สำนักท้อน,15100000,34,20200000000000,บริษัท เอส.เค.สตีล แอนด์ คอนกรีตเวิร์ค จำกัด,บริษัท เอส.เค.สตีล แอนด์ คอนกรีตเวิร์ค จำกัด,3,60,21130,10172
0,ผลิต ประกอบภาชนะบรรจุทั่วไป เช่น ถังโลหะ,21,บ้านฉาง,25949,6401,,,40,4581,0,40,ระยอง,3,0,29-ธ.ค.,0,จ3-64(1)-4/51รย,,0,57,0,สำนักท้อน,0,35,20200000000000,บริษัท พรีเมียร์ ออยฟิลด์ เซอร์วิสเซส จำกัด,บริษัท พรีเมียร์ ออยฟิลด์ เซอร์วิสเซส จำกัด,3,51,21130,
300,ปั้มขั้วต่อสายไฟอิเล็คโทรนิค,21,บ้านฉาง,25910,6402,สายพยูน,         -,35,4582,15,20,ระยอง,5,5000000,169/17,10000000,จ3-64(2)-3/43รย,,6100000,486.07,6500000,บ้านฉาง,27600000,36,20200000000000,บริษัท โจเทค จำกัด,บริษัท โจเทค จำกัด,3,43,21130,17600
1000,"ปั้มขั้วสายไฟอิเล็กทรอนิกส์, ชิ้นส่วนอุปกรณ์อิเล็กทรอนิกส์ และชิ้นส่วนโลหะ",21,บ้านฉาง,25910,6402,,,56,4583,30,26,ระยอง,5,45000000,170/6,40000000,จ3-64(2)-3/58รย,038 695657,70000000,496.92,5000000,สำนักท้อน,160000000,37,20200000000000,บริษัท โจ เทค จำกัด,บริษัท โจ เทค จำกัด,3,58,21130,4800
4383,"ผลิตโครงสร้างโลหะสำหรับงานก่อสร้าง หรืองานอุตสาหกรรม เช่น โครงสร้างอาคารชิ้นส่วนเครื่องจักร, ชิ้นส่วนสำหรับซ่อมแซมเครื่องจักร และผลิต ประกอบ ดัดแปลง หรือซ่อมแซมหม้อไอน้ำ หรือหม้อต้มที่ใช้ของเหลวหรือก๊าซเป็นสื่อนำความร้อน ภาชนะทนแรงดัน และรวมถึงส่วนประกอบหรืออุปกรณ์ของผลิตภัณฑ์ดังกล่าว ",21,บ้านฉาง,25910,6412,,,60,4584,9,51,ระยอง,5,0,106/2,10000000,จ3-64(12)-13/61รย,,12000000,274,0,สำนักท้อน,22000000,38,20200000000000,บริษัท เอกอน แปซิฟิค จำกัด,บริษัท เอกอน แปซิฟิค จำกัด,3,61,21130,30000
2898,เกี่ยวกับผลิตภัณฑ์โลหะ ท่อ เพื่อใช้ในการก่อสร้างท่อโลหะ,21,บ้านฉาง,25910,6412,สุขุมวิท,,70,4585,0,70,ระยอง,6,0,61,0,จ3-64(12)-1/38รย,,0,1627.88,0,บ้านฉาง,0,39,20200000000000,บริษัท ซิโน-ไทย เอ็นจีเนียริ่ง แอนด์ คอนสตรัคชั่น จำกัด (มหาชน),บริษัท ซิโน-ไทย เอ็นจีเนียริ่ง แอนด์ คอนสตรัคชั่น จำกัด (มหาชน),3,38,21130,0
5200,ตัด ม้วน ประกอบเชื่อมงานเหล็กทุกชนิด และคลังเก็บวัสดุในการก่อสร้าง,21,บ้านฉาง,25910,6412,       -,      -,121,4586,0,121,ระยอง,5,25000000,168,100000000,จ3-64(12)-2/43รย,      -,40000000,4820,1400000,สำนักท้อน,166400000,40,20200000000000,บริษัท ไทย โรตารี่ เอ็นจิเนียริ่ง จำกัด (มหาชน),บริษัท ไทย โรตารี่ เอ็นจิเนียริ่ง จำกัด (มหาชน),3,43,21130,65800
2000,ผลิตอุปกรณ์เกี่ยวกับสายเคเบิ้ล,21,บ้านฉาง,25910,6412,,,104,4587,3,101,ระยอง,6,6500000,62/10,1000000,จ3-64(12)-1/40รย,038-963258-63,12000000,1230.8,7900000,สำนักท้อน,27400000,41,20200000000000,บริษัท นีดักซ์ (ไทยแลนด์) จำกัด,บริษัท นีดักซ์ (ไทยแลนด์) จำกัด,3,40,21130,18692
0,กลึง เจาะ คว้าน กัด ไส เจียน หรือเชื่อมโลหะทั่วไป ผลิต ซ่อมแซม ปรับปรุง ดัดแปลงเปลี่ยนสภาพ ยานพาหนะรบและยานพาหนะช่วยรบ รถยนต์นั่งกันกระสุน ยานพาหนะที่ใช้ในส่วนราชการทหารหรือตำรวจ และยานพาหนะทุกชนิด,21,บ้านฉาง,25922,6413,,,39,4588,4,35,ระยอง,5,15000000,37/21,4000000,จ3-64(13)-13/52รย,,3000000,582.5,16500000,สำนักท้อน,38500000,42,20200000000000,บริษัท เบสท์เทค อีโวลูชั่น จำกัด,บริษัท เบสท์เทค อีโวลูชั่น จำกัด,3,52,21130,0
506,กลึง กัด เจาะ และเชื่อมโลหะ,21,บ้านฉาง,25922,6413,,,7,4589,0,7,ระยอง,5,4000000,137/3,1000000,จ3-64(13)-58/61รย,,3000000,97.5,0,พลา,8000000,43,20200000000000,นางสาวปรารถนา จ่าสมศรี,นางสาวปรารถนา จ่าสมศรี,3,61,21130,1421
456,กลึง-เชื่อม โลหะ,21,บ้านฉาง,25922,6413,,,11,4590,2,9,ระยอง,4,4500000,โฉนดที่ดินเลขที่ 22943,500000,จ3-64(13)-8/65รย,,1000000,176,3500000,บ้านฉาง,9500000,44,20200000000000,บริษัท ทีซี เซอร์วิส แอนด์ ซัพพลาย จำกัด,บริษัท ทีซี เซอร์วิส แอนด์ ซัพพลาย จำกัด,3,65,21130,3520
669,กลึง กัด เจาะ และเชื่อมโลหะ,21,บ้านฉาง,25922,6413,,,30,4591,8,22,ระยอง,7,3000000,199/9,2000000,จ3-64(13)-3/61รย,081-4569298,1500000,623,6000000,พลา,12500000,45,20200000000000,บริษัท สมาร์ท แอนด์ อีสซี่ จำกัด,บริษัท สมาร์ท แอนด์ อีสซี่ จำกัด,3,61,21130,2072
170,กลึงโลหะ,21,บ้านฉาง,25922,6413,จอคู่-พลา,,5,4592,0,5,ระยอง,3,700000,70/3,20000,3-64(13)-1/34รย,601251,150000,147.5,300000,พลา,1170000,46,10200000000000,ห้างหุ้นส่วนจำกัด พีเอสเอ็น แมชชีนนิ่ง,ห้างหุ้นส่วนจำกัด พีเอสเอ็น แมชชีนนิ่ง,3,34,21130,396
1750,กลึง เจาะ คว้าน กัด ไส และเชื่อมโลหะทั่วไป,21,บ้านฉาง,25922,6413,สาย 332,,20,4593,0,20,ระยอง,,11000000,96/63,10000000,จ3-64(13)-51/60รย,038-181751-4,5000000,202.7,13000000,สำนักท้อน,39000000,47,20200000000000,บริษัท ไทยออยล์ ทูล แมชีนเนอรี่ เซอร์วิสเซส จำกัด,บริษัท ไทยออยล์ ทูล แมชีนเนอรี่ เซอร์วิสเซส จำกัด,3,60,21130,12844
2404,เจาะ ตัด เชื่อม ดัดแปลงหรือซ่อมแซม รถบรรทุก รถกระเช้า เครื่องกำเนิดไฟฟ้าแบบเคลื่อนที่ รถหรือเรือไว้สำหรับดับเพลิง อากาศยานหรือเรือโฮเวอร์คราฟท์,21,บ้านฉาง,25922,6413,,,32,4594,12,20,ระยอง,3,30000000,โฉนดที่ดินเลขที่ 5651,20000000,จ3-64(13)-16/64รย,,4000000,167.3,6000000,สำนักท้อน,60000000,48,20200000000000,บริษัท เซเว่นโอ๊คส์ จำกัด,บริษัท เซเว่นโอ๊คส์ จำกัด,3,64,21130,11472
288,เชื่อมโลหะทั่วไป,21,บ้านฉาง,25922,6413,-,-,17,4595,2,15,ระยอง,1,700000,145/5,500000,จ3-64(13)-4/45รย,038-880483,500000,340,0,บ้านฉาง,1700000,49,20200000000000,บริษัท สิทธกานต์ เอ็นจิเนียริ่ง จำกัด,บริษัท สิทธกานต์ เอ็นจิเนียริ่ง จำกัด,3,45,21130,4316
207,กลึงเชื่อมโลหะ,21,บ้านฉาง,25922,6413,สุขุมวิท,,15,4596,3,12,ระยอง,5,500000,131/1,300000,จ3-64(13)-1/42รย,038-601726,2000000,140.85,0,บ้านฉาง,2800000,50,20200000000000,บ้านฉางการช่าง,บ้านฉางการช่าง,3,42,21130,1600
360,กลึง เจาะ คว้าน กัด ไส เจียร์ เชื่อมโลหะทั่วไป,21,บ้านฉาง,25922,6413,,,40,4597,10,30,ระยอง,4,1500000,50/8,10000000,จ3-64(13)-23/65รย,,2500000,281,0,บ้านฉาง,14000000,51,20200000000000,บริษัท ฟาสเทค เอ็นเตอร์ไพรส์ จำกัด,บริษัท ฟาสเทค เอ็นเตอร์ไพรส์ จำกัด,3,65,21130,960
1680,กลึง ไส ขึ้นรูป ชิ้นส่วน โลหะ,21,บ้านฉาง,25922,6413,,,30,4598,16,14,ระยอง,6,0,14-มิ.ย.,5000000,จ3-64(13)-68/59รย,038-600542-3,10000000,239,0,บ้านฉาง,15000000,52,20200000000000,บริษัท เอ็มซีซี อินเตอร์ พาร์ท จำกัด,บริษัท เอ็มซีซี อินเตอร์ พาร์ท จำกัด,3,59,21130,1533
11486,กลึงเชื่อมท่อโลหะและโครงสร้างที่ใช้ในโรงงานอุตสาหกรรมและงานก่อสร้างตามวัตถุประสงค์ทั่วไปตามหนังสือรับรอง,21,บ้านฉาง,25922,6413,,,36,4599,6,30,ระยอง,3,15000000,96/60,5000000,จ3-64(13)-41/58รย,,3000000,119.32,8000000,สำนักท้อน,31000000,53,20200000000000,บริษัท ซัพพลาย อินดิเกรชั่น เซอร์วิส จำกัด,บริษัท ซัพพลาย อินดิเกรชั่น เซอร์วิส จำกัด,3,58,21130,1176
0,ขึ้นรูปซ่อมเครื่องมือวัดและตรวจสอบระบบท่อ กลึงชิ้นงานโลหะต่างๆ เช่น กลึงเกลียวท่อ เป็นต้น,21,บ้านฉาง,25922,6413,สุขุมวิท,,122,4600,22,100,ระยอง,6,5000000,78/4-5,10000000,จ3-64(13)-7/63รย,,15000000,278.9,10000000,บ้านฉาง,40000000,54,20200000000000,บริษัท เด็กซ์ซอน เทคโนโลยี จำกัด (มหาชน),บริษัท เด็กซ์ซอน เทคโนโลยี จำกัด (มหาชน),3,63,21130,1148
504,ผลิตชิ้นส่วนอุปกรณ์โลหะ,21,บ้านฉาง,25939,6414,-,-,93,4601,0,93,ระยอง,5,5000000,170,3000000,จ3-64(14)-13/48รย,038-605590-4,2000000,572.8,3000000,สำนักท้อน,13000000,55,20200000000000,บริษัท ซีเออี เอเซีย จำกัด,บริษัท ซีเออี เอเซีย จำกัด,3,48,21130,0
684,ทำชิ้นส่วนหรืออุปกรณ์ของผลิตภัณฑ์โลหะ,21,บ้านฉาง,25939,6414,สุขุมวิท,,28,4602,4,24,ระยอง,1,500000,83/12,500000,3-64(14)-1/35รย,601119,1000000,241,2000000,พลา,4000000,56,10200000000000,ร่วมเจริญ,ร่วมเจริญ,3,35,21130,4800
1620,"ผลิตชิ้นส่วนอุปกรณ์โลหะสำหรับจับยึดท่อ, ท่อ, หน้าแปลน, งานท่อนัลเม็ททัลลิค งานเหล็ก, งานโครงสร้าง, งานประกอบชิ้นงาน, งานขึ้นรูปสินค้า ดัด ตัด เจียร พับ ม้วน และชุบผิวโลหะที่เกี่ยวกับเหล็ก",21,บ้านฉาง,25939,6414,,,45,4603,5,40,ระยอง,5,25000000,201/1,50000000,จ3-64(14)-5/65รย,,4000000,350.45,20000000,สำนักท้อน,99000000,57,20200000000000,บริษัท ซีเออี เอเซีย จำกัด,บริษัท ซีเออี เอเซีย จำกัด,3,65,21130,20788
540,ซ่อมอุปกรณ์ของเครื่องยนต์,21,บ้านฉาง,28110,6500,สุขุมวิท,,8,4604,0,8,ระยอง,3,1000000,99/6,1000000,จ3-65-1/46รย,038-882866-8,500000,87.5,2000000,บ้านฉาง,4500000,58,20200000000000,บริษัท ถาวรวิศโยธา 2544 จำกัด,บริษัท ถาวรวิศโยธา 2544 จำกัด,3,46,21130,1000
1633,ผลิตภัณฑ์อีเล็คทรอนิคส์ (แฟกซ์โมเด็ม),21,บ้านฉาง,26102,7200,-,-,50,4605,33,17,ระยอง,6,25500000,85/7,10000000,3-72-2/41รย,(038)963523-5,37000000,1143.27,4500000,สำนักท้อน,77000000,59,10200000000000,บริษัท หัวหลิน เทค (ประเทศไทย) จำกัด,บริษัท หัวหลิน เทค (ประเทศไทย) จำกัด,3,41,21130,4800
1700,ประกอบชุดสายไฟ,21,บ้านฉาง,26402,7200,สายพยูน,,149,4606,143,6,ระยอง,5,15000000,169/15-17,5000000,จ3-72-1/42รย,038-602753,0,229.11,0,บ้านฉาง,20000000,60,20200000000000,บริษัท โจโฮคุ (ประเทศไทย) จำกัด,บริษัท โจโฮคุ (ประเทศไทย) จำกัด,3,42,21130,17600
1254,ห้องเย็นรับแช่สินค้า,21,บ้านฉาง,52101,9200,,,25,4607,10,15,ระยอง,5,2000000,65/71,10000000,จ3-92-37/61รย,,1500000,192,4000000,บ้านฉาง,17500000,61,20200000000000,บริษัท อภิวงศ์ อินเตอร์ฟู้ดส์ จำกัด,บริษัท อภิวงศ์ อินเตอร์ฟู้ดส์ จำกัด,3,61,21130,1965
