แรงม้า,ตำบล,ประกอบกิจการ,เลขทะเบียนเดิม,ถนน,เลขที่,ประเภท,จังหวัด,โทรศัพท์,เงินทุน,หมู่,เลขทะเบียนโรงงาน,ผู้ประกอบการ,ซอย,ชื่อโรงงาน,ไปรษณีย์,TSIC,_id,อำเภอ,คนงาน
291.2,พัฒนานิคม,ผลิตภัณฑ์จากน้ำนมดิบ,จ3-5(1)-26/63ลบ,,899,501,ลพบุรี,,111000000,9,20160299125631,บริษัท ราชาแดรี่ โปรดักส์ จำกัด,22-23,บริษัท ราชาแดรี่ โปรดักส์ จำกัด,15140,10501,11,พัฒนานิคม,82
430,พัฒนานิคม,"ผลิตน้ำมันเมล็ดในปาล์ม, น้ำมันมะพร้าว",จ3-7(1)-13/55ลบ,ทางหลวงหมายเลข 3017,โฉนดที่ดินเลขที่97,701,ลพบุรี,,42000000,14,20160001325552,บริษัท ธนโชคปาล์มออย จำกัด,-,บริษัท ธนโชคปาล์ม จำกัด,15140,10491,12,พัฒนานิคม,25
334,พัฒนานิคม,ทำมันเส้น,จ3-9(6)-39/58ลบ,,253,906,ลพบุรี,,22400000,2,20160003925581,นายทศพร จบเจนภัย,,มหาราชธัญญกิจ,15140,10621,13,พัฒนานิคม,2
127,พัฒนานิคม,ทำน้ำแข็งก้อนเล็ก,จ3-14-1/43ลบ,ลพบุรี-แก่งเสือเต้น,249/9,1400,ลพบุรี,036-491688,9800000,23,20160300125430,นางภัทร์ธีนันท์ กังสวัสดิ์,,โรงน้ำแข็ง แอล ที กรุ๊ป,15140,10795,14,พัฒนานิคม,7
192.5,พัฒนานิคม,ทำน้ำแข็งก้อนเล็กและน้ำแข็งซอง,จ3-14-2/43ลบ,ลพบุรี-แก่งเสือเต้น,99,1400,ลพบุรี,(036)491388,9000000,13,20160100225430,ห้างหุ้นส่วนจำกัด บอสส์ไอซ์,20,ห้างหุ้นส่วนจำกัด บอสส์ไอซ์,15140,10795,15,พัฒนานิคม,6
362.5,พัฒนานิคม,ผลิตน้ำแข็งหลอด ,จ3-14-64/56ลบ,,222 ,1400,ลพบุรี,,20000000,12,20160006425563,บริษัท โรงน้ำแข็ง จารุรัตน์พัฒนา จำกัด,,บริษัท โรงน้ำแข็ง จารุรัตน์พัฒนา จำกัด,15140,10795,16,พัฒนานิคม,12
7348.09,พัฒนานิคม,ผลิตอาหารสัตว์,3-15(1)-1/29ลบ,สาย 2 ซ้าย,252,1501,ลพบุรี,036-491330-1,40000000,9,10160000125294,บริษัท สหฟาร์ม จำกัด,-,โรงงานอาหารสัตว์พัฒนานิคม,15140,10801,17,พัฒนานิคม,149
6253.17,พัฒนานิคม,ผลิตอาหารไก่,3-15(1)-8/58ลบ,,-,1501,ลพบุรี,,1000000000,14,10160000825588,บริษัท ไท สัน ฟีด (ไทยแลนด์) จำกัด,15,บริษัท ไท สัน ฟีด (ไทยแลนด์) จำกัด,10310,10801,18,พัฒนานิคม,45
398,พัฒนานิคม,ผลิตอาหารสัตว์,จ3-15(1)-2/60ลบ,,78,1501,ลพบุรี,062-5974999,18600000,5,20160000225605,บริษัท เอ็มดี ครอป จำกัด,,บริษัท เอ็มดี ครอป จำกัด,15140,10801,19,พัฒนานิคม,10
142,พัฒนานิคม,การทำอาหารผสมหรืออาหารสำเร็จรูปสำหรับเลี้ยงสัตว์,จ3-15(1)-7/62ลบ,,โฉนดที่ดินเลขที่ 16070,1501,ลพบุรี,,15200000,3,20160138125628,ห้างหุ้นส่วนจำกัด บีเทค โซลูชั่น,,ห้างหุ้นส่วนจำกัด บีเทค โซลูชั่น,49000,10801,20,พัฒนานิคม,10
465,พัฒนานิคม,ผลิตอาหารวัวนม ผลิตอาหารสัตว์,จ3-15(1)-17/54ลบ,ซอย12-พัฒนานิคม,29,1501,ลพบุรี,036-491508,31500000,10,20160001725546,สหกรณ์โคนมพัฒนานิคม จำกัด,,สหกรณ์โคนมพัฒนานิคม จำกัด,15140,10801,21,พัฒนานิคม,25
4601.9,พัฒนานิคม,ผลิตอาหารสัตว์,ศ3-15(1)-1/36ลบ,ลพบุรี-วังม่วง,120/1,1501,ลพบุรี,,270770351,14,00160000125361,บริษัท มารวย ฟีดมิลล์ จำกัด,,บริษัท มารวย ฟีดมิลล์ จำกัด,15140,10801,22,พัฒนานิคม,75
5951.9,พัฒนานิคม,ผลิตขนไก่ป่น เนื้อป่น กระดูกป่น,3-15(2)-1/51ลบ,-,29/1,1502,ลพบุรี,089-1733347,60000000,14,10160000125518,บริษัท เอส.พี.ฟิงเกอร์ฮัท จำกัด,-,บริษัท เอส.พี.ฟิงเกอร์ฮัท จำกัด,15140,10294,23,พัฒนานิคม,40
382.5,พัฒนานิคม,แปรรูปไม้โดยใช้เครื่องจักรเพื่อประดิษฐกรรม เช่น ทำพาเลทไม้ ลังไม้ วงกบประตู หน้าต่าง เครื่องเรือน และที่อยู่อาศัย,จ3-34(2)-45/59ลบ,,110/3,3402,ลพบุรี,,3843000,1,20160004525596,บริษัท เจ.ไอ.บี.แพ็คกิ้ง จำกัด,,บริษัท เจ.ไอ.บี แพ็คกิ้ง จำกัด,15140,16220,24,พัฒนานิคม,45
125,พัฒนานิคม,ผลิตชิ้นไม้สับจากไม้ที่ปลูกขึ้นโดยเฉพาะ 13 ชนิด ตามมติคณะรัฐมนตรีเพื่อจำหน่าย,3-34(4)-5/52ลบ,-,153,3404,ลพบุรี,089-0463759,624000,17,10160100525526,นายจำรอง ล้อมจันทร์,-,สุนทรธรรมเจริญ,15140,16299,25,พัฒนานิคม,10
232.2,พัฒนานิคม,ทำเฟอร์นิเจอร์เครื่องเรือน และไม้แกะสลัก,จ3-36(1)-1/40ลบ,พัฒนานิคม-ลพบุรี,66,3601,ลพบุรี,,25000000,14,20160500125404,บริษัท คอสต้า วูดเด็น แอนด์ ฟอเรสท์ จำกัด,15 สายโท,บริษัท คอสต้า วูดเด็น แอนด์ ฟอเรสท์ จำกัด,15140,16230,26,พัฒนานิคม,83
385,พัฒนานิคม,ผลิตแอสฟัลท์ติกคอนกรีต,จ3-50(4)-9/62ลบ,,โฉนดที่ดินเลขที่ 16103,5004,ลพบุรี,,117000000,3,20160046725626,บริษัท ศิลาเพชร จำกัด,,บริษัท ศิลาเพชร จำกัด,15140,19209,27,พัฒนานิคม,6
300.5,พัฒนานิคม,ผลิตแอสฟัลร์ติกคอนกรีต,จ3-50(4)-32/63ลบ,,204,5004,ลพบุรี,,20000000,3,20160067825636,บริษัท ศิรินิยม (2525) จำกัด,16,บริษัท ศิรินิยม (2525) จำกัด,15140,19209,28,พัฒนานิคม,7
598.5,พัฒนานิคม,ล้าง บด หรือย่อยพลาสติก,จ3-53(9)-11/54ลบ,สาย 3 ซ้าย,73/2,5309,ลพบุรี,,5000000,4,20160001125549,บริษัท ศิษชยา จำกัด,,โรงงานพัฒนาพลาสติก,15140,22299,29,พัฒนานิคม,8
186.5,พัฒนานิคม,ผลิตผลิตภัณฑ์คอนกรีต,จ3-58(1)-39/60ลบ,ลพบุรี-วังม่วง,13/3,5801,ลพบุรี,,750000,10,20160003925607,นายพิจิตร เหล็กเพ็ชร,-,พิชิตชัย,15130,23953,30,พัฒนานิคม,15
15156.74,พัฒนานิคม,ผลิตกระแสไฟฟ้าเพื่อจำหน่าย,3-88(1)-14/55ลบ,,188,8801,ลพบุรี,,780000000,3,10160001425552,บริษัท อีเอ โซล่า จำกัด,,บริษัท อีเอ โซล่า จำกัด,15140,35101,31,พัฒนานิคม,14
8146.35,พัฒนานิคม,ผลิตกระแสไฟฟ้าเพื่อจำหน่าย,3-88(1)-31/55ลบ,,188,8801,ลพบุรี,-,772000000,3,10160003125556,บริษัท อีเอ โซล่า จำกัด,,บริษัท อีเอ โซล่า จำกัด,15140,35101,32,พัฒนานิคม,14
4895.62,พัฒนานิคม,ผลิตกระแสไฟฟ้าจากพลังงานแสงอาทิตย์ ขนาด 2 เมกะวัตต์,3-88(1)-60/58ลบ,,158/1,8801,ลพบุรี,,136000000,4,40160006025583,บริษัท เอสเอเอเอ็ม โซลาร์ พาวเวอร์ วัน จำกัด,,บริษัท เอสเอเอเอ็ม โซลาร์ พาวเวอร์ วัน จำกัด,10240,35101,33,พัฒนานิคม,9
418,พัฒนานิคม,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,3-105-20/65ลบ,,โฉนดที่ดินเลขที่ 6499,10500,ลพบุรี,,7000000,5,10160046225652,นายสิทธิชัย หอมวงษ์,,ส.สมบัติเจริญรุ่งเรืองค้าเหล็ก 2022,15140,38110,34,พัฒนานิคม,0
257,ช่องสาริกา,อบเมล็ดพืช,จ3-2(1)-23/63ลบ,,99/1,201,ลพบุรี,,31500000,9,20160184825634,นายวงศกร สุขสว่าง,,สุขสว่างพืชผล,15220,1630,35,พัฒนานิคม,6
2561,ช่องสาริกา,ไซโลเก็บรักษาเมล็ดข้าวโพด,3-2(5)-10/60ลบ,สระบุรี-หล่มสัก,โฉนดที่ดิน เลขที่ 6510,205,ลพบุรี,036-63863942,461180000,13,10160001025600,บริษัท เบทาโกร จำกัด (มหาชน),,บริษัท เบทาโกร จำกัด (มหาชน),10210,52102,36,พัฒนานิคม,5
320,ช่องสาริกา,ขุดดินเพื่อใช้ในการก่อสร้าง,จ3-3(2)-9/61ลบ,,โฉนดที่ดินเลขที่ 16098,302,ลพบุรี,,3700000,7,20160000925618,นายชูเกียรติ พันเณร,,-,15140,8103,37,พัฒนานิคม,4
150,ช่องสาริกา,ขุดดินเพื่อใช้ในการก่อสร้าง,จ3-3(2)-361/58ลบ,สาย 2,74/3,302,ลพบุรี,0906363403,3100000,13,20160036125589,นายอดุลย์ เหลี่ยมสิงขรณ์,7-8,,15220,8103,38,พัฒนานิคม,6
36127.08,ช่องสาริกา,การฆ่าสัตว์และชำแหละไก่ ปรุงสุกไก่ย่างเสียบไม้,3-4(1)-1/36ลบ,สระบุรี-หล่มสัก,39,401,ลพบุรี,036-436333-47,1023480000,5,10160100125368,บริษัท บี.ฟู้ดส์ โปรดักส์ อินเตอร์เนชั่นแนล จำกัด,,บริษัท บี.ฟู้ดส์ โปรดักส์ อินเตอร์เนชั่นแนล จำกัด,15220,10111,39,พัฒนานิคม,9584
2624.21,ช่องสาริกา,ฆ่า ชำแหละ และตัดแต่งสุกร,3-4(1)-1/46ลบ,พระพุทธบาท-เขาสูง,215,401,ลพบุรี,036-638730,146142360,1,10160000125468,บริษัท เบทาโกร เกษตรอุตสาหกรรม จำกัด,-,บริษัท เบทาโกร เกษตรอุตสาหกรรม จำกัด,15220,10111,40,พัฒนานิคม,60
4068.38,ช่องสาริกา,อาหารสำเร็จรูปจากเนื้อไก่,3-4(3)-1/46ลบ,สระบุรี - หล่มสัก,39,403,ลพบุรี,,486000000,5,10160100125467,บริษัท บี. ฟู้ดส์ โปรดักส์ อินเตอร์เนชั่นแนล จำกัด,,บริษัท บี. ฟู้ดส์ โปรดักส์ อินเตอร์เนชั่นแนล จำกัด,15220,10139,41,พัฒนานิคม,1232
3865.66,ช่องสาริกา,ผลิตอาหารสำเร็จรูปจากเนื้อสัตว์ เช่น ลูกชิ้นและไส้กรอก,3-4(3)-2/46ลบ,พระพุทธบาท-เขาสูง,212,403,ลพบุรี,036-771273-8,40000000,1,10160000225466,บริษัท อาหารเบทเทอร์ จำกัด,-,บริษัท อาหารเบทเทอร์ จำกัด,15220,10139,42,พัฒนานิคม,67
11970.9,ช่องสาริกา,ผลิตน้ำซุปเข้มข้น,3-4(3)-3/46ลบ,พระพุทธบาท-เขาสูง,214,403,ลพบุรี,,153040000,1,10160000325464,บริษัท เบทาโกร ไดนิปปอน เทคโนเอ็กซ์ จำกัด,,บริษัท เบทาโกร ไดนิปปอน เทคโนเอ็กซ์ จำกัด,15220,10139,43,พัฒนานิคม,30
8521.4,ช่องสาริกา,ผลิตวัตถุดิบสำหรับอาหารเสริม,3-4(3)-3/49ลบ,ทางหลวงแผ่นดินหมายเลข 21,69/5,403,ลพบุรี,05-9090707,399285015,1,10160000325498,บริษัท ซีโนสยามไบโอเทคนิค จำกัด,-,บริษัท ซีโนสยามไบโอเทคนิค จำกัด,15220,10139,44,พัฒนานิคม,234
2193.58,ช่องสาริกา,ทำผลิตภัณฑ์อาหารสำเร็จรูปจากเนื้อสัตว์ เช่น ไส้กรอกหมู ไส้กรอกไก่ และแฮม,3-4(3)-5/52ลบ,-,221,403,ลพบุรี,036-638701-4,319000000,1,10160000525527,บริษัท อิโตแฮม เบทาโกร ฟู้ดส์ จำกัด,-,บริษัท อิโตแฮม เบทาโกร ฟู้ดส์ จำกัด,15220,10139,45,พัฒนานิคม,148
7781.82,ช่องสาริกา,ผลิตอาหารสำเร็จรูปแช่แข็งและเย็น,3-4(3)-7/57ลบ,-,333,403,ลพบุรี,036-638701-4,670663000,5,10160000725572,บริษัท เบทาโกร เอ็มเอฟ เดลี จำกัด,-,บริษัท เบทาโกร เอ็มเอฟ เดลี จำกัด,15220,10139,46,พัฒนานิคม,417
23931,ช่องสาริกา,ทำผลิตภัณฑ์อาหารสำเร็จรูปจากเนื้อสัตว์แช่เย็นหรือแช่แข็ง,3-4(3)-9/50ลบ,-,218,403,ลพบุรี,036-638374-5,1228000000,1,10160000925503,บริษัท อายิโน๊ะโม๊ะโต๊ะ เบทาโกร โฟรเซ่นฟู้ดส์(ประเทศไทย) จำกัด,-,บริษัท อายิโนะโมะโต๊ะ เบทาโกร โฟรเซ่นฟู้ดส์ (ประเทศไทย) จำกัด,15220,10139,47,พัฒนานิคม,1280
7446.67,ช่องสาริกา,ผลิตอาหารสำเร็จรูปและกึ่งสำเร็จรูปจากเนื้อสัตว์,3-4(3)-13/47ลบ,สระบุรี-หล่มสัก,217,403,ลพบุรี,,451100000,1,10160001325471,บริษัท อายิโนะโมะโต๊ะ เบทาโกร สเปเชียลตี้ ฟู้ดส์ จำกัด,-,บริษัท อายิโนะโมะโต๊ะ เบทาโกร สเปเชียลตี้ ฟู้ดส์ จำกัด,15220,10139,48,พัฒนานิคม,438
230,ช่องสาริกา,ทำมันเส้นและสีข้าวโพด,จ3-9(6)-4/65ลบ,,113/1,906,ลพบุรี,,3700000,,20160099725655,นางสาวอัจฉราพร กุลตา,,นางสาวอัชราพร  กุลตา,15220,10621,49,พัฒนานิคม,4
201,ช่องสาริกา,ผลิตน้ำแข็งก้อนเล็ก และการทำน้ำดื่ม,จ3-14-45/49ลบ,ซอย 13,69/1,1400,ลพบุรี,,10000000,5,20160004525497,ห้างหุ้นส่วนจำกัด อรุณรัชช์ วอเตอร์ แอนด์ ไอซ์,-,ห้างหุ้นส่วนจำกัด อรุณรัชช์ วอเตอร์ แอนด์ ไอซ์,15220,10795,50,พัฒนานิคม,13
46071.86,ช่องสาริกา,ผลิตอาหารสัตว์สำเร็จรูป และส่วนผสมอาหารสัตว์,3-15(1)-7/48ลบ,สระบุรี-หล่มสัก,3/1,1501,ลพบุรี,036-638639-43,900000000,13,10160000725481,บริษัท เบทาโกร จำกัด (มหาชน),-,บริษัท เบทาโกร จำกัด (มหาชน),15220,10801,51,พัฒนานิคม,86
24136,ช่องสาริกา,ทำอาหารผสม หรืออาหารสำเร็จรูปสำหรับเลี้ยงสัตว์,3-15(1)-20/56ลบ,ทางหลวงหมายเลข 3334,299,1501,ลพบุรี,02-833800,1195000000,1,10160002025567,บริษัท เพ็ท โฟกัส จำกัด,,บริษัท เพ็ท โฟกัส จำกัด,15220,10801,52,พัฒนานิคม,202
396.44,ช่องสาริกา,การทำอาหารผสม หรืออาหารสำเร็จรูปสำหรับเลี้ยงสัตว์,จ3-15(1)-25/48ลบ,สระบุรี-หล่มสัก,216,1501,ลพบุรี,036-638610-21,203300000,1,20160002525481,บริษัท เบ็ทเทอร์ฟาร์ม่า จำกัด,-,บริษัท เบ็ทเทอร์ฟาร์ม่า จำกัด,15220,10801,53,พัฒนานิคม,96
38486.91,ช่องสาริกา,ผลิตอาหารสัตว์ผสมสำเร็จรูป และส่วนผสมอาหารสัตว์ สำหรบสัตว์น้ำ,ส3-15(1)-1/34ลบ,สระบุรี-หล่มสัก,3,1501,ลพบุรี,036-638277-80,991600000,13,00160200125344,บริษัท เบทาโกร จำกัด (มหาชน),พัฒนานิคม 2,บริษัท เบทาโกร จำกัด (มหาชน),15220,10801,54,พัฒนานิคม,654
475.12,ช่องสาริกา,ผลิตขนไก่ป่น,ศ3-15(2)-1/39ลบ,สระบุรี-หล่มสัก,39,1502,ลพบุรี,,647630000,5,00160100125394,บริษัท บี.ฟู้ดส์ โปรดักส์ อินเตอร์เนชั่นแนล จำกัด,,บริษัท บี.ฟู้ดส์ โปรดักส์ อินเตอร์เนชั่นแนล จำกัด,15220,10294,55,พัฒนานิคม,7
65,ช่องสาริกา,แปรรูปไม้ทื่ปลูกขึ้นโดยเฉพาะ 13 ชนิด ตามมติคณะรัฐมนตรีเพื่อจำหน่าย,3-34(1)-20/57ลบ,,27,3401,ลพบุรี,,1000000,8,10160002025575,นายบรรเทิง นรายศ,,นาราค้าไม้,15220,16101,56,พัฒนานิคม,12
485.22,ช่องสาริกา,โรงงานประกอบกิจการเกี่ยวกับสี (Paints),จ3-45(1)-2/66ลบ,สระบุรี-หล่มสัก,59,4501,ลพบุรี,036-770011,11000000,12,20160072125667,บริษัท เฌอร่า จำกัด (มหาชน) ,-,บริษัท เฌอร่า จำกัด (มหาชน),15220,20112,57,พัฒนานิคม,15
2868.48,ช่องสาริกา,การผลิตวัตถุที่มุ่งหมายสำหรับใช้ในการวิเคราะห์ บำบัด บรรเทา รักษา หรือป้องกันโรค หรือความเจ็บป่วยของมนุษย์หรือสัตว์,จ3-46(2)-7/48ลบ,สระบุรี-หล่มสัก,216,4602,ลพบุรี,036-436084,253500000,1,20160000725489,บริษัท เบ็ทเทอร์ฟาร์ม่า จำกัด,,บริษัท เบ็ทเทอร์ฟาร์ม่า จำกัด,15220,21001,58,พัฒนานิคม,80
1849.155,ช่องสาริกา,ผลิตผลิตภัณฑ์ชิ้นส่วนพลาสติกสำหรับเครื่องใช้ไฟฟ้า อิเล็กทรอนิกส์และยานยนต์,จ3-53(1)-46/56ลบ,,288,5301,ลพบุรี,,112340000,12,20160004625560,บริษัท เอฟทีอี พรีซิชั่น (ประเทศไทย) จำกัด,,บริษัท เอฟทีอี พรีซิชั่น (ประเทศไทย) จำกัด,15220,22210,59,พัฒนานิคม,90
113109.25,ช่องสาริกา,ผลิตวัสดุซีเมนต์คอมโพสิทธ์ เสริมแรงด้วยเส้นใย ขยายในส่วนผลิตพลังงานไฟฟ้าใช้พลังงานแสงอาทิตย์ขนาดกำลังผลิต 9.98 เมกะวัตต์ เพื่อใช้ในโรงงานเท่านั้น,3-56-1/38ลบ,สระบุรี-หล่มสัก กม.16,59,5600,ลพบุรี,01-334-0356,2071500432,12,10160300125382,บริษัท เฌอร่า จำกัด (มหาชน),,บริษัท เฌอร่า จำกัด (มหาชน),15220,23921,60,พัฒนานิคม,3070
69539.16,ช่องสาริกา,ทำปูนขาว,3-57(1)-1/37ลบ,สระบุรี-หล่มสักสายใหม่,7,5701,ลพบุรี,036-436420-6,320000000,12,10160100125376,บริษัท สุธากัญจน์ จำกัด (มหาชน),11 สาย 3,บริษัท สุธากัญจน์ (มหาชน) จำกัด,15220,23941,61,พัฒนานิคม,155
63.56,ช่องสาริกา,คอนกรีตผสมเสร็จ,จ2-58(1)-141/64ลบ,สระบุรี-หล่มสัก,64,5801,ลพบุรี,2119544,6000000,12,20160232325645,บริษัท ทีทีวี คอนกรีต จำกัด,,บริษัท ทีทีวี คอนกรีต จำกัด,15220,23953,62,พัฒนานิคม,9
932.5,ช่องสาริกา,ผลิตผนังสำเร็จรูป,3-58(1)-2/39ลบ,สาย 3334,143,5801,ลพบุรี,,100500000,12,10160000225391,บริษัท ทีจี.แอ๊ดวานซ์คอนกรีต จำกัด,,ทีจี.แอ๊ดวานซ์คอนกรีต,15220,23953,63,พัฒนานิคม,33
2213.25,ช่องสาริกา,ผลิตวัสดุก่อสร้าง,3-58(1)-144/49ลบ,สาย 4,280,5801,ลพบุรี,036-436500,109000000,1,10160014425490,บริษัท ดีตอนโปรดักส์ จำกัด (มหาชน),-,บริษัท ดีคอนโปรดักส์ จำกัด (มหาชน),15220,23953,64,พัฒนานิคม,54
450.42,ช่องสาริกา,ผลิตกระเบื้องคอนกรีตและอุปกรณ์ในการมุงหลังคาประกอบกระเบื้อง,จ3-58(1)-1/46ลบ,สระบุรี-หล่มสัก,59/9,5801,ลพบุรี,036-638888,185000000,12,20160500125461,บริษัท เฌอร่า จำกัด (มหาชน),-,บริษัท เฌอร่า จำกัด (มหาชน),15220,23953,65,พัฒนานิคม,65
1207,ช่องสาริกา,ผลิตวัสดุก่อสร้าง แผ่นพื้นและเสาเข็มสำเร็จรูป คอนกรีตอัดแรง,จ3-58(1)-4/39ลบ,สาย 4 ซ้าย,33,5801,ลพบุรี,01-985-2679,123000000,8,20160000425395,บริษัท ดีคอนโปรดักส์ จำกัด (มหาชน),,บริษัท ดีคอนโปรดักส์ จำกัด (มหาชน),15220,23953,66,พัฒนานิคม,1300
416.84,ช่องสาริกา,ผลิตแผ่นยิปซัม เช่น ฝ้า เพดาน ผนังผื้น,จ3-58(1)-145/49ลบ,ทางหลวงหมายเลข 3334,51,5801,ลพบุรี,,165000000,12,20160014525495,บริษัท กรุงเทพ ผลิตภัณฑ์ ยิบซั่ม จำกัด,11 สาย 3 ขวา,บริษัท เหอเซิงไท่ จำกัด,15220,23953,67,พัฒนานิคม,90
109,ช่องสาริกา,การทำผลิตภัณฑ์โลหะด้วยวีธีปั๊มหรือกระแทก,จ3-64(2)-1/38ลบ,สระบุรี-หล่มสัก,22,6402,ลพบุรี,2168025,75600000,12,20160500125388,บริษัท แอดวานซ์ เมทัลลิก้า จำกัด,11,บริษัท แอดวานซ์ เมทัลลิก้า จำกัด,15220,25910,68,พัฒนานิคม,43
113,ช่องสาริกา,การทำผลิตภัณฑ์โลหะด้วยวิธีปั๊มหรือกระแทก,จ3-64(2)-29/55ลบ,สาย 3,22,6402,ลพบุรี,,120000000,12,20160002925558,บริษัท แอดวานซ์ เมทัลลิก้า จำกัด,11,บริษัท แอดวานซ์ เมทัลลิก้า จำกัด,15220,25910,69,พัฒนานิคม,43
4930.932,ช่องสาริกา,ผลิตพลังงานไฟฟ้าจากพลังงานแสงอาทิตย์,3-88(1)-7/63ลบ,,โฉนดที่ดิน 1285,8801,ลพบุรี,,62800000,12,40160036125635,บริษัท สุธากัญจน์ จำกัด (มหาชน),,บริษัท สุธากัญจน์ จำกัด (มหาชน),15220,35101,70,พัฒนานิคม,7
11219.03,ช่องสาริกา,ผลิตพลังงานไฟฟ้าจากเซลล์แสงอาทิตย์ กำลังการผลิต 4.75 เมกะวัตต์,3-88(1)-20/53ลบ,ทางหลวงหมายเลข 21,"โฉนดที่ดินเลขที่ 5594, 5724, 22783",8801,ลพบุรี,,500000000,12,10160002025534,บริษัท บางกอกโซลาร์ พาวเวอร์ จำกัด,,บริษัท บางกอกโซลาร์ พาวเวอร์ จำกัด (โครงการลพบุรี 5),15220,35101,71,พัฒนานิคม,9
2856.83,ช่องสาริกา,ผลิตพลังงานไฟฟ้าจากเซลล์แสงอาทิตย์ กำลังการผลิต 2 เมกะวัตต์,3-88(1)-21/53ลบ,ทางหลวงหมายเลข 21,202 และ 202/1,8801,ลพบุรี,,200000000,12,10160002125532,บริษัท บางกอกโซลาร์ พาวเวอร์ จำกัด,,บริษัท บางกอกโซลาร์ พาวเวอร์ จำกัด (โครงการลพบุรี 4),15220,35101,72,พัฒนานิคม,5
