แรงม้า,ตำบล,ประกอบกิจการ,เลขทะเบียนเดิม,ถนน,เลขที่,ประเภท,จังหวัด,โทรศัพท์,เงินทุน,หมู่,เลขทะเบียนโรงงาน,ผู้ประกอบการ,ซอย,ชื่อโรงงาน,ไปรษณีย์,TSIC,_id,อำเภอ,คนงาน
227.78,ทะเลชุบศร,ผลิตอุปกรณ์เครื่องสีข้าว,3-66-1/20ลบ,พหลโยธิน,111/5,6600,ลพบุรี,411511,2000000,6,10160000125203,นายคูณ อินทรพานิช,ร่วมสามัคคี,อินทรพานิช,15000,28219,11,เมืองลพบุรี,9
41.29,ทะเลชุบศร,ซ่อมเครื่องยนต์ และช่วงล่างรถยนต์,3-95(1)-1/34ลบ,นารายณ์มหาราช,227-63-70,9501,ลพบุรี,,2500000,,10160200125342,บริษัท ไทยธาดากรุ๊ป จำกัด,,บริษัท ไทยธาดากรุ๊ป จำกัด,15000,33121,12,เมืองลพบุรี,19
63,ทะเลชุบศร,ซ่อมช่วงล่างรถยนต์ ตั้งศูนย์ถ่วงล้อ ปะยาง,จ3-95(1)-3/46ลบ,นารายณ์มหาราช,227/53-55,9501,ลพบุรี,,15800000,,20160100325461,ห้างหุ้นส่วนจำกัด ลพบุรีหล่อยาง,-,ห้างหุ้นส่วนจำกัด ลพบุรีหล่อยาง,15000,33121,13,เมืองลพบุรี,12
89,ทะเลชุบศร,ซ่อมรถยนต์,จ3-95(1)-116/51ลบ,ศรีปราญช์,115/39,9501,ลพบุรี,,5000000,,20160011625512,นายเดือน สลุงอยู่,,โดการช่าง,15000,33121,14,เมืองลพบุรี,24
23.02,ท่าหิน,"ตัดเย็บเสื้อผ้า,กางเกง และชุดกัฬาสำเร็จรูป",จ2-28(1)-74/64ลบ,สรศักดิ์,92/3,2801,ลพบุรี,413397,2900000,,20160233825643,นางสาวภริน แจ้งวงษ์,,ลพบุรีป๊อปขันสปอร์ต,15000,14111,15,เมืองลพบุรี,57
152.89,ท่าหิน,ผลิต และซ่อมอุปกรณ์การเกษตร,จ3-66-1/35ลบ,สุระนารายณ์,597/2,6600,ลพบุรี,,148300000,5,20160100125358,นายหง่าน วงษ์สุวรรณ,,รวมช่าง 2,15000,28219,16,เมืองลพบุรี,9
227.78,ท่าหิน,ผลิตอุปกรณ์ เครื่องสีข้าว,จ3-66-1/63ลบ,พหลโยธิน,11/4,6600,ลพบุรี,0819473572,5200000,,20160067725638,นายคูณ อินทรพานิช,ร่วมสามัคคี,นายคูณ อินทรพานิช,15000,28219,17,เมืองลพบุรี,8
178.83,กกโก,อบเมล็ดพืชและเก็บรักษาลำเลียงในไซโลและโกดัง,จ3-2(1)-27/47ลบ,-,99,201,ลพบุรี,-,30000000,1,20160002725479,ห้างหุ้นส่วนจำกัด ปรีชานุกูลรุ่งเรืองกิจ,-,ห้างหุ้นส่วนจำกัด ปรีชานุกูลรุ่งเรืองกิจ,15000,1630,18,เมืองลพบุรี,4
429,กกโก,สีข้าว กำลังผลิตสูงสุดของร้านสีข้าว 100 เกวียน/วัน,จ3-9(1)-50/47ลบ,,99,901,ลพบุรี,,30000000,1,20160005025471,ห้างหุ้นส่วนจำกัด ปรีชานุกูลรุ่งเรืองกิจ,,ห้างหุ้นส่วนจำกัด ปรีชานุกูลรุ่งเรืองกิจ,15000,10611,19,เมืองลพบุรี,10
114,กกโก,ทำวงกบ บานประตู-หน้าต่าง และไสไม้,ศ3-34(2)-1/35ลบ,พหลโยธิน,148,3402,ลพบุรี,,4400000,2,160100125352,นางสุภาภรณ์ สุริย์จามร,,หัตถกรรมลพบุรี,15000,16220,20,เมืองลพบุรี,5
50,กกโก,ผลิต จำหน่าย ติดตั้ง สีเทอร์โมพลาสติกสะท้อนแสงสำหรับทำเครื่องหมายบนผิวทางและอุปกรณ์เกี่ยวกับแผงวงจรไฟฟ้าแสงสว่าง งานอำนวยความปลอดภัย,จ3-45(1)-1/62ลบ,,14/14,4501,ลพบุรี,,14731421,1,20160071825622,ห้างหุ้นส่วนจำกัด ชยกร ทราฟฟิค,,ห้างหุ้นส่วนจำกัด ชยกร ทราฟฟิค,15000,20221,21,เมืองลพบุรี,40
130.22,กกโก,ผลิตคอนกรีตผสมเสร็จ,จ3-58(1)-77/65ลบ,,172,5801,ลพบุรี,,15000000,7,20160074425651,บริษัท สุรินทร์ โฮม ซัพพลาย จำกัด,,บริษัท สุรินทร์ โฮม ซัพพลาย จำกัด,15000,23951,22,เมืองลพบุรี,11
99,กกโก,ผลิต ประกอบ ดัดแปลง หรือซ่อมแซม เครื่องส่งกำลังกล เครื่องยก ปั้นจั่น ลิฟต์ รถบรรทุก รถแทรกเตอร์ รถพ่วงสำหรับใช้ในการอุตสาหกรรม,จ3-70-5/59ลบ,ทางหลวงหมายเลข 311,โฉนดที่ดินเลขที่ 52755,7000,ลพบุรี,,17000000,1,20160100525599,นายพัฒนพงศ์ ทองช่วย,,-,18120,28160,23,เมืองลพบุรี,4
52.5,กกโก,ประกอบทรานสฟอร์เมอร์ มอเตอร์ ชิ้นส่วนอิเลคฯ อุปกรณ์แบบพิมพ์,จ3-73-1/44ลบ,,17/10,7300,ลพบุรี,036-451069,19100000,4,20160700125444,บริษัท ลพบุรีพร้อมเซอร์วิส จำกัด,,บริษัท ลพบุรีพร้อมเซอร์วิส จำกัด,15000,27909,24,เมืองลพบุรี,134
192.67,กกโก,ผลิตชิ้นส่วนอิเลคโทรนิคส์,จ3-73-2/56ลบ,พหลโยธิน,557,7300,ลพบุรี,,10000000,4,20160200225561,บริษัท เอ็ม.พี.ยูนิเวอร์แซล จำกัด,-,บริษัท เอ็ม.พี.ยูนิเวอร์แซล จำกัด,15000,27909,25,เมืองลพบุรี,132
93.83,กกโก,ผลิตชิ้นส่วนอุปกรณ์อิเลคโทรนิคส์,จ3-73-4/59ลบ,พหลโยธิน,557/1,7300,ลพบุรี,,12000000,4,20160100425592,บริษัท ต้นแบบวิศวกรรม จำกัด,,บริษัท ต้นแบบวิศวกรรม จำกัด,10250,27909,26,เมืองลพบุรี,150
77.57,กกโก,ซ่อมแซมรถยนต์ หรือส่วนประกอบของรถยนต์,จ3-95(1)-145/50ลบ,พหลโยธิน,154,9501,ลพบุรี,,109500000,2,20160014525503,บริษัท โตโยต้าลพบุรีอุดมชัย ผู้จำหน่ายโตโยต้า จำกัด,,บริษัท โตโยต้าลพบุรีอุดมชัย ผู้จำหน่ายโตโยต้า จำกัด,15000,33121,27,เมืองลพบุรี,56
28.8,โก่งธนู,ประกอบลำโพงขนาดเล็กสำหรับเครื่องโทรศัพท์,จ2-72-1/44ลบ,,88,7200,ลพบุรี,01-8290102,12795250,7,20161300125446,บริษัท กอร์ซาน อคูสติค (ประเทศไทย) จำกัด,,บริษัท กอร์ซาน อคูสติค (ประเทศไทย) จำกัด,13240,26402,28,เมืองลพบุรี,68
329.5,เขาพระงาม,สีข้าว ชนิดแยกแกลบแยกรำ กำลังสีสูงสุดของร้านสีข้าว 145 เกวียน/วัน,3-9(1)-30/18ลบ,คันคลองชลประทาน,53/15,901,ลพบุรี,,15500000,3,10160003025186,ชุมนุมสหกรณ์จังหวัดลพบุรี จำกัด,,ชุมนุมสหกรณ์จังหวัดลพบุรี จำกัด,15000,10611,29,เมืองลพบุรี,19
81,เขาพระงาม,ทำวงกบ-บานประตู หน้าต่างไม้,จ3-34(2)-152/57ลบ,พหลโยธิน,124,3402,ลพบุรี,,1590000,6,20160015225574,นางวันเพ็ญ สืบสันต์,,วันเพ็ญค้าไม้,15000,16220,30,เมืองลพบุรี,2
184.72,เขาพระงาม,ผลิตภัณฑ์คอนกรีตผสมเสร็จ,จ3-58(1)-196/62ลบ,,99/99,5801,ลพบุรี,,60000000,6,20160317625620,ห้างหุ้นส่วนจำกัด เขาพระงามคอนสตรัคช่น,,ห้างหุ้นส่วนจำกัด เขาพระงามคอนสตรัคชั่น,15160,23953,31,เมืองลพบุรี,4
414.8,เขาพระงาม,ประกอบลำโพง,จ3-72-1/45ลบ,,49,7200,ลพบุรี,09-2085208,79500000,10,20160700125451,บริษัท โนวา ซาวด์ จำกัด,,บริษัท โนวา ซาวด์ จำกัด,15000,26402,32,เมืองลพบุรี,230
52,เขาพระงาม,ทำอู่ซ่อมสีและตัวถังรถยนต์,จ3-95(1)-263/57ลบ,,83/15,9501,ลพบุรี,081-5706247,4200000,3,20160026325579,บริษัท ศักดิ์เฮงกลการ (1999) จำกัด,,บริษัท ศักดิ์เฮงกลการ (1999) จำกัด,15000,33121,33,เมืองลพบุรี,20
565.52,เขาสามยอด,ทำไอศครีม,3-12(11)-1/26ลบ,พหลโยธิน,91/89,1211,ลพบุรี,411779,17500000,4,10160000125260,บริษัท อินเตอร์ โฟกัส ฟู้ด จำกัด,วิไลใจดี,บริษัท อินเตอร์ โฟกัส ฟู้ด จำกัด,15000,10503,34,เมืองลพบุรี,80
58,เขาสามยอด,ไสไม้,3-34(1)-1/23ลบ,นเรศวรมหาราช,78/2,3401,ลพบุรี,411427,23150000,1,10160000125237,นายประดิษฐ สกุลสุวรรณ,,โรงไสไม้ลพบุรี,15000,16101,35,เมืองลพบุรี,4
248.5,เขาสามยอด,เลื่อยไม้,3-34(1)-2/23ลบ,นเรศวรมหาราช,78/2,3401,ลพบุรี,411427,29000000,1,10160000225235,นายประดิษฐ สกุลสุวรรณ,,โรงเลื่อยจักรลพบุรี,15000,16101,36,เมืองลพบุรี,25
61.5,เขาสามยอด,ทำวงกบ บานประตู-หน้าต่างจากไม้,ศ3-34(2)-2/35ลบ,นเรศวร,78/2,3402,ลพบุรี,411427,4400000,1,160000225351,นายประดิษฐ์ สกุลสุวรรณ,,โรงวงกบลพบุรี,15000,16220,37,เมืองลพบุรี,5
55.59,เขาสามยอด,ผลิตซ่อมแซมโต๊ะเจียรนัยเพชรพลอย และผลิตอุปกรณ์เครื่องมือเครื,อ2-61-18/64ลบ,,98/3-4,6100,ลพบุรี,,2200000,5,60160234425642,ห้างหุ้นส่วนจำกัด เบลโก้ไทยไดมอนด์อีควิปเม้นท์,,ห้างหุ้นส่วนจำกัด เบลโก้ไทยไดมอนด์อีควิปเม้นท์,15000,24109,38,เมืองลพบุรี,12
105.04,เขาสามยอด,ทำประตู-หน้าต่างเหล็ก,จ3-63(2)-1/39ลบ,,37/2,6302,ลพบุรี,,1700000,1,20160600125395,นายประจวบ เทพศิริ,,เทพศิริโลหะ,15000,25111,39,เมืองลพบุรี,10
192,เขาสามยอด,เกี่ยวกับผลิตภัณฑ์โลหะอย่างใดอย่างหนึ่งหรือหลายอย่าง (การอัดเศษโลหะ),จ3-64(11)-3/61ลบ,,50/12,6411,ลพบุรี,,1000000,-,20160000325611,บริษัท เจริญชัย (2016) จำกัด,บ้านโนนมะกอก,บริษัท เจริญชัย (2016) จำกัด,15000,25999,40,เมืองลพบุรี,18
71,เขาสามยอด,ซ่อมรถยนต์,จ3-95(1)-1/38ลบ,พหลโยธิน,91/11,9501,ลพบุรี,413031,19000000,4,20160800125385,บริษัท อีซูซุลพบุรี จำกัด,,บริษัท อีซูซุลพบุรี จำกัด,15000,33121,41,เมืองลพบุรี,26
322.65,เขาสามยอด,ซ่อมบำรุงรักษารถยนต์ จำหน่ายรถยนต์ จำหน่ายอะไหล่รถยนต์ ซ่อมตัวถัง ซ่อมสีรถยนต์,จ3-95(1)-14/60ลบ,พหลโยธิน (ช.15),89,9501,ลพบุรี,,326700000,,20160001425600,บริษัท โตโยต้านารายณ์แกรนด์ จำกัด,,บริษัท โตโยต้านารายณแกรนด์ จำกัด,15130,33121,42,เมืองลพบุรี,50
196,เขาสามยอด,พ่นสีรถยนต์ และปะผุตัวถังรถยนต์,จ3-95(1)-101/61ลบ,,91/113,9501,ลพบุรี,,5000000,4,20160010125613,บริษัท โชติชินวัตร จำกัด,,บริษัท โชติชินวัตร จำกัด,15000,33121,43,เมืองลพบุรี,10
50,เขาสามยอด,ศูนย์บริการซ่อมรถยนต์,จ3-95(1)-150/54ลบ,,122/2,9501,ลพบุรี,,10000000,1,20160015025545,ห้างหุ้นส่วนจำกัด ทวีมอเตอร์,,ห้างหุ้นส่วนจำกัด ทวีมอเตอร์,15000,33121,44,เมืองลพบุรี,7
75,โคกกะเทียม,สีข้าวชนิดแยกแกลบแยกรำ (กำลังสีสูงสุดของร้านสีข้าว 14 เกวียน/วัน),3-9(1)-5/19ลบ,,44,901,ลพบุรี,,700000,2,10160000525196,นางนิกูล อุสาหะ,,โคกกระเทียม,15000,10611,45,เมืองลพบุรี,3
518.5,โคกกะเทียม,สีข้าว ชนิดแยกแกลบแยกรำ ขนาด 300 เกวียน/วัน และอบข้าวลดความชื้น,จ3-9(1)-49/48ลบ,,112,901,ลพบุรี,,30000000,6,20160004925481,ห้างหุ้นส่วนจำกัด ข้าวไทยรุ่งเรือง,,ห้างหุ้นส่วนจำกัด ข้าวไทยรุ่งเรือง,15000,10611,46,เมืองลพบุรี,7
150,โคกลำพาน,สีข้าวชนิดแยกแกลบแยกรำ กำลังสีสูงสุดของร้านสีข้าว 30 เกวียน/วัน,3-9(1)-1/15ลบ,-,63,901,ลพบุรี,081-7574297,1130000,1,10160000125153,นายนันทภิวัธน์ จิววัฒนารักษ์,-,โรงสีเซ่งย้ง,15000,10611,47,เมืองลพบุรี,4
308,โคกลำพาน,สีข้าวขนิดแยกแกลบแยกรำ 300 เกวียน / วัน,จ3-9(1)-85/48ลบ,สายเลียงเมือง,89,901,ลพบุรี,01-8522294,6000000,3,20160008525485,นายบุญธรรม จะมา,,โรงสียิ่งเจริญธัญญกิจ,15000,10611,48,เมืองลพบุรี,12
384.25,โคกตูม,อบ คัดเมล็ดพันธ์,จ3-2(1)-1/41ลบ,โคกตูม-พัฒนานิคม,44/2,201,ลพบุรี,036-499300-1,42497972,5,20160000125417,บริษัท แปซิฟิคเมล็ดพันธ์ จำกัด,6,บริษัท แปซิฟิคเมล็ดพันธ์ จำกัด,15210,1630,49,เมืองลพบุรี,17
175.5,โคกตูม,อบเมล็ดพันธุ์พืช,จ3-2(1)-10/66ลบ,,15/2,201,ลพบุรี,0819471414,26000000,12,20160060625660,นายชานนท์ ศรีมั่น,,เพื่อนเกษตรลพบุรี,15210,1630,50,เมืองลพบุรี,6
137.5,โคกตูม,ทำพืชไร่ อบข้าวโพด ลานตากข้าวโพด และมันสำปะหลัง,จ3-2(1)-16/55ลบ,-,122/1,201,ลพบุรี,,22000000,3,20160001625555,นายเกียรติ อิสระเสนารักษ์,-,โคกตูมพืชผล,15210,1630,51,เมืองลพบุรี,4
561,โคกตูม,สกัดน้ำมันจากพืช (หีบน้ำมันมะพร้าว),จ3-7(1)-8/55ลบ,,โฉนดที่ดินเลขที่ 31616,701,ลพบุรี,086-1864055,2320000,7,20160000825552,นายธีรวุฒิ พวงจำปี,,-,15210,10491,52,เมืองลพบุรี,3
176,โคกตูม,ผลิตน้ำแข็งยูนิต (หลอด) ผลิตน้ำดื่ม,จ3-14-80/57ลบ,,88/2,1400,ลพบุรี,081-7940024,1000000,9,20160008025577,บริษัท 899 จำกัด,,บริษัท 899 จำกัด,15210,10795,53,เมืองลพบุรี,7
371,โคกตูม,บดเมล็ดพืชเพื่อนำไปใช้ผสมเป็นอาหารสัตว์,จ3-15(2)-2/62ลบ,สายพระพุทธบาท-โคกตูม,491,1502,ลพบุรี,,2500000,2,20160071925620,บริษัท มงคลอาหารสัตว์ จำกัด,,,15210,10294,54,เมืองลพบุรี,11
12515.45,โคกตูม,การทำเคมีภัณฑ์ สารเคมีหรือวัสดุเคมี เช่นผงแคลเซี่ยม สหรับเคลือบกระดาษขาว,3-42(1)-1/40ลบ,สายโท,31,4201,ลพบุรี,0632025348-49,1771000348,12,10160300125408,บริษัท ควอลิตี้ มิเนอรัล จำกัด (มหาชน),,บริษัท ควอลิตี้ มิเนอรัล จำกัด (มหาชน),15210,20113,55,เมืองลพบุรี,77
14935.9,โคกตูม,บดย่อย แต่งแร่ ผลิตแคลเซี่ยมคาร์บอเนต,3-42(1)-2/38ลบ,ทางหลวงหมายเลข 3017,44/4,4201,ลพบุรี,0-3643-6131,4203105774,5,10160000225383,บริษัท สุรินทร์ ออมย่า เคมิคอล(ประเทศไทย) จำกัด,,บริษัท สุรินทร์ ออมย่า เคมิคอล(ประเทศไทย) จำกัด,15210,20113,56,เมืองลพบุรี,61
7174.25,โคกตูม,ผลิตแคลเซี่ยมคาร์บอเนต,3-42(1)-2/40ลบ,สาย 3017,55/5,4201,ลพบุรี,,492000000,5,10160100225408,บริษัท แซนด์ แอนด์ ซอยล์ อุตสาหกรรม จำกัด,,บริษัท แซนด์ แอนด์ ซอยล์ อุตสาหกรรม จำกัด,15210,20113,57,เมืองลพบุรี,166
6543.8,โคกตูม,ผลิตแคลเซียมคอมเปาด์และทัลคั่มคอมเปาด์,3-42(1)-6/53ลบ,3017ล,55/6,4201,ลพบุรี,036-436511-4,480000000,5,10160000625533,บริษัท แซนด์ แอนด์ ซอยล์ อุตสาหกรรม จำกัด,-,บริษัท แซนด์ แอนด์ ซอยล์ อุตสาหกรรม จำกัด,15210,20299,58,เมืองลพบุรี,48
182,โคกตูม,"ผลิตสีเคลือบผิวภายในและภายนอกอาคาร งานตบแต่งสิ่งปลูกสร้าง, ซีเมนต์ผสมพิเศษ เพื่องานตบแต่งอาคารและผลิตภัณฑ์ใช้ในการกันซึม",จ3-45(1)-1/43ลบ,สาย 3333,103,4501,ลพบุรี,"9143267,01-331-",23250000,8,20160500125438,บริษัท เทอร์ราโก้ อินดัสตรี (ไทยแลนด์) จำกัด,,บริษัท เทอร์ราโก้ อินดัสตรี (ไทยแลนด์) จำกัด,15210,20221,59,เมืองลพบุรี,32
586.5,โคกตูม,ผลิตแอสฟัลท์คอนกรีต,จ3-50(4)-28/53ลบ,,"โฉนดที่ดินเลขที่ 66988,29903 และ 66987",5004,ลพบุรี,,29000000,,20160002825535,ห้างหุ้นส่วนจำกัด เทียรประเสริฐ,,ห้างหุ้นส่วนจำกัด เทียรประเสริฐ,15210,19209,60,เมืองลพบุรี,5
2496.04,โคกตูม,ทำพลาสติกเป็นแผ่น ชิ้น หรือรูปทรงต่าง ๆ รวมทั้งทำผลิตภัณฑ์สำหรับใช้เป็นฉนวน,3-53(5)-1/42ลบ,สายโท,31/1,5305,ลพบุรี,036-658331,23000000,12,10160000125427,บริษัท คิวเอ็ม อินเวนท์ จำกัด,,บริษัท คิวเอ็ม อินเวนท์ จำกัด,15210,22230,61,เมืองลพบุรี,14
400,โคกตูม,เป่าขวด PET,จ3-53(5)-59/61ลบ,,37/4,5305,ลพบุรี,,8800000,3,20160005925613,ห้างหุ้นส่วนจำกัด พี พี เอส แพ็คเก็จจิ้ง,,ห้างหุ้นส่วนจำกัด พี พี เอส แพ็คเก็จจิ้ง,15210,22230,62,เมืองลพบุรี,10
150,โคกตูม,การล้าง บด หรือย่อยพลาสติก,จ3-53(9)-5/59ลบ,,9/1,5309,ลพบุรี,,2000000,14,20160000525590,นายนันทพล เพิ่มวงศ์เสนีย์,,ศรีเพชร ทรัพย์ทวี,15210,22299,63,เมืองลพบุรี,3
50,โคกตูม,ผลิตอิฐบล็อกเพื่อการก่อสร้าง,อ2-56-15/56ลบ,-,2/1,5600,ลพบุรี,0890906534,19000000,12,60160001525566,บริษัทพนมศิริ จำกัด (นางสาวสุนันทา สุนทรปาน),-,พีเอส ทรัพย์ซีเมนต์บล็อก,15210,23921,64,เมืองลพบุรี,39
91,โคกตูม,ผลิตคอนกรีตผสมเสร็จ,จ3-58(1)-53/55ลบ,,102/1,5801,ลพบุรี,,15500000,5,20160005325558,ห้างหุ้นส่วนจำกัด เทียรพานิช,,,15210,23953,65,เมืองลพบุรี,9
374.96,โคกตูม,ผลิตวัสดุก่อสร้าง เสาเข็ม แผ่นพื้นสำเร็จรูป คอนกรีตอัดแรง,จ3-58(1)-57/59ลบ,,"โฉนดที่ดินเลขที่ 18658, 18659, 62132",5801,ลพบุรี,,135000000,12,20160005725591,ห้างหุ้นส่วนจำกัด เทียรประเสริฐ,,ห้างหุ้นส่วนจำกัด เทียรประเสริฐ,15000,23953,66,เมืองลพบุรี,30
157.63,โคกตูม,ผลิตคอนกรีตผสมเสร็จ,จ3-58(1)-107/65ลบ,,โฉนดที่ดินเลขที่ 104750,5801,ลพบุรี,,11000000,6,20160108725654,ห้างหุ้นส่วนจำกัด ทองโชติการช่าง,,ห้างหุ้นส่วนจำกัด ทองโชติการช่าง,15210,23951,67,เมืองลพบุรี,14
2270,โคกตูม,ทำผลิตภัณฑ์จากหินแคลเซียม,จ3-58(3)-1/51ลบ,-,41/1,5803,ลพบุรี,,84386556,12,20160000125516,บริษัท ร๊อคช เวิลด์ อินดัสทรี้ จำกัด,,บริษัท ร็อคซ เวิลด์ อินดัสทรี้ จำกัด,15210,23961,68,เมืองลพบุรี,64
461.8,โคกตูม,รับบริการ ทำโครงเหล็ก เหล็กดัด ประตูม้วน โครงหลังคา ท่อเหล็กเหนียวและอุปกรณ์บานประตูระบายน้ำเหล็กเหนียว งานเหล็กและอลูมิเนียมทุกชนิด,จ3-61-2/62ลบ,,72/12,6100,ลพบุรี,,22400000,15,20160078125620,ห้างหุ้นส่วนจำกัด ส.ศิริวัฒน์ เอ็นจิเนียริ่ง,,ห้างหุ้นส่วนจำกัด ส.ศิริวัฒน์ เอ็นจิเนียริ่ง (สาขาลพบุรี),74000,24109,69,เมืองลพบุรี,27
1340.43,โคกตูม,โรงผลิตพลังงานไฟฟ้าจากเซลล์แสงอาทิตย์ ขนาด 999.6 กิโลวัตต์,3-88(1)-2/61ลบ,-,"โฉนดที่ดินเลขที่ 39734, 40231 และ 45546",8801,ลพบุรี,,50569277.27,2,40160000225619,บริษัท สุรินทร์ ออมย่า เคมิคอล (ประเทศไทย) จำกัด,-,บริษัท สุรินทร์ ออมย่า เคมีคอล (ประเทศไทย) จำกัด,15210,35101,70,เมืองลพบุรี,2
2,โคกตูม,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย ได้แก่ การคัดแยกพลาสติกกระดาษ,จ3-105-191/50ลบ,,284,10500,ลพบุรี,,795000,2,20160019125507,นางทัศนี วังเจริญ,โรงปูน,นางทัศนี วังเจริญ,15210,38211,71,เมืองลพบุรี,53
491,ตะลุง,ผลิตภัณฑ์พลาสติกอย่างใดอย่างหนึ่งหรือหลายอย่างจำพวกถุงพลาสติก,จ3-53(1)-22/47ลบ,ลพบุรี-บ้านแพรก,69,5301,ลพบุรี,036-656900,8000000,6,20160002225470,บริษัท 3 เอ.พลาสติก จำกัด,,บริษัท 3 เอ.พลาสติก จำกัด,15000,22210,72,เมืองลพบุรี,50
466.7,ท่าแค,ผลิตแอสฟัลท์ติกคอนกรีต,จ3-50(4)-1/46ลบ,,111,5004,ลพบุรี,,16000000,4,20160400125462,ห้างหุ้นส่วนจำกัด ลพบุรีแอสฟัลท์,,ห้างหุ้นส่วนจำกัด ลพบุรีแอสฟัลท์,15000,19209,73,เมืองลพบุรี,11
467.16,ท่าแค,ผลิตยางแอสฟัลท์ติกคอนกรีต,จ3-50(4)-23/54ลบ,,124,5004,ลพบุรี,089-7422122,20000000,4,20160102325543,ห้างหุ้นส่วนจำกัด เขาพระงามคอนสตรัคชั่น,,ห้างหุ้นส่วนจำกัด เขาพระงามคอนสตรัคชั่น,15000,19209,74,เมืองลพบุรี,6
151,ท่าแค,ทำผลิตภัณฑ์คอนกรีตผสมเสร็จ,จ3-58(1)-15/53ลบ,,82/2,5801,ลพบุรี,,8700000,3,20160001525532,ห้างหุ้นส่วนจำกัด พี พี เจ ดีเวอร์ล็อปเม้นท์,,ห้างหุ้นส่วนจำกัด พี พี เจ ดีเวอร์ล็อปเม้นท์,15000,23953,75,เมืองลพบุรี,16
